VIV_SEL,HOGAR,ND_TIPO,BPCOD,R_SEL,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_23,BP1_31,BP1_35_1,BP1_35_2,BP1_35_3,BP1_35_4,BP1_35_5,BP1_35_6,BP1_35_7,BP1_35_8,BP1_35_9,BP1_35_10,BP1_35_11,BP1_35_99,BP1_36,BP1_37,BP1_38,FAC_DEL,DOM,EST,UPM
5,1,1,4,1,6,17,8,2,1,2,2,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2000,0,492,1,174,6917
4,1,1,4,1,6,17,7,2,4,2,2,2,1,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1500,0,148,1,170,6918
3,1,1,7,2,8,17,7,1,4,2,1,1,2,9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,800,0,405,1,171,6922
3,1,1,2,2,6,17,7,1,1,2,1,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2000,0,131,1,170,6923
4,2,1,2,1,3,17,7,3,1,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5000,0,131,1,170,6923
4,2,1,6,1,4,17,7,2,3,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,10000,0,262,1,170,6923
4,1,1,5,1,12,17,7,2,3,1,1,1,2,6,2,1,0,1,1,1,1,1,1,0,0,0,0,1,5000,0,1110,1,178,6927
2,1,1,9,2,12,17,7,1,8,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,150000,0,276,1,171,6929
2,1,2,9,2,12,17,7,2,8,2,1,1,1,4,2,0,1,1,1,0,0,0,0,0,0,0,0,1,230000,0,276,1,171,6929
3,1,1,4,1,12,17,7,2,5,2,2,1,1,4,2,0,0,0,0,0,0,0,1,1,0,0,0,1,10000,0,276,1,171,6929
3,1,1,6,1,9,17,7,3,4,2,1,1,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,276,1,171,6929
3,1,1,10,1,12,17,7,1,5,2,2,1,2,4,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,276,1,171,6929
4,1,1,2,1,2,17,7,3,1,2,1,1,1,4,2,0,0,0,0,0,0,0,1,1,0,0,0,1,3000,0,138,1,171,6929
4,1,2,2,1,5,17,7,3,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,138,1,171,6929
4,1,3,2,1,9,17,7,3,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,138,1,171,6929
2,1,1,4,3,3,17,7,2,6,2,2,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,500,0,568,1,170,6930
2,1,2,4,3,9,17,29,2,6,2,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,9999999,0,568,1,170,6930
2,1,3,4,3,12,17,7,2,1,2,2,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,300,0,568,1,170,6930
1,1,1,6,1,11,17,11,2,4,2,1,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5000,0,124,1,171,6931
2,1,1,4,2,9,17,11,3,4,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1200,0,248,1,171,6931
5,1,1,8,2,6,17,11,1,2,1,2,1,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,248,1,171,6931
3,1,1,10,1,11,17,11,2,1,2,2,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,396,1,170,6932
3,1,1,4,2,4,17,18,1,6,2,1,1,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,3,7000,0,801,1,174,6933
4,1,1,1,1,8,17,7,3,5,1,1,2,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,3,50000,0,150,1,170,6935
4,1,1,4,1,9,9,999,2,4,2,2,2,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3000,0,150,1,170,6935
4,1,1,6,1,5,21,114,2,4,2,1,1,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,5,8569,381,150,1,170,6935
2,1,1,4,1,2,17,7,3,3,2,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,152,1,170,6936
3,1,1,4,1,10,17,7,1,6,2,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,304,1,170,6936
3,1,2,4,1,3,17,7,2,1,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,500,0,304,1,170,6936
4,1,1,4,1,4,17,7,2,5,2,2,1,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,1,8000,0,139,1,171,6937
3,1,1,4,2,11,17,11,3,6,2,1,1,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,600,0,850,1,178,6940
5,1,1,6,2,4,17,7,9,8,2,1,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,8000,0,238,1,170,6941
1,1,1,3,6,2,17,8,2,2,1,1,1,1,4,2,0,1,1,1,0,0,0,1,1,0,0,0,1,7000,0,252,1,174,6943
1,1,1,4,6,3,17,7,2,1,2,1,1,1,4,2,0,1,1,1,0,0,0,1,1,0,0,0,1,2500,0,1008,1,174,6943
1,1,2,4,6,9,17,7,2,1,2,1,1,2,6,2,0,1,1,1,0,0,0,1,1,0,0,0,1,10000,0,1008,1,174,6943
3,1,1,4,1,12,17,8,3,1,2,2,1,2,6,2,1,1,0,0,0,0,0,0,1,0,0,0,1,5000,1600,504,1,174,6943
3,1,1,7,1,4,17,8,1,2,2,1,1,2,6,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1300,0,504,1,174,6943
4,1,1,4,2,7,17,7,1,1,2,2,1,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,3,2000,0,756,1,174,6943
1,1,1,6,2,9,17,11,2,4,2,1,1,2,9,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,276,1,171,6944
2,1,1,4,1,11,17,11,3,1,2,2,1,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1500,0,276,1,171,6944
4,1,1,2,1,4,17,7,2,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3000,500,138,1,171,6944
4,1,1,8,1,9,17,7,3,3,1,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,138,1,171,6944
5,1,1,8,2,6,17,11,3,2,1,2,1,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,276,1,171,6944
5,1,1,3,1,11,17,11,3,2,2,1,1,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,500,0,634,1,177,6946
3,1,1,4,2,8,17,7,3,1,2,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,134,1,172,6947
3,1,1,5,2,4,17,7,2,4,1,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1200,0,134,1,172,6947
3,1,1,9,2,2,17,7,2,1,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,134,1,172,6947
3,1,1,10,2,9,17,7,2,1,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,134,1,172,6947
3,1,2,4,2,12,17,7,4,1,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,134,1,172,6947
3,1,2,10,2,11,17,7,3,1,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,134,1,172,6947
4,1,1,6,1,11,17,7,9,9,2,1,1,2,9,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9999999,0,335,1,172,6947
5,1,1,6,1,4,17,7,9,9,2,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,5,8569,381,134,1,172,6947
4,1,1,2,4,7,17,7,2,1,2,1,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,0,166,1,171,6948
5,1,1,8,3,11,17,7,2,2,1,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,498,1,171,6948
3,1,1,2,1,5,17,7,9,1,2,1,1,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,4,5500,0,136,1,171,6950
2,1,1,4,3,9,17,18,4,1,2,2,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,3,300,0,1824,1,173,6951
4,1,1,3,1,5,17,18,2,2,2,1,1,2,3,2,0,0,0,0,0,0,0,1,1,0,0,0,1,7000,0,456,1,173,6951
1,1,1,1,2,10,17,8,3,1,1,2,2,1,4,1,0,0,1,1,0,0,0,0,1,0,0,0,3,0,3000,322,1,174,6952
2,1,1,8,1,5,17,7,1,2,1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,5,8569,381,644,1,174,6952
4,1,1,2,2,3,17,9,1,1,2,1,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,3,600,0,322,1,174,6952
4,1,2,2,2,9,17,7,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1500,0,322,1,174,6952
2,1,1,2,3,6,17,7,2,1,2,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,134,1,170,6953
4,1,1,7,1,1,17,8,2,2,2,1,1,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,30000,0,134,1,170,6953
7,1,1,7,1,2,17,7,1,3,2,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,15000,0,128,1,172,6954
7,1,1,9,1,3,17,7,2,3,2,2,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,128,1,172,6954
10,1,1,2,1,12,17,7,2,5,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,30000,0,128,1,172,6954
10,1,1,9,1,10,17,7,2,8,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,6000,0,384,1,172,6954
10,1,1,12,1,12,17,7,2,8,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,384,1,172,6954
10,1,2,9,1,10,17,7,2,8,2,2,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2000,0,384,1,172,6954
10,1,2,12,1,12,17,7,1,8,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,200,200,384,1,172,6954
10,1,3,9,1,12,17,7,2,8,2,2,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2000,200,384,1,172,6954
10,1,3,12,1,12,17,7,2,8,2,2,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,200,0,384,1,172,6954
10,1,4,9,1,12,17,7,2,8,2,2,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,384,1,172,6954
2,1,1,4,1,10,17,7,2,1,2,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,800,0,144,1,171,6956
2,1,1,8,1,4,17,7,2,1,1,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,144,1,171,6956
3,1,1,3,1,12,17,18,2,2,2,1,1,1,4,2,0,0,1,0,0,1,0,0,1,0,0,0,3,30000,8000,255,1,174,6958
5,1,1,2,1,4,17,7,1,3,2,1,1,2,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,2500,0,144,1,170,6961
4,1,1,4,2,6,17,8,4,1,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,732,1,174,6962
4,1,2,4,2,7,17,7,4,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,400,0,732,1,174,6962
2,1,1,3,3,4,17,11,1,2,2,1,1,1,4,2,0,0,0,1,0,1,0,0,0,0,0,0,1,10000,0,151,1,171,6963
2,1,1,4,3,4,17,11,1,5,2,2,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,453,1,171,6963
4,1,1,4,4,3,17,28,2,6,2,2,1,2,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1500,0,755,1,171,6963
4,1,2,4,4,10,17,11,3,5,2,2,1,2,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,300,0,755,1,171,6963
1,1,1,8,1,9,17,18,2,2,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,500,1,174,6964
3,1,1,1,3,7,17,18,2,1,2,1,1,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,250,1,174,6964
5,1,1,8,2,10,17,18,1,1,1,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,500,1,174,6964
2,1,1,2,2,7,17,7,4,1,2,1,1,2,7,2,0,0,1,0,0,0,0,1,0,0,0,0,1,20000,0,190,1,171,6966
5,1,1,2,2,1,20,67,3,1,2,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,0,190,1,171,6966
1,1,1,1,3,10,17,7,3,1,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,40000,0,154,1,170,6967
4,1,1,2,1,7,17,7,2,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1000,0,154,1,170,6967
4,1,1,7,1,11,17,7,2,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,3000,0,308,1,170,6967
3,1,1,4,4,1,17,7,3,1,2,2,2,2,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1500,0,720,1,171,6968
5,1,1,3,2,3,17,7,3,2,2,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,5000,0,144,1,171,6968
2,1,1,8,1,7,17,11,2,2,1,1,2,2,9,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,352,1,170,6969
4,1,1,6,2,12,17,18,3,4,2,1,1,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,9999999,0,562,1,174,6971
1,1,1,1,1,5,12,36,9,7,2,1,1,2,4,2,0,1,1,1,0,1,1,0,0,0,0,0,1,50000,0,150,1,171,6972
1,1,1,4,1,9,17,7,2,1,2,1,1,2,8,2,0,0,1,0,0,1,1,1,1,0,0,0,1,2000,100,300,1,171,6972
1,1,2,4,1,12,17,7,3,1,2,1,1,2,5,2,0,0,1,0,0,1,0,1,1,0,0,0,1,700,0,300,1,171,6972
4,1,1,2,1,8,17,7,2,1,2,1,1,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,0,150,1,171,6972
4,1,1,12,1,2,17,7,2,3,2,2,1,2,9,2,0,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,150,1,171,6972
4,1,2,2,1,10,17,7,2,1,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1500,0,150,1,171,6972
5,1,1,3,1,10,17,7,9,2,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5000,0,150,1,171,6972
5,1,1,4,1,5,17,7,2,1,2,2,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1000,0,150,1,171,6972
1,1,1,4,2,9,17,7,1,1,2,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,624,1,171,6973
2,1,1,2,1,10,17,7,3,1,2,1,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,4000,0,156,1,171,6973
2,1,1,5,1,3,17,7,2,1,1,2,1,2,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,20000,0,312,1,171,6973
2,1,2,5,1,4,17,999,2,1,1,2,2,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1,3500,0,312,1,171,6973
3,1,1,2,1,11,17,7,3,1,2,1,1,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,1,700,0,156,1,171,6973
3,1,1,6,1,2,17,7,1,8,2,1,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2900,0,312,1,171,6973
4,1,1,3,3,8,17,8,4,2,1,2,2,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,3,205,0,272,1,174,6975
2,1,1,4,1,9,17,29,3,1,2,2,1,1,4,1,0,0,1,1,1,0,1,0,0,0,0,0,1,5000,10000,165,1,170,6979
1,1,1,2,3,9,9,999,9,9,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,116,1,171,6981
1,1,2,2,3,9,9,999,9,9,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,116,1,171,6981
2,1,1,4,2,5,17,7,1,9,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,348,1,171,6981
1,1,1,6,1,10,17,7,9,4,2,1,1,2,8,1,0,0,1,0,0,0,0,1,0,0,0,0,1,10000,0,158,1,170,6982
1,1,1,4,1,6,17,7,1,6,2,2,2,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,15000,0,268,1,172,6985
4,1,1,4,2,12,17,7,2,3,2,2,2,2,4,2,0,0,1,1,0,0,0,1,0,0,0,0,1,9000,0,268,1,172,6985
2,1,1,4,2,11,17,7,4,1,2,2,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,22000,0,428,1,170,6987
3,1,1,8,1,12,17,7,2,2,1,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1284,1,170,6987
5,1,1,2,2,6,17,7,3,1,2,1,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,4000,0,214,1,170,6987
1,1,1,4,1,9,17,7,1,5,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,700,0,278,1,170,6988
2,1,1,4,1,2,17,11,1,6,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,500,0,435,1,171,6989
1,1,1,4,2,3,14,73,1,5,2,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2000,0,519,1,170,6991
1,1,2,4,2,7,17,7,3,6,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,200,0,519,1,170,6991
1,1,1,4,2,11,17,7,2,6,2,2,1,2,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2500,0,262,1,170,6993
2,1,1,4,5,9,17,7,2,1,2,1,1,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,40000,0,262,1,170,6993
3,1,1,3,1,1,17,11,1,2,2,1,1,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,1,30000,0,146,1,170,6995
3,1,2,3,1,7,17,11,2,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,20000,0,146,1,170,6995
6,1,1,2,2,8,17,11,2,2,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3000,0,146,1,170,6995
6,1,1,3,2,3,17,11,9,2,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1000,0,146,1,170,6995
2,1,1,8,1,11,17,7,2,2,2,1,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,400,290,1,171,6998
4,1,1,1,1,4,17,7,3,3,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,120000,0,145,1,171,6998
4,1,1,2,1,1,17,7,2,3,2,1,1,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,145,1,171,6998
4,1,1,6,1,6,17,7,9,4,2,1,1,2,9,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,145,1,171,6998
4,1,1,8,1,8,17,7,2,2,1,2,2,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,145,1,171,6998
5,1,1,1,1,11,17,7,4,1,1,2,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,0,145,1,171,6998
5,1,1,2,1,11,17,7,4,1,2,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1500,0,145,1,171,6998
5,1,1,4,4,3,17,7,1,4,2,2,2,2,9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,300,0,1840,1,171,6999
5,1,2,4,4,10,17,7,3,1,2,2,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,20,0,1840,1,171,6999
4,1,1,5,1,11,17,18,2,3,1,1,1,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,8000,0,154,1,170,7000
3,1,1,3,1,1,17,8,1,2,2,1,1,2,6,2,0,0,0,1,0,0,0,1,0,0,0,0,1,3000,0,281,1,174,7001
4,1,1,2,1,3,17,8,3,7,1,2,2,2,9,1,0,0,0,1,0,0,0,1,1,0,0,0,3,2000,0,281,1,174,7001
2,1,1,1,1,6,17,7,3,5,2,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,80000,12000,142,1,171,7002
3,1,1,4,1,12,17,7,2,6,2,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,284,1,171,7002
5,1,1,2,1,3,17,7,2,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,500,0,142,1,171,7002
2,1,1,2,2,11,17,18,2,1,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,0,0,0,1,900,0,448,1,174,7003
2,1,1,3,2,9,17,8,3,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,3,50000,0,448,1,174,7003
2,1,1,8,2,10,17,7,2,3,1,2,1,2,4,2,1,1,1,1,1,1,1,1,1,0,0,0,3,0,0,2240,1,174,7003
2,1,2,2,2,9,17,18,2,1,2,1,1,2,4,2,1,1,1,1,1,1,1,1,0,0,0,0,1,300,0,448,1,174,7003
2,1,2,3,2,5,17,8,2,2,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,0,0,0,1,4000,0,448,1,174,7003
2,1,2,8,2,12,17,8,2,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,0,0,0,3,0,0,2240,1,174,7003
2,1,3,2,2,3,17,7,3,1,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,0,0,0,1,600,0,448,1,174,7003
4,1,1,3,1,1,17,8,1,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,0,0,0,1,120000,1500,448,1,174,7003
1,1,1,1,7,10,17,7,2,1,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,45000,0,387,1,178,7005
1,1,1,3,2,4,17,7,2,2,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,20000,10000,158,1,171,7006
1,1,1,6,2,9,17,7,2,5,2,1,1,2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5000,0,474,1,171,7006
3,1,1,2,1,2,17,7,3,1,2,1,1,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,500,0,158,1,171,7006
3,1,1,8,1,2,17,7,4,2,1,1,2,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,158,1,171,7006
3,1,2,2,1,11,17,7,2,1,2,1,1,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1500,0,158,1,171,7006
4,1,1,3,5,3,17,7,4,2,2,1,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,20000,0,158,1,171,7006
4,1,1,4,5,6,17,7,1,1,2,1,1,2,5,2,1,0,0,1,0,0,0,1,0,0,0,0,1,3000,0,948,1,171,7006
4,1,1,9,5,10,17,7,3,1,2,1,1,2,5,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,300,948,1,171,7006
4,1,2,3,5,10,17,7,4,2,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9999999,0,158,1,171,7006
4,1,2,4,5,7,17,7,2,6,2,1,1,2,5,2,0,0,1,1,0,0,0,1,0,0,0,0,1,200,0,948,1,171,7006
5,1,1,1,1,2,9,17,2,1,2,1,1,1,4,2,0,0,0,1,0,0,0,1,0,0,0,0,1,9999999,0,158,1,171,7006
5,1,1,2,1,2,9,17,2,1,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9999999,0,158,1,171,7006
1,1,1,6,2,10,17,11,2,4,2,1,1,2,9,1,0,0,0,0,0,0,0,1,1,0,0,0,1,5000,0,300,1,171,7008
4,1,1,4,2,9,17,11,2,1,2,2,1,2,7,2,0,0,1,1,0,0,0,0,0,0,0,0,1,6000,0,300,1,171,7008
5,1,1,3,1,7,17,18,2,2,2,1,1,2,5,2,0,1,0,1,0,0,0,1,1,0,0,0,1,15000,0,240,1,174,7009
3,1,1,1,4,9,9,999,9,9,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,116,1,171,7010
4,1,1,2,1,2,17,7,1,2,2,1,1,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,1,5000,0,137,1,170,7012
4,1,1,3,1,11,17,7,3,2,2,1,1,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1000,0,137,1,170,7012
4,1,1,8,1,4,17,7,1,3,1,2,2,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,5,8569,381,548,1,170,7012
4,1,2,2,1,5,17,7,3,1,2,1,1,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,1,3500,0,137,1,170,7012
4,1,2,3,1,9,17,7,1,2,2,1,1,2,4,2,0,1,1,1,0,0,0,0,0,0,0,0,1,2000,0,137,1,170,7012
5,1,1,2,1,11,17,7,1,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1800,0,137,1,170,7012
5,1,2,2,1,12,17,7,3,3,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,300,0,137,1,170,7012
5,1,1,1,2,9,9,999,9,9,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,156,1,171,7018
1,1,1,4,1,4,17,7,2,6,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,3,9999999,0,203,1,170,7019
1,1,2,4,1,6,12,1,2,6,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,203,1,170,7019
1,1,3,4,1,12,17,7,1,6,2,2,1,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1,200,0,203,1,170,7019
3,1,1,4,1,5,17,7,1,6,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,8000,0,203,1,170,7019
3,1,2,4,1,6,17,7,4,6,2,2,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,300,0,203,1,170,7019
5,1,1,2,2,9,9,999,9,9,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,203,1,170,7019
5,1,1,3,2,9,9,999,9,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,203,1,170,7019
5,1,2,2,2,9,9,999,9,9,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,203,1,170,7019
5,1,3,2,2,9,9,999,9,9,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,203,1,170,7019
4,1,1,8,1,3,17,11,1,2,2,1,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,5,8569,381,248,1,170,7021
2,1,1,1,1,4,17,18,4,1,2,1,1,1,4,2,1,1,1,1,0,0,0,1,1,0,0,0,1,40000,0,249,1,174,7022
2,1,1,7,3,7,17,4,1,3,2,1,1,1,4,1,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,500,2,178,7025
6,1,1,1,1,2,9,15,9,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,80000,9999999,125,2,178,7025
