VIV_SEL,HOGAR,ND_TIPO,BPCOD,R_SEL,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_23,BP1_31,BP1_35_1,BP1_35_2,BP1_35_3,BP1_35_4,BP1_35_5,BP1_35_6,BP1_35_7,BP1_35_8,BP1_35_9,BP1_35_10,BP1_35_11,BP1_35_99,BP1_36,BP1_37,BP1_38,FAC_DEL,DOM,EST,UPM,CLUSTERS
4,1,1,2,2,7,5,30,3,2,2,1,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,300,1,41,1551,1
4,1,2,2,2,3,5,30,2,1,2,1,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,700,0,300,1,41,1551,1
4,1,1,2,4,3,5,30,4,1,2,1,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,0,301,1,42,1552,1
4,1,1,8,4,6,5,30,2,2,1,2,2,2,9,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,903,1,42,1552,1
2,1,1,5,1,2,5,30,1,8,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,1,0,0,1,12000,0,2001,1,43,1553,1
5,1,1,3,1,10,5,30,3,2,2,1,1,1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,100000,0,667,1,43,1553,1
2,1,1,1,4,11,5,30,2,1,1,2,1,2,6,2,0,0,0,0,0,0,0,0,0,0,1,0,5,8569,381,831,1,43,1554,1
4,1,1,3,2,9,5,30,2,2,2,1,1,1,4,2,1,1,1,1,1,1,1,1,1,0,0,0,1,9,0,831,1,43,1554,1
4,1,1,9,2,2,5,30,1,2,2,1,1,2,9,2,1,1,1,1,1,1,1,1,1,0,0,0,3,0,0,1662,1,43,1554,1
4,1,2,3,2,7,5,30,2,2,2,1,1,2,6,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1500,0,831,1,43,1554,1
5,1,1,8,1,5,5,30,2,3,1,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3324,1,43,1554,1
2,1,1,2,2,2,5,30,3,2,2,1,1,2,8,2,0,1,0,0,0,0,0,0,0,0,0,0,3,35000,0,301,1,42,1555,1
2,1,1,4,2,3,5,30,2,1,2,2,2,2,8,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3000,0,602,1,42,1555,1
2,1,1,8,2,2,5,30,2,2,1,1,1,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,602,1,42,1555,1
2,1,2,2,2,6,5,30,1,2,2,1,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,45000,0,301,1,42,1555,1
4,1,1,1,1,1,5,4,3,7,1,2,1,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,2,80000,0,301,1,42,1555,1
4,1,1,9,1,2,5,30,2,1,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,602,1,42,1555,1
4,1,1,10,1,1,5,30,3,2,2,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,602,1,42,1555,1
4,1,2,10,1,1,5,30,3,2,2,1,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,602,1,42,1555,1
3,1,1,8,2,5,5,30,1,2,1,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2180,1,44,1557,1
3,1,1,1,1,8,5,30,2,1,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,18000,0,350,1,42,1558,1
3,1,1,2,1,9,5,30,3,3,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,6000,0,350,1,42,1558,1
4,1,1,2,1,8,5,30,4,2,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2000,0,389,1,41,1559,1
4,1,1,4,1,6,5,30,1,1,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,3,2000,0,1560,1,43,1560,1
4,1,1,2,1,3,5,30,4,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2500,0,330,1,42,1562,1
4,1,2,2,1,7,5,30,4,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,800,0,330,1,42,1562,1
5,1,1,3,1,8,5,30,3,2,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3000,0,330,1,42,1562,1
5,1,1,4,1,12,5,30,2,1,2,2,1,2,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,500,0,660,1,42,1562,1
2,1,1,2,1,2,5,30,4,1,2,1,1,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1,400,0,403,1,43,1563,1
3,1,1,2,1,12,5,30,3,1,2,1,1,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1,17000,0,403,1,43,1563,1
3,1,1,3,1,1,5,30,3,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,17000,0,319,1,41,1565,1
3,1,1,4,1,1,5,30,2,6,2,2,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,15000,11000,319,1,41,1565,1
3,1,1,8,1,12,5,2,3,3,1,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,10200,0,319,1,41,1565,1
3,1,1,9,1,6,5,30,4,4,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,2,200,1500,319,1,41,1565,1
3,1,1,10,1,12,5,30,4,1,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,319,1,41,1565,1
3,1,1,12,1,2,5,30,4,2,2,2,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,319,1,41,1565,1
3,1,2,3,1,7,5,30,2,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0,319,1,41,1565,1
3,1,3,3,1,5,5,30,3,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,319,1,41,1565,1
3,1,3,4,1,11,5,30,4,1,2,2,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1500,1500,319,1,41,1565,1
3,1,4,4,1,12,5,30,4,1,2,2,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,2,300,500,319,1,41,1565,1
1,1,1,8,1,2,5,30,2,2,1,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,660,1,43,1566,1
3,1,1,2,2,5,5,30,4,1,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2000,0,397,1,43,1567,1
5,1,1,8,2,6,5,30,4,2,2,1,1,2,6,2,1,0,1,0,0,0,0,0,1,0,0,0,5,8569,381,794,1,43,1567,1
4,1,1,2,2,12,5,30,4,2,1,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,9999999,0,299,1,42,1568,0
4,1,2,2,2,11,5,30,4,2,1,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,9999999,0,299,1,42,1568,0
4,1,3,2,2,11,5,30,4,2,1,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,9999999,0,299,1,42,1568,0
3,1,1,2,1,10,5,30,4,1,2,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,250,0,350,1,42,1570,1
2,1,1,8,1,11,5,30,1,2,1,2,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,987,1,42,1571,1
3,1,1,6,1,12,5,30,2,6,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,369,1,41,1573,1
4,1,1,2,3,2,5,30,4,2,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2000,0,369,1,41,1573,1
4,1,1,3,3,3,5,30,1,2,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2000,0,369,1,41,1573,1
4,1,1,4,3,7,5,30,4,1,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1107,1,41,1573,1
4,1,2,2,3,6,5,30,4,2,2,1,1,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,369,1,41,1573,1
4,1,2,3,3,5,5,30,1,2,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,4000,0,369,1,41,1573,1
4,1,3,2,3,9,5,30,1,4,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,0,369,1,41,1573,1
5,1,1,8,1,2,5,30,3,3,1,1,2,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,738,1,41,1573,1
3,1,1,2,1,3,5,30,4,1,2,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4000,0,349,1,42,1574,1
3,1,2,2,1,6,5,30,4,1,2,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,600,0,349,1,42,1574,1
3,1,3,2,1,11,5,30,4,1,2,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,300,0,349,1,42,1574,1
3,1,1,1,1,1,19,39,1,1,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,50000,0,310,1,42,1575,1
3,1,1,2,1,3,5,30,4,2,1,1,2,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3000,0,310,1,42,1575,1
3,1,1,1,2,10,5,30,2,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,135000,0,317,1,42,1576,1
3,1,1,4,2,2,5,30,3,5,2,2,2,2,7,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3000,0,634,1,42,1576,1
5,1,1,2,2,5,5,30,2,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4000,0,317,1,42,1576,1
2,1,1,2,1,11,5,30,3,1,2,1,1,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2500,0,343,1,41,1578,1
3,1,1,1,1,2,5,30,1,1,1,1,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,270000,0,343,1,41,1578,0
3,1,1,2,1,12,5,30,4,3,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5000,0,343,1,41,1578,1
3,1,1,4,1,8,5,30,3,1,2,2,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,686,1,41,1578,1
3,1,2,1,1,9,5,30,3,2,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,12000,0,343,1,41,1578,1
3,1,2,2,1,10,5,30,4,3,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3000,0,343,1,41,1578,1
3,1,2,4,1,11,5,30,3,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,800,0,686,1,41,1578,1
3,1,1,3,1,12,5,30,4,2,1,1,2,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,36000,0,374,1,41,1580,1
3,1,1,1,3,12,5,30,3,1,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,476,1,41,1582,1
3,1,1,2,3,1,5,30,3,2,1,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,476,1,41,1582,1
3,1,1,8,3,11,5,30,3,2,1,1,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,1428,1,41,1582,1
2,2,1,2,2,12,5,30,4,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3000,0,579,1,41,1583,1
2,2,2,2,2,4,5,30,4,2,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,579,1,41,1583,1
1,1,1,1,2,6,5,30,2,3,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,3,200,0,359,1,42,1584,1
1,1,1,2,2,2,5,30,4,2,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1200,0,359,1,42,1584,1
1,1,1,8,2,9,5,30,1,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,300,718,1,42,1584,1
1,1,2,2,2,3,5,30,4,2,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,500,0,359,1,42,1584,1
1,1,2,8,2,11,5,30,2,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,718,1,42,1584,1
2,1,1,8,2,9,9,999,9,9,2,1,1,2,99,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,1945,1,41,1586,1
2,1,1,11,2,4,5,30,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1945,1,41,1586,1
3,1,1,8,2,3,5,30,2,2,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1167,1,41,1586,1
1,2,1,1,1,6,5,30,2,1,2,1,1,1,4,2,0,1,1,0,0,0,0,0,0,0,0,0,3,150000,0,327,1,42,1587,1
5,1,1,1,1,11,5,30,3,1,1,2,1,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,3,50000,10000,313,1,42,1589,1
2,1,1,3,4,5,5,33,1,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,433,1,41,1590,1
2,1,2,3,4,11,5,33,3,2,1,1,2,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,800,0,433,1,41,1590,1
2,1,1,2,2,4,5,30,4,1,2,1,1,2,4,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1200,0,391,1,41,1591,1
3,1,1,2,1,7,5,30,3,1,2,1,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,10000,0,323,1,43,1594,1
1,1,1,6,1,3,5,30,2,8,2,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,15000,0,389,1,43,1595,1
1,1,1,8,1,6,5,30,1,3,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,389,1,43,1595,1
1,1,1,9,1,10,5,30,2,3,2,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,50000,20000,389,1,43,1595,1
5,1,1,8,1,10,5,30,2,2,1,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,778,1,43,1595,1
5,1,1,9,1,10,5,30,3,2,2,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,778,1,43,1595,1
1,1,1,2,1,3,5,30,3,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,361,1,41,1596,1
1,1,2,2,1,8,5,30,3,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,400,0,361,1,41,1596,1
2,1,1,3,1,2,5,27,3,2,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,34000,0,1164,1,44,1597,1
2,1,2,3,1,9,5,27,2,2,1,2,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,12000,0,1164,1,44,1597,1
2,1,1,2,2,2,5,30,4,1,2,1,1,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,343,1,41,1599,1
5,1,1,2,1,3,5,30,1,1,2,1,1,2,5,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1000,0,343,1,41,1599,1
5,1,2,2,1,5,5,30,1,1,2,1,1,2,5,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1000,0,343,1,41,1599,1
1,1,1,3,2,7,5,30,3,2,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,5,8569,381,384,1,41,1602,1
2,1,1,8,1,8,5,30,2,2,1,1,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,644,1,41,1603,1
3,1,1,9,1,12,5,30,3,1,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,322,1,41,1603,1
1,1,1,8,1,9,5,30,3,3,1,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,352,1,41,1604,1
2,1,1,3,1,3,5,30,4,2,1,1,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,319,1,42,1605,1
4,2,1,8,1,11,5,30,1,2,1,1,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,638,1,42,1605,1
5,1,1,2,2,12,5,30,1,4,1,2,1,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,700,0,319,1,42,1605,1
4,1,1,8,1,6,5,30,2,2,1,1,2,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1800,0,1146,1,43,1606,1
5,1,1,3,2,12,5,30,1,2,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,12000,0,403,1,43,1607,1
5,1,1,3,1,12,5,30,1,2,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3000,0,349,1,41,1609,1
2,1,1,2,2,8,5,30,2,1,2,1,1,2,8,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,400,1,43,1610,1
4,1,1,2,1,4,5,30,1,4,2,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2000,0,400,1,43,1610,1
5,1,1,2,2,5,5,30,3,1,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3000,0,400,1,43,1610,1
1,1,1,3,1,12,5,30,3,2,2,1,1,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2000,0,333,1,41,1611,1
5,1,1,3,5,4,5,30,4,2,1,1,2,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,337,1,41,1612,1
4,1,1,6,1,11,5,30,2,4,2,1,1,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,11000,0,395,1,43,1614,1
1,1,1,3,1,4,5,30,4,2,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,10000,0,322,1,41,1616,1
3,1,1,1,1,6,5,30,4,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,30000,0,322,1,41,1616,1
3,1,1,3,1,1,5,30,3,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,6000,0,322,1,41,1616,1
3,1,2,3,1,7,5,30,3,2,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3000,0,322,1,41,1616,1
5,1,1,4,1,4,5,30,3,1,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,300,0,644,1,41,1616,1
3,1,1,2,3,8,5,30,4,2,2,1,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,200,0,327,1,42,1617,1
3,1,1,3,3,2,5,30,3,2,2,1,1,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,6000,0,327,1,42,1617,1
4,1,1,3,1,6,5,30,1,2,2,1,1,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,1,50000,0,327,1,42,1617,1
1,1,1,6,2,11,5,30,9,5,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2000,0,682,1,42,1618,1
4,1,1,8,1,3,5,30,1,2,1,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2000,0,682,1,42,1618,1
3,1,1,2,2,4,5,30,4,2,1,1,2,1,4,2,0,0,0,1,0,1,0,0,0,0,0,0,1,4000,9,381,1,43,1621,1
3,1,1,3,2,6,5,30,4,2,1,1,2,2,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1200,0,381,1,43,1621,1
3,1,1,4,2,10,5,30,2,9,2,2,2,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,6000,9,1524,1,43,1621,1
3,1,1,7,2,12,5,30,2,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,200,0,1524,1,43,1621,1
3,1,1,9,2,4,5,30,2,2,2,1,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1524,1,43,1621,1
3,1,2,2,2,6,5,30,4,2,1,1,2,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9,9,381,1,43,1621,1
3,1,2,4,2,11,5,30,1,1,2,2,2,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,9,1524,1,43,1621,1
5,1,1,2,1,2,5,30,3,2,2,1,1,2,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2500,0,381,1,43,1621,1
5,1,2,2,1,5,5,30,3,1,2,1,1,2,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,800,0,381,1,43,1621,1
5,1,1,4,3,7,5,30,1,1,2,2,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2500,0,963,1,42,1622,1
5,1,1,3,1,2,5,30,3,2,1,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,400,355,1,41,1624,1
3,1,1,3,1,8,5,30,4,2,2,1,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,0,348,1,41,1626,1
1,1,1,3,1,3,5,30,2,2,2,1,1,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,600,0,326,1,41,1627,1
3,1,1,10,3,11,5,30,2,2,2,1,1,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1304,1,41,1627,1
1,1,1,2,4,11,5,30,4,1,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1200,0,366,1,42,1628,1
3,1,1,2,3,11,5,30,3,1,2,1,1,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2500,0,366,1,42,1628,1
2,1,1,3,2,2,5,30,2,2,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,250,0,340,1,41,1630,1
2,1,2,3,2,4,5,30,3,2,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,200,0,340,1,41,1630,1
3,1,1,2,1,6,5,30,4,1,2,1,1,2,9,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1500,0,340,1,41,1630,1
5,1,1,3,2,3,5,30,2,2,2,1,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2500,0,598,1,41,1632,1
1,1,1,3,1,10,5,30,1,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,15000,0,509,1,43,1633,1
1,1,1,8,1,2,5,30,2,2,1,1,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1018,1,43,1633,1
1,1,2,8,1,5,5,30,2,2,1,1,1,2,9,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1018,1,43,1633,1
1,1,3,8,1,9,5,30,2,2,1,1,1,2,9,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1018,1,43,1633,1
3,1,1,2,1,3,5,30,4,1,1,1,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,422,1,41,1634,1
1,1,1,4,2,6,11,15,2,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3500,0,1257,1,43,1635,1
5,1,1,2,1,12,5,30,1,1,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,10000,0,419,1,43,1635,1
5,1,2,2,1,2,5,30,1,1,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,4000,0,419,1,43,1635,1
4,1,1,2,3,6,5,30,3,2,2,1,1,2,8,2,1,0,0,1,0,0,0,0,0,0,0,0,4,1500,0,334,1,42,1637,1
4,1,2,2,3,3,5,30,2,2,2,1,1,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1500,0,334,1,42,1637,1
4,1,3,2,3,3,5,30,2,2,2,1,1,2,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,334,1,42,1637,1
5,1,1,2,2,7,5,30,4,2,1,2,2,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,3,2000,0,334,1,42,1637,1
5,1,2,2,2,2,5,30,1,2,1,2,2,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,5,8569,381,334,1,42,1637,1
2,1,1,1,1,4,19,39,2,4,1,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,160000,0,376,1,43,1639,1
4,1,1,2,1,12,5,30,2,2,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,376,1,43,1639,1
4,1,1,8,1,1,5,30,2,2,1,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,376,1,43,1639,1
4,1,2,2,1,4,5,30,2,2,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,376,1,43,1639,1
4,1,2,8,1,5,5,30,2,1,1,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,376,1,43,1639,1
4,1,1,2,1,9,5,30,3,1,2,1,1,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,0,589,1,42,1640,1
5,1,1,2,3,5,5,30,4,1,2,1,1,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,589,1,42,1640,1
3,1,1,2,2,11,5,30,4,1,1,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,6000,0,315,1,42,1641,1
3,1,1,9,2,3,5,30,2,4,2,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3000,800,630,1,42,1641,1
4,1,1,2,2,9,9,999,9,9,2,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,9,8569,381,315,1,42,1641,1
5,1,1,1,2,7,5,30,4,1,2,1,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,500,0,315,1,41,1642,1
3,1,1,8,2,2,5,30,2,2,1,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1234,1,41,1643,1
3,1,1,14,2,3,5,30,2,2,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,8000,0,1234,1,41,1643,1
3,1,2,8,2,7,5,30,2,2,1,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1234,1,41,1643,1
3,1,3,8,2,2,5,30,2,2,1,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1234,1,41,1643,1
4,1,1,2,1,3,5,30,3,2,2,1,1,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3000,0,617,1,41,1643,1
2,1,1,2,3,6,5,30,2,1,2,1,1,1,4,2,1,1,1,1,1,0,0,1,1,0,0,0,1,5000,0,310,1,42,1644,1
2,1,1,9,3,10,5,30,2,2,2,1,1,1,4,2,1,1,1,1,1,0,0,1,1,0,0,0,3,0,0,930,1,42,1644,1
2,1,2,9,3,10,5,30,2,2,2,1,2,1,4,2,1,1,1,1,1,0,0,1,0,0,0,0,3,0,0,930,1,42,1644,1
5,1,1,2,3,7,5,30,4,1,2,1,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,310,1,42,1644,1
2,1,1,8,1,4,5,30,1,2,1,1,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,1158,1,41,1645,1
4,1,1,4,3,6,19,39,3,1,2,2,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,3,1400,0,1158,1,41,1645,1
2,1,1,2,2,11,5,30,3,1,2,1,1,2,8,2,0,1,1,0,0,0,0,0,0,0,0,0,1,4000,0,367,1,43,1647,1
2,1,1,8,2,4,5,30,1,2,1,2,2,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,5,8569,381,1101,1,43,1647,1
