VIV_SEL,HOGAR,ND_TIPO,BPCOD,R_SEL,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_23,BP1_31,BP1_35_1,BP1_35_2,BP1_35_3,BP1_35_4,BP1_35_5,BP1_35_6,BP1_35_7,BP1_35_8,BP1_35_9,BP1_35_10,BP1_35_11,BP1_35_99,BP1_36,BP1_37,BP1_38,FAC_DEL,DOM,EST,UPM,CLUSTERS
1,1,1,2,4,8,27,4,2,1,2,1,1,2,8,2,1,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,74,1,293,10874,1
1,1,1,3,4,5,27,4,2,2,2,1,1,2,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,6000,0,74,1,293,10874,1
2,1,1,2,2,10,27,4,1,1,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,45000,0,74,1,293,10874,1
2,1,1,8,2,2,27,4,2,2,1,2,1,2,4,2,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,148,1,293,10874,1
5,1,1,6,2,10,27,4,1,1,2,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6000,0,690,1,294,10875,1
2,1,1,4,2,9,27,4,2,1,2,2,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1500,3000,468,1,293,10876,1
1,1,1,10,1,10,27,4,1,1,2,2,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,77,1,292,10877,1
3,1,1,2,3,8,27,4,4,1,2,1,1,2,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,77,1,292,10877,1
3,1,2,2,3,9,27,4,3,1,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,77,1,292,10877,1
3,1,3,2,3,11,27,4,4,1,2,1,1,2,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,77,1,292,10877,1
5,1,1,8,2,2,27,4,2,2,1,1,1,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,1,10000,9999999,154,1,292,10877,2
2,1,1,8,5,12,27,4,2,2,1,1,2,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,255,1,294,10879,1
2,1,2,8,5,2,27,4,2,2,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,255,1,294,10879,1
4,1,1,8,3,11,27,4,1,2,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1000,153,1,294,10879,1
5,1,1,6,2,9,27,4,3,3,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,30000,0,102,1,294,10879,1
3,1,1,12,5,6,27,4,2,1,2,2,1,2,7,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,365,1,292,10880,1
3,1,1,2,3,3,27,4,4,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,12000,0,68,1,294,10881,1
3,1,1,4,3,7,27,4,1,1,2,2,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5000,0,272,1,294,10881,1
2,1,1,1,4,5,27,4,3,1,1,2,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,300000,0,74,1,294,10882,0
2,1,1,2,4,2,27,4,3,1,2,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,7000,0,74,1,294,10882,1
4,1,1,2,2,8,27,4,2,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,10000,0,74,1,294,10882,1
5,1,1,4,4,9,27,4,2,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1500,0,280,1,293,10883,1
1,1,1,4,1,9,27,4,3,1,2,2,2,2,4,2,0,0,1,0,0,0,0,1,0,0,0,0,1,2000,0,300,1,292,10885,1
3,1,1,6,2,12,27,4,3,4,2,1,1,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3000,0,225,1,292,10885,1
4,1,1,4,1,11,27,4,3,1,2,1,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1400,0,150,1,292,10885,1
2,1,1,8,2,12,27,4,2,2,1,1,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,285,1,294,10887,1
2,1,1,2,2,8,27,4,1,1,2,1,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3000,0,95,1,293,10889,1
2,1,1,6,2,12,15,57,3,4,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4000,0,190,1,293,10889,1
2,1,2,2,2,10,27,4,3,4,2,1,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3000,0,95,1,293,10889,1
3,2,1,5,1,4,27,4,2,3,1,2,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,5000,0,190,1,293,10889,1
4,1,1,9,1,6,27,4,2,2,2,1,2,2,7,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,95,1,293,10889,1
5,1,1,3,1,2,4,3,1,2,2,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,10000,0,82,1,293,10891,1
5,1,1,2,2,3,27,999,2,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4000,0,53,1,294,10892,1
5,1,1,6,2,6,27,4,3,4,2,1,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,20000,0,159,1,294,10892,1
5,1,2,2,2,10,27,4,3,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3500,0,53,1,294,10892,1
2,1,1,4,4,6,27,13,3,1,2,2,1,2,6,2,0,0,1,1,0,1,0,0,1,0,0,0,3,350,0,1560,1,299,10893,1
3,1,1,14,1,1,27,13,3,5,1,2,1,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,4,700,0,390,1,299,10893,1
2,1,1,3,1,12,27,4,2,2,1,2,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,78,1,292,10894,1
2,1,2,3,1,12,27,4,4,2,1,1,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,500,0,78,1,292,10894,1
3,1,1,3,1,2,27,4,2,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,60000,0,78,1,292,10894,1
3,1,1,4,1,5,27,4,3,6,2,2,2,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,312,1,292,10894,1
4,1,1,1,1,3,27,4,2,1,2,1,1,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,3,50000,25000,75,1,293,10897,1
5,1,1,4,1,12,27,4,4,5,2,2,1,1,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,5000,0,75,1,293,10897,1
5,1,1,10,1,5,27,4,2,1,2,2,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,75,1,293,10897,1
5,1,2,4,1,5,27,4,2,1,2,2,2,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,5,8569,381,75,1,293,10897,1
3,1,1,2,2,7,27,4,2,1,2,1,1,2,4,2,0,1,0,1,0,0,0,0,0,0,0,0,1,5000,0,127,1,293,10901,1
3,1,1,6,2,1,27,4,9,4,2,1,1,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8000,0,254,1,293,10901,1
1,1,1,8,2,12,27,4,1,2,1,1,1,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,228,1,293,10902,1
2,1,1,4,4,7,27,4,3,1,2,2,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,2,15000,15000,304,1,293,10902,1
2,1,1,6,4,11,27,4,3,1,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2000,0,304,1,293,10902,1
1,1,1,4,1,9,27,4,3,1,2,2,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,10000,0,132,1,293,10903,1
1,1,1,3,2,1,27,4,1,2,2,1,1,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50000,5000,70,1,293,10904,1
2,1,1,2,3,9,27,4,3,1,2,1,1,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1000,0,70,1,293,10904,1
3,1,1,4,4,5,27,4,1,1,2,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,350,0,280,1,293,10904,1
5,1,1,9,1,3,27,4,2,1,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,7000,0,126,1,292,10905,1
1,1,1,9,2,3,27,4,3,1,2,2,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,5000,2000,3222,1,300,10906,1
1,1,1,11,2,3,27,4,3,1,2,2,1,1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,3,10000,0,3222,1,300,10906,1
3,1,1,4,1,12,27,4,3,1,2,2,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2000,0,59,1,294,10907,1
2,1,1,2,1,3,27,4,3,1,2,1,1,2,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,3500,0,84,1,293,10908,1
3,1,1,9,1,2,27,4,2,2,2,1,1,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,252,1,293,10908,1
3,1,2,9,1,5,27,4,2,2,2,1,1,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,252,1,293,10908,1
2,1,1,5,2,5,27,4,2,6,1,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4500,0,136,1,292,10909,1
3,1,1,2,1,11,27,4,3,1,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,5000,0,68,1,292,10909,1
3,1,1,4,1,5,27,4,3,1,2,2,1,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,500,0,68,1,292,10909,1
3,1,1,6,1,1,27,4,1,4,2,1,1,2,9,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9999999,0,68,1,292,10909,0
3,1,1,8,1,7,27,4,3,2,1,2,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,68,1,292,10909,1
3,1,1,9,1,8,27,4,4,2,2,2,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,68,1,292,10909,1
3,1,2,2,1,12,27,4,2,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4000,0,68,1,292,10909,1
3,1,2,9,1,8,27,4,3,2,2,1,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,68,1,292,10909,1
4,1,1,3,2,9,27,4,4,2,2,1,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2500,0,73,1,293,10910,1
5,1,1,4,3,2,27,4,3,1,2,1,1,2,7,2,0,1,0,0,0,0,0,0,0,0,0,0,1,7000,0,219,1,293,10910,1
5,1,2,4,3,11,27,4,1,6,2,2,2,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,5000,0,219,1,293,10910,1
2,1,1,4,1,11,27,12,2,1,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,800,0,132,1,292,10911,1
5,1,1,12,2,5,27,4,1,3,2,2,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,132,1,292,10911,1
2,1,1,2,1,10,27,4,4,5,2,1,1,2,6,2,1,0,0,0,0,0,0,1,0,0,0,0,1,3000,0,60,1,294,10912,1
5,1,1,4,1,12,27,4,4,1,2,2,1,2,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,200,0,102,1,292,10913,1
1,1,1,4,1,9,27,4,3,1,2,2,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,200,0,158,1,293,10914,1
4,1,1,9,1,9,27,4,1,2,2,2,1,1,4,1,1,0,0,1,0,1,0,0,0,0,0,0,2,1000,2000,79,1,293,10914,1
5,1,1,2,1,8,27,4,2,1,2,1,1,2,6,2,1,1,0,1,0,0,0,0,0,0,0,0,1,7000,0,79,1,293,10914,1
5,1,1,5,1,11,27,4,1,3,2,1,1,2,6,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1200,0,79,1,293,10914,1
5,1,2,5,1,5,27,4,1,3,2,1,1,2,6,2,1,0,1,1,0,0,0,0,0,0,0,0,1,700,0,79,1,293,10914,1
2,1,1,2,3,3,27,4,4,1,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,57,1,294,10915,1
1,1,1,8,2,6,27,4,1,2,1,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,400,1,293,10917,1
2,1,1,1,2,12,27,4,4,1,2,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3000,0,75,1,293,10919,1
3,1,1,8,1,10,27,4,3,2,1,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,69,1,294,10920,1
4,1,1,8,2,3,27,4,2,2,1,1,2,2,6,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,138,1,294,10920,1
1,1,1,7,3,11,27,4,2,2,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,500,0,210,1,294,10921,1
4,1,1,2,1,4,27,4,3,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2500,0,70,1,294,10921,1
3,1,1,3,1,8,27,4,3,2,1,1,1,1,4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,45000,2000,74,1,293,10922,1
5,1,1,2,1,2,27,4,4,1,2,1,1,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2000,0,74,1,293,10922,1
5,1,1,6,1,8,27,4,9,4,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,9999999,0,74,1,293,10922,0
9,1,1,3,2,10,27,4,2,2,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,250,0,74,1,293,10922,1
4,1,1,8,3,5,27,4,3,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,246,1,292,10923,1
4,1,2,8,3,9,27,4,3,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,246,1,292,10923,1
4,1,3,8,3,12,27,4,3,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,246,1,292,10923,1
5,1,1,4,1,11,27,4,3,6,2,2,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1000,0,164,1,292,10923,1
2,1,1,6,1,2,27,4,2,4,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,1228,1,299,10924,1
2,1,1,8,1,6,27,4,2,2,1,2,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,1228,1,299,10924,1
3,1,1,2,1,3,27,4,4,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3000,0,61,1,293,10925,1
4,1,1,4,4,6,27,4,3,1,2,1,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,5,8569,381,305,1,293,10925,1
1,1,1,4,1,4,27,4,3,1,2,2,1,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1800,300,101,1,292,10926,1
4,1,1,3,2,3,27,4,9,2,2,1,1,2,7,2,0,0,0,1,0,0,0,0,0,0,0,0,1,15000,0,101,1,292,10926,1
8,1,1,4,1,6,27,4,3,1,2,2,1,2,4,2,0,0,0,1,0,0,0,0,1,0,0,0,1,2500,0,202,1,292,10926,1
1,1,1,8,2,9,27,27,2,1,1,2,2,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,9999999,0,128,1,292,10927,0
1,1,1,9,2,9,27,27,3,1,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,128,1,292,10927,1
4,1,1,14,1,9,27,4,3,1,1,1,1,2,4,2,0,0,0,0,0,0,0,0,0,1,0,0,1,450,0,110,1,292,10928,1
2,1,1,3,3,11,27,13,4,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,2000,0,103,1,301,10930,1
2,1,1,4,3,8,27,4,2,1,2,2,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2000,0,412,1,301,10930,1
5,1,1,2,1,3,27,13,4,1,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,5000,0,103,1,301,10930,1
4,1,1,3,2,6,7,101,3,2,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,10000,0,78,1,292,10931,1
4,1,1,6,2,2,27,4,2,9,2,1,1,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3000,0,234,1,292,10931,1
4,1,1,2,2,4,27,4,2,5,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,6000,0,77,1,293,10932,1
4,1,2,2,2,6,27,4,2,5,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,16000,0,77,1,293,10932,1
5,1,1,8,2,4,27,4,2,2,2,1,1,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,800,405,1,293,10933,1
5,1,2,8,2,11,27,4,3,2,2,1,1,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1000,405,1,293,10933,1
2,1,1,1,1,1,27,4,3,1,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,4,150000,0,59,1,293,10935,1
4,1,1,4,2,7,27,4,3,1,2,2,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1500,0,118,1,293,10935,1
4,1,1,5,2,5,27,4,4,2,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1300,0,118,1,293,10935,1
1,1,1,3,1,9,27,4,4,2,1,1,2,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,1,800,0,66,1,292,10939,1
3,1,1,8,1,9,27,4,1,3,1,2,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,150,1,294,10940,1
1,1,1,2,2,10,27,4,3,5,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,80000,0,112,1,293,10941,1
1,1,2,2,2,5,27,4,3,5,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,800,0,112,1,293,10941,1
1,1,1,5,1,7,27,4,1,4,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1700,0,120,1,292,10943,1
3,1,1,8,3,2,27,4,1,2,1,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,180,1,292,10943,1
1,1,1,8,1,7,27,4,2,2,2,1,1,2,5,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,140,1,294,10944,1
3,1,1,8,2,12,27,4,1,2,1,1,2,2,7,2,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,210,1,294,10944,1
3,1,2,8,2,4,27,4,1,2,1,1,2,2,8,2,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,210,1,294,10944,1
2,1,1,4,1,12,27,4,3,1,2,2,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2500,0,74,1,293,10946,1
4,1,1,2,2,4,27,4,3,1,2,1,1,2,4,2,0,0,1,1,0,0,0,1,0,0,0,0,1,1200,0,74,1,293,10946,1
5,1,1,9,1,6,27,4,1,3,2,1,1,2,6,2,0,0,1,0,0,0,0,0,1,0,0,0,5,8569,381,148,1,293,10946,1
1,1,1,2,1,3,27,4,3,1,2,1,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2800,0,72,1,294,10947,1
1,1,2,2,1,11,27,4,3,1,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,400,0,72,1,294,10947,1
1,1,1,2,2,9,27,4,3,1,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2000,0,67,1,293,10948,1
9,1,1,5,1,7,27,27,2,2,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,800,0,214,2,299,10950,1
13,1,1,5,2,4,27,27,4,2,2,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,8000,0,535,2,299,10950,1
14,1,1,9,1,3,27,27,3,2,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,214,2,299,10950,1
18,1,1,3,2,7,27,27,2,2,2,1,1,2,4,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1200,0,107,2,299,10950,1
3,1,1,4,2,2,27,12,3,1,2,2,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2000,849,2,296,10951,1
4,1,1,2,2,9,27,12,4,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,9999999,0,283,2,296,10951,0
15,1,1,5,3,9,27,12,1,3,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,6000,0,1132,2,296,10951,1
7,1,1,3,2,2,27,12,1,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,5000,0,165,2,300,10952,1
7,1,2,3,2,3,27,12,3,2,2,1,1,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,165,2,300,10952,1
9,1,1,3,3,4,27,12,4,2,1,1,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,165,2,300,10952,1
15,1,1,8,5,2,27,12,1,2,1,1,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,825,2,300,10952,1
15,1,2,8,5,4,27,12,1,2,1,1,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,825,2,300,10952,1
3,1,1,3,2,3,27,4,3,2,1,1,2,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,15000,0,183,2,300,10953,1
3,1,1,4,2,10,27,4,3,5,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,10000,0,915,2,300,10953,1
4,1,1,2,3,3,27,4,2,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3000,0,183,2,300,10953,1
4,1,1,3,3,6,27,4,4,2,1,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,5000,0,183,2,300,10953,1
4,1,2,3,3,9,27,4,1,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2000,0,183,2,300,10953,1
7,1,1,4,3,11,27,4,3,3,2,2,1,2,6,2,0,1,1,0,0,0,0,1,0,0,0,0,1,6000,0,549,2,300,10953,1
12,1,1,4,3,10,27,4,3,1,2,1,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,549,2,300,10953,1
13,1,1,8,1,10,27,4,2,2,1,1,2,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,366,2,300,10953,1
15,1,1,7,2,10,27,4,2,2,2,1,1,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,549,2,300,10953,1
16,1,1,4,1,11,27,4,2,6,2,2,1,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,800,0,183,2,300,10953,1
19,1,1,7,3,4,27,4,2,2,2,1,1,2,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3000,0,732,2,300,10953,1
19,1,1,8,3,7,27,4,1,2,1,1,2,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,732,2,300,10953,1
11,1,1,8,2,9,27,27,2,2,1,2,1,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,754,2,295,10954,1
16,1,1,3,3,3,27,27,1,2,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3000,0,377,2,295,10954,1
1,1,1,3,1,3,27,14,1,2,2,1,1,2,6,2,0,0,1,1,0,1,0,0,1,0,0,0,3,15000,0,55,2,297,10955,1
2,1,1,7,2,7,27,14,2,1,2,1,1,2,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,30000,0,110,2,297,10955,1
6,1,1,4,3,12,27,4,2,1,2,2,1,2,8,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2500,0,275,2,297,10955,1
7,1,1,6,1,11,27,14,1,2,2,1,1,2,9,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1000,0,165,2,297,10955,1
10,1,1,3,2,1,27,14,4,2,1,1,2,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1,8000,0,55,2,297,10955,1
11,1,1,6,2,5,27,14,2,4,2,1,1,2,9,1,0,0,1,0,0,0,0,0,0,0,0,0,1,32000,0,275,2,297,10955,1
16,1,1,3,1,10,27,14,9,2,2,1,1,1,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,50000,0,55,2,297,10955,1
18,1,1,2,2,1,27,14,1,1,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,5000,0,55,2,297,10955,1
18,1,1,8,2,8,27,14,2,2,1,2,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,5,8569,381,165,2,297,10955,1
19,1,1,2,1,7,27,4,1,5,2,1,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,8000,0,55,2,297,10955,1
4,1,1,9,3,5,27,17,1,1,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,744,2,295,10956,1
8,1,1,2,2,7,27,5,3,1,2,1,1,2,7,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1300,0,143,2,299,10957,1
8,1,1,8,2,9,27,5,2,2,1,1,2,2,8,2,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,286,2,299,10957,1
12,1,1,9,1,6,27,5,4,2,2,1,1,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,3,1000,2000,143,2,299,10957,1
12,1,1,10,1,6,27,5,4,2,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1000,143,2,299,10957,1
13,1,1,3,3,2,27,5,2,2,2,1,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,15000,0,143,2,299,10957,1
16,1,1,2,1,11,27,5,1,1,2,1,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1000,0,143,2,299,10957,1
20,1,1,3,1,10,27,5,4,2,2,1,1,2,5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,5000,0,143,2,299,10957,1
3,1,1,5,2,8,27,1,3,1,1,2,2,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,400,0,374,2,300,10958,1
16,1,1,8,1,3,27,1,1,3,1,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,374,2,300,10958,1
16,1,2,8,1,3,27,1,1,3,2,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,374,2,300,10958,1
18,1,1,2,1,5,27,1,4,2,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,4,2500,0,187,2,300,10958,1
18,1,1,3,1,1,27,1,3,2,2,1,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,5000,0,187,2,300,10958,1
19,1,1,2,2,10,27,1,4,1,2,1,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,1,500,0,187,2,300,10958,1
19,1,1,3,2,3,27,1,2,2,2,1,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,18000,0,187,2,300,10958,1
4,1,1,2,1,4,27,4,1,1,1,2,1,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,5,8569,381,235,2,296,10959,1
4,1,1,10,1,3,27,4,1,1,2,2,1,2,4,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,235,2,296,10959,1
