VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS
15,1,1,1,2,1,99,1,7,7,19,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2489
15,1,1,1,3,1,99,1,11,7,19,3,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2489
15,1,1,1,9,1,99,1,4,7,19,1,2,1,1,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2489
5,1,1,1,2,2,99,1,2,7,19,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2491
3,1,1,4,3,1,99,1,2,7,19,2,2,9,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2493
3,1,2,4,3,1,99,1,2,7,19,1,2,9,2,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2493
2,1,2,2,9,1,99,1,2,7,19,2,5,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,1,119,2546
3,1,1,1,4,3,99,1,3,7,19,3,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,123,2564
18,1,1,1,10,1,99,1,6,7,19,3,2,1,1,99,2,3,1,1,1,1,1,1,0,1,1,0,0,0,3,1,123,2593
2,1,1,1,8,1,99,1,2,7,19,2,8,9,2,9,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,2,114,2335
5,1,1,1,2,1,99,1,1,7,19,4,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,109,2368
3,1,1,1,1,3,99,1,2,7,19,2,5,1,1,99,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,103,2461
1,1,1,1,2,1,99,1,10,7,19,1,1,2,2,9,2,1,1,0,0,1,1,0,0,0,0,0,0,0,2,2,116,2489
12,1,1,2,2,1,99,1,99,7,19,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2489
15,1,1,1,4,1,99,1,12,7,19,3,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2489
15,1,1,1,10,1,99,1,12,7,19,2,1,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2489
15,1,1,2,13,1,99,1,10,7,19,1,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2489
15,1,2,2,13,1,99,1,5,7,19,1,1,1,2,6,2,3,1,0,1,0,0,1,0,0,1,0,0,0,2,2,116,2489
4,1,1,2,3,1,99,1,11,7,19,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2490
4,1,2,2,3,1,99,1,5,7,19,3,2,9,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,116,2490
8,1,1,1,2,2,99,1,99,7,19,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2490
8,1,1,1,9,2,99,1,99,7,19,9,2,1,2,6,2,1,0,0,1,1,0,1,0,0,0,0,0,0,2,2,116,2490
15,1,1,1,8,1,99,1,7,7,19,3,2,9,2,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,116,2490
17,1,1,1,4,1,99,1,5,7,19,2,2,2,2,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,116,2490
18,1,1,1,9,1,99,1,7,7,19,3,3,2,2,7,2,3,0,0,1,1,0,0,0,0,1,0,0,0,2,2,116,2490
19,1,1,1,3,2,99,1,1,7,19,4,2,9,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,116,2490
1,1,1,1,7,1,99,1,12,7,19,1,5,9,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,116,2491
4,1,1,1,5,3,99,1,7,7,19,1,1,1,2,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,116,2491
5,1,1,1,3,2,99,1,8,7,19,3,2,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2491
5,1,1,1,4,2,99,1,8,7,19,1,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2491
5,1,1,1,8,2,99,1,5,7,19,1,5,9,2,4,2,1,1,0,1,1,0,1,0,1,0,0,0,0,2,2,116,2491
7,1,1,1,3,1,99,1,2,7,19,3,1,9,2,3,2,3,0,0,0,1,0,0,0,1,1,0,0,0,2,2,116,2491
8,1,1,1,4,1,99,1,6,7,19,3,2,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2491
8,1,1,1,5,1,99,1,8,7,19,3,1,1,2,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,116,2491
10,1,1,1,4,1,99,1,7,7,19,4,2,2,1,99,2,3,0,1,1,0,0,1,1,1,1,0,0,0,2,2,116,2491
14,1,1,1,2,1,99,1,5,7,19,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2491
14,1,1,1,3,1,99,1,2,7,19,2,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2491
14,1,1,1,4,1,99,1,11,7,19,2,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2491
14,1,1,1,5,1,99,1,7,7,19,2,1,1,2,5,2,1,0,0,0,1,0,0,1,1,1,0,0,0,2,2,116,2491
17,1,1,1,4,2,99,1,7,7,19,2,2,1,2,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,116,2491
3,1,1,1,4,2,99,1,8,7,19,9,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2492
3,1,1,2,10,2,99,1,3,7,19,1,2,2,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2492
3,1,2,2,10,2,99,1,11,7,19,1,2,2,2,7,2,5,1,1,1,1,0,1,0,0,1,0,0,0,2,2,116,2492
4,1,1,1,3,1,99,1,1,7,19,3,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2492
4,1,1,1,9,1,99,1,12,7,19,2,2,1,2,3,2,5,1,1,1,1,0,0,0,0,1,0,0,0,2,2,116,2492
6,1,1,2,3,3,99,1,11,7,19,3,4,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2492
6,1,2,2,3,3,99,1,3,7,19,3,4,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2492
7,1,1,1,2,1,99,1,6,7,19,3,1,2,1,99,2,1,0,1,0,0,0,0,0,1,1,0,0,0,2,2,116,2492
9,1,1,1,3,1,99,1,3,7,19,1,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2492
9,1,1,1,9,1,99,1,1,7,19,2,2,1,2,4,2,3,1,1,1,1,0,1,1,1,1,0,0,0,2,2,116,2492
15,1,1,1,4,1,99,1,10,7,19,9,2,2,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,116,2492
18,1,1,1,9,1,99,1,12,7,19,3,1,2,2,4,2,5,0,0,1,1,1,1,1,1,1,0,0,0,2,2,116,2492
19,1,1,1,4,5,99,1,4,7,19,2,2,2,2,7,2,1,1,1,1,1,0,0,1,1,1,0,0,0,2,2,116,2492
2,1,1,1,9,1,99,1,11,7,19,2,2,1,1,99,2,1,1,1,1,1,0,0,0,1,1,0,0,0,2,2,116,2493
3,1,3,4,3,1,99,1,3,7,19,1,2,9,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,116,2493
3,1,4,4,3,1,99,1,3,7,19,1,2,9,2,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,116,2493
5,1,1,1,3,2,99,1,5,7,19,1,1,9,2,3,2,1,0,1,1,1,0,1,1,1,1,0,0,0,2,2,116,2493
15,1,1,1,3,3,99,1,3,7,19,1,2,9,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,116,2493
18,1,1,1,7,1,99,1,3,7,19,2,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,117,2516
18,1,1,1,9,1,99,1,5,7,19,1,5,1,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,1,117,2516
1,1,1,1,10,2,99,1,9,7,19,2,1,1,2,5,2,3,1,1,1,1,0,0,0,0,0,0,0,0,3,1,123,2592
7,1,1,1,6,2,99,1,10,7,19,1,1,1,2,7,2,1,1,1,1,1,0,0,0,1,1,0,0,0,3,1,123,2592
20,1,1,1,2,1,99,1,12,7,19,2,1,1,2,5,2,1,1,1,1,1,0,0,0,1,1,0,0,0,3,1,123,2592
4,1,1,1,5,1,99,1,5,7,19,9,1,1,2,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,123,2593
7,1,1,1,10,1,99,1,2,7,19,1,1,1,2,9,1,3,1,1,1,1,1,1,1,1,1,0,0,0,3,1,123,2593
8,1,1,1,2,2,99,1,8,7,19,2,1,2,2,7,2,1,1,0,0,1,1,0,1,1,1,0,0,0,3,1,123,2593
13,1,1,1,3,4,99,1,3,7,19,3,1,9,2,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,3,1,123,2593
13,1,1,1,5,4,99,1,8,7,19,3,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2593
8,1,1,1,6,2,99,1,6,7,19,9,2,2,2,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,123,2643
2,1,1,2,2,1,99,1,9,7,19,3,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,492,9987
2,1,2,2,2,1,99,1,99,7,19,3,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,492,9987
2,1,1,1,4,1,99,1,99,7,19,3,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,492,9987
13,1,1,1,7,3,99,1,8,7,19,1,4,9,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,2,2,348,7198
13,1,1,1,4,3,99,1,3,7,21,2,2,2,2,4,1,5,0,0,1,0,0,0,0,0,0,0,0,0,3,1,123,2594
13,1,1,1,4,2,99,1,2,7,22,1,2,2,2,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,123,2596
9,1,1,1,4,1,99,1,5,7,23,9,2,2,2,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,3,1,123,2597
11,1,1,1,4,1,99,1,6,7,24,4,2,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,119,2524
6,1,1,2,6,1,99,1,12,7,24,2,8,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,119,2524
6,1,2,2,6,1,99,1,10,7,24,2,8,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,119,2524
11,1,1,1,9,1,99,1,8,7,24,2,8,2,2,7,2,5,1,1,1,0,0,0,0,1,0,0,0,0,2,1,119,2524
17,1,1,1,10,1,99,1,11,7,24,3,2,1,2,6,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,1,119,2524
6,1,1,1,10,1,99,1,3,7,25,3,1,1,2,6,1,5,1,0,0,0,0,0,0,1,1,0,0,0,3,1,123,2598
9,1,1,1,11,3,99,1,12,7,25,3,7,1,2,6,2,2,0,0,0,0,0,0,0,1,1,0,0,0,3,1,123,2598
10,1,1,1,6,5,99,1,11,7,25,1,2,2,2,99,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,123,2598
19,1,1,1,9,1,99,1,11,7,25,1,8,1,1,99,2,3,0,0,1,1,0,0,0,1,0,0,0,0,3,1,123,2598
6,1,1,1,10,1,99,1,8,7,25,2,1,1,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,3,1,123,2599
16,1,1,1,4,2,99,1,11,7,25,1,2,2,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,123,2599
2,1,1,1,3,1,19,1,7,7,27,3,2,9,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,107,2495
1,1,1,1,9,1,19,1,1,7,27,1,2,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,107,2499
1,3,1,1,4,1,19,1,7,7,27,3,2,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,107,2495
2,1,1,2,4,2,19,1,6,7,27,3,2,1,2,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,107,2497
2,1,2,2,4,2,19,1,2,7,27,3,2,1,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,107,2497
5,2,1,1,5,1,19,1,12,7,27,1,5,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,107,2499
4,1,1,1,3,1,19,1,6,7,27,3,2,9,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,107,2499
1,1,1,1,2,3,19,1,11,7,27,4,1,2,2,3,2,1,1,1,1,1,1,0,1,1,1,0,0,0,1,2,107,2498
3,1,1,1,10,1,99,1,12,7,29,2,2,1,2,4,2,5,1,1,1,1,1,1,1,1,0,0,0,0,2,2,122,2525
8,1,1,1,11,2,99,1,9,7,31,3,1,1,1,99,2,2,1,1,1,1,1,1,1,1,1,0,0,0,2,2,120,2526
14,1,1,1,5,1,99,1,10,7,31,2,7,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,120,2526
14,1,1,1,10,1,99,1,10,7,31,2,1,1,2,7,2,3,0,1,1,1,0,0,0,1,1,0,0,0,2,2,120,2526
2,1,1,1,4,2,99,1,9,7,31,1,2,2,2,7,2,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1,123,2601
8,1,1,1,3,2,99,1,7,7,32,3,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,120,2527
8,1,1,1,9,2,99,1,3,7,32,1,2,2,2,5,2,3,0,0,1,1,0,0,0,0,0,0,0,0,2,2,120,2527
11,1,1,1,10,3,99,1,12,7,32,3,2,1,2,7,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,2,120,2527
14,1,1,1,4,4,99,1,3,7,32,3,2,2,1,99,2,1,0,1,0,0,0,0,0,1,1,0,0,0,2,2,120,2527
2,1,1,1,4,2,99,1,4,7,32,1,2,2,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,120,2527
7,1,1,1,6,1,99,1,3,7,32,4,2,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,120,2527
13,1,1,1,10,1,99,1,99,7,33,2,1,1,2,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,123,2603
5,1,1,1,10,1,99,1,3,7,34,2,1,1,2,5,1,3,0,0,1,0,0,0,0,0,1,0,0,0,3,1,123,2567
3,1,3,3,4,2,99,1,5,7,34,3,2,2,2,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,2,2,122,2528
7,1,1,2,4,2,99,1,6,7,34,3,2,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,122,2528
19,1,1,1,10,6,99,1,9,7,34,1,1,1,1,99,2,2,0,0,1,0,0,0,0,0,1,0,0,0,2,2,122,2528
14,1,1,1,4,1,99,1,5,7,34,9,2,2,2,5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,1,123,2567
5,1,1,2,9,1,99,1,9,7,34,1,3,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2503
11,1,1,1,10,4,99,1,5,7,34,2,1,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2503
11,1,1,1,13,4,99,1,2,7,34,2,1,1,2,9,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,118,2503
3,1,1,1,2,2,99,1,5,7,34,4,2,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,122,2528
3,1,1,3,4,2,99,1,8,7,34,3,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,122,2528
3,1,2,3,4,2,99,1,6,7,34,3,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,122,2528
7,1,2,2,4,2,99,1,1,7,34,4,2,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,122,2528
20,1,1,1,10,1,99,1,1,7,34,3,1,1,2,6,2,3,0,0,1,1,0,0,0,0,1,0,0,0,2,2,122,2528
7,1,1,1,5,1,99,1,7,7,34,2,1,1,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,123,2585
10,1,1,1,2,2,99,1,12,7,34,3,1,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,123,2586
1,1,1,1,11,1,99,1,12,7,34,3,1,1,2,9,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,1,123,2604
20,1,1,1,9,1,99,1,3,7,34,2,2,1,2,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,123,2604
6,1,1,1,8,1,99,1,11,7,34,1,8,9,2,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,123,2605
5,1,4,4,9,1,99,1,2,7,34,3,7,1,2,6,2,1,1,1,1,1,0,0,1,0,1,0,0,0,3,1,123,2632
5,1,3,4,9,1,99,1,3,7,34,2,7,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2632
5,1,1,4,9,1,99,1,11,7,34,2,7,1,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2632
5,1,2,4,9,1,99,1,8,7,34,1,7,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2632
12,1,2,2,1,1,99,1,11,7,37,1,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,120,2535
1,1,1,1,9,2,99,1,12,7,40,1,2,1,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,1,123,2568
2,1,1,1,2,1,99,1,9,7,40,9,1,2,2,9,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,123,2568
9,1,1,1,4,1,99,1,2,7,40,4,2,1,2,7,1,3,0,0,0,1,0,0,1,1,0,0,0,0,3,1,123,2568
5,1,1,1,9,2,99,1,11,7,40,3,2,1,2,7,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,118,2504
10,1,1,1,9,2,99,1,7,7,40,1,1,1,2,7,1,5,1,0,0,1,0,0,0,0,0,0,0,0,2,2,118,2504
14,1,1,1,9,1,99,1,7,7,40,1,2,1,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,118,2504
1,1,1,2,5,2,99,1,2,7,40,3,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2505
1,1,2,2,5,2,99,1,12,7,40,3,1,1,2,6,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,118,2505
2,1,1,1,4,2,99,1,7,7,40,1,2,1,2,4,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2505
2,1,1,1,11,2,99,1,10,7,40,2,1,1,1,99,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,118,2505
7,1,1,1,9,2,99,1,99,7,40,1,2,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2505
7,1,1,1,10,2,99,1,99,7,40,2,1,1,2,6,2,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,118,2505
2,1,1,1,5,4,99,1,6,7,40,3,1,1,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,112,2541
15,1,1,1,7,1,99,1,11,7,40,1,4,9,2,9,2,1,1,0,1,0,0,0,0,1,0,0,0,0,3,1,123,2615
15,1,1,1,10,1,99,1,7,7,41,2,1,1,2,7,2,3,1,0,0,0,0,0,0,0,1,0,0,0,3,2,124,2606
4,1,1,1,11,1,99,1,7,7,41,3,1,1,1,99,2,2,0,1,0,1,0,0,1,1,1,0,0,0,2,1,119,2529
10,1,1,1,3,4,99,1,6,7,41,4,2,9,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,119,2529
11,1,1,1,6,2,99,1,7,7,41,4,8,2,2,7,1,1,1,1,1,1,0,0,1,1,1,0,0,0,3,2,124,2606
20,1,1,1,10,3,99,1,7,7,41,3,1,1,2,1,2,3,1,1,1,0,0,0,0,0,1,0,0,0,3,2,124,2606
8,1,1,1,10,1,99,1,12,7,41,2,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2607
8,1,1,1,11,1,99,1,12,7,41,2,2,1,1,99,2,3,0,1,1,0,0,0,0,0,1,0,0,0,3,1,123,2607
2,3,1,1,4,1,99,1,8,7,44,3,2,2,1,99,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,121,2538
20,1,1,1,9,2,99,1,11,7,46,2,2,1,2,6,1,5,1,0,0,1,0,0,0,0,1,0,0,0,2,2,120,2530
3,1,1,1,4,1,99,1,11,7,46,2,2,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,124,2569
4,1,1,2,9,2,99,1,3,7,46,2,2,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,2,124,2569
4,1,2,2,9,2,99,1,7,7,46,1,3,1,2,7,2,5,0,0,0,0,0,0,1,0,0,0,0,0,3,2,124,2569
19,1,1,1,4,3,99,1,6,7,47,4,2,1,2,7,2,3,1,1,1,0,0,1,1,0,0,0,0,0,2,2,122,2531
6,1,1,1,9,1,99,1,8,7,47,1,2,1,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,122,2531
4,1,1,1,2,3,99,1,2,7,48,2,1,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,127,3041
10,1,1,1,10,2,99,1,1,7,49,3,1,1,2,1,2,5,1,0,0,0,0,0,0,1,1,0,0,0,3,1,123,2610
5,1,4,4,5,3,99,1,1,7,51,2,4,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2560
5,1,1,1,7,3,99,1,1,7,51,2,4,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2560
4,1,1,1,11,1,99,1,12,7,51,2,8,1,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,118,2506
9,1,1,1,2,2,99,1,2,7,51,1,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2506
9,1,1,1,7,2,99,1,5,7,51,2,8,9,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,118,2506
12,1,1,1,9,2,99,1,4,7,51,3,2,2,2,7,2,3,0,0,1,1,0,0,0,0,1,0,0,0,2,2,118,2506
17,1,1,2,3,2,99,1,11,7,51,3,2,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2506
17,1,2,2,3,2,99,1,12,7,51,4,2,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2506
17,1,1,1,10,2,99,1,2,7,51,3,1,1,2,1,2,3,0,0,0,1,0,0,1,1,1,0,0,0,2,2,118,2506
20,1,1,1,4,2,99,1,2,7,51,4,2,2,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,118,2506
8,1,1,1,4,1,99,1,4,7,51,2,2,2,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,3,1,123,2611
3,1,1,1,3,4,99,1,3,7,52,3,2,9,1,99,2,1,1,0,1,1,0,0,0,0,1,0,0,0,2,2,118,2507
13,1,1,1,4,1,99,1,3,7,52,3,2,2,1,99,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2,2,118,2508
1,1,1,1,9,2,99,1,8,7,52,2,2,1,2,4,1,3,1,1,1,1,1,1,1,1,1,0,0,0,2,2,118,2507
12,1,1,1,9,2,99,1,4,7,52,2,2,1,2,8,2,3,1,1,1,1,0,1,0,1,1,0,0,0,2,2,118,2507
10,1,1,1,4,2,99,1,12,7,52,4,2,1,2,1,2,3,1,1,1,1,0,0,0,1,1,0,0,0,2,2,118,2507
14,1,1,1,4,2,99,1,2,7,52,3,2,1,2,5,1,5,1,1,1,1,0,0,0,0,0,0,0,0,2,2,118,2507
18,2,1,1,3,1,99,1,1,7,52,4,2,9,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2507
18,2,2,2,4,1,99,1,7,7,52,9,2,2,2,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,2,118,2507
18,2,1,2,4,1,99,1,1,7,52,4,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2507
8,1,1,1,4,2,99,1,12,7,52,9,2,2,2,5,1,1,1,1,1,1,0,0,0,1,0,0,0,0,3,1,123,2612
9,1,1,1,9,1,99,1,2,7,52,2,5,1,2,7,2,3,1,1,0,0,0,0,0,1,1,0,0,0,3,1,123,2612
17,1,1,1,7,1,99,1,8,7,52,2,3,9,2,7,2,1,1,1,1,1,1,1,1,0,1,0,0,0,3,1,123,2612
2,1,1,1,7,1,99,1,9,7,55,1,8,9,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,123,2613
3,1,1,1,9,2,99,1,11,7,55,2,2,1,2,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,123,2613
5,1,1,1,9,1,99,1,3,7,55,2,2,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,1,123,2613
9,1,1,1,9,1,99,1,7,7,55,2,2,2,2,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,3,1,123,2613
5,1,2,2,9,1,99,1,2,7,57,1,1,1,2,4,2,5,1,1,1,0,0,0,0,0,1,0,0,0,2,2,118,2503
13,1,1,1,6,2,99,1,10,7,57,1,2,2,2,7,2,1,0,0,1,1,0,0,0,1,1,0,0,0,3,1,123,2615
16,1,1,1,4,2,99,1,3,7,57,1,2,2,2,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,123,2615
17,1,1,1,3,1,99,1,3,7,57,3,2,9,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2615
17,1,1,1,4,1,99,1,6,7,57,2,2,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,123,2615
4,1,1,1,7,1,99,1,5,7,57,2,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,123,2617
4,1,1,1,10,1,99,1,12,7,57,1,1,1,2,9,2,3,0,1,0,1,0,0,0,0,1,0,0,0,3,1,123,2617
16,1,1,1,5,1,99,1,9,7,59,4,6,1,2,7,2,1,1,1,1,1,0,0,0,0,1,0,0,0,2,2,472,9759
5,1,1,1,10,1,99,1,12,7,61,4,7,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,118,2488
18,2,1,1,5,1,99,1,8,7,61,3,6,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,118,2507
16,1,1,1,3,1,99,1,10,7,61,4,2,9,2,4,2,3,1,1,0,1,0,0,0,0,0,0,0,0,2,2,118,2509
17,1,1,1,3,1,99,1,7,7,61,4,2,9,2,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,118,2509
