VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,DOM,EST,UPM,EST_SOC
1,1,4,5,3,4,1,4,1,1,3,2,1,2,3,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,204,1,6,55,3
1,1,5,5,3,4,1,5,1,1,3,2,1,2,3,2,1,50,0,0,0,0,0,0,0,0,1,0,0,0,0,204,1,6,55,3
2,1,1,1,8,1,1,12,1,1,2,4,1,2,5,2,1,150,0,0,1,1,1,0,0,0,0,0,0,0,0,292,1,6,55,3
2,1,1,2,2,1,1,3,1,1,3,1,2,2,3,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,6,55,3
2,1,1,2,3,1,1,5,1,1,3,2,1,2,8,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,6,55,3
2,1,1,2,4,1,1,8,1,1,2,2,1,2,7,2,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,6,55,3
2,1,2,2,2,1,1,7,1,1,3,1,2,2,5,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,6,55,3
2,1,2,2,3,1,1,12,1,1,3,2,1,2,3,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,6,55,3
2,1,2,2,4,1,1,12,1,1,9,2,2,2,4,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,6,55,3
5,1,1,2,3,3,1,3,1,1,3,1,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,146,1,6,55,3
5,1,1,2,8,3,1,1,1,1,2,4,1,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,438,1,6,55,3
5,1,2,2,3,3,1,8,1,1,1,3,1,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,6,55,3
5,1,2,2,8,3,1,2,1,1,2,4,1,2,4,2,1,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,438,1,6,55,3
2,1,1,1,2,2,1,9,1,1,2,3,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,7,56,4
2,1,1,1,3,2,1,10,1,1,4,1,1,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,7,56,4
2,1,1,1,4,2,1,2,1,1,1,2,2,1,4,1,1,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,7,56,4
2,1,1,1,9,2,1,2,1,1,2,2,2,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,1,7,56,4
2,1,1,1,10,2,1,3,1,1,2,1,1,1,4,1,3,0,0,0,1,1,1,0,1,1,1,1,0,0,0,268,1,7,56,4
3,1,1,1,7,1,1,5,1,1,2,4,1,2,9,1,1,15000,0,1,1,1,1,0,0,0,1,0,0,0,0,268,1,7,56,4
3,1,1,1,4,1,1,4,1,1,3,2,2,1,4,2,3,10000,1200,0,0,0,0,0,0,0,0,0,0,0,0,180,1,6,58,3
3,1,1,1,9,1,1,4,1,1,3,2,1,2,6,2,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,360,1,6,58,3
4,1,1,1,10,4,1,11,1,1,3,2,1,2,9,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,720,1,6,58,3
5,1,1,1,9,1,1,4,1,1,1,2,1,2,7,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,720,1,6,58,3
3,1,1,1,9,2,1,8,1,1,2,2,1,1,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,362,1,6,60,3
4,1,1,2,2,2,1,4,1,1,4,1,2,2,6,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1,6,60,3
4,1,2,2,2,2,1,4,1,1,4,1,2,2,6,2,1,1200,0,0,1,0,0,0,0,0,0,0,0,0,0,181,1,6,60,3
3,1,1,1,3,2,1,12,1,1,9,2,1,2,7,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,182,1,5,61,2
5,1,1,1,4,2,1,11,1,1,4,2,2,2,7,2,1,1200,0,1,0,0,0,0,0,0,0,0,0,0,0,182,1,5,61,2
5,1,1,5,2,2,1,4,1,1,4,1,2,2,7,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,5,61,2
5,1,2,5,2,2,1,4,1,1,4,1,2,2,3,2,1,700,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,5,61,2
5,1,3,5,2,2,1,7,1,1,4,1,2,2,4,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,5,61,2
5,1,4,5,2,2,1,10,1,1,4,1,2,2,5,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,5,61,2
5,1,5,5,2,2,1,9,1,1,4,2,2,2,7,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,5,61,2
3,1,1,1,4,1,1,6,1,1,2,2,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1,6,62,3
3,1,1,5,9,1,1,1,1,1,2,3,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,1,6,62,3
3,1,2,5,9,1,1,3,1,1,2,3,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,1,6,62,3
3,1,3,5,9,1,1,5,1,1,2,3,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,1,6,62,3
3,1,4,5,9,1,1,7,1,1,2,3,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785,1,6,62,3
3,1,5,5,9,1,1,9,1,1,2,3,1,2,9,2,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,785,1,6,62,3
4,1,1,2,10,3,1,3,1,1,2,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1,6,62,3
4,1,2,2,10,3,1,10,1,1,3,2,1,2,3,2,3,0,0,1,1,1,1,0,1,1,1,1,0,0,0,471,1,6,62,3
5,1,1,1,2,4,1,5,1,1,2,1,2,2,9,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1,5,63,2
5,1,1,1,3,4,1,11,1,1,3,2,1,2,99,2,9,5754,258,1,1,1,1,0,0,0,1,1,0,0,0,191,1,5,63,2
1,1,1,1,9,1,1,5,1,1,1,3,1,2,6,2,5,5754,258,0,1,1,1,0,0,0,1,1,0,0,0,218,1,7,64,4
1,1,1,2,7,1,1,4,1,1,9,4,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
1,1,1,3,3,1,1,1,1,1,4,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
1,1,1,4,2,1,1,11,1,1,3,1,2,2,4,2,1,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
1,1,2,2,7,1,1,6,1,1,9,4,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
1,1,2,3,3,1,1,5,1,1,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
1,1,2,4,2,1,1,11,1,1,1,1,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
1,1,3,3,3,1,1,9,1,1,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
1,1,3,4,2,1,1,8,1,1,4,1,2,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
1,1,4,4,2,1,1,12,1,1,4,1,2,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
2,1,1,3,2,2,1,2,1,1,4,1,2,2,3,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
2,1,2,3,2,2,1,9,1,1,4,1,2,2,3,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,218,1,7,64,4
2,1,3,3,2,2,1,12,1,1,4,1,2,2,3,2,1,1800,0,0,0,1,0,0,0,0,1,1,0,0,0,218,1,7,64,4
3,1,1,1,8,1,1,2,1,1,1,2,1,2,9,1,1,1200,0,1,1,1,1,0,1,0,1,1,0,0,0,436,1,7,64,4
2,1,1,1,8,1,1,9,1,1,1,4,1,1,4,1,1,300000,10000,0,1,1,0,1,0,0,0,0,0,0,0,340,1,6,66,3
5,1,1,1,1,7,1,2,1,1,2,1,2,1,4,2,1,16000,0,0,1,1,0,0,0,0,0,0,0,0,0,170,1,6,66,3
1,1,1,2,3,5,1,4,1,1,4,2,1,2,6,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,5,67,2
1,1,2,2,3,5,1,4,1,1,4,2,1,2,6,2,1,300,0,1,1,1,1,0,1,1,1,0,0,0,0,221,1,5,67,2
2,1,1,1,3,2,1,11,1,1,3,2,1,2,6,2,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,221,1,5,67,2
3,1,1,2,3,3,1,2,1,1,3,2,1,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,5,67,2
3,1,1,4,2,3,1,4,1,1,4,1,1,2,6,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,5,67,2
3,1,2,2,3,3,1,12,1,1,4,2,1,2,6,1,3,0,0,1,1,1,1,0,1,1,1,1,0,0,0,221,1,5,67,2
3,1,2,4,2,3,1,8,1,1,4,1,1,2,6,1,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,5,67,2
3,1,3,4,2,3,1,9,1,1,4,1,1,2,6,1,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,5,67,2
3,1,4,4,2,3,1,12,1,1,4,1,1,2,6,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,5,67,2
1,1,1,1,3,1,1,3,1,1,9,2,1,2,6,2,5,5754,258,1,1,1,1,0,0,0,1,1,0,0,0,174,1,7,68,4
2,1,1,2,2,1,1,3,1,1,2,1,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,174,1,7,68,4
2,1,2,2,2,1,1,7,1,1,4,1,2,2,6,2,1,2000,0,1,1,0,0,0,0,0,1,1,0,0,0,174,1,7,68,4
5,1,1,1,10,1,1,12,1,1,2,3,1,1,4,2,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,522,1,7,68,4
2,1,1,1,3,1,1,4,1,1,3,2,1,2,3,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,191,1,5,69,2
2,1,1,1,4,1,1,12,1,1,1,2,2,2,7,2,1,500,0,0,1,1,1,0,0,0,1,0,0,0,0,191,1,5,69,2
2,1,1,1,3,3,1,10,1,1,3,2,1,2,3,2,3,300,0,1,0,1,0,1,0,0,0,1,0,0,0,214,1,5,70,2
4,1,1,1,4,2,1,8,1,1,3,2,1,2,7,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,214,1,5,70,2
4,1,1,3,3,2,1,4,1,1,4,2,1,2,3,2,1,400,0,0,0,0,0,0,0,0,0,0,0,0,0,214,1,5,70,2
4,1,2,3,3,2,1,7,1,1,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,214,1,5,70,2
4,1,3,3,3,2,1,7,1,1,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,214,1,5,70,2
5,1,1,1,3,1,1,11,1,1,3,2,1,2,9,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,214,1,5,70,2
5,1,1,1,4,1,1,12,1,1,3,2,2,2,7,2,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,214,1,5,70,2
2,1,1,1,7,1,1,9,1,1,2,4,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,336,1,6,71,3
2,1,1,1,8,1,1,9,1,1,2,5,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,336,1,6,71,3
2,1,1,2,5,1,1,5,9,15,2,5,1,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,336,1,6,71,3
2,1,1,2,9,1,1,2,1,1,1,2,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,1,6,71,3
2,1,1,3,4,1,1,4,14,67,3,2,2,1,4,2,3,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,6,71,3
2,1,2,2,5,1,1,10,9,15,1,5,1,1,4,2,2,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,336,1,6,71,3
2,1,2,2,9,1,1,6,14,67,1,2,1,2,3,1,3,0,0,0,1,1,1,1,1,1,1,1,0,0,0,336,1,6,71,3
2,1,2,3,4,1,1,6,14,67,3,2,2,1,4,1,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,6,71,3
2,1,3,3,4,1,1,8,14,67,3,2,2,1,4,1,3,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,6,71,3
4,1,1,2,2,8,1,4,1,1,2,1,2,1,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,6,71,3
4,1,2,2,2,8,1,7,1,1,3,1,2,1,4,2,1,600,0,0,0,0,0,0,0,0,0,0,0,1,0,112,1,6,71,3
5,1,1,1,5,2,1,10,1,1,1,1,1,2,5,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1,6,71,3
5,1,1,2,3,2,1,5,1,1,4,2,1,2,3,2,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,6,71,3
5,1,1,2,9,2,1,4,1,1,2,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,224,1,6,71,3
5,1,2,2,3,2,1,8,1,1,4,2,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,112,1,6,71,3
5,1,2,2,9,2,1,4,1,1,2,2,1,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,224,1,6,71,3
3,1,1,1,9,4,1,5,1,1,2,2,1,2,3,2,5,5754,258,1,0,0,1,0,0,0,0,1,0,0,0,728,1,5,72,2
4,1,1,1,2,1,1,4,1,1,4,5,2,2,8,2,1,4000,0,0,0,1,0,0,0,0,1,0,0,0,0,182,1,5,72,2
5,1,1,1,2,2,1,3,1,1,4,1,2,2,6,2,1,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,182,1,5,72,2
4,1,1,1,4,1,1,4,1,1,9,2,2,2,4,2,1,700,0,0,0,0,1,0,0,0,0,0,0,0,0,282,1,5,73,2
3,1,1,1,3,1,1,1,1,1,4,1,1,2,6,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,217,1,5,74,2
3,1,1,1,9,1,1,2,1,1,2,2,1,2,6,2,5,5754,258,0,0,1,1,0,0,0,0,1,0,0,0,868,1,5,74,2
3,1,1,4,2,1,1,1,1,1,4,1,2,2,6,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,5,74,2
3,1,2,4,2,1,1,3,1,1,4,1,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,5,74,2
3,1,3,4,2,1,1,5,1,1,4,1,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,5,74,2
3,1,4,4,2,1,1,10,1,1,4,1,2,2,6,2,1,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,5,74,2
4,1,1,2,5,2,1,4,1,1,2,3,1,1,4,2,3,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,434,1,5,74,2
4,1,2,2,5,2,1,8,1,1,3,4,1,2,9,1,3,300,0,1,0,0,0,0,1,1,1,0,0,0,0,434,1,5,74,2
1,1,1,4,3,1,1,7,1,1,4,2,1,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,6,75,3
1,1,2,4,3,1,1,8,1,1,4,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,6,75,3
1,1,3,4,3,1,1,9,1,1,4,2,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,6,75,3
1,1,4,4,3,1,1,11,1,1,4,2,1,2,4,2,1,1000,100,0,1,1,0,0,0,0,0,0,0,0,0,169,1,6,75,3
3,1,1,1,1,3,1,12,1,1,3,1,2,2,5,2,1,15000,0,0,1,0,1,0,0,0,0,0,0,0,0,169,1,6,75,3
1,1,1,1,3,1,1,1,1,1,4,2,1,2,8,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,163,1,6,76,3
1,1,1,1,9,1,1,6,1,1,2,2,1,2,8,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,652,1,6,76,3
1,1,1,1,10,1,1,11,1,1,3,1,1,2,8,2,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,652,1,6,76,3
3,1,1,1,8,1,1,10,1,1,1,2,1,2,9,2,1,2000,0,1,1,1,1,0,1,1,1,1,0,0,0,489,1,6,76,3
3,1,1,2,3,1,1,2,1,1,9,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,163,1,6,76,3
3,1,2,2,3,1,1,4,1,1,9,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,163,1,6,76,3
4,1,1,2,9,3,1,9,1,1,3,2,1,2,9,1,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,815,1,6,76,3
4,1,1,3,2,3,1,2,1,1,4,1,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,6,76,3
4,1,2,2,9,3,1,11,1,1,2,2,1,2,9,2,5,5754,258,0,1,1,0,0,0,0,1,1,0,0,0,815,1,6,76,3
4,1,2,3,2,3,1,4,1,1,4,1,2,2,6,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,6,76,3
4,1,3,3,2,3,1,9,1,1,4,1,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,6,76,3
1,1,1,1,9,2,1,1,1,1,1,8,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,344,1,7,78,4
1,1,1,1,11,2,1,9,1,1,3,2,1,2,9,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,344,1,7,78,4
2,1,1,2,4,2,1,7,1,1,3,2,2,2,8,1,1,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,7,78,4
2,1,2,2,4,2,1,2,1,1,3,2,2,2,8,2,1,800,0,0,1,1,1,0,0,0,1,1,0,0,0,172,1,7,78,4
3,1,1,1,11,1,1,11,1,1,2,1,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,1,0,0,344,1,7,78,4
5,1,1,3,4,8,1,6,1,1,4,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,172,1,7,78,4
5,1,2,3,4,8,1,7,24,8,2,2,2,2,9,2,1,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,7,78,4
5,1,3,3,4,8,1,10,1,1,3,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,1,0,0,0,0,172,1,7,78,4
2,1,1,1,8,2,1,8,1,1,9,4,1,2,7,2,1,18000,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,6,79,3
3,1,1,1,3,2,1,4,1,1,2,1,1,2,4,2,3,1500,0,0,0,0,1,0,0,0,0,0,0,0,0,165,1,6,79,3
1,1,1,1,8,2,1,9,1,1,2,3,1,1,4,1,1,40000,5000,0,0,1,0,0,0,0,0,0,0,0,0,510,1,7,80,4
4,1,1,2,3,2,1,7,1,1,4,1,1,2,6,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,255,1,7,80,4
4,1,2,2,3,2,1,12,1,1,4,1,1,2,6,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,255,1,7,80,4
5,1,1,1,10,1,1,3,1,1,9,3,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,1,0,0,0,0,510,1,7,80,4
2,1,1,1,2,2,1,10,1,1,4,1,1,2,6,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1,5,81,2
2,1,1,1,9,2,1,2,1,1,1,2,1,2,6,2,3,0,0,1,1,1,1,1,1,0,1,1,0,0,0,561,1,5,81,2
5,1,1,1,2,5,1,4,1,1,3,1,1,2,5,2,1,600,0,1,0,1,1,1,1,1,1,1,0,0,0,187,1,5,81,2
2,1,1,3,3,3,1,6,1,1,4,2,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,5,82,2
2,1,2,3,3,3,1,10,1,1,4,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,221,1,5,82,2
2,1,3,3,3,3,1,4,1,1,4,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,1,0,0,0,221,1,5,82,2
3,1,1,1,2,3,1,10,1,1,4,1,2,1,4,2,1,10000,0,0,1,1,0,0,0,0,0,0,0,0,0,164,1,6,83,3
4,1,1,1,8,1,1,1,1,1,2,2,1,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,5,84,2
4,1,1,1,11,1,1,2,1,1,2,2,1,1,4,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,235,1,5,84,2
4,1,1,2,10,1,1,2,1,1,2,2,1,1,4,1,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,5,84,2
4,1,1,5,9,1,1,5,1,1,2,2,1,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,5,84,2
4,1,2,2,10,1,1,2,1,1,3,1,1,1,4,1,1,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,5,84,2
4,1,2,5,9,1,1,5,1,1,2,2,1,2,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,5,84,2
4,1,3,5,9,1,1,6,1,1,3,2,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,5,84,2
4,1,4,5,9,1,1,7,1,1,2,2,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,1,5,84,2
4,1,5,5,9,1,1,11,1,1,1,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,235,1,5,84,2
1,1,1,2,2,5,1,2,1,1,3,1,2,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,208,1,5,85,2
1,1,2,2,2,5,1,2,1,1,1,1,1,2,4,2,5,5754,258,0,0,0,1,0,0,0,0,0,0,0,0,208,1,5,85,2
3,1,1,1,9,2,1,10,1,1,1,1,1,2,4,2,5,5754,258,1,0,1,1,0,1,0,0,1,0,0,0,416,1,5,85,2
4,1,1,1,7,1,1,1,1,1,2,4,1,2,4,2,1,500,0,0,0,0,1,0,0,0,1,0,0,0,0,624,1,5,85,2
4,1,1,3,2,1,1,2,1,1,4,1,1,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1,5,85,2
4,1,1,3,3,1,1,4,1,1,4,1,1,2,4,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,208,1,5,85,2
4,1,2,3,2,1,1,2,1,1,4,1,2,2,4,2,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1,5,85,2
4,1,2,3,3,1,1,9,1,1,3,1,1,2,6,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,208,1,5,85,2
4,1,3,3,2,1,1,12,1,1,4,1,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1,5,85,2
4,1,3,3,3,1,1,12,1,1,3,1,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,208,1,5,85,2
3,1,1,1,3,3,1,6,1,1,3,2,1,2,3,2,5,5754,258,0,0,1,1,0,0,0,0,0,0,0,0,134,1,6,86,3
5,1,1,1,3,2,1,11,1,1,1,1,1,2,3,2,4,0,0,0,1,1,1,0,1,1,0,1,0,0,0,134,1,6,86,3
5,1,1,2,2,2,1,2,1,1,4,1,2,2,6,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,6,86,3
5,1,2,2,2,2,1,6,1,1,4,1,2,2,6,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,6,86,3
1,1,1,1,2,1,1,4,1,1,4,1,2,2,4,2,1,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,191,1,5,87,2
2,1,1,1,2,1,1,6,1,1,4,1,2,2,1,2,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1,5,87,2
2,1,1,1,3,1,1,3,1,1,3,2,1,2,1,2,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1,5,87,2
2,1,1,1,4,1,1,99,1,1,4,2,1,2,1,2,1,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,191,1,5,87,2
2,1,1,1,5,1,1,4,1,1,4,1,1,2,1,1,1,3500,0,1,0,1,0,0,0,0,1,1,0,0,0,382,1,5,87,2
4,1,1,1,2,2,1,12,1,1,4,1,2,2,4,2,1,1000,0,0,1,0,1,0,0,0,0,1,0,0,0,191,1,5,87,2
1,1,1,4,2,4,1,4,1,1,4,1,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,5,88,2
1,1,2,4,2,4,1,6,1,1,4,1,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,5,88,2
1,1,3,4,2,4,1,9,1,1,4,1,2,2,5,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,5,88,2
1,1,4,4,2,4,1,12,1,1,2,3,2,2,5,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,172,1,5,88,2
2,1,1,1,2,1,1,2,1,1,2,5,2,2,5,2,1,5000,0,0,0,0,0,0,0,0,1,1,0,0,0,172,1,5,88,2
5,1,1,1,2,4,1,99,1,1,4,1,2,2,6,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1,5,88,2
5,1,1,1,9,4,1,5,1,1,1,2,1,2,6,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,688,1,5,88,2
1,1,1,1,2,1,1,4,1,1,2,1,2,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1,6,89,3
1,1,1,2,9,1,1,2,1,1,1,2,1,2,9,2,5,5754,258,0,0,0,0,0,0,0,0,0,0,0,0,209,1,6,89,3
1,1,1,3,3,1,1,4,1,1,2,1,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1,6,89,3
1,1,2,2,9,1,1,2,1,1,2,2,1,2,8,2,5,5754,258,1,0,1,0,0,0,0,1,1,1,0,0,209,1,6,89,3
1,1,2,3,3,1,1,5,1,1,2,1,1,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1,6,89,3
1,1,3,3,3,1,1,3,1,1,2,1,1,2,5,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1,6,89,3
2,1,1,3,2,2,1,3,1,1,4,1,2,2,4,2,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1,6,89,3
