VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL
6,1,2,14,1,9,3,8,4,1,2,1,1,1,4,1,1,167,924,24,2,709
6,1,2,14,2,9,3,8,4,1,2,1,1,1,4,1,5,167,924,24,2,709
6,1,2,14,3,9,3,8,4,1,1,1,1,1,4,1,1,167,924,24,2,709
12,1,1,1,1,7,3,8,1,1,2,1,1,2,4,2,1,167,924,24,2,329
13,1,1,6,1,1,3,8,1,1,2,1,1,2,4,2,1,167,924,24,2,310
13,1,1,9,1,5,3,8,2,2,2,9,9,1,4,2,3,167,924,24,2,310
14,1,2,2,1,8,3,8,3,1,2,1,1,2,4,2,1,167,924,24,2,329
8,1,2,2,1,11,3,1,2,2,2,1,1,2,4,2,1,167,925,24,2,288
18,1,1,7,1,6,3,3,2,4,2,1,1,2,3,1,1,167,925,24,2,283
6,1,1,3,1,3,3,1,4,2,2,1,1,2,8,1,1,79,926,24,2,339
6,1,1,10,1,6,9,10,3,1,2,1,1,2,4,2,9,79,926,24,2,667
11,1,1,2,1,6,3,1,4,1,2,1,1,2,5,2,1,79,926,24,2,339
3,1,3,9,1,8,3,1,2,1,2,2,1,2,3,2,3,79,927,24,2,944
18,1,1,3,1,3,3,1,4,2,2,1,1,2,4,2,3,79,927,24,2,295
10,1,3,2,1,6,3,2,2,2,2,1,1,2,4,2,1,79,928,24,2,253
14,1,2,8,1,2,3,2,3,2,1,2,1,2,4,2,3,79,928,24,2,496
15,1,3,2,1,5,3,2,4,1,2,1,1,2,4,2,1,79,928,24,2,253
16,1,1,5,1,11,3,2,4,1,2,1,1,1,4,2,1,79,928,24,2,238
18,1,1,3,1,7,3,2,9,2,2,1,1,2,7,2,1,79,928,24,2,253
6,1,3,9,1,7,3,8,2,1,2,1,1,2,6,2,2,167,929,24,2,1018
10,1,2,3,1,3,3,8,1,2,1,1,1,1,4,2,1,167,929,24,2,236
10,1,2,3,2,7,3,8,1,2,1,2,1,2,1,2,1,167,929,24,2,236
12,1,1,2,1,2,3,8,4,1,2,1,1,2,3,2,1,167,929,24,2,236
12,1,1,3,1,5,3,8,3,2,2,1,1,2,3,2,1,167,929,24,2,236
17,1,1,3,1,7,3,8,2,2,2,1,1,2,4,2,1,167,929,24,2,236
11,1,2,8,1,2,3,1,3,2,2,1,1,2,3,2,5,167,930,24,2,790
15,1,4,2,1,8,3,1,3,1,2,1,1,1,4,2,1,167,930,24,2,268
16,1,3,7,1,10,3,1,9,4,2,2,2,2,1,2,1,167,930,24,2,1373
1,1,3,6,1,6,3,8,9,1,2,1,1,2,4,1,1,167,931,24,2,1024
1,1,3,8,1,2,3,8,2,2,1,2,2,2,4,2,3,167,931,24,2,1024
9,1,1,12,1,9,3,8,1,3,2,2,2,2,4,2,1,167,931,24,2,839
10,1,1,2,1,1,3,8,2,1,2,1,1,2,7,2,1,167,931,24,2,279
17,1,1,9,1,6,3,8,1,3,2,1,2,2,4,2,3,167,931,24,2,858
17,1,1,9,2,9,3,8,2,1,2,2,2,2,4,2,3,167,931,24,2,858
7,1,1,14,1,8,3,2,3,2,2,1,1,2,4,2,1,167,932,24,2,892
8,1,1,5,1,7,3,2,4,2,1,1,1,2,6,1,5,167,932,24,2,611
11,1,1,3,1,11,3,2,4,2,2,1,1,2,4,2,1,167,932,24,2,290
14,1,1,9,1,7,3,2,4,1,2,1,1,2,4,2,3,167,932,24,2,574
14,1,1,9,2,11,3,2,4,1,2,1,1,2,9,1,3,167,932,24,2,574
18,1,2,2,1,9,3,2,3,1,2,1,1,2,4,2,1,167,932,24,2,290
5,1,1,2,1,7,3,1,4,2,1,1,2,1,4,1,1,79,933,24,2,286
9,1,2,5,1,12,3,1,4,2,1,1,2,2,7,2,1,79,933,24,2,813
11,1,1,3,1,6,3,1,4,2,1,1,2,2,6,2,1,79,933,24,2,286
12,1,1,1,1,9,3,1,4,2,1,1,2,1,4,1,1,79,933,24,2,286
12,1,1,3,1,3,3,1,9,2,2,1,1,2,7,2,1,79,933,24,2,286
17,1,2,6,1,6,3,1,2,1,1,2,2,2,9,2,1,79,933,24,2,542
17,1,2,8,1,7,3,1,2,8,1,1,2,2,4,2,3,79,933,24,2,542
18,1,1,2,1,5,3,1,4,2,2,1,1,2,3,2,1,79,933,24,2,286
18,1,1,2,2,10,3,1,3,3,2,1,1,2,9,2,1,79,933,24,2,286
20,1,1,2,1,12,3,1,4,2,1,1,2,1,4,2,1,79,933,24,2,286
8,1,1,9,1,12,3,8,2,1,2,1,1,2,6,2,3,79,934,24,2,1232
15,1,2,3,1,6,3,8,1,2,2,1,1,1,4,2,1,79,934,24,2,576
19,1,1,9,1,1,3,8,2,2,2,1,1,2,6,2,5,79,934,24,2,1134
19,1,1,9,2,1,3,8,2,2,2,1,1,2,6,2,2,79,934,24,2,1134
5,1,2,3,1,11,3,1,2,2,2,1,1,2,4,2,1,79,935,24,2,245
18,1,1,8,1,8,3,1,2,3,1,1,1,1,4,2,1,79,935,24,2,251
9,2,1,4,1,8,3,1,3,1,2,2,2,1,4,2,1,167,936,24,2,585
20,1,1,3,1,9,3,1,2,2,2,1,1,2,4,2,1,167,936,24,2,278
10,1,2,2,1,6,3,8,3,1,2,1,1,2,5,2,1,79,937,24,2,357
10,1,2,4,1,8,3,8,4,1,2,2,1,1,4,2,1,79,937,24,2,770
5,1,1,9,1,9,3,9,3,2,2,1,1,2,3,1,3,79,938,24,2,413
6,1,1,3,1,9,3,9,2,2,2,1,1,2,4,2,1,79,938,24,2,196
8,1,1,5,1,7,3,1,3,1,2,1,1,2,4,2,1,79,938,24,2,193
12,1,1,3,1,7,3,9,1,2,2,1,1,1,4,2,1,79,938,24,2,196
13,1,3,5,1,10,3,9,1,3,2,1,1,2,4,2,1,79,938,24,2,193
14,1,1,2,1,9,3,9,3,1,2,1,1,2,4,2,3,79,938,24,2,196
3,1,2,2,1,12,3,1,1,1,2,1,1,1,4,2,1,167,940,24,2,101
3,1,2,4,1,12,3,1,1,1,2,2,2,1,4,2,1,167,940,24,2,192
5,1,1,2,1,7,3,1,2,1,2,1,1,2,6,2,1,167,940,24,2,101
5,1,1,4,1,7,3,1,2,1,2,2,2,2,5,2,1,167,940,24,2,298
9,1,1,2,1,2,3,1,3,2,1,1,2,1,4,2,3,167,940,24,2,101
13,1,2,3,1,5,3,1,4,2,1,1,2,2,99,2,1,167,940,24,2,101
18,1,3,3,1,6,3,1,3,2,2,1,1,2,5,2,1,167,940,24,2,101
18,1,3,5,1,2,3,1,2,4,1,1,1,2,5,2,1,167,940,24,2,298
13,1,4,7,1,9,3,8,3,2,2,1,1,2,4,2,1,4,941,24,3,185
13,1,4,14,1,6,3,8,2,2,1,1,1,2,4,2,1,4,941,24,3,185
15,1,1,5,1,5,3,1,3,2,1,1,2,2,3,2,1,4,941,24,3,129
11,1,1,3,1,9,3,2,9,2,2,1,1,2,4,2,1,80,942,24,3,63
12,1,1,3,1,12,3,2,4,2,2,1,1,2,7,1,1,4,943,24,3,58
3,1,1,2,1,2,3,1,4,3,2,1,1,2,4,2,1,4,944,24,3,75
5,1,2,10,1,5,3,1,2,2,2,2,1,2,1,2,3,4,944,24,3,148
5,1,2,10,2,6,3,1,3,2,2,2,1,2,1,2,3,4,944,24,3,148
5,1,2,10,3,12,3,1,2,1,2,2,1,1,4,2,3,4,944,24,3,148
19,1,1,8,1,2,3,1,1,2,1,2,1,2,3,2,3,4,944,24,3,148
5,1,3,8,1,10,3,8,1,3,1,2,2,2,7,2,5,168,945,24,3,378
8,1,1,1,1,7,3,8,3,1,2,1,1,1,4,2,1,168,945,24,3,118
8,1,1,2,1,7,3,8,3,1,2,1,1,1,4,2,1,168,945,24,3,118
12,1,1,6,1,8,3,8,9,1,2,1,1,2,4,2,5,168,945,24,3,104
14,1,2,8,1,11,3,8,2,4,1,1,1,1,4,2,3,168,945,24,3,231
19,1,1,8,1,2,3,8,2,2,1,1,1,1,4,1,1,168,945,24,3,348
3,1,2,4,1,3,3,2,3,1,2,2,1,2,1,2,1,4,946,24,3,105
4,1,2,1,1,3,2,1,3,1,2,1,1,1,4,2,1,4,946,24,3,53
17,1,2,4,1,12,11,42,2,1,2,2,1,2,6,2,3,4,946,24,3,105
2,1,2,3,1,6,3,2,3,2,2,1,1,2,5,2,1,4,947,24,3,52
3,1,1,3,1,10,3,8,9,2,2,1,1,2,3,2,4,80,948,24,3,78
5,1,2,3,1,8,3,8,2,2,2,1,1,1,4,2,3,80,948,24,3,78
5,1,2,3,2,9,3,8,2,2,2,1,1,1,4,2,3,80,948,24,3,78
5,1,2,3,3,12,3,8,2,2,2,1,1,2,6,2,3,80,948,24,3,78
7,1,2,3,1,11,3,8,2,2,2,1,1,1,4,2,1,80,948,24,3,78
7,1,2,5,1,11,3,8,1,2,2,1,1,2,8,2,5,80,948,24,3,307
8,1,1,3,1,5,3,8,1,2,2,1,1,2,99,2,1,80,948,24,3,78
21,1,1,2,1,8,3,8,3,1,2,1,1,2,4,2,1,80,948,24,3,78
21,1,1,3,1,8,3,8,2,2,2,1,1,1,4,2,1,80,948,24,3,78
21,1,1,8,1,4,3,8,1,2,1,1,1,1,4,2,3,80,948,24,3,164
21,1,1,9,1,12,3,8,2,1,2,2,1,2,1,2,3,80,948,24,3,164
21,1,1,2,2,10,3,8,3,1,2,1,1,2,5,2,1,80,948,24,3,78
21,1,1,3,2,12,3,8,1,2,1,1,2,2,4,2,1,80,948,24,3,78
2,1,1,14,1,5,3,1,3,8,2,1,1,1,4,2,1,4,949,24,3,156
3,1,2,7,1,2,3,3,2,2,2,2,1,2,4,2,1,80,950,24,3,119
3,1,2,8,1,7,3,3,2,2,1,2,1,2,6,2,3,80,950,24,3,119
4,1,1,1,1,3,3,3,4,1,2,1,1,1,4,2,1,80,950,24,3,60
4,1,1,2,1,8,3,3,2,2,2,1,1,2,4,2,1,80,950,24,3,60
4,1,1,3,1,12,3,3,9,2,2,1,1,1,4,2,1,80,950,24,3,60
4,1,1,8,1,9,3,3,1,2,1,1,1,2,6,2,3,80,950,24,3,126
16,1,2,3,1,1,3,3,4,2,2,1,1,1,4,2,1,80,950,24,3,60
1,1,1,2,1,9,3,3,4,2,2,1,1,2,4,1,1,168,951,24,3,9
1,1,1,3,1,9,3,3,4,2,2,1,1,2,4,2,1,168,951,24,3,9
4,1,2,8,1,10,3,3,2,2,1,1,2,1,4,2,3,168,951,24,3,280
9,1,2,1,1,1,3,3,3,1,2,1,1,2,4,2,1,168,951,24,3,9
11,1,2,8,1,7,3,3,2,2,1,2,2,2,4,2,5,168,951,24,3,189
14,1,1,7,1,2,9,999,1,4,2,1,1,2,7,2,1,168,951,24,3,97
15,1,1,1,1,2,3,3,4,4,2,1,1,1,4,2,1,168,951,24,3,9
15,1,1,1,2,11,3,3,3,4,2,1,1,2,4,2,5,168,951,24,3,9
16,1,1,8,1,9,3,3,1,2,1,1,2,2,4,2,3,168,951,24,3,203
16,1,1,8,2,12,3,3,1,2,1,1,2,2,4,2,3,168,951,24,3,203
19,2,2,3,1,3,3,3,2,2,2,1,1,2,7,2,1,168,951,24,3,9
9,1,1,3,1,3,3,2,1,2,2,1,1,2,4,2,1,4,952,24,3,66
18,1,1,4,1,12,3,2,2,1,2,1,1,2,4,2,1,4,952,24,3,139
7,1,2,2,1,11,3,8,3,1,2,1,1,2,6,2,1,168,953,24,3,137
12,1,3,3,1,4,3,3,4,2,2,1,1,1,4,2,1,168,953,24,3,137
2,1,1,8,1,12,3,8,1,2,1,2,2,2,1,2,5,80,954,24,3,55
6,1,2,6,1,6,3,8,1,4,2,1,1,2,9,2,1,80,954,24,3,122
13,1,1,8,1,7,3,8,2,2,1,1,2,2,5,2,3,80,954,24,3,114
14,1,2,2,1,2,3,8,3,2,2,1,1,2,6,2,1,80,954,24,3,58
15,1,3,8,1,12,3,8,2,2,1,1,2,2,3,2,5,80,954,24,3,188
3,1,3,5,1,6,3,1,1,2,2,1,1,1,4,2,1,4,956,24,3,172
10,1,1,5,1,10,3,1,3,2,2,1,1,1,4,2,1,4,956,24,3,179
15,1,1,7,1,12,3,1,1,2,2,1,1,2,3,2,3,4,956,24,3,122
16,1,1,1,1,6,3,1,3,2,1,1,1,1,4,2,1,4,956,24,3,58
17,1,1,1,1,10,3,3,2,2,2,1,1,1,4,2,1,4,956,24,3,58
1,1,1,2,1,9,3,2,3,1,2,1,1,2,4,2,1,80,957,24,3,74
10,1,1,8,1,11,3,2,2,2,1,2,1,1,4,1,3,80,957,24,3,160
13,1,1,10,1,10,3,2,3,1,2,2,1,2,9,2,2,80,957,24,3,65
17,1,1,3,1,1,3,2,3,2,2,1,1,2,8,1,1,80,957,24,3,74
2,1,1,14,1,9,3,3,2,1,1,1,1,2,5,2,2,4,958,24,3,35
4,1,1,2,1,11,3,1,2,2,2,1,1,1,4,2,1,80,960,24,3,57
13,1,1,3,1,12,3,1,4,2,2,1,1,2,6,2,1,80,960,24,3,57
20,1,3,10,1,11,3,1,4,2,2,1,1,1,4,2,2,80,960,24,3,123
13,1,1,9,1,12,3,3,3,8,2,1,1,2,1,2,3,4,961,24,3,178
15,1,1,3,1,11,3,3,1,2,2,1,1,2,4,1,1,4,961,24,3,87
4,1,1,2,1,10,3,8,2,1,2,1,1,1,4,2,1,80,962,24,3,69
5,1,2,7,1,5,3,8,1,3,2,1,1,2,99,2,1,80,962,24,3,135
10,1,1,2,1,9,3,8,3,2,2,1,1,2,4,1,1,80,962,24,3,69
4,1,1,8,1,8,4,2,1,2,1,1,2,2,4,2,3,171,963,24,1,354
4,1,2,8,1,4,4,2,1,1,2,1,1,1,4,1,3,83,964,24,1,384
5,1,2,3,1,3,4,2,2,2,2,1,1,2,4,2,1,83,964,24,1,196
3,1,2,9,1,12,4,2,2,2,2,1,1,1,4,2,3,171,965,24,1,339
2,1,2,7,1,7,4,2,2,4,2,1,1,2,4,2,1,171,966,24,1,638
5,1,1,4,1,6,4,2,1,1,2,2,2,2,4,2,1,83,967,24,1,432
4,1,2,2,1,2,4,2,4,1,2,1,1,2,4,2,1,171,968,24,1,174
4,1,2,7,1,4,4,2,1,2,2,2,1,2,4,2,1,171,968,24,1,495
4,1,2,2,2,6,4,2,4,1,2,1,1,2,4,2,1,171,968,24,1,174
4,1,2,2,3,12,4,2,4,1,2,1,1,2,4,2,1,171,968,24,1,174
1,1,2,2,1,9,4,2,4,2,2,1,1,2,8,2,1,83,969,24,1,153
1,1,2,3,1,7,4,2,9,2,2,1,1,2,8,2,1,83,969,24,1,153
1,1,2,4,1,2,4,2,2,1,2,2,1,2,8,2,1,83,969,24,1,330
1,1,2,2,2,3,4,2,2,1,2,1,1,2,8,2,1,83,969,24,1,153
3,1,1,9,1,10,4,2,3,2,2,2,1,2,3,2,3,83,969,24,1,150
1,1,2,2,1,2,4,2,4,2,2,1,1,2,7,2,1,171,974,24,1,149
1,1,2,3,1,4,4,2,9,2,2,1,1,2,7,2,1,171,974,24,1,149
1,1,2,8,1,8,4,2,2,2,1,2,1,2,1,2,3,171,974,24,1,292
1,1,2,3,2,6,4,2,9,2,2,1,1,2,7,2,1,171,974,24,1,149
3,1,2,9,1,10,31,50,3,2,2,2,1,2,9,2,3,171,974,24,1,292
3,1,2,10,1,7,4,2,2,2,2,1,1,2,99,2,3,171,974,24,1,292
4,1,1,3,1,7,4,2,2,2,2,1,1,2,4,2,1,83,976,24,1,187
5,1,1,3,1,4,4,2,1,2,2,1,1,2,5,2,1,83,976,24,1,187
3,1,1,8,1,9,4,2,1,3,1,2,1,2,1,2,1,171,977,24,1,377
2,1,1,8,1,4,4,2,1,3,1,1,1,2,4,1,3,83,980,24,1,512
2,1,1,8,2,11,4,2,1,3,1,1,1,2,4,2,5,83,980,24,1,512
3,1,2,3,1,3,4,2,9,2,2,1,1,2,7,2,1,83,980,24,1,243
2,1,4,8,1,3,4,2,2,3,1,2,2,2,7,2,3,171,981,24,1,645
3,1,5,8,1,3,4,2,1,3,1,1,1,2,9,2,3,234,982,24,1,1016
4,1,1,2,1,7,4,2,3,1,2,1,1,1,4,2,1,234,982,24,1,268
2,1,2,8,1,7,4,2,2,2,1,1,1,2,1,2,5,171,983,24,1,552
4,1,3,4,1,4,4,2,3,1,2,2,1,2,4,2,1,83,984,24,1,692
4,1,3,5,1,3,4,2,3,1,2,1,1,2,4,2,1,83,984,24,1,692
1,1,2,8,1,10,4,2,1,2,1,1,1,2,4,2,1,171,988,24,1,353
1,1,2,8,2,8,4,2,2,2,2,1,1,2,99,2,5,171,988,24,1,353
3,1,1,6,1,3,4,2,9,4,1,2,2,2,7,2,1,171,989,24,1,336
3,1,1,8,1,12,4,2,2,2,1,1,1,2,4,2,5,171,991,24,1,379
2,1,2,3,1,8,4,2,1,2,2,1,1,1,4,2,1,171,993,24,1,220
5,1,1,3,1,11,4,2,3,2,1,2,2,1,4,2,1,171,993,24,1,220
2,1,2,4,1,12,4,2,3,1,2,2,1,2,4,2,3,234,994,24,1,660
4,1,2,2,1,11,4,2,4,1,2,1,1,2,7,2,1,234,994,24,1,232
4,1,2,8,1,8,4,2,2,2,1,1,1,2,7,2,3,234,994,24,1,437
4,1,2,14,1,6,4,2,1,2,2,1,1,2,9,2,5,8,995,24,1,399
4,1,1,3,1,3,4,2,9,2,2,1,1,2,4,2,1,83,997,24,1,208
2,1,1,9,1,10,4,2,3,2,2,2,1,2,9,2,3,83,1000,24,1,164
1,1,1,2,1,3,4,2,3,1,1,1,1,1,4,2,3,83,1003,24,1,221
1,1,1,2,2,11,4,2,4,1,2,1,1,2,7,2,1,83,1003,24,1,221
3,1,2,10,1,12,4,2,2,1,2,2,1,2,5,2,2,83,1003,24,1,1163
5,1,1,6,1,2,23,5,9,4,2,1,1,2,9,1,1,171,1004,24,1,223
1,1,1,3,1,4,4,2,1,2,2,1,1,2,9,2,1,83,1005,24,1,211
1,1,1,3,2,8,4,2,1,2,2,1,1,2,7,2,1,83,1005,24,1,211
3,1,3,2,1,3,4,2,4,2,2,1,1,2,4,1,1,83,1005,24,1,211
3,1,3,2,2,1,4,2,2,2,2,1,1,2,4,2,1,83,1005,24,1,211
5,1,1,3,1,1,4,2,2,2,2,1,1,1,4,2,1,83,1006,24,1,233
2,1,4,2,1,7,4,2,4,1,2,1,1,2,4,2,1,83,1007,24,1,187
4,1,2,7,1,8,4,2,3,1,2,2,1,2,1,2,1,83,1008,24,1,394
5,1,1,8,1,3,4,2,2,2,1,1,1,2,4,2,5,83,1008,24,1,438
1,1,1,3,1,5,4,2,2,2,2,1,1,2,3,2,1,8,1010,24,1,313
2,1,2,4,1,12,4,2,3,1,2,2,1,2,4,1,3,83,1012,24,1,384
2,1,2,7,1,2,4,2,2,2,2,2,1,2,4,2,1,83,1012,24,1,384
3,1,3,10,1,3,4,2,2,1,2,2,1,2,99,2,2,83,1012,24,1,634
5,1,2,1,1,8,4,2,1,1,2,1,1,1,4,2,1,83,1014,24,1,181
3,1,3,9,1,3,4,2,2,2,2,1,1,1,4,2,3,83,1015,24,1,617
4,1,2,8,1,6,4,2,2,2,1,1,1,1,4,1,3,171,1016,24,1,615
3,1,1,3,1,10,4,2,1,2,2,1,1,1,4,2,1,171,1017,24,1,154
5,1,2,2,1,5,4,2,4,1,2,1,1,1,4,2,1,171,1017,24,1,154
3,1,1,3,1,7,4,2,1,2,2,1,1,2,4,2,1,83,1019,24,1,181
3,1,1,8,1,7,4,2,2,2,2,1,1,2,4,2,5,83,1019,24,1,560
3,1,1,3,2,8,4,2,2,2,2,1,1,2,8,2,1,83,1019,24,1,181
5,1,1,3,1,10,4,2,9,2,2,1,1,2,7,2,1,83,1019,24,1,181
5,1,1,12,1,11,4,2,1,1,2,1,1,2,9,1,5,83,1019,24,1,177
5,1,1,12,2,11,4,2,1,1,2,1,1,2,9,1,5,83,1019,24,1,177
5,1,1,12,3,11,4,2,1,1,2,1,1,2,9,1,5,83,1019,24,1,177
2,1,3,8,1,12,4,2,3,2,1,1,1,2,3,2,3,83,1020,24,1,1206
1,1,1,2,1,8,4,2,1,2,1,1,2,2,4,2,1,83,1021,24,1,188
1,1,1,8,1,3,4,2,2,4,1,2,1,2,4,2,1,83,1021,24,1,396
1,1,1,9,1,11,4,2,3,2,2,1,1,2,4,2,5,83,1021,24,1,396
3,1,1,8,1,4,4,2,2,3,1,1,2,2,3,2,3,83,1023,24,1,370
4,1,2,3,1,2,4,2,4,2,1,2,2,2,4,2,1,83,1023,24,1,188
5,1,3,4,1,3,4,2,2,4,2,1,2,2,7,2,1,83,1023,24,1,602
5,1,3,4,2,7,4,2,1,4,2,1,1,2,6,1,1,83,1023,24,1,602
1,1,1,2,1,3,4,2,3,2,2,1,1,1,4,2,1,171,1024,24,1,187
1,1,1,7,1,7,4,2,1,2,2,2,1,2,4,2,5,171,1024,24,1,176
1,1,1,2,2,11,4,2,3,2,2,1,1,1,4,2,1,171,1024,24,1,187
2,1,1,12,1,6,4,2,3,2,2,1,1,2,4,1,3,234,1026,24,1,672
5,1,2,8,1,3,4,2,1,2,1,2,1,2,9,2,3,83,1027,24,1,362
5,1,2,8,2,12,4,2,2,2,1,2,1,2,9,2,3,83,1027,24,1,362
1,1,1,12,1,11,4,2,3,2,2,2,1,2,4,2,1,171,1028,24,1,371
3,1,1,9,1,11,4,2,3,3,2,1,1,2,4,2,5,171,1028,24,1,372
4,1,2,4,1,1,4,2,2,1,2,2,1,2,4,2,1,171,1028,24,1,500
5,1,1,3,1,2,4,2,4,2,1,1,2,2,6,2,1,83,1029,24,1,188
2,1,1,3,1,9,4,2,3,2,2,1,1,2,9,2,1,171,1030,24,1,181
3,1,1,4,1,12,4,2,3,1,2,2,1,1,4,2,1,83,1032,24,1,274
5,1,1,9,1,9,4,2,1,2,2,1,1,1,4,1,3,171,1033,24,1,220
5,1,1,10,1,12,4,2,1,2,2,1,1,1,4,1,2,171,1033,24,1,220
1,1,1,3,1,12,4,2,3,2,1,1,2,2,5,2,1,83,1034,24,1,194
3,1,1,2,1,12,4,2,3,1,2,1,1,2,4,2,3,83,1036,24,1,185
3,1,1,9,1,1,4,2,2,1,2,2,1,2,3,2,3,83,1039,24,1,448
4,1,1,2,1,6,4,2,4,1,2,1,1,2,3,2,1,83,1041,24,1,172
5,1,1,8,1,8,4,2,1,2,1,1,1,2,9,2,5,83,1041,24,1,355
1,1,1,8,1,7,4,2,2,2,1,2,1,2,9,2,5,171,1042,24,1,169
1,1,1,8,2,7,4,2,2,2,1,2,1,1,4,2,5,171,1042,24,1,169
2,1,1,6,1,2,27,4,2,1,1,2,1,2,7,2,1,171,1042,24,1,168
2,1,1,8,1,2,4,2,2,2,1,2,1,2,7,2,5,171,1042,24,1,168
3,1,1,12,1,11,4,2,1,5,2,2,1,2,7,2,5,171,1042,24,1,176
4,1,2,8,1,6,4,2,2,2,1,1,1,2,1,2,5,171,1042,24,1,672
4,1,2,8,2,5,4,2,1,2,1,1,1,1,4,2,5,171,1042,24,1,672
1,1,1,3,1,6,4,2,3,2,2,1,1,2,4,2,1,171,1044,24,1,243
3,1,1,3,1,4,4,2,1,2,2,1,1,1,4,2,1,171,1044,24,1,243
3,1,1,3,2,4,4,2,3,2,2,1,1,1,4,2,3,171,1044,24,1,243
4,1,3,3,1,9,4,2,4,2,1,1,2,1,4,2,1,83,1045,24,1,246
3,1,1,3,1,10,4,2,2,2,1,1,2,1,4,2,1,83,1047,24,1,327
3,1,1,8,1,4,4,2,3,2,1,1,2,2,6,2,3,83,1047,24,1,703
3,1,1,3,2,3,4,2,1,2,1,1,1,2,6,2,1,83,1047,24,1,327
3,1,1,8,2,4,4,2,3,2,1,1,2,1,4,2,3,83,1047,24,1,703
5,1,2,7,1,11,4,2,2,2,2,2,1,2,4,2,1,83,1049,24,1,548
1,1,4,6,1,10,4,2,1,4,2,1,1,2,5,1,3,171,1050,24,1,803
1,1,4,12,1,9,4,2,1,2,2,1,1,2,7,2,3,171,1050,24,1,803
1,1,4,6,2,12,4,2,2,4,2,1,1,2,7,1,3,171,1050,24,1,803
3,1,1,5,1,10,4,1,4,2,1,1,2,2,1,2,1,6,1051,24,2,314
9,1,1,8,1,8,4,1,2,2,1,1,2,2,3,2,5,6,1051,24,2,322
20,1,6,10,1,12,4,1,4,1,2,1,1,2,4,2,2,6,1051,24,2,825
16,1,1,10,1,2,4,3,3,2,2,2,1,2,9,2,3,6,1052,24,2,553
16,1,1,10,2,5,4,3,4,2,2,2,1,2,9,2,3,6,1052,24,2,553
1,1,1,2,1,5,4,4,4,1,2,1,1,2,4,1,1,170,1053,24,2,45
6,1,2,8,1,5,4,4,3,2,1,2,1,2,3,2,3,170,1053,24,2,82
4,1,4,7,1,10,4,8,2,1,2,1,1,2,4,2,1,6,1054,24,2,905
7,1,2,3,1,2,4,8,2,2,2,1,1,1,4,2,1,6,1054,24,2,183
20,1,2,5,1,9,4,2,2,4,1,1,2,2,4,2,3,6,1054,24,2,586
20,1,2,5,2,12,4,2,3,4,1,1,1,2,4,2,1,6,1054,24,2,586
20,1,2,5,3,7,4,2,1,4,1,1,1,2,4,2,1,6,1054,24,2,586
1,1,1,3,1,1,4,1,3,2,1,1,2,2,7,2,1,82,1055,24,2,195
1,1,1,9,1,2,4,1,3,2,2,2,1,2,1,2,5,82,1055,24,2,183
2,1,1,10,1,9,4,1,3,1,2,2,1,2,4,2,2,82,1055,24,2,192
3,1,3,7,1,4,4,1,3,4,2,1,1,2,4,2,1,82,1055,24,2,1251
4,1,2,3,1,8,4,1,3,2,2,1,1,1,4,2,1,82,1055,24,2,195
5,1,1,8,1,10,4,1,2,2,1,1,1,2,3,2,5,82,1055,24,2,384
13,1,3,14,1,9,4,1,3,2,1,1,1,1,4,2,1,82,1055,24,2,578
1,1,1,9,1,5,4,1,4,2,2,1,1,2,5,2,3,82,1056,24,2,613
5,1,1,8,1,7,4,1,2,2,1,1,2,2,3,2,5,82,1056,24,2,417
6,1,2,5,1,4,4,1,2,2,2,1,1,2,7,2,1,82,1056,24,2,373
9,1,2,9,1,7,4,1,3,1,2,2,1,2,1,2,5,82,1056,24,2,388
12,2,2,8,1,3,4,1,2,2,1,2,1,2,9,2,5,82,1056,24,2,391
12,2,2,9,1,7,4,1,2,1,2,1,1,1,4,2,3,82,1056,24,2,391
2,1,1,9,1,5,4,4,3,2,2,1,1,2,8,2,5,6,1057,24,2,240
6,1,2,8,1,10,4,4,2,2,1,1,2,2,7,2,5,6,1057,24,2,231
6,1,2,8,2,11,4,4,1,2,1,1,2,2,7,2,5,6,1057,24,2,231
10,1,1,7,1,11,4,1,2,2,2,1,1,1,4,2,1,6,1058,24,2,358
10,1,1,8,1,2,4,1,2,2,1,1,1,2,4,2,1,6,1058,24,2,358
18,1,2,3,1,3,4,1,3,2,2,1,1,1,4,2,1,6,1058,24,2,170
7,1,2,8,1,9,4,4,3,2,1,1,1,2,6,2,3,82,1059,24,2,457
7,1,2,8,2,1,4,4,1,2,1,2,1,2,7,2,3,82,1059,24,2,457
3,1,1,3,1,5,4,9,4,2,1,1,2,2,7,2,1,82,1060,24,2,239
3,1,1,3,2,11,4,9,4,2,1,1,2,2,6,2,1,82,1060,24,2,239
6,1,1,8,1,12,4,9,2,2,1,2,2,2,4,2,3,82,1060,24,2,479
8,1,1,14,1,12,4,9,4,3,2,1,1,2,7,2,3,82,1060,24,2,511
14,1,1,5,1,8,4,9,2,8,2,1,1,1,4,2,1,82,1060,24,2,234
14,1,1,9,1,10,4,9,2,8,2,2,1,2,3,1,3,82,1060,24,2,234
14,1,1,10,1,7,4,9,2,8,2,2,1,2,3,1,2,82,1060,24,2,234
