VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL
4,1,1,2,1,12,25,6,4,2,2,1,1,2,1,2,1,309,7981,24,9,72
4,1,1,4,1,5,25,6,2,1,2,1,1,2,1,2,1,309,7981,24,9,206
4,1,1,2,2,12,25,6,4,2,2,1,1,2,1,2,1,309,7981,24,9,72
1,1,3,2,1,8,25,6,2,1,2,1,1,2,4,2,1,309,7982,24,9,76
1,1,3,4,1,12,25,6,3,3,2,1,1,2,5,2,1,309,7982,24,9,224
2,1,3,4,1,3,25,6,2,9,2,2,1,2,99,2,1,309,7982,24,9,345
4,2,2,4,1,2,25,6,2,1,2,2,1,2,3,2,3,309,7982,24,9,149
4,2,2,7,1,9,14,39,1,4,2,2,1,2,3,2,4,309,7982,24,9,149
4,2,2,10,1,7,14,39,1,1,2,2,1,2,3,2,3,309,7982,24,9,149
4,2,2,4,2,6,25,6,2,1,2,1,1,2,3,2,1,309,7982,24,9,149
6,1,1,2,1,12,25,6,3,1,2,1,1,2,3,2,1,309,7984,24,9,71
10,1,1,2,1,7,25,6,4,1,2,1,1,2,3,2,1,309,7984,24,9,71
2,1,2,8,1,12,25,6,2,2,1,1,1,2,3,2,3,309,7985,24,9,156
2,1,2,8,2,12,25,6,1,2,1,1,1,2,3,2,3,309,7985,24,9,156
2,1,2,8,3,11,25,6,2,2,1,1,1,2,3,2,3,309,7985,24,9,156
3,1,2,3,1,10,25,6,4,2,1,1,1,2,4,2,3,309,7985,24,9,72
3,1,2,5,1,11,25,6,4,2,1,1,2,2,4,2,1,309,7985,24,9,151
4,1,2,5,1,6,25,6,2,3,1,2,2,2,3,2,5,309,7985,24,9,136
5,1,2,4,1,2,25,6,3,6,2,1,1,2,4,2,1,309,7985,24,9,248
5,1,2,5,1,3,25,6,2,6,9,1,1,2,99,2,5,309,7985,24,9,248
8,1,1,2,1,10,25,6,4,2,2,1,1,2,1,2,1,309,7985,24,9,72
1,1,3,2,1,5,25,6,3,8,2,1,1,2,4,1,1,311,7986,24,9,103
1,1,3,3,1,7,25,6,4,2,2,1,1,2,7,2,1,311,7986,24,9,103
1,1,3,9,1,3,25,6,1,3,2,1,1,2,3,1,5,311,7986,24,9,405
1,1,3,9,2,5,25,6,1,3,2,1,1,2,3,1,2,311,7986,24,9,405
1,1,3,9,3,7,25,6,2,3,2,1,1,2,9,1,5,311,7986,24,9,405
1,1,3,9,4,9,25,6,2,3,2,1,1,2,99,1,5,311,7986,24,9,405
3,1,1,5,1,11,25,6,9,2,1,1,2,2,3,2,1,311,7986,24,9,117
3,1,1,8,1,2,25,6,1,2,1,1,2,2,9,2,5,311,7986,24,9,117
3,1,1,8,2,2,25,6,1,2,1,1,2,2,9,2,5,311,7986,24,9,117
3,1,1,8,3,2,25,6,1,2,1,1,2,2,9,2,5,311,7986,24,9,117
5,1,1,3,1,12,25,6,1,2,2,1,1,2,5,2,1,311,7986,24,9,103
4,1,2,2,1,12,25,6,3,1,2,1,1,2,3,2,1,311,7987,24,9,146
4,1,2,2,2,12,25,6,2,1,2,1,1,2,3,2,1,311,7987,24,9,146
6,1,2,14,1,10,25,6,1,1,1,2,1,2,1,2,5,311,7987,24,9,599
5,1,2,1,1,8,25,6,3,4,1,1,2,1,4,2,3,311,7989,24,9,86
5,1,2,2,1,5,25,6,2,1,2,1,1,2,4,2,1,311,7989,24,9,86
5,1,2,3,1,7,25,6,9,2,2,1,1,1,4,2,1,311,7989,24,9,86
5,1,2,8,1,6,25,6,1,2,1,1,1,2,7,2,3,311,7989,24,9,176
7,1,1,1,1,6,25,6,2,1,1,2,1,1,4,1,1,311,7989,24,9,86
10,1,1,1,1,3,25,6,2,1,2,1,1,1,4,1,1,311,7989,24,9,86
10,1,1,2,1,3,25,6,3,2,2,1,1,2,3,2,1,311,7989,24,9,86
10,1,1,8,1,1,25,6,1,2,1,1,2,2,7,2,3,311,7989,24,9,141
10,1,1,8,2,5,25,6,1,2,1,1,2,2,3,2,3,311,7989,24,9,141
10,1,1,8,3,7,25,6,1,2,1,1,2,2,7,2,3,311,7989,24,9,141
5,1,1,5,1,11,25,6,4,1,2,1,1,2,4,1,1,310,7990,24,9,72
4,1,6,4,1,11,25,6,4,1,2,2,1,2,1,2,1,309,7991,24,9,453
4,1,6,5,1,2,25,6,4,1,9,1,2,2,99,2,3,309,7991,24,9,453
4,1,6,4,2,9,25,6,4,1,2,1,1,2,3,2,1,309,7991,24,9,453
5,1,1,4,1,8,25,6,3,6,2,1,1,1,4,2,1,309,7991,24,9,154
9,1,2,4,1,12,14,39,2,1,2,2,2,2,3,2,1,309,7991,24,9,161
10,1,1,2,1,8,25,6,2,1,2,1,1,2,4,2,1,309,7991,24,9,79
10,1,1,2,2,2,25,6,9,4,2,1,1,2,4,2,1,309,7991,24,9,79
7,1,2,5,1,11,25,6,2,3,1,1,1,2,99,2,1,309,7993,24,9,213
8,1,1,2,1,2,25,6,2,3,2,1,1,2,4,2,1,309,7993,24,9,94
8,1,1,7,1,10,25,6,4,1,2,2,2,2,3,2,1,309,7993,24,9,185
8,1,1,2,2,4,25,6,4,1,2,1,1,2,6,1,1,309,7993,24,9,94
8,1,1,2,3,10,25,6,3,1,2,1,1,1,4,1,1,309,7993,24,9,94
9,1,1,2,1,3,25,6,3,1,2,1,1,2,4,2,1,309,7993,24,9,94
9,1,1,8,1,8,25,6,2,2,1,1,1,2,4,1,3,309,7993,24,9,96
9,1,1,9,1,12,25,6,2,2,2,1,1,2,3,2,5,309,7993,24,9,96
9,1,1,2,2,7,25,6,1,1,2,1,1,2,4,2,1,309,7993,24,9,94
9,1,1,8,2,9,25,6,1,2,1,2,1,2,99,2,5,309,7993,24,9,96
9,1,1,2,3,12,25,6,1,1,2,1,1,2,4,2,1,309,7993,24,9,94
3,1,1,8,1,11,25,6,1,2,1,2,1,2,4,2,3,311,7995,24,9,319
3,1,1,8,2,5,25,6,1,2,1,2,1,2,6,2,3,311,7995,24,9,319
5,1,2,4,1,12,25,6,1,1,2,2,1,1,4,2,1,311,7995,24,9,181
7,1,1,4,1,12,25,6,2,3,2,1,1,2,6,2,1,311,7995,24,9,246
2,1,2,2,1,3,25,6,1,1,2,1,1,2,4,2,1,310,7996,24,9,73
4,1,1,2,1,8,25,6,1,1,2,1,1,2,4,2,1,310,7996,24,9,73
4,1,1,6,1,3,25,6,1,4,2,1,1,2,5,1,1,310,7996,24,9,136
5,1,1,4,1,12,25,6,3,4,2,2,1,2,4,2,1,310,7996,24,9,215
2,1,6,2,1,3,25,6,2,3,2,1,1,2,4,2,1,310,7997,24,9,72
3,1,2,5,1,3,25,6,2,3,1,2,2,2,7,2,1,310,7997,24,9,141
4,1,1,4,1,7,25,6,2,6,2,1,1,2,99,2,1,310,7997,24,9,200
5,1,1,4,1,9,25,6,3,1,2,2,2,1,4,2,5,310,7997,24,9,142
10,1,4,8,1,7,25,6,1,2,1,1,2,2,6,2,1,311,7998,24,9,390
3,1,1,2,1,4,25,6,2,1,2,1,1,2,8,2,1,309,7999,24,9,76
3,1,1,3,1,7,25,6,4,2,2,1,1,2,4,2,1,309,7999,24,9,76
3,1,1,6,1,5,25,6,9,8,2,1,1,2,8,2,1,309,7999,24,9,156
3,1,1,9,1,1,25,6,1,3,2,1,1,2,3,2,1,309,7999,24,9,374
3,1,1,9,2,2,25,6,2,3,2,1,1,2,1,2,3,309,7999,24,9,374
3,1,1,9,3,3,25,6,1,3,2,1,1,2,4,2,3,309,7999,24,9,374
3,1,1,9,4,4,25,6,2,3,2,1,1,2,5,2,1,309,7999,24,9,374
3,1,1,9,5,5,25,6,2,3,2,1,1,2,4,2,3,309,7999,24,9,374
4,1,1,5,1,3,25,6,1,3,1,1,1,1,4,2,3,309,7999,24,9,149
4,1,1,8,1,4,25,6,2,2,2,1,1,2,4,2,3,309,7999,24,9,149
9,1,3,7,1,3,25,6,2,4,2,1,1,2,3,2,1,309,8000,24,9,156
9,1,3,8,1,6,25,6,3,2,1,1,1,2,3,2,5,309,8000,24,9,156
2,1,1,7,1,3,25,6,2,2,2,1,1,2,4,1,1,309,8002,24,9,148
3,1,1,3,1,7,25,6,3,2,1,1,1,2,4,2,1,309,8002,24,9,76
5,1,1,8,1,11,25,6,2,2,2,1,1,2,4,2,5,309,8002,24,9,155
3,1,1,2,1,10,25,6,2,1,2,1,1,2,4,2,1,310,8003,24,9,73
3,1,1,6,1,7,14,39,1,4,2,1,1,2,5,2,1,310,8003,24,9,191
4,1,2,2,1,6,25,6,4,2,1,1,2,2,3,2,1,310,8003,24,9,73
4,1,2,2,2,2,25,6,4,2,2,1,1,2,1,2,1,310,8003,24,9,73
6,1,1,4,1,1,25,18,2,1,2,1,1,2,1,2,1,310,8003,24,9,69
9,1,1,4,1,5,25,6,3,1,2,1,1,2,3,2,1,310,8003,24,9,166
10,1,1,5,1,12,25,6,4,2,2,1,1,2,4,2,1,310,8003,24,9,69
1,1,1,14,1,9,25,6,1,4,2,1,1,1,4,2,1,311,8005,24,9,66
2,1,2,12,1,10,25,6,2,1,2,2,1,2,3,2,5,311,8005,24,9,135
4,1,2,1,1,7,25,6,9,1,2,1,1,1,4,2,1,311,8005,24,9,69
1,1,1,3,1,10,25,6,3,2,2,1,1,2,3,2,1,309,8006,24,9,79
2,1,3,4,1,2,25,12,2,1,2,1,1,2,5,2,3,310,8007,24,9,212
2,1,3,4,2,10,25,12,1,1,2,1,1,2,3,2,3,310,8007,24,9,212
9,1,3,8,1,8,25,6,9,2,2,1,1,2,4,2,3,310,8007,24,9,279
10,1,1,8,1,4,25,6,2,2,1,1,1,2,7,2,5,310,8007,24,9,261
2,1,1,3,1,10,25,6,2,2,2,1,1,2,5,2,1,310,8008,24,9,88
5,1,1,3,1,1,25,6,1,2,2,1,1,2,3,1,1,310,8008,24,9,88
5,1,1,5,1,5,25,6,2,1,1,2,2,2,7,2,1,310,8008,24,9,92
6,1,1,3,1,2,25,6,4,2,2,1,1,2,7,2,1,310,8008,24,9,88
8,1,1,8,1,10,25,6,1,3,1,2,1,2,3,2,4,310,8008,24,9,175
8,1,1,10,1,12,25,6,2,1,2,1,1,2,3,2,2,310,8008,24,9,175
8,1,1,10,2,4,26,26,3,1,2,2,1,2,3,2,5,310,8008,24,9,175
10,1,2,3,1,6,25,6,3,2,2,1,1,2,4,2,1,310,8008,24,9,88
3,1,1,2,1,9,25,6,3,8,2,1,1,2,3,2,1,309,8009,24,9,79
4,1,2,8,1,7,25,6,2,2,1,2,1,2,9,2,2,309,8010,24,9,154
5,1,1,2,1,1,25,6,2,1,2,1,1,2,4,2,1,309,8010,24,9,81
5,1,1,2,2,5,25,6,4,1,2,1,1,2,4,2,1,309,8010,24,9,81
5,1,1,2,3,12,25,6,3,1,2,1,1,2,5,2,1,309,8010,24,9,81
2,1,1,5,1,2,25,6,4,2,1,1,1,2,3,2,5,310,8011,24,9,109
3,1,1,2,1,3,25,6,3,1,2,1,1,2,4,2,1,310,8011,24,9,55
3,1,1,9,1,2,25,6,3,2,2,2,1,2,4,2,5,310,8011,24,9,56
3,1,1,2,2,5,25,6,3,1,2,1,1,2,4,2,1,310,8011,24,9,55
3,1,1,2,3,12,25,6,3,1,2,1,1,2,4,2,1,310,8011,24,9,55
4,1,3,3,1,2,25,6,2,2,2,1,1,1,4,2,1,310,8011,24,9,55
4,1,1,8,1,8,25,6,2,2,1,1,1,2,3,2,5,310,8012,24,9,168
4,1,1,8,2,8,25,6,2,2,1,1,1,2,3,2,5,310,8012,24,9,168
1,1,1,3,1,12,25,6,1,2,2,1,1,2,6,2,1,310,8014,24,9,123
3,1,2,8,1,7,25,6,2,2,1,2,2,2,3,2,5,310,8014,24,9,258
9,1,1,9,1,9,25,6,1,8,2,1,1,1,4,1,5,310,8014,24,9,245
1,1,1,5,1,2,25,6,3,2,2,1,1,2,3,2,1,309,8015,24,9,155
1,1,2,9,1,11,25,6,2,3,2,1,1,2,3,2,5,309,8016,24,9,291
8,1,1,4,1,3,25,6,1,4,2,1,1,2,4,2,1,309,8016,24,9,76
2,1,2,4,1,6,25,6,2,1,2,2,1,2,4,2,1,309,8017,24,9,220
2,1,2,9,1,6,25,6,3,2,2,1,2,2,4,2,3,309,8017,24,9,220
5,1,1,3,1,3,10,34,4,2,2,1,1,2,4,2,1,309,8017,24,9,70
2,1,2,8,1,11,25,6,2,2,1,1,2,2,4,2,3,309,8018,24,9,147
7,1,2,8,1,2,25,6,3,2,1,1,2,2,6,2,1,309,8018,24,9,246
2,1,3,8,1,4,25,6,1,2,1,2,1,2,4,2,3,310,8019,24,9,286
3,1,1,5,1,3,25,6,2,4,1,1,1,2,5,1,1,310,8019,24,9,138
4,1,1,2,1,11,25,6,4,1,2,1,1,2,4,2,1,310,8019,24,9,84
4,1,2,8,1,4,25,6,2,2,1,1,1,2,4,2,3,310,8022,24,9,155
4,1,2,8,2,8,25,6,1,2,1,1,1,2,4,2,3,310,8022,24,9,155
2,1,3,9,1,12,25,6,1,2,2,2,1,1,4,2,3,310,8024,24,9,202
8,1,1,5,1,12,25,6,4,2,2,1,1,2,8,2,1,310,8024,24,9,158
2,1,1,8,1,12,25,6,1,2,1,2,1,2,9,2,5,309,8025,24,9,153
4,1,1,3,1,12,25,6,2,2,2,1,1,2,5,2,1,309,8026,24,9,78
3,1,1,4,1,2,25,6,2,1,2,2,1,2,4,2,1,310,8027,24,9,233
5,1,1,3,1,6,25,6,4,2,2,1,1,1,4,1,1,310,8027,24,9,111
5,1,1,9,1,10,25,6,4,1,2,1,1,2,9,2,2,310,8027,24,9,228
1,1,3,2,1,7,25,6,9,4,2,1,1,2,4,2,1,309,8028,24,9,72
2,1,1,10,1,1,25,6,1,2,2,1,1,2,1,2,2,309,8028,24,9,78
2,1,1,10,2,8,25,6,1,2,2,1,1,2,1,2,2,309,8028,24,9,78
3,1,1,9,1,12,25,6,3,2,2,1,1,2,99,2,5,309,8028,24,9,63
3,1,1,10,1,12,25,6,2,2,2,1,1,2,9,2,5,309,8028,24,9,63
3,1,1,9,2,8,25,6,3,2,2,1,1,2,99,2,5,309,8028,24,9,63
3,1,1,9,3,8,25,6,3,2,2,1,1,1,4,2,5,309,8028,24,9,63
4,1,1,2,1,3,25,6,9,4,2,1,1,2,7,2,5,309,8028,24,9,72
3,1,1,2,1,10,25,18,4,2,2,1,1,2,3,2,1,309,8029,24,9,71
3,1,1,2,2,8,25,18,3,2,2,1,1,2,3,2,1,309,8029,24,9,71
9,1,1,2,1,3,25,6,1,1,2,1,1,2,8,1,1,309,8029,24,9,71
1,1,1,4,1,8,25,6,1,1,2,2,1,2,3,2,1,309,8030,24,9,78
4,1,2,1,1,2,10,5,1,1,2,1,1,1,4,1,3,309,8030,24,9,76
4,1,2,2,1,1,10,5,4,1,2,1,1,2,3,2,3,309,8030,24,9,76
4,1,2,9,1,10,10,5,3,1,2,1,1,1,4,1,3,309,8030,24,9,227
4,1,2,10,1,8,10,5,3,1,2,2,1,1,4,2,2,309,8030,24,9,227
4,1,2,14,1,3,10,5,2,2,1,1,1,2,3,2,2,309,8030,24,9,227
4,1,2,9,2,8,10,5,3,1,2,1,1,2,9,2,2,309,8030,24,9,227
4,1,2,9,3,8,10,5,3,1,2,2,1,1,4,2,3,309,8030,24,9,227
5,1,2,4,1,3,25,6,1,4,2,1,2,2,3,2,2,309,8030,24,9,143
3,1,2,4,1,12,25,6,3,6,2,2,1,2,4,2,1,309,8031,24,9,172
4,1,1,4,1,12,25,6,2,6,2,1,1,1,4,2,1,309,8031,24,9,220
6,1,1,4,1,11,25,6,2,6,2,1,1,1,4,2,1,309,8031,24,9,147
1,1,1,6,1,2,25,6,9,4,2,1,1,2,5,2,1,309,8032,24,9,236
2,1,1,1,1,1,25,6,3,1,1,1,1,1,4,2,1,309,8032,24,9,81
3,1,1,8,1,9,25,6,1,2,1,1,1,2,8,2,5,309,8032,24,9,160
3,1,5,2,1,10,25,6,1,1,2,1,1,2,4,2,1,311,8033,24,9,139
7,1,3,4,1,6,25,6,3,5,2,1,2,1,4,2,1,311,8033,24,9,473
7,1,3,8,1,3,25,6,2,2,1,2,1,2,3,2,5,311,8033,24,9,473
2,1,2,3,1,6,25,13,2,2,2,1,1,2,9,2,1,310,8034,24,9,91
6,1,1,4,1,11,25,6,2,6,2,1,1,2,4,1,1,310,8034,24,9,159
6,1,1,4,2,11,25,6,2,6,2,1,1,2,4,2,1,310,8034,24,9,159
9,1,1,6,1,2,25,6,3,4,2,1,1,2,7,1,1,310,8034,24,9,96
10,1,1,4,1,12,25,6,2,3,2,1,1,2,99,2,1,310,8034,24,9,187
1,1,1,8,1,2,25,6,2,2,1,2,1,2,4,2,1,311,8035,24,9,81
3,1,1,8,1,3,25,6,2,2,1,2,1,2,3,2,5,311,8035,24,9,161
2,1,1,4,1,2,25,6,2,1,2,1,1,2,99,1,2,310,8036,24,9,85
1,1,2,3,1,12,25,6,1,2,2,1,1,2,4,1,1,311,8037,24,9,83
4,1,1,1,1,9,25,6,2,1,1,2,1,1,4,2,1,311,8037,24,9,83
10,1,2,6,1,12,25,6,9,8,2,1,1,2,9,1,1,311,8037,24,9,179
4,1,2,8,1,7,25,6,2,2,1,2,1,2,4,2,3,310,8038,24,9,253
5,1,1,5,1,11,25,6,4,2,2,1,1,2,3,2,1,309,8039,24,9,166
6,1,1,3,1,9,25,6,4,2,1,1,1,2,3,1,1,309,8039,24,9,81
7,1,2,9,1,12,25,6,4,1,2,1,1,2,3,2,3,309,8039,24,9,153
9,1,4,3,1,2,25,6,3,2,1,1,1,2,6,2,3,309,8039,24,9,81
10,1,1,1,1,8,25,18,2,5,1,1,1,2,1,1,3,309,8039,24,9,81
1,1,1,2,1,9,25,6,4,1,2,1,1,2,3,2,1,310,8040,24,9,63
2,1,1,8,1,3,25,6,2,7,1,2,1,2,4,2,5,310,8040,24,9,110
6,1,1,4,1,2,25,6,3,6,2,1,1,2,4,2,1,310,8040,24,9,72
3,1,1,8,1,4,25,6,2,2,1,2,1,2,4,2,5,309,8041,24,9,67
4,1,2,4,1,2,25,6,4,1,2,2,1,2,4,2,1,309,8041,24,9,128
4,1,2,5,1,1,25,6,2,2,2,1,1,2,3,2,1,309,8041,24,9,128
4,1,2,7,1,11,25,6,9,4,2,2,2,2,3,1,1,309,8041,24,9,128
3,1,2,8,1,1,25,6,1,2,2,1,1,2,3,2,3,310,8042,24,9,178
4,1,2,3,1,6,25,6,4,2,2,1,1,2,3,2,1,310,8042,24,9,90
1,1,2,4,1,8,25,18,4,1,2,1,1,2,4,2,1,309,8043,24,9,156
1,1,2,9,1,9,25,6,3,1,2,2,1,2,4,2,3,309,8043,24,9,156
2,1,2,2,1,6,25,6,2,2,2,1,1,2,8,2,1,309,8043,24,9,76
2,1,2,9,1,1,25,6,3,2,2,1,1,2,6,2,3,309,8043,24,9,138
2,1,2,2,2,8,25,6,4,2,2,1,1,2,5,2,1,309,8043,24,9,76
3,1,2,4,1,9,25,6,2,1,2,2,1,2,6,2,1,309,8043,24,9,234
2,1,3,6,1,1,25,6,3,1,2,1,1,2,3,1,1,311,8044,24,9,532
2,1,3,10,1,4,25,12,4,1,2,2,1,2,8,2,2,311,8044,24,9,532
3,1,1,3,1,6,25,6,2,2,2,1,1,1,4,1,1,311,8044,24,9,116
3,1,1,6,1,6,25,6,9,2,2,1,1,2,9,2,1,311,8044,24,9,226
3,1,1,8,1,5,25,6,1,3,1,2,2,2,8,2,3,311,8044,24,9,226
3,1,1,3,2,4,25,6,2,2,2,1,1,2,8,1,3,311,8044,24,9,116
3,1,1,6,2,2,25,6,9,2,2,1,1,2,9,2,1,311,8044,24,9,226
3,1,1,8,2,4,25,6,2,3,1,2,2,2,8,2,3,311,8044,24,9,226
8,1,3,5,1,5,25,6,2,1,1,2,1,1,4,2,3,311,8044,24,9,346
8,1,3,8,1,12,25,6,2,2,1,1,1,2,3,2,3,311,8044,24,9,346
8,1,3,5,2,8,25,6,3,4,1,2,2,2,3,2,3,311,8044,24,9,346
8,1,3,5,3,12,25,6,9,4,2,1,1,2,4,2,3,311,8044,24,9,346
5,1,2,2,1,1,25,6,2,1,2,1,1,1,4,2,1,310,8045,24,9,72
3,1,2,12,1,10,25,6,1,2,2,2,1,2,5,2,3,309,8046,24,9,139
4,1,1,3,1,2,25,6,1,2,2,1,1,2,7,2,1,309,8046,24,9,71
1,1,1,8,1,11,25,6,1,2,1,2,1,2,4,2,1,310,8047,24,9,73
4,1,3,4,1,9,25,6,1,1,2,2,1,2,3,2,3,310,8047,24,9,330
5,1,2,4,1,7,25,6,3,1,2,2,1,2,1,2,1,310,8047,24,9,214
1,1,2,3,1,9,25,6,3,2,1,1,1,2,5,1,1,310,8048,24,9,91
2,1,3,4,1,1,25,6,2,1,2,2,1,2,3,2,2,310,8048,24,9,417
2,1,3,8,1,5,25,6,1,2,1,2,1,2,4,2,3,310,8048,24,9,417
2,1,3,4,2,3,25,6,3,1,2,1,1,1,4,2,1,310,8048,24,9,417
2,1,3,4,3,5,25,6,3,1,2,1,1,2,3,2,1,310,8048,24,9,417
3,1,2,12,1,7,25,6,1,3,2,1,1,2,4,2,3,310,8048,24,9,187
5,1,1,8,1,7,25,6,1,2,1,2,1,2,3,2,3,310,8048,24,9,169
7,1,1,2,1,11,25,6,4,1,2,1,1,2,4,1,1,310,8048,24,9,91
10,1,1,8,1,10,25,6,1,2,1,2,1,2,3,2,3,310,8048,24,9,169
3,1,1,3,1,9,25,6,2,2,1,2,1,2,9,2,1,310,8049,24,9,92
4,1,2,2,1,9,25,6,4,1,2,1,1,2,4,2,1,309,8050,24,9,66
10,1,1,2,1,2,25,6,2,1,2,1,1,2,6,2,1,310,8051,24,9,73
2,1,2,5,1,7,25,6,2,3,1,1,1,1,4,2,1,310,8052,24,9,151
6,1,2,4,1,11,25,6,2,1,2,1,1,2,4,2,1,309,8053,24,9,179
9,1,1,5,1,10,25,6,3,3,1,1,1,1,4,1,3,309,8053,24,9,339
9,1,1,5,2,9,25,6,2,3,1,1,1,1,4,1,3,309,8053,24,9,339
9,1,1,5,3,5,25,6,2,3,1,1,1,1,4,1,3,309,8053,24,9,339
9,1,1,5,4,5,25,6,3,3,1,1,1,1,4,1,3,309,8053,24,9,339
9,1,1,5,5,1,25,6,3,3,1,1,1,1,4,1,3,309,8053,24,9,339
1,1,3,8,1,3,21,132,2,4,1,2,2,2,8,2,1,309,8054,24,9,252
1,1,3,9,1,4,21,132,2,3,2,2,1,2,8,2,3,309,8054,24,9,252
1,1,1,2,1,8,25,6,1,1,2,1,1,2,4,2,1,310,8056,24,9,66
2,1,3,4,1,2,25,6,1,4,2,1,1,2,4,2,1,309,8057,24,9,306
1,1,1,4,1,7,25,6,2,6,2,1,1,2,5,2,3,309,8059,24,9,117
1,1,1,5,1,8,25,17,3,1,9,1,1,2,5,2,3,309,8059,24,9,117
1,1,1,6,1,11,25,6,1,4,1,2,1,2,5,1,1,309,8059,24,9,117
1,1,1,8,1,5,25,6,1,2,1,1,2,2,6,2,1,309,8059,24,9,117
3,1,1,2,1,3,25,6,4,1,2,1,1,1,4,2,3,309,8059,24,9,71
3,1,1,4,1,6,25,6,2,1,2,2,1,2,4,2,3,309,8059,24,9,69
1,1,2,1,1,10,25,6,3,2,2,1,1,1,4,1,1,310,8060,24,9,67
5,1,1,2,1,4,25,6,1,1,2,1,1,2,4,2,1,310,8060,24,9,67
2,1,2,4,1,1,25,6,2,5,2,1,1,2,1,2,1,310,8061,24,9,290
2,1,2,4,2,4,25,6,2,1,2,2,1,2,1,2,1,310,8061,24,9,290
3,1,2,4,1,4,25,6,4,1,2,2,1,2,3,2,1,309,8062,24,9,275
7,1,4,4,1,12,25,6,3,1,2,1,1,2,1,2,1,310,8063,24,9,431
8,1,1,1,1,4,25,6,1,2,2,1,1,1,4,2,1,310,8063,24,9,88
8,1,1,2,1,4,3,8,3,2,2,1,1,2,3,2,1,310,8063,24,9,88
8,1,1,6,1,7,2,8,2,4,1,2,1,2,4,1,1,310,8063,24,9,82
1,1,1,3,1,8,25,6,3,2,2,1,1,2,7,2,1,309,8064,24,9,85
2,1,1,2,1,12,25,6,4,2,2,1,1,2,4,2,1,309,8064,24,9,85
2,1,1,3,1,2,25,6,1,2,2,1,1,2,4,2,1,309,8064,24,9,85
2,1,1,2,2,4,25,6,2,4,2,1,1,2,4,2,1,309,8064,24,9,85
3,1,1,2,1,12,25,6,3,1,2,1,1,2,4,1,1,309,8064,24,9,85
3,1,1,6,1,6,25,6,3,4,2,1,1,2,9,2,1,309,8064,24,9,167
7,1,1,8,1,2,25,6,1,2,1,1,2,2,8,2,5,309,8064,24,9,169
7,1,1,8,2,3,25,6,2,2,1,1,2,2,8,2,5,309,8064,24,9,169
7,1,1,8,3,4,25,6,1,2,1,1,2,2,8,2,5,309,8064,24,9,169
9,1,2,3,1,8,25,6,3,2,1,1,2,2,7,2,1,309,8064,24,9,85
9,1,2,4,1,7,25,6,2,6,2,1,1,2,4,2,3,309,8064,24,9,167
9,1,2,3,2,9,25,6,2,2,2,1,1,2,7,2,1,309,8064,24,9,85
1,1,2,2,1,10,25,6,4,2,2,1,1,2,8,2,1,310,8065,24,9,76
1,1,2,5,1,1,25,6,4,1,2,1,1,2,4,2,1,310,8065,24,9,160
1,1,2,2,2,8,25,6,4,2,2,1,1,2,8,2,1,310,8065,24,9,76
1,1,2,5,2,1,25,6,4,1,2,1,1,2,4,2,1,310,8065,24,9,160
1,1,2,5,3,1,25,6,4,1,2,1,1,2,4,2,1,310,8065,24,9,160
2,1,2,2,1,9,25,6,4,2,2,1,1,2,4,2,1,310,8065,24,9,76
2,1,2,3,1,12,25,6,4,2,2,1,1,2,4,2,1,310,8065,24,9,76
2,1,2,2,2,10,25,6,4,2,2,1,1,2,4,2,1,310,8065,24,9,76
3,1,1,2,1,2,25,6,4,2,2,1,1,2,9,1,1,310,8065,24,9,76
4,1,2,4,1,10,25,6,2,3,2,1,1,1,4,2,1,310,8065,24,9,239
4,1,2,6,1,6,25,6,9,8,2,1,1,2,9,2,1,310,8065,24,9,239
4,1,2,7,1,11,25,6,1,2,2,1,1,2,7,2,1,310,8065,24,9,239
4,1,2,4,2,10,25,6,3,3,2,1,1,1,4,2,1,310,8065,24,9,239
1,1,1,6,1,1,26,6,1,4,1,1,2,2,99,2,1,309,8066,24,9,207
1,1,1,8,1,2,25,6,3,2,1,1,1,2,4,2,5,309,8066,24,9,207
2,1,2,1,1,6,25,6,4,2,2,1,1,1,4,2,1,309,8066,24,9,71
2,1,2,3,1,6,25,6,4,2,1,2,2,1,4,2,1,309,8066,24,9,71
2,1,2,6,1,12,25,6,2,2,2,1,1,2,7,1,1,309,8066,24,9,207
3,1,3,3,1,7,25,6,2,2,2,1,1,2,3,2,1,309,8067,24,9,70
4,1,2,12,1,2,25,6,3,1,2,2,1,2,3,2,3,309,8067,24,9,143
5,1,1,5,1,9,25,6,4,2,2,1,1,2,4,2,1,309,8067,24,9,72
5,1,2,8,1,7,25,6,3,2,1,1,2,2,1,1,3,311,8068,24,9,187
1,2,1,4,1,9,25,6,3,1,2,1,1,2,3,2,1,309,8069,24,9,170
3,1,1,4,1,7,25,6,3,1,2,2,1,2,6,2,1,309,8069,24,9,168
1,1,1,13,1,5,25,6,3,8,2,1,1,2,1,2,3,308,8070,24,9,84
4,1,1,8,1,6,25,6,2,1,1,2,1,2,6,2,3,308,8070,24,9,80
9,1,2,7,1,8,25,6,2,9,2,1,1,1,4,2,1,308,8070,24,9,167
3,1,3,2,1,8,25,6,3,4,2,1,1,2,5,2,1,311,8071,24,9,83
