VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,CLUSTERS
15,1,3,3,2,2,99,1,1,14,77,1,1,2,2,9,2,1,1,1,1,1,0,0,0,1,0,0,0,0,2,2,240,5100,0
2,1,1,1,4,1,99,1,12,14,77,4,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,240,5100,0
2,1,1,1,14,1,99,1,12,14,77,3,1,1,1,99,2,3,0,0,0,1,0,1,1,0,1,0,0,0,2,2,240,5100,0
10,1,1,1,8,3,99,1,12,14,77,3,2,9,2,9,2,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,240,5100,0
13,1,1,1,4,1,99,1,10,14,77,4,2,2,1,99,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,240,5100,0
15,1,1,3,2,2,99,1,11,14,77,4,1,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,240,5100,0
15,1,2,3,2,2,99,1,7,14,77,4,8,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,240,5100,0
15,1,1,1,9,2,99,1,12,14,79,2,2,1,2,3,2,5,1,0,0,0,0,0,0,0,1,0,0,0,3,2,244,5127,0
17,1,1,1,2,3,99,1,4,14,79,1,3,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,244,5127,0
17,1,1,1,9,3,99,1,12,14,79,1,2,1,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,3,2,244,5127,0
2,1,3,3,3,3,99,1,12,14,82,4,1,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,229,4786,0
2,1,1,3,3,3,99,1,9,14,82,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,229,4786,0
2,1,2,3,3,3,99,1,10,14,82,4,1,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,229,4786,0
2,1,1,1,10,3,99,1,4,14,82,2,1,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,229,4786,0
2,1,1,1,11,3,99,1,3,14,82,3,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,3,229,4786,0
19,1,1,1,9,2,99,1,5,14,82,2,2,1,2,99,2,3,1,1,1,1,1,1,1,0,0,0,0,0,2,2,238,5054,0
7,1,1,1,3,2,99,1,2,14,82,4,2,9,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,238,5054,0
10,1,1,1,8,2,99,1,2,14,82,1,2,9,2,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,238,5054,0
12,1,1,1,8,2,99,1,4,14,82,1,4,9,2,9,2,1,1,0,1,0,0,0,0,1,1,0,0,0,2,2,238,5054,0
1,1,1,1,7,2,99,1,3,14,83,2,3,9,2,9,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4,230,4973,0
11,1,2,3,13,1,99,1,3,14,83,1,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5055,0
11,1,3,3,13,1,99,1,3,14,83,3,1,1,1,99,2,3,0,0,1,0,0,1,1,0,1,0,0,0,2,3,239,5055,0
11,1,1,3,13,1,99,1,3,14,83,1,1,1,2,6,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5055,0
19,1,1,2,3,2,99,1,12,14,83,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5055,0
19,1,2,2,3,2,99,1,7,14,83,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5055,0
19,1,1,1,11,2,99,1,11,14,83,2,1,1,2,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,2,3,239,5055,0
16,1,1,1,7,1,99,1,2,14,83,1,9,9,2,9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,239,5055,0
5,1,2,4,9,2,99,1,11,14,85,1,2,1,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
5,1,1,4,9,2,99,1,9,14,85,1,2,1,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
5,1,4,4,9,2,99,1,12,14,85,1,2,1,2,9,2,5,1,0,0,0,0,0,0,0,1,0,0,0,2,3,239,5056,0
5,1,3,4,9,2,99,1,10,14,85,1,2,1,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
7,1,1,5,9,1,99,1,12,14,85,9,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
7,1,5,5,9,1,99,1,9,14,85,1,3,1,2,9,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,3,239,5056,0
16,1,2,5,9,1,99,1,3,14,85,3,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
16,1,4,5,9,1,99,1,7,14,85,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
1,1,1,1,9,1,99,1,5,14,85,4,2,1,2,3,2,5,1,1,0,0,0,0,0,0,1,0,0,0,2,3,239,5057,0
10,1,2,2,9,1,99,1,1,14,85,1,2,1,2,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,238,5058,0
15,1,3,3,9,3,99,1,1,14,85,2,2,1,2,3,2,5,1,0,0,0,0,0,0,0,1,0,0,0,2,2,238,5058,0
10,1,3,3,9,3,99,1,1,14,85,2,2,2,2,3,2,5,0,0,0,0,0,0,0,0,0,1,0,0,2,3,239,5057,0
10,1,1,2,9,1,99,1,6,14,85,1,2,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5058,0
11,1,1,1,9,2,99,1,12,14,85,2,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,2,2,238,5058,0
19,1,1,1,2,1,99,1,11,14,85,4,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,238,5058,0
7,1,4,5,9,1,99,1,11,14,85,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
7,1,3,5,9,1,99,1,2,14,85,1,3,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
19,1,1,3,9,2,99,1,2,14,85,1,2,1,2,1,1,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
19,1,2,3,9,2,99,1,8,14,85,1,2,1,2,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
19,1,3,3,9,2,99,1,12,14,85,1,2,2,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
4,1,1,1,9,1,99,1,12,14,85,2,2,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,238,5058,0
5,1,1,1,9,3,99,1,6,14,85,2,2,1,2,4,1,5,1,1,1,0,0,0,0,0,1,0,0,0,2,2,238,5058,0
15,1,4,4,2,3,99,1,1,14,85,1,4,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5058,0
15,1,3,4,2,3,99,1,4,14,85,2,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5058,0
7,1,2,5,9,1,99,1,1,14,85,9,2,1,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
18,1,1,1,3,1,99,1,3,14,85,3,2,9,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,3,239,5056,0
10,1,1,3,9,3,99,1,11,14,85,1,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5057,0
10,1,2,3,9,3,99,1,5,14,85,1,2,2,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5057,0
3,1,1,2,9,1,99,1,10,14,85,2,2,1,2,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5058,0
3,1,2,2,9,1,99,1,5,14,85,2,2,1,2,1,2,5,1,1,1,1,0,0,0,0,1,0,0,0,2,2,238,5058,0
15,1,2,4,2,3,99,1,10,14,85,2,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5058,0
15,1,1,4,2,3,99,1,12,14,85,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5058,0
15,1,1,3,9,3,99,1,9,14,85,2,2,1,2,3,1,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5058,0
16,1,3,5,9,1,99,1,5,14,85,3,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
19,1,1,1,7,2,99,1,7,14,85,9,4,9,1,99,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,3,239,5056,0
2,1,1,1,9,1,99,1,12,14,85,2,2,1,2,4,2,5,1,0,1,0,0,0,0,0,0,0,0,0,2,3,239,5057,0
15,1,2,3,9,3,99,1,4,14,85,2,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5058,0
16,1,5,5,9,1,99,1,8,14,85,2,3,1,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,3,239,5056,0
6,1,1,1,9,1,99,1,3,14,85,1,2,1,2,8,2,5,1,1,0,0,0,0,0,0,1,0,0,0,2,3,239,5057,0
16,1,1,5,9,1,99,1,1,14,85,2,2,1,2,9,1,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5056,0
9,1,1,1,9,1,99,1,12,14,89,2,2,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,2,244,5131,0
1,1,1,1,10,1,99,1,12,14,91,3,1,1,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,179,0
1,1,1,1,11,1,99,1,12,14,91,3,1,1,2,9,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,3,2,179,0
4,1,2,2,1,1,99,1,3,14,93,1,7,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,230,4907,0
4,1,1,2,12,1,99,1,9,14,93,3,7,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,230,4907,0
19,1,1,1,8,2,99,1,11,14,93,1,4,9,2,7,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,3,237,5061,0
20,1,2,2,2,1,99,1,5,14,93,3,1,2,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,3,237,5061,0
9,1,1,1,9,1,99,1,9,14,93,2,2,1,2,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,3,237,5063,0
11,1,1,1,7,1,99,1,12,14,93,9,4,9,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,236,5062,0
12,1,1,1,4,1,99,1,10,14,93,2,2,1,2,5,2,5,0,1,1,1,0,0,1,1,1,0,0,0,2,3,237,5063,0
6,1,1,2,3,2,99,1,5,14,93,4,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,236,5059,0
2,1,1,1,2,1,99,1,6,14,93,1,2,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5063,0
2,1,1,1,9,1,99,1,5,14,93,1,2,1,2,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,2,3,237,5063,0
7,1,1,1,4,1,99,1,4,14,93,4,2,1,2,9,1,5,1,1,1,1,1,1,1,1,1,0,0,0,2,3,237,5063,0
17,1,1,1,3,2,99,1,2,14,93,9,2,9,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,236,5059,0
16,1,1,1,10,1,99,1,4,14,93,2,1,1,2,3,2,3,1,0,0,1,0,0,0,0,1,0,0,0,2,2,236,5062,0
19,1,1,1,2,1,99,1,99,14,93,3,1,2,2,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,236,5062,0
1,1,1,1,9,2,99,1,10,14,93,2,2,1,2,1,2,5,1,1,1,1,0,1,0,0,0,0,0,0,2,2,236,5059,0
6,1,2,2,3,2,99,1,6,14,93,4,2,9,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,236,5059,0
12,1,1,1,6,2,99,1,2,14,93,3,1,1,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5060,0
14,1,2,2,10,1,99,1,3,14,93,2,2,1,2,6,2,3,0,0,0,1,0,0,0,0,0,0,0,0,2,2,236,5062,0
14,1,1,2,10,1,99,1,6,14,93,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,236,5062,0
17,1,2,2,2,1,99,1,4,14,93,3,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,237,5061,0
8,1,1,1,2,1,99,1,5,14,93,2,5,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
6,1,1,1,4,2,99,1,10,14,93,2,2,2,2,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,236,5062,0
7,1,1,1,2,1,99,1,12,14,93,3,1,2,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,236,5062,0
11,1,1,1,2,1,99,1,4,14,93,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,236,5062,0
18,1,1,1,2,1,99,1,7,14,93,4,1,2,2,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,3,237,5060,0
1,1,1,2,3,1,99,1,9,14,93,2,1,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
13,1,1,1,4,1,99,1,1,14,93,9,2,2,2,7,2,1,0,0,0,0,1,1,0,1,1,0,0,0,2,2,236,5062,0
2,1,1,1,2,1,99,1,4,14,93,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
12,1,1,1,9,2,99,1,3,14,93,1,3,1,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,3,237,5060,0
2,1,2,5,9,1,99,1,9,14,93,1,3,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
2,1,1,5,9,1,99,1,11,14,93,2,3,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
17,1,1,2,2,1,99,1,11,14,93,3,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
14,1,1,2,2,1,99,1,11,14,93,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,236,5062,0
2,1,5,5,9,1,99,1,4,14,93,2,3,1,2,6,2,5,0,1,0,0,0,0,0,0,0,0,0,0,2,3,237,5061,0
2,1,3,5,9,1,99,1,8,14,93,2,3,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
19,1,1,1,8,5,99,1,6,14,93,1,2,9,2,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,236,5059,0
1,1,2,2,3,1,99,1,1,14,93,2,1,9,2,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,2,3,237,5061,0
13,1,2,3,2,3,99,1,2,14,93,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5060,0
13,1,1,3,2,3,99,1,11,14,93,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5060,0
2,1,4,5,9,1,99,1,5,14,93,1,3,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
20,1,1,2,2,1,99,1,6,14,93,3,1,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5061,0
14,1,2,2,2,1,99,1,10,14,93,3,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,236,5062,0
13,1,3,3,2,3,99,1,1,14,93,4,2,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,237,5060,0
4,1,1,1,5,1,99,1,7,14,93,2,7,1,2,7,2,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,236,5062,0
4,1,1,1,9,1,99,1,6,14,94,1,2,1,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,238,5064,0
5,1,1,2,2,1,99,1,9,14,94,4,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5064,0
5,1,2,2,2,1,99,1,11,14,94,2,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5064,0
5,1,1,1,9,1,99,1,11,14,94,2,2,1,2,4,2,5,0,1,1,0,0,0,0,0,0,1,0,0,2,2,238,5064,0
11,1,1,1,4,2,99,1,11,14,94,3,2,1,1,99,2,5,1,1,1,1,1,0,0,0,1,0,0,0,2,2,238,5064,0
17,2,1,1,6,1,99,1,6,14,94,3,4,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5064,0
17,2,1,1,14,1,99,1,6,14,94,4,4,1,2,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0,2,2,238,5064,0
5,1,2,2,9,1,99,1,8,14,94,2,7,1,2,3,2,5,0,0,0,0,0,1,0,0,1,0,0,0,1,2,228,5026,0
1,1,1,3,3,2,2,1,6,14,97,4,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5075,0
16,1,2,5,10,2,2,1,5,14,97,3,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5075,0
4,1,1,1,2,3,2,1,4,14,97,3,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,239,5068,0
5,1,1,1,2,1,2,1,4,14,97,2,1,2,2,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,232,5067,0
2,1,2,3,3,2,2,1,12,14,97,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
1,1,1,1,1,2,2,1,7,14,97,2,1,2,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,229,4955,0
16,1,1,5,10,2,2,1,6,14,97,1,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5075,0
14,1,1,3,3,2,2,1,4,14,97,2,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5074,0
1,1,1,2,5,2,2,1,10,14,97,1,4,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,229,4955,0
5,1,1,1,7,2,2,1,6,14,97,1,5,9,2,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,232,5066,0
15,1,3,5,3,1,2,1,8,14,97,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,240,5104,0
2,1,3,3,3,2,2,1,10,14,97,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
14,1,3,3,3,2,2,1,3,14,97,2,2,9,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,3,237,5074,0
5,1,1,1,2,2,2,1,9,14,97,2,1,2,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,229,4930,0
12,1,1,1,3,3,2,1,8,14,97,3,2,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5071,0
5,1,1,1,9,1,2,1,6,14,97,2,7,1,2,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,91,2243,0
14,1,4,4,3,2,2,1,1,14,97,4,2,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,236,5073,0
15,1,1,1,5,1,2,1,9,14,97,2,3,1,2,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,240,5104,0
18,1,1,1,9,1,2,1,12,14,97,2,1,1,2,7,2,5,0,0,0,0,0,0,0,0,0,0,1,0,2,3,237,5074,0
16,1,5,5,10,2,2,1,1,14,97,3,2,1,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,238,5075,0
11,1,1,1,5,1,2,1,10,14,97,2,1,1,2,6,2,1,1,1,1,1,0,1,0,1,0,0,0,0,3,2,244,5118,0
14,1,2,4,9,2,2,1,3,14,97,3,2,2,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,244,5118,0
2,1,1,5,10,2,2,1,12,14,97,3,1,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
16,1,3,5,10,2,2,1,4,14,97,2,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5075,0
4,1,1,1,2,2,2,1,7,14,97,3,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,229,4893,0
17,1,1,1,8,2,2,1,5,14,97,1,2,9,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,240,5104,0
20,1,1,1,9,1,2,1,7,14,97,2,1,1,2,6,2,3,1,1,1,1,1,1,1,1,1,0,0,0,2,3,241,5102,0
6,1,1,1,7,2,2,1,10,14,97,2,5,9,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,237,5074,0
2,1,1,1,4,2,2,1,7,14,97,4,2,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
12,1,3,3,9,3,2,1,6,14,97,3,1,1,2,7,2,5,0,0,0,1,0,1,0,0,0,0,0,0,2,3,237,5071,0
2,1,1,2,9,2,2,1,6,14,97,3,3,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
14,1,4,4,9,2,2,1,6,14,97,2,2,2,2,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,3,2,244,5118,0
1,1,1,1,3,3,2,1,10,14,97,2,1,9,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,241,5103,0
15,1,5,5,3,1,2,1,5,14,97,4,1,9,2,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,240,5104,0
2,1,1,1,10,1,2,1,10,14,97,2,1,1,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,3,232,5066,0
12,1,1,3,9,3,2,1,11,14,97,3,1,1,2,7,1,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5071,0
4,1,1,1,7,1,2,1,8,14,97,9,5,9,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,233,5065,0
4,1,1,1,14,1,2,1,5,14,97,4,1,1,2,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,2,2,236,5073,0
12,1,2,3,9,3,2,1,8,14,97,3,1,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5071,0
2,1,1,3,3,2,2,1,12,14,97,4,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
14,1,3,4,9,2,2,1,4,14,97,3,2,2,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,244,5118,0
16,1,1,1,3,2,2,1,5,14,97,3,2,9,2,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,236,5073,0
12,1,1,1,4,1,2,1,5,14,97,2,2,2,2,5,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,3,237,5072,0
4,1,1,1,6,4,2,1,5,14,97,2,4,1,2,6,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,230,4996,0
4,1,1,1,5,3,2,1,12,14,97,1,1,1,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,240,5087,0
16,1,4,5,10,2,2,1,2,14,97,1,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5075,0
1,1,3,3,3,2,2,1,3,14,97,4,2,9,2,6,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,238,5075,0
3,1,1,1,5,1,2,1,7,14,97,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,232,5066,0
14,1,1,1,13,2,2,1,8,14,97,3,2,1,2,8,2,3,1,1,1,1,0,1,0,1,1,0,0,0,2,2,236,5073,0
2,1,1,1,3,2,2,1,9,14,97,4,2,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,244,5118,0
19,1,1,1,4,2,2,1,12,14,97,2,2,2,2,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,237,5072,0
2,1,2,2,9,2,2,1,3,14,97,2,3,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
2,1,5,5,10,2,2,1,11,14,97,3,1,1,2,9,2,3,1,0,0,0,1,1,1,0,1,1,0,0,2,3,241,5103,0
2,1,1,1,4,2,2,1,10,14,97,3,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,244,5118,0
20,1,2,2,10,2,2,1,3,14,97,1,2,1,2,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,2,2,240,5104,0
1,1,2,3,3,2,2,1,5,14,97,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,238,5075,0
14,1,2,3,3,2,2,1,3,14,97,2,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,237,5074,0
15,1,4,5,3,1,2,1,7,14,97,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,240,5104,0
3,1,1,1,2,1,2,1,3,14,97,4,2,2,2,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,239,5068,0
13,1,1,1,3,2,2,1,9,14,97,4,1,9,2,7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,237,5071,0
2,1,1,1,10,2,2,1,6,14,97,2,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,0,0,0,3,2,244,5118,0
13,1,1,1,2,1,2,1,11,14,97,4,1,1,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,236,5073,0
14,1,1,1,1,1,2,1,8,14,97,1,2,1,1,99,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,3,237,5072,0
14,1,2,4,3,2,2,1,10,14,97,3,2,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,236,5073,0
18,1,1,3,7,2,2,1,5,14,97,1,4,9,2,9,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,44,1009,0
5,1,1,2,4,2,2,1,6,14,97,1,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,231,5069,0
15,1,1,5,11,2,2,1,12,14,97,1,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
4,1,1,4,4,1,2,1,12,14,97,2,2,2,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,3,241,5103,0
20,1,1,2,10,2,2,1,8,14,97,3,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,240,5104,0
6,1,4,4,3,1,2,1,1,14,97,4,2,9,2,9,2,1,1,1,1,1,0,1,1,1,1,0,0,0,2,3,241,5103,0
20,1,1,1,8,2,2,1,12,14,97,2,2,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,240,5104,0
