VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,CLUSTERS
2,1,1,2,1,3,99,1,6,5,35,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1697,0
5,1,2,2,3,3,99,1,8,5,35,3,1,9,2,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,69,1697,0
5,1,1,2,3,3,99,1,5,5,35,3,1,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1697,0
2,1,1,1,3,1,99,1,5,5,35,2,1,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1698,0
2,1,1,1,5,1,99,1,1,5,35,3,1,1,2,7,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,3,70,1698,0
3,1,1,1,7,1,99,1,3,5,35,9,4,9,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,70,1698,0
5,1,1,1,9,2,99,1,8,5,35,2,2,1,2,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,3,70,1698,0
1,1,2,2,7,2,99,1,1,5,35,2,9,9,2,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,71,1699,0
1,1,1,1,3,1,99,1,3,5,35,2,2,9,2,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,70,1700,0
1,1,1,1,5,1,99,1,7,5,35,2,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1700,0
1,1,1,1,8,1,99,1,11,5,35,2,2,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1700,0
5,1,1,5,3,2,99,1,1,5,35,3,2,9,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1700,0
5,1,5,5,3,2,99,1,6,5,35,3,2,9,2,3,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,70,1700,0
5,1,3,5,3,2,99,1,3,5,35,4,2,9,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1700,0
5,1,4,5,3,2,99,1,4,5,35,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1700,0
2,1,1,1,4,1,99,1,6,5,35,1,2,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,70,1701,0
1,1,1,1,4,1,99,1,5,5,35,1,2,2,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1702,0
1,1,1,1,5,1,99,1,1,5,35,3,1,1,2,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,71,1702,0
5,1,1,1,3,1,99,1,3,5,35,3,2,9,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,71,1702,0
5,1,1,1,10,1,99,1,10,5,35,3,2,1,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,70,1704,0
2,1,1,1,4,1,99,1,5,5,35,2,2,2,2,7,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,69,1705,0
4,1,1,1,2,1,99,1,2,5,35,9,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1705,0
4,1,1,2,4,1,99,1,7,5,35,9,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1705,0
4,1,2,2,4,1,99,1,9,5,35,9,2,2,2,7,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,69,1705,0
1,1,1,1,4,1,99,1,10,5,35,2,2,2,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,69,1707,0
1,1,1,1,13,1,99,1,12,5,35,3,8,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1707,0
2,1,1,2,2,5,99,1,7,5,35,4,1,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1709,0
2,1,2,2,2,5,99,1,12,5,35,4,1,2,2,9,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,69,1709,0
5,1,1,1,3,1,99,1,7,5,35,4,2,9,2,7,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,69,1709,0
2,1,1,1,2,1,99,1,9,5,35,4,1,2,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,69,1710,0
4,1,1,1,2,2,99,1,6,5,35,4,1,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,69,1711,0
1,1,1,1,2,1,99,1,12,5,35,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1712,0
1,1,1,1,7,1,99,1,3,5,35,2,4,9,2,9,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,3,70,1712,0
2,1,1,1,2,5,99,1,6,5,35,4,2,2,2,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3,70,1713,0
4,1,1,1,3,1,99,1,8,5,35,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
4,1,1,1,5,1,99,1,5,5,35,3,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,1,2,2,1,99,1,7,5,35,1,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,1,1,5,1,99,1,9,5,35,3,4,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,3,3,8,1,99,1,12,5,35,1,4,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,2,3,8,1,99,1,5,5,35,1,4,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,1,3,8,1,99,1,1,5,35,1,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,1,1,9,1,99,1,3,5,35,3,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,2,2,10,1,99,1,12,5,35,3,4,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,1,2,10,1,99,1,9,5,35,2,4,1,2,5,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
1,1,1,1,5,1,99,1,4,5,35,3,1,1,2,9,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,70,1714,0
2,1,1,1,3,1,99,1,3,5,35,3,2,9,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,70,1714,0
4,1,1,2,3,2,99,1,8,5,35,4,2,9,2,1,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1715,0
4,1,2,2,3,2,99,1,99,5,35,4,2,9,2,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,70,1715,0
5,1,1,1,5,2,99,1,1,5,35,3,1,1,2,9,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,3,70,1715,0
4,1,3,4,3,1,99,1,11,5,35,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1716,0
4,1,4,4,3,1,99,1,12,5,35,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1716,0
4,1,1,4,3,1,99,1,4,5,35,3,2,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1716,0
4,1,2,4,3,1,99,1,5,5,35,3,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1716,0
4,1,1,1,9,1,99,1,11,5,35,3,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1716,0
4,1,1,1,10,1,99,1,10,5,35,3,2,1,1,99,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,69,1716,0
5,1,1,1,5,1,99,1,12,5,35,2,1,1,2,6,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,69,1716,0
3,1,1,1,4,1,99,1,6,5,35,4,2,1,2,9,2,3,1,0,0,0,0,0,1,0,1,0,0,0,1,2,69,1717,0
1,1,1,1,3,1,99,1,1,5,35,3,2,9,2,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,71,1719,0
2,1,1,1,3,1,99,1,4,5,35,4,2,9,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,71,1719,0
3,1,2,2,4,2,99,1,6,5,35,4,2,2,1,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,71,1719,0
3,1,1,2,4,2,99,1,11,5,35,4,2,2,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1719,0
4,1,1,1,4,2,99,1,11,5,35,1,2,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1719,0
4,1,1,1,6,2,99,1,3,5,35,1,4,1,2,1,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,4,71,1719,0
1,1,1,1,11,2,99,1,9,5,35,3,1,1,2,3,2,2,1,1,1,1,0,0,1,1,0,0,0,0,1,4,71,1721,0
4,1,1,1,9,2,99,1,6,5,35,2,2,1,2,7,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,4,71,1721,0
1,1,1,2,5,3,99,1,8,5,35,2,1,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1723,0
1,1,2,2,5,3,99,1,5,5,35,1,6,1,2,9,2,3,1,0,1,0,0,1,1,0,1,0,0,0,1,2,69,1723,0
5,1,1,1,3,2,99,1,8,5,35,1,2,9,2,1,2,3,0,0,0,0,0,1,0,1,0,0,0,0,1,2,69,1723,0
2,1,1,1,2,1,99,1,12,5,35,3,1,2,2,5,2,1,0,0,1,1,0,1,1,1,1,0,0,0,1,4,71,1729,0
3,1,1,1,3,1,99,1,9,5,35,3,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1729,0
3,1,1,1,4,1,99,1,4,5,35,1,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1729,0
4,1,1,1,2,2,99,1,3,5,35,1,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1730,0
4,1,1,1,9,2,99,1,1,5,35,3,1,1,2,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,71,1730,0
1,1,1,1,9,3,99,1,6,5,35,2,4,1,2,8,1,5,0,1,1,1,0,0,0,0,0,0,0,0,1,2,69,1731,0
2,1,1,1,6,2,99,1,11,5,35,3,3,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1731,0
2,1,1,1,7,2,99,1,9,5,35,1,9,9,2,4,2,1,0,0,1,1,0,0,1,1,0,0,0,0,1,2,69,1731,0
5,1,1,1,4,1,99,1,4,5,35,3,2,1,2,4,1,3,0,0,1,1,0,1,0,0,1,0,0,0,1,2,69,1731,0
1,1,1,1,9,1,99,1,10,5,35,2,1,1,2,6,2,3,1,1,1,1,1,0,0,0,0,0,0,0,1,4,71,1734,0
2,1,1,1,2,3,99,1,6,5,35,4,1,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1734,0
2,1,2,2,10,3,99,1,9,5,35,3,1,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1734,0
2,1,1,1,11,3,99,1,6,5,35,3,1,1,2,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,4,71,1734,0
1,1,1,1,2,1,99,1,7,5,35,3,1,2,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,70,1735,0
3,1,3,3,3,2,99,1,7,5,35,3,2,9,2,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,70,1735,0
3,1,2,3,3,2,99,1,6,5,35,1,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1735,0
3,1,1,3,3,2,99,1,11,5,35,2,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1735,0
1,1,1,1,2,1,99,1,11,5,35,3,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1736,0
1,1,1,1,9,2,99,1,4,5,35,2,2,1,2,6,2,5,1,0,0,0,0,0,0,1,1,0,0,0,1,4,71,1737,0
4,1,1,1,7,1,99,1,3,5,35,9,1,9,2,5,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,4,71,1737,0
3,1,1,1,7,1,99,1,7,5,35,9,9,9,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4,71,1738,0
4,1,1,1,4,3,99,1,8,5,35,9,2,2,2,99,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,4,71,1738,0
5,1,1,1,2,1,99,1,11,5,35,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1738,0
5,1,1,1,8,1,99,1,12,5,35,2,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1738,0
5,1,1,1,9,1,99,1,12,5,35,3,2,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,4,71,1738,0
1,1,1,1,3,2,99,1,5,5,35,2,2,9,2,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1,3,70,1740,0
4,1,1,1,4,1,99,1,9,5,35,3,2,2,1,99,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,3,70,1740,0
3,1,1,1,8,1,99,1,12,5,35,1,4,9,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,69,1741,0
1,1,1,1,4,1,99,1,8,5,35,4,2,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,69,1742,0
3,1,1,1,2,1,99,1,5,5,35,3,1,2,2,6,2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,2,69,1742,0
3,1,1,1,4,2,99,1,7,5,35,4,2,2,2,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,69,1745,0
5,1,1,2,10,2,99,1,5,5,35,1,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1746,0
5,1,2,2,10,2,99,1,10,5,35,1,1,1,2,6,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,4,71,1746,0
1,1,1,1,9,2,99,1,11,5,35,2,2,1,2,9,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,69,1747,0
4,1,1,1,2,1,99,1,6,5,35,4,2,1,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1747,0
4,1,2,3,9,1,99,1,9,5,35,2,3,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1747,0
4,1,1,3,9,1,99,1,1,5,35,2,2,1,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1747,0
4,1,3,3,9,1,99,1,5,5,35,1,8,1,2,9,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,69,1747,0
4,1,1,1,2,2,99,1,7,5,35,2,1,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1749,0
4,1,1,1,2,2,99,1,11,5,35,4,1,2,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,70,1676,0
4,1,2,5,11,2,99,1,9,5,35,3,1,1,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1749,0
4,1,3,5,11,2,99,1,8,5,35,3,1,1,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1749,0
2,1,1,1,1,3,99,1,6,5,35,4,2,2,1,99,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,71,1642,0
4,1,1,1,1,1,99,1,9,5,35,2,2,2,1,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1643,0
2,1,1,1,2,3,99,1,1,5,35,3,1,2,2,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3,70,1657,0
3,1,1,1,2,1,99,1,1,5,35,3,1,2,2,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,70,1662,0
1,1,1,3,3,2,99,1,1,5,35,4,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1670,0
5,1,1,1,3,1,99,1,1,5,35,9,1,9,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,3,70,1694,0
1,1,1,1,11,2,99,1,8,5,35,3,2,1,2,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,69,1697,0
5,1,2,5,3,2,99,1,2,5,35,3,2,9,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1700,0
5,1,1,1,4,2,99,1,3,5,35,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1700,0
4,1,1,1,8,1,99,1,7,5,35,2,4,9,2,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,70,1713,0
5,1,2,2,2,1,99,1,10,5,35,1,1,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,70,1713,0
5,1,1,1,11,1,99,1,12,5,35,3,4,1,2,5,2,3,1,0,0,1,0,1,0,1,1,0,0,0,1,3,70,1713,0
4,1,1,1,4,2,99,1,2,5,35,3,2,2,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,69,1717,0
5,1,1,1,3,3,99,1,12,5,35,4,2,9,2,1,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,3,70,1718,0
4,1,1,1,1,2,99,1,99,5,35,2,1,2,1,99,1,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1719,0
4,1,1,1,3,2,99,1,12,5,35,3,2,9,2,6,2,1,1,1,0,1,0,0,0,1,1,0,0,0,1,2,69,1727,0
3,1,1,2,10,1,99,1,6,5,35,3,1,1,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1729,0
3,1,2,2,10,1,99,1,12,5,35,2,1,2,2,6,2,3,0,1,1,1,1,1,1,1,1,0,0,0,1,4,71,1729,0
3,1,1,1,4,1,99,1,11,5,35,1,2,2,2,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,69,1733,0
2,1,1,2,10,3,99,1,1,5,35,3,5,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,4,71,1734,0
4,1,1,5,11,2,99,1,10,5,35,3,1,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1749,0
4,1,4,5,11,2,99,1,7,5,35,3,1,1,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,69,1749,0
4,1,5,5,11,2,99,1,6,5,35,2,1,1,2,9,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,69,1749,0
2,1,1,1,5,2,99,1,8,5,35,2,1,1,2,3,2,3,1,0,0,0,0,0,0,0,1,0,0,0,1,2,69,1751,0
4,1,1,1,7,2,99,1,12,5,35,9,9,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,85,1754,0
5,1,1,1,4,2,99,1,12,5,35,2,2,1,2,4,2,3,1,0,1,0,0,1,0,0,1,0,0,0,1,2,72,1775,0
18,1,1,1,5,2,99,1,6,5,35,1,1,1,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,85,1800,0
3,1,1,1,7,4,99,1,11,5,35,9,9,9,2,4,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,2,72,1805,0
3,1,1,1,4,1,99,1,4,5,35,4,2,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,88,1806,0
5,1,1,1,3,2,99,1,2,5,35,4,2,9,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,88,1806,0
8,1,2,2,5,1,99,1,12,5,35,3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,88,1806,0
8,1,1,2,5,1,99,1,7,5,35,1,1,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,88,1806,0
11,1,1,1,10,1,99,1,12,5,35,3,2,1,2,7,2,3,1,1,1,1,0,1,1,0,1,0,0,0,2,2,88,1806,0
12,1,1,1,3,1,99,1,99,5,35,4,2,9,2,3,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,88,1806,0
15,1,1,1,8,1,99,1,9,5,35,1,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,88,1806,0
15,1,1,1,10,1,99,1,12,5,35,2,1,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,88,1806,0
1,1,1,1,4,1,99,1,6,5,35,3,2,2,2,8,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,3,70,1808,0
3,1,1,1,5,1,99,1,6,5,35,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,70,1808,0
12,1,2,2,2,4,99,1,2,5,35,2,1,2,2,4,2,1,0,0,1,1,0,0,0,1,1,0,0,0,3,2,90,1816,0
12,1,1,2,2,4,99,1,6,5,35,1,1,2,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,90,1816,0
2,1,1,1,2,2,99,1,7,5,35,1,1,2,2,4,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,2,159,3817,0
1,1,1,1,6,3,99,1,12,5,35,2,5,1,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,164,3889,0
17,1,1,2,5,1,99,1,6,5,35,2,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,164,3889,0
17,1,2,2,5,1,99,1,3,5,35,3,1,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,164,3889,0
6,1,2,2,2,2,99,1,12,5,35,3,1,1,1,99,2,2,0,0,1,0,0,0,0,1,1,0,0,0,3,2,165,3891,0
6,1,1,1,3,3,99,1,3,5,36,3,2,9,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,90,1818,0
3,1,1,1,4,1,99,1,4,5,37,1,2,2,2,7,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,87,1807,0
18,1,1,2,9,1,99,1,5,5,37,2,1,2,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,87,1807,0
18,1,2,2,9,1,99,1,10,5,37,3,2,2,2,3,2,3,0,0,0,0,0,1,0,0,1,0,0,0,2,2,87,1807,0
8,1,1,1,10,1,99,1,12,6,1,1,3,1,2,3,2,5,1,0,0,0,0,0,0,0,1,0,0,0,2,2,98,2247,0
1,1,1,1,4,1,99,1,7,6,1,4,2,2,1,99,2,1,0,0,0,1,0,1,1,1,1,0,0,0,2,2,99,2271,0
1,1,1,1,2,3,99,1,1,6,1,3,2,2,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,98,2245,0
3,1,1,1,9,1,99,1,4,6,1,1,2,1,2,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,98,2245,0
12,1,1,1,4,1,99,1,8,6,1,4,2,1,2,9,2,5,0,0,0,0,0,1,0,0,0,0,0,0,2,2,98,2245,0
15,1,1,3,9,1,99,1,11,6,1,2,3,1,1,99,1,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,98,2245,0
15,1,3,3,9,1,99,1,3,6,1,2,3,1,1,99,1,5,0,0,1,0,0,0,0,0,0,0,0,0,2,2,98,2245,0
15,1,2,3,9,1,99,1,7,6,1,1,3,1,1,99,1,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,98,2245,0
16,1,1,1,9,2,99,1,7,6,1,2,2,1,2,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,2,2,98,2245,0
5,1,1,1,9,5,99,1,6,6,1,1,2,1,2,5,1,5,1,1,1,1,1,1,1,1,1,0,0,0,2,2,98,2246,0
7,1,1,2,9,3,99,1,4,6,1,2,3,1,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,98,2246,0
7,1,2,2,9,3,99,1,11,6,1,1,3,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,2,98,2246,0
8,1,1,1,9,1,99,1,12,6,1,2,2,1,2,5,2,5,0,1,0,0,0,0,0,0,1,0,0,0,2,2,98,2246,0
12,1,1,1,4,2,99,1,11,6,1,2,2,2,2,9,1,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,98,2246,0
12,1,1,1,9,2,99,1,12,6,1,1,2,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,2,2,98,2246,0
2,1,1,1,1,1,99,1,1,6,1,2,1,2,2,6,1,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,98,2247,0
6,1,1,1,2,1,99,1,10,6,1,4,1,2,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,98,2247,0
17,1,1,1,9,1,99,1,2,6,1,2,2,1,2,3,2,5,0,0,0,1,0,0,0,0,1,0,0,0,2,2,98,2247,0
12,1,1,1,5,4,99,1,5,6,1,1,1,1,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,98,2248,0
4,1,1,1,4,1,99,1,1,6,1,1,2,2,1,99,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,99,2271,0
6,1,1,1,6,1,99,1,12,6,1,4,8,2,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,99,2271,0
17,3,1,1,4,2,99,1,11,6,1,2,2,1,2,8,2,3,0,0,0,0,0,1,1,0,0,0,0,0,2,2,99,2271,0
14,1,1,1,10,2,99,1,12,6,1,2,2,1,2,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,3,1,101,2308,0
3,1,2,2,2,1,33,1,4,6,2,2,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,93,1823,0
3,1,1,1,9,1,33,1,5,6,2,9,9,2,2,99,2,9,0,0,0,0,0,0,0,0,0,0,0,1,1,4,93,1823,0
5,1,1,2,4,2,33,1,6,6,2,4,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,91,1869,0
5,1,1,2,2,2,33,1,1,6,2,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,92,1880,0
2,1,1,1,8,1,33,1,5,6,2,2,1,9,2,5,2,1,1,1,1,1,0,0,0,1,1,0,0,0,2,2,99,2275,0
5,1,1,1,4,2,33,1,1,6,2,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,91,1822,0
2,1,1,1,10,3,33,1,4,6,2,3,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,91,1822,0
4,1,1,1,4,2,33,1,12,6,2,4,2,1,2,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,91,1870,0
2,1,1,1,3,2,33,1,3,6,2,9,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,93,1823,0
4,1,1,1,1,2,33,1,8,6,2,2,1,2,1,99,2,1,0,1,1,0,0,0,0,1,0,0,0,0,1,4,93,2147,0
1,1,1,1,3,3,33,1,3,6,2,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,91,1856,0
