VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,CVE_ENT,CVE_MUN,CLUSTERS
4,1,1,2,4,2,1,2,20,99,9,2,3,3,2,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
7,1,1,4,2,1,1,1,76,99,5,2,3,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
7,1,3,4,2,1,1,1,76,99,12,2,3,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
7,1,1,1,4,1,1,1,76,99,6,2,3,1,2,2,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,32,2,3,1
7,1,2,4,2,1,1,1,76,99,9,2,3,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
7,1,4,4,2,1,1,1,76,99,12,2,3,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
8,1,2,2,4,1,1,2,30,99,99,2,3,4,2,2,2,7,2,1,1,1,1,0,0,0,0,0,0,1,0,0,2,2,32,2,3,1
8,1,1,2,4,1,1,2,30,99,8,2,3,3,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
10,1,1,1,2,2,1,2,49,99,5,2,3,2,1,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,32,2,3,1
12,1,1,1,9,2,1,2,24,99,7,2,3,1,2,1,2,7,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,2,32,2,3,1
13,1,5,5,3,5,1,1,19,99,5,2,3,4,2,9,2,6,2,3,1,1,0,1,0,0,0,1,0,0,0,0,2,2,32,2,3,1
13,1,4,5,3,5,1,1,19,99,4,2,3,4,2,9,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
13,1,2,5,3,5,1,1,19,99,2,2,3,4,2,9,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
13,1,1,1,2,5,1,1,19,99,99,2,3,4,2,2,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
13,1,1,1,4,5,1,1,19,99,12,2,3,2,2,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,32,2,3,1
15,1,1,1,9,2,1,2,37,99,12,2,3,1,2,1,2,3,2,5,1,1,0,1,0,0,0,1,1,0,0,0,2,2,32,2,3,1
1,1,1,1,9,2,1,2,41,99,7,2,3,2,2,1,2,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,2,2,31,2,3,1
3,1,1,1,2,3,1,1,20,99,11,2,3,4,1,1,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,31,2,3,1
4,1,1,1,9,1,1,1,21,99,12,2,3,2,2,1,2,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,31,2,3,1
5,1,1,1,9,2,1,2,41,99,2,2,3,1,2,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,31,2,3,1
7,1,1,1,1,2,1,2,36,99,10,2,3,4,2,1,2,6,1,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,31,2,3,1
10,1,1,1,4,1,1,2,53,99,7,2,3,2,2,2,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,31,2,3,1
18,1,1,1,9,1,1,1,40,99,99,2,3,1,2,1,2,3,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,31,2,3,1
19,1,2,3,9,2,1,2,39,99,99,2,3,2,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,31,2,3,1
19,1,3,3,9,2,1,2,39,99,99,2,3,1,2,1,2,8,2,3,1,1,0,1,0,0,0,1,1,0,0,0,2,2,31,2,3,1
19,1,1,3,9,2,1,2,39,99,99,2,3,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,31,2,3,1
3,1,1,3,4,3,1,1,30,21,99,2,4,4,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
5,1,1,2,2,3,1,2,68,21,3,2,4,3,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,1,1,1,1,1,2,83,21,6,2,4,4,2,2,1,99,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
1,1,1,2,2,1,1,1,25,21,9,2,4,4,1,2,2,4,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
2,1,1,1,10,2,1,2,27,21,7,2,4,1,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
5,1,2,2,2,3,1,2,68,21,3,2,4,3,1,2,2,6,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,3,14,2,4,1
4,1,1,1,4,1,1,1,43,21,12,2,4,2,2,2,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,14,2,4,1
3,1,1,2,2,4,1,1,25,21,1,2,4,2,4,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
2,1,1,1,3,1,1,1,37,21,9,2,4,4,2,9,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,2,3,4,2,1,2,30,21,10,2,4,2,2,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
2,1,1,1,2,1,1,2,51,21,3,2,4,2,4,2,2,4,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,14,2,4,1
2,1,1,1,11,2,1,2,27,21,8,2,4,3,2,1,2,4,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,2,13,2,4,1
4,1,1,1,2,2,1,2,34,21,3,2,4,3,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
5,1,1,1,4,3,1,1,20,21,4,2,4,3,2,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,2,2,2,2,1,2,40,21,6,2,4,4,2,2,2,4,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
4,1,1,1,7,2,1,2,28,21,2,2,4,2,8,9,2,5,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,2,13,2,4,1
1,1,1,1,2,1,1,1,31,21,12,2,4,4,1,2,2,6,2,1,0,0,0,0,0,0,1,1,1,0,0,0,1,4,15,2,4,1
3,1,1,1,5,4,1,1,25,21,8,2,4,4,1,1,1,99,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,2,13,2,4,1
1,1,1,1,2,1,1,2,69,21,4,2,4,1,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,1,1,5,2,1,2,20,21,2,2,4,2,1,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,29,2,4,1
3,1,2,2,9,2,1,2,23,21,10,2,4,1,5,2,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
3,1,3,3,1,3,1,1,30,21,99,2,4,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
2,1,1,1,9,1,1,2,63,21,11,2,4,1,2,1,2,7,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
3,1,1,1,2,1,1,2,30,21,6,2,4,3,1,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,14,2,4,1
2,1,1,1,3,2,1,2,27,21,2,2,4,4,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,5,2,1,2,28,21,5,2,4,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
3,1,1,3,1,3,1,1,30,21,99,2,4,4,2,1,1,99,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
2,1,1,2,6,2,1,2,23,21,12,2,4,3,8,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
1,1,2,2,6,3,1,2,23,21,12,2,4,3,6,1,2,7,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,3,14,2,4,1
5,1,1,1,10,1,1,1,47,21,5,2,4,3,1,1,2,1,2,5,0,1,1,1,0,1,1,1,1,0,0,0,1,2,13,2,4,1
1,1,1,1,6,2,1,2,66,21,6,2,4,2,4,1,2,5,2,1,0,1,1,1,0,0,0,0,0,0,0,0,1,4,15,2,4,1
1,1,1,1,2,1,1,1,70,21,10,2,4,3,1,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,3,14,2,4,1
2,1,2,2,3,1,1,1,26,21,12,2,4,3,2,9,2,4,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
2,1,1,1,2,1,1,1,37,21,4,2,4,4,2,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
3,1,4,5,13,2,1,2,23,21,12,2,4,1,1,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
2,1,1,1,6,1,1,2,39,21,11,2,4,3,8,2,2,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,15,2,4,1
2,1,1,1,1,2,1,2,24,21,12,2,4,3,1,2,1,99,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,13,2,4,1
3,1,2,2,2,3,1,1,30,21,99,2,4,4,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,1,2,2,2,1,2,40,21,6,2,4,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
10,1,1,1,2,1,1,1,32,21,10,2,4,1,2,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,31,2,4,1
2,1,2,2,3,1,1,2,26,21,3,2,4,4,2,9,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
17,1,1,1,9,3,1,2,25,21,9,2,4,2,3,1,1,99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2,34,2,5,1
4,1,2,2,5,3,1,2,19,21,12,2,4,1,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
1,1,1,1,15,1,1,2,69,21,9,2,4,2,4,1,2,9,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,3,14,2,4,1
1,1,1,1,7,2,1,2,30,21,7,2,4,9,9,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
2,1,1,1,8,1,1,2,51,21,6,2,4,2,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
1,1,1,1,9,3,1,1,43,21,2,2,4,2,2,2,2,5,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,2,16,2,4,1
4,1,3,3,4,3,1,2,19,21,9,2,4,2,2,2,2,5,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
3,1,1,1,3,4,1,1,25,21,9,2,4,2,1,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,8,1,1,1,45,21,2,2,4,1,1,9,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,16,2,4,1
17,1,1,1,10,1,1,2,69,21,12,2,4,2,8,1,2,9,2,3,0,0,1,1,0,0,0,0,0,0,0,0,3,2,34,2,4,1
3,1,2,3,1,3,1,1,30,21,99,2,4,4,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,2,2,4,1,1,1,41,21,7,2,4,1,2,1,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
2,1,1,1,9,1,1,1,46,21,6,2,4,2,2,1,2,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,4,15,2,4,1
2,1,1,1,4,1,1,2,42,21,9,2,4,1,2,2,2,5,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
3,1,2,2,2,3,1,1,21,21,11,2,4,3,2,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
5,1,1,1,2,1,1,1,28,21,2,2,4,4,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
1,1,2,2,4,2,1,2,30,21,2,2,4,3,2,2,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
3,1,1,1,3,1,1,1,51,21,7,2,4,4,2,9,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,13,2,4,1
5,1,1,1,2,2,1,2,27,21,12,2,4,3,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,1,2,5,2,1,1,19,21,9,2,4,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
4,1,1,1,10,4,1,1,33,21,7,2,4,2,1,1,2,4,2,5,1,1,1,1,0,0,0,1,1,0,0,0,1,3,14,2,4,1
2,1,1,2,9,1,1,2,71,21,6,2,4,2,2,1,2,4,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,1,1,2,1,1,1,55,21,3,2,4,3,2,2,1,99,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,15,2,4,1
1,1,1,1,2,1,1,2,26,21,11,2,4,4,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
3,1,1,2,9,2,1,2,23,21,3,2,4,1,5,2,2,9,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,1,1,9,2,1,2,30,21,9,2,4,1,2,1,2,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3,14,2,4,1
2,1,1,1,1,2,1,2,27,21,1,2,4,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
5,1,1,1,12,2,1,2,27,21,2,2,4,3,1,1,2,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,1,3,14,2,4,1
5,1,1,1,2,1,1,1,42,21,4,2,4,4,1,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,13,2,4,1
1,1,2,2,2,1,1,1,25,21,2,2,4,4,1,2,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
1,1,1,1,10,2,1,2,30,21,1,2,4,2,2,1,1,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
3,1,2,3,4,3,1,1,30,21,99,2,4,4,2,2,2,4,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,3,3,2,2,1,2,30,21,12,2,4,4,1,2,2,6,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,3,14,2,4,1
3,1,3,3,4,3,1,1,30,21,99,2,4,4,2,2,2,4,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
2,1,1,1,7,1,1,2,26,21,6,2,4,3,6,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
2,1,1,1,4,1,1,2,40,21,1,2,4,4,2,1,2,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,13,2,4,1
4,1,1,1,1,1,1,2,30,21,10,2,4,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
1,1,1,1,9,2,1,2,48,21,7,2,4,1,3,2,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
1,1,1,1,2,1,1,1,55,21,2,2,4,4,2,2,2,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,14,2,4,1
2,1,1,1,2,3,1,1,24,21,8,2,4,3,1,2,2,6,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,13,2,4,1
1,1,3,3,4,1,1,2,53,21,11,2,4,4,2,2,2,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,13,2,4,1
3,1,1,2,2,3,1,1,30,21,99,2,4,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
2,1,2,3,7,1,1,2,43,21,3,2,4,1,5,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,149,9,15,1
20,1,1,1,9,2,1,2,40,21,7,2,4,1,2,1,2,4,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,3,30,2,4,1
3,1,1,1,9,2,1,1,39,21,10,2,4,1,2,1,2,4,2,5,0,0,0,0,0,0,0,0,0,1,0,0,1,3,17,2,4,1
4,1,1,1,4,2,1,2,34,21,12,2,4,9,2,2,2,7,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,3,14,2,4,1
4,1,2,2,5,2,1,1,19,21,12,2,4,1,1,1,2,4,2,1,0,1,1,0,0,0,0,1,1,0,0,0,1,4,15,2,4,1
4,1,1,1,3,4,1,1,33,21,8,2,4,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
5,1,1,1,2,4,1,2,26,21,8,2,4,4,1,2,2,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,14,2,4,1
5,1,1,1,4,1,1,2,49,21,1,2,4,3,2,2,1,99,2,1,0,0,0,1,0,0,1,1,0,0,0,0,1,4,15,2,4,1
1,1,1,1,7,2,1,2,42,21,2,2,4,9,4,9,2,5,1,5,0,1,0,1,0,0,0,0,1,0,0,0,1,3,14,2,4,1
5,1,1,1,9,1,1,1,49,21,6,2,4,2,2,1,2,7,2,5,0,0,0,1,0,1,0,0,0,0,0,0,1,2,13,2,4,1
3,1,3,3,9,1,1,2,71,21,10,2,4,1,2,1,2,7,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,3,14,2,4,1
1,1,2,2,9,1,1,1,23,21,2,2,4,2,3,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,3,14,2,4,1
2,1,1,2,3,1,1,2,40,21,3,2,4,3,2,9,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,2,2,1,2,56,21,2,2,4,4,1,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
2,1,1,1,2,2,1,2,27,21,10,2,4,1,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,14,2,4,1
1,1,2,2,10,2,1,2,29,21,4,2,4,2,2,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
3,1,2,2,2,4,1,1,25,21,7,2,4,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,8,1,1,1,41,21,7,2,4,2,4,9,2,9,1,3,0,1,1,1,0,0,0,0,0,0,0,0,1,4,15,2,4,1
1,1,1,1,13,2,1,2,29,21,9,2,4,1,1,1,2,3,2,5,0,1,1,0,0,0,0,1,1,0,0,0,1,3,14,2,4,1
4,1,1,1,10,2,1,2,20,21,12,2,4,3,2,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,29,2,4,1
4,1,1,2,4,1,1,1,41,21,99,2,4,1,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
1,1,1,1,4,3,1,1,18,21,4,2,4,2,2,2,1,99,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,3,14,2,4,1
4,1,1,1,11,2,1,2,20,21,12,2,4,3,1,1,2,1,2,3,9,9,9,9,9,9,9,9,9,9,9,9,2,2,29,2,4,1
5,1,1,1,6,1,1,1,72,21,9,2,4,3,8,2,2,7,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,3,14,2,4,1
3,1,1,1,2,2,1,2,46,21,12,2,4,4,2,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,16,2,4,1
1,1,1,1,4,1,1,2,27,21,3,2,4,2,2,2,2,6,2,1,0,1,1,0,0,0,0,0,1,0,0,0,1,3,14,2,4,1
2,1,1,1,13,1,1,2,26,21,6,2,4,3,6,1,2,4,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,2,13,2,4,1
2,1,1,1,5,1,1,2,39,21,8,2,4,2,1,1,2,8,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
2,1,1,1,6,1,1,1,37,21,2,2,4,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
1,1,1,2,4,2,1,2,30,21,2,2,4,1,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,1,1,3,1,1,1,43,21,9,2,4,3,3,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,2,2,4,2,1,1,19,21,8,2,4,3,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
4,1,1,1,3,2,1,2,33,21,2,2,4,4,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
3,1,2,3,9,1,1,2,71,21,6,2,4,1,2,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
3,1,1,1,9,1,1,2,54,21,1,2,4,2,2,1,2,6,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
5,1,1,1,4,3,1,1,18,21,8,2,4,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,2,2,1,2,40,21,7,2,4,1,1,2,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,14,2,4,1
4,1,1,1,1,1,1,1,55,21,3,2,4,3,2,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,15,2,4,1
5,1,2,2,5,3,1,1,20,21,2,2,4,3,1,1,2,4,2,1,0,1,1,1,0,0,0,0,1,0,0,0,1,2,13,2,4,1
1,1,2,3,4,1,1,2,53,21,6,2,4,4,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,3,2,1,2,56,21,10,2,4,4,2,9,2,4,2,5,0,0,1,1,0,0,0,0,0,0,0,0,1,2,13,2,4,1
2,1,1,1,10,2,1,2,45,21,10,2,4,2,2,1,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,4,15,2,4,1
3,1,1,1,9,1,1,2,54,21,7,2,4,3,2,2,2,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,2,13,2,4,1
4,1,1,1,9,2,1,2,36,21,7,2,4,2,2,1,2,7,1,3,1,1,1,1,0,0,0,1,1,0,0,0,1,4,15,2,4,1
1,1,1,1,11,2,1,2,30,21,3,2,4,2,2,1,1,99,2,3,1,1,1,1,0,1,1,1,1,0,0,0,1,3,14,2,4,1
3,1,1,5,13,2,1,2,23,21,5,2,4,3,6,1,2,7,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
1,1,1,1,5,3,1,1,21,21,5,2,4,2,1,1,2,7,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,4,15,2,4,1
4,1,1,1,13,2,1,2,20,21,6,2,4,1,6,1,2,7,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,2,29,2,4,1
4,1,1,2,3,3,1,1,35,21,2,2,4,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
2,1,1,1,5,4,1,1,19,21,3,2,4,2,6,1,2,5,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,13,2,4,1
3,1,1,1,3,1,1,1,44,21,5,2,4,2,2,9,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,8,2,1,2,48,21,6,2,4,1,4,9,2,4,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,3,14,2,4,1
3,1,1,1,2,1,1,1,34,21,12,2,4,4,2,2,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,4,15,2,4,1
2,1,1,1,6,2,1,2,36,21,99,2,4,9,2,2,2,4,2,9,0,0,0,0,0,0,0,1,0,0,0,0,1,4,18,2,4,1
4,1,1,1,2,1,1,1,43,21,7,2,4,2,5,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,1,3,4,2,1,2,30,21,11,2,4,3,2,2,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
4,1,2,3,2,2,1,2,30,21,12,2,4,4,1,2,2,8,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,14,2,4,1
5,1,1,1,3,1,1,2,52,21,6,2,4,4,2,9,2,4,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,13,2,4,1
1,1,1,1,2,2,1,2,28,21,4,2,4,1,2,2,2,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,16,2,4,1
3,1,1,2,9,2,1,2,29,21,5,2,4,2,2,1,2,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,2,2,3,1,2,19,21,11,2,4,4,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,3,1,1,1,41,21,9,2,4,4,2,9,2,6,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,2,13,2,4,1
2,1,1,1,1,1,1,1,30,21,12,2,4,4,2,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,13,2,4,1
4,1,1,1,3,3,1,1,21,21,4,2,4,4,2,9,2,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,14,2,4,1
3,1,1,1,6,3,1,1,21,21,3,2,4,1,2,1,2,9,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,3,14,2,4,1
4,1,1,1,2,2,1,2,25,21,11,2,4,4,1,2,2,4,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,2,13,2,4,1
2,1,3,3,2,2,1,2,38,21,1,2,4,2,5,2,2,6,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4,15,2,4,1
3,1,3,3,9,2,1,2,40,21,10,2,4,3,1,2,2,7,2,3,0,0,0,1,0,1,1,0,0,0,0,0,1,2,13,2,4,1
4,1,1,1,6,1,1,2,62,21,9,2,4,4,2,2,2,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,4,15,2,4,1
2,1,1,1,9,1,1,1,37,21,7,2,4,2,8,1,2,4,2,5,1,0,0,1,0,0,0,0,0,0,0,0,1,3,14,2,4,1
4,1,1,1,8,2,1,2,20,21,8,2,4,2,4,9,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,29,2,4,1
