VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM,CLUSTERS
12,1,1,1,9,2,14,1,3,1,1,1,2,1,2,5,1,3,306,3,3,284,180,0
1,1,1,1,9,1,14,1,7,1,1,2,2,1,2,6,2,3,388,1,6,228,388,0
4,1,1,3,2,4,14,1,3,1,1,4,1,2,2,3,2,1,155,1,4,10,154,0
3,1,2,2,9,1,14,1,9,1,1,1,3,1,2,3,2,5,122,1,4,259,122,0
4,1,1,1,3,2,14,1,1,1,1,1,2,1,2,6,2,1,180,1,4,13,181,0
4,1,1,1,10,2,14,1,4,1,1,2,1,1,2,6,2,3,935,1,4,158,940,0
2,1,1,2,2,3,14,1,6,1,1,4,1,1,2,5,2,1,166,1,5,29,165,0
5,1,1,2,11,1,14,1,4,1,1,4,2,1,1,4,1,2,193,1,4,44,193,0
5,1,1,2,2,1,14,1,3,1,1,3,1,2,2,4,2,1,180,1,4,30,180,0
2,1,1,1,4,1,14,1,9,1,1,4,2,2,2,6,2,1,164,1,4,37,164,0
2,1,1,1,11,1,14,1,12,1,1,3,1,1,2,6,2,2,318,1,4,141,316,0
11,1,2,4,5,1,14,1,4,1,1,3,1,1,2,3,2,5,162,3,3,283,180,0
1,1,1,1,9,1,14,1,6,1,1,2,2,1,2,4,2,3,820,1,6,18,820,0
5,1,1,1,3,2,14,1,8,1,1,4,2,1,2,3,2,5,189,1,5,98,189,0
5,1,1,1,8,2,14,1,6,1,1,2,4,1,2,99,1,1,450,1,5,150,450,0
3,1,1,1,4,2,14,1,99,1,1,2,2,1,2,4,1,3,167,1,5,261,167,0
1,1,1,1,4,1,14,1,4,1,1,1,2,1,2,1,2,1,185,1,5,31,185,0
2,1,1,1,9,2,14,1,5,1,1,2,2,1,2,9,2,3,519,1,5,71,519,0
5,1,2,2,13,3,14,1,7,1,1,2,1,1,2,4,2,3,1336,1,174,8518,1332,1
2,1,1,1,2,1,14,1,4,1,1,4,1,2,1,4,2,1,259,1,5,180,258,0
1,1,2,2,2,1,14,1,8,1,1,4,1,2,2,9,2,1,197,1,6,20,197,0
4,1,1,1,2,2,14,1,1,1,1,3,1,2,1,4,2,1,134,2,1,279,180,0
5,1,1,1,2,1,14,1,4,1,1,4,1,2,2,6,2,1,197,1,5,144,197,0
10,1,3,3,7,1,14,1,99,1,1,1,4,1,2,9,2,5,162,3,3,283,180,0
2,1,2,2,4,2,14,1,10,1,1,3,2,2,2,4,2,1,120,1,5,220,120,0
3,1,1,1,2,1,14,1,9,1,1,4,2,1,2,6,1,1,172,1,5,59,171,0
1,1,1,1,2,2,14,1,7,1,1,4,1,2,2,4,2,1,143,1,4,209,143,0
2,1,1,1,2,3,14,1,4,1,1,4,1,2,2,1,2,1,187,1,4,158,188,0
1,1,1,1,4,4,14,1,2,1,1,3,2,2,2,4,2,1,165,1,5,68,165,0
3,1,1,2,3,1,14,1,2,1,1,3,2,1,2,6,2,1,196,1,6,219,196,0
9,1,1,1,10,1,14,1,99,1,1,9,1,1,2,4,2,4,344,3,3,281,180,0
1,1,1,1,5,1,14,1,12,1,1,1,1,1,2,4,2,1,392,1,6,219,392,0
4,1,1,1,8,1,14,1,12,1,1,1,4,1,2,4,2,1,338,1,5,21,336,0
3,1,1,1,3,1,14,1,3,1,1,4,2,1,2,4,2,3,190,1,6,170,191,0
4,1,1,1,4,2,14,1,5,1,1,2,2,2,2,9,2,1,177,1,5,23,176,0
7,1,1,3,2,2,14,1,99,1,1,2,1,2,2,4,2,1,178,3,3,295,180,0
2,1,1,2,4,2,14,1,6,1,1,3,2,2,2,4,2,1,120,1,5,220,120,0
5,1,1,1,9,2,14,1,8,1,1,2,2,1,2,9,1,3,336,1,4,63,334,0
4,1,1,1,11,2,14,1,1,1,1,3,1,1,1,4,2,3,935,1,4,158,940,0
4,1,1,1,6,2,14,1,1,1,1,1,2,2,2,4,2,1,410,1,6,18,410,0
4,1,1,1,8,1,14,1,8,1,1,1,2,1,2,5,2,1,368,1,5,16,368,0
2,1,1,1,10,1,14,1,10,1,1,3,1,1,2,4,1,3,187,1,5,36,188,0
1,1,1,1,5,2,14,1,8,1,1,3,1,1,2,4,1,1,500,2,1,271,180,0
2,1,1,1,3,1,14,1,11,1,1,4,2,1,2,4,2,1,168,1,4,221,168,0
5,1,1,1,3,1,14,1,4,1,1,4,1,1,2,4,2,1,138,1,5,125,138,0
2,1,1,1,10,3,14,1,9,1,1,3,1,1,2,1,2,5,561,1,4,158,564,0
3,1,1,1,5,3,14,1,3,1,1,3,1,1,2,1,2,3,744,1,5,142,744,0
4,1,1,1,4,2,14,1,1,1,1,4,2,1,2,4,2,1,180,1,5,225,181,0
4,1,1,1,4,3,14,1,3,1,1,1,2,2,2,4,2,1,154,1,5,194,154,0
5,1,1,1,5,2,14,1,12,1,1,1,5,1,1,4,2,1,366,1,6,14,366,0
1,1,1,1,9,5,14,1,4,1,1,2,2,1,2,1,2,3,360,1,5,75,362,0
2,1,1,1,7,3,14,1,11,1,1,2,4,1,2,6,2,1,744,1,6,186,744,0
1,1,1,1,2,1,14,1,3,1,1,4,2,2,2,3,2,1,179,1,6,123,180,0
2,1,1,1,2,2,14,1,11,1,1,4,1,2,2,4,1,1,171,1,5,11,171,0
2,1,1,2,2,2,14,1,99,1,1,3,1,2,2,7,2,1,196,1,5,222,196,0
3,1,1,1,4,1,14,1,2,1,1,2,2,2,2,4,1,1,197,1,6,210,197,0
5,1,1,1,10,1,14,1,11,1,1,3,1,1,2,3,2,2,340,1,4,161,340,0
13,1,1,1,2,2,14,1,4,1,1,4,1,2,2,6,1,1,190,3,3,297,180,0
4,1,1,1,2,6,14,1,1,1,1,2,1,2,2,3,2,1,241,1,4,229,242,0
2,2,1,1,9,1,14,1,11,1,1,2,1,1,2,3,2,3,161,1,4,213,160,0
5,1,1,1,3,2,14,1,11,1,1,1,2,1,2,7,2,1,180,1,6,132,180,0
3,1,1,1,7,1,14,1,2,1,1,9,9,1,2,9,2,1,364,1,5,230,364,0
1,1,1,1,2,2,14,1,2,1,1,4,1,2,2,4,2,1,187,1,5,257,187,0
4,1,1,1,11,3,14,1,1,1,1,3,1,1,2,6,2,2,804,1,5,263,808,0
2,1,1,2,4,2,14,1,5,1,1,2,2,2,2,7,1,1,160,1,4,205,160,0
1,1,1,1,7,2,14,1,2,1,1,3,3,1,2,7,2,1,384,1,5,171,386,0
2,1,1,1,2,1,14,1,12,1,1,3,1,2,2,6,2,1,171,1,4,126,170,0
3,1,1,3,2,2,14,1,2,1,1,4,1,2,2,6,1,1,170,1,4,161,170,0
3,1,1,1,7,2,14,1,6,1,1,2,3,1,2,4,2,1,298,1,5,54,298,0
4,1,1,1,1,3,14,1,3,1,1,4,2,2,1,4,2,3,168,1,5,242,168,0
3,1,1,1,4,1,14,1,6,1,1,1,2,2,2,4,2,1,196,1,6,219,196,0
3,1,1,1,10,1,14,1,4,1,1,3,3,1,2,4,2,4,187,1,5,36,188,0
1,1,1,1,3,2,14,1,3,1,1,4,2,1,2,6,2,1,152,1,5,155,151,0
2,1,1,1,5,2,14,1,9,1,1,1,1,1,2,7,2,1,447,1,4,185,447,0
3,1,1,1,1,2,14,1,3,1,1,2,1,2,1,4,2,1,198,1,6,240,199,0
4,1,1,1,1,1,14,1,3,1,1,4,1,2,1,4,1,1,187,1,5,36,188,0
5,1,1,1,2,1,14,1,2,1,1,2,3,2,2,6,2,1,149,1,4,185,149,0
5,1,1,1,2,1,14,1,9,1,1,2,4,2,2,5,1,1,166,1,6,139,166,0
1,1,1,1,10,3,14,1,6,1,1,3,1,1,2,3,2,5,561,1,5,36,564,0
3,1,1,1,2,1,14,1,3,1,1,4,1,2,2,5,2,1,184,1,5,16,184,0
3,1,1,1,9,2,14,1,3,1,1,2,2,1,1,4,2,3,396,1,6,240,398,0
2,1,1,1,3,1,14,1,12,1,1,4,2,1,2,5,2,5,159,1,4,141,158,0
2,1,1,1,2,2,14,1,6,1,1,4,1,2,2,6,2,1,201,1,5,208,201,0
2,1,1,1,3,5,14,1,1,1,1,4,2,1,2,4,2,1,180,1,5,262,181,0
2,1,1,1,2,3,14,1,10,1,1,2,4,2,2,4,2,1,167,1,5,261,167,0
5,1,1,1,3,2,14,1,99,1,1,4,2,1,1,4,2,1,196,1,5,110,197,0
4,1,1,1,2,3,14,1,1,1,1,4,1,2,2,4,2,1,201,1,5,263,202,0
1,1,1,1,3,1,14,1,12,1,1,3,2,1,2,6,2,5,183,1,5,226,183,0
3,1,1,1,2,1,14,1,12,1,1,9,1,2,2,7,2,1,220,1,6,224,221,0
1,1,1,1,5,1,14,1,9,1,1,2,1,1,2,4,2,1,880,1,6,224,884,0
4,1,1,1,4,1,14,1,3,1,1,4,2,1,2,3,2,1,177,1,6,156,176,0
5,1,1,1,2,2,14,1,6,1,1,2,1,2,2,4,2,1,173,1,5,12,173,0
4,1,1,1,2,1,14,1,6,1,1,4,1,2,2,7,2,1,173,1,5,61,173,0
1,1,1,1,2,2,14,1,11,1,1,3,1,2,2,7,2,1,169,1,4,60,169,0
4,1,1,1,2,4,14,1,4,1,1,3,1,2,2,6,2,1,183,1,6,14,183,0
5,1,1,1,4,1,14,1,12,1,1,4,2,2,2,6,2,1,171,1,4,66,170,0
16,1,1,2,4,6,14,1,3,1,1,4,2,1,2,6,2,1,153,3,3,284,180,0
5,1,2,2,2,1,14,1,8,1,1,3,1,2,2,6,2,1,167,1,4,211,167,0
12,1,1,1,6,1,14,1,10,1,1,1,3,2,2,7,2,1,179,2,1,265,180,0
3,1,1,1,2,1,14,1,5,1,1,1,1,2,2,4,2,1,154,1,4,131,154,0
9,1,1,1,2,1,14,1,11,1,1,2,1,2,2,5,2,1,154,3,3,285,180,0
3,1,1,1,2,1,14,1,6,1,1,4,2,2,2,4,2,1,173,1,5,71,173,0
1,1,1,1,10,3,14,1,11,1,1,2,8,1,2,1,2,3,507,3,3,287,180,0
2,1,1,1,9,1,14,1,9,1,1,2,2,1,2,9,2,3,168,1,4,63,167,0
4,1,3,3,4,1,14,1,8,1,1,3,2,2,2,6,1,1,191,1,5,1,192,0
2,1,1,1,3,1,14,1,6,1,1,3,2,1,2,4,2,1,186,1,5,142,186,0
2,1,1,1,3,2,14,1,12,1,1,4,2,1,2,7,1,3,167,1,4,211,167,0
3,1,1,1,10,1,14,1,3,1,1,2,3,1,2,9,2,3,294,1,4,7,292,0
5,1,2,2,2,2,14,1,99,1,1,3,1,2,2,99,2,1,200,1,4,34,201,0
3,1,1,1,5,2,14,1,6,1,1,3,1,1,2,6,2,3,298,1,5,54,298,0
3,1,1,1,7,1,14,1,12,1,1,9,9,1,2,9,2,1,390,1,5,237,390,0
2,1,1,1,3,1,14,1,99,1,1,4,1,1,2,4,2,1,150,1,5,150,150,0
3,1,2,2,3,1,14,1,3,1,1,3,2,1,2,6,2,1,196,1,6,219,196,0
3,1,1,1,9,1,14,1,12,1,1,2,2,1,2,3,2,5,507,1,4,56,507,0
17,1,1,1,9,1,14,1,11,1,1,2,3,1,2,4,2,1,344,3,3,281,180,0
5,1,1,1,3,1,14,1,99,1,1,3,2,1,2,4,2,1,177,1,6,156,176,0
2,1,1,1,2,2,14,1,10,1,1,4,1,2,2,5,2,1,256,1,4,178,256,0
1,1,1,1,8,5,14,1,12,1,1,1,2,1,2,7,2,1,360,1,5,75,362,0
4,1,2,2,2,3,14,1,3,1,1,1,1,2,2,5,2,1,136,1,5,9,135,0
1,1,2,2,4,1,14,1,11,1,1,3,2,2,2,9,2,5,179,1,6,123,180,0
3,1,1,1,4,1,14,1,8,1,1,3,2,1,2,6,2,1,172,1,5,59,171,0
4,1,1,1,5,3,14,1,3,1,1,3,1,1,2,99,2,1,688,1,5,59,684,0
4,1,1,1,6,2,14,1,11,1,1,2,3,2,2,5,2,1,360,1,5,262,362,0
4,1,1,1,2,2,14,1,3,1,1,3,1,2,2,4,2,1,171,1,4,111,171,0
3,1,1,1,2,1,14,1,9,1,1,4,1,2,2,4,2,1,180,1,5,262,181,0
3,1,1,2,9,1,14,1,5,1,1,1,3,1,2,3,2,5,122,1,4,259,122,0
2,1,1,2,5,3,14,1,4,1,1,4,1,1,2,1,2,1,561,1,4,158,564,0
3,1,1,1,2,2,14,1,3,1,1,4,1,2,2,4,2,1,192,1,5,112,192,0
11,1,4,4,5,1,14,1,10,1,1,3,4,1,2,3,2,1,162,3,3,283,180,0
3,1,1,1,3,1,14,1,2,1,1,4,2,1,2,5,2,1,169,1,5,138,169,0
2,1,1,1,2,1,14,1,6,1,1,1,2,2,2,7,2,1,201,1,5,263,202,0
1,1,1,2,4,1,14,1,8,1,1,1,2,2,2,8,1,1,179,1,6,123,180,0
5,1,1,1,2,2,14,1,4,1,1,3,1,2,2,5,2,1,176,1,6,154,176,0
1,1,1,1,2,1,14,1,8,1,1,4,2,1,2,4,2,1,164,1,5,99,164,0
20,1,1,1,2,1,14,1,3,1,1,2,1,2,2,7,2,1,315,2,168,8598,180,1
1,1,1,1,8,1,14,1,9,1,1,3,4,1,2,9,1,1,342,1,4,66,340,0
4,1,1,1,3,4,14,1,4,1,1,4,2,1,2,3,1,1,171,1,4,66,170,0
3,1,1,1,3,2,14,1,11,1,1,4,1,1,2,6,2,1,170,1,4,161,170,0
4,1,1,1,9,1,14,1,1,1,1,2,2,1,2,3,2,5,328,1,4,115,326,0
1,1,1,1,7,1,14,1,5,1,1,9,9,1,2,9,2,1,392,1,6,212,394,0
1,1,1,1,2,1,14,1,12,1,1,4,1,2,2,4,2,1,141,1,4,84,140,0
2,1,1,1,3,2,14,1,5,1,1,4,2,1,2,7,2,1,256,1,4,178,256,0
2,1,1,1,10,4,14,1,6,1,1,3,2,1,2,4,2,5,768,1,5,112,768,0
5,1,1,1,3,1,14,1,11,1,1,3,2,1,2,4,2,5,187,1,5,117,187,0
1,1,1,1,1,2,14,1,4,1,1,1,5,2,2,4,2,1,192,2,1,273,180,0
5,1,2,2,5,4,14,1,11,1,1,4,1,1,2,6,1,1,724,1,4,122,728,0
1,1,1,1,2,1,14,1,2,1,1,4,1,2,2,4,2,1,186,1,6,186,186,0
1,1,1,1,4,1,14,1,2,1,1,2,2,2,2,6,1,1,168,1,4,221,168,0
3,1,1,1,1,2,14,1,2,1,1,2,1,2,1,4,2,1,170,1,5,8,170,0
1,1,1,1,2,2,14,1,2,1,1,4,1,2,2,4,2,1,195,1,5,237,195,0
1,1,1,1,3,3,14,1,12,1,1,4,1,1,2,8,2,5,150,1,5,150,150,0
1,1,2,3,2,5,14,1,2,1,1,2,1,2,2,4,2,2,180,1,5,75,181,0
1,1,1,1,2,1,14,1,8,1,1,1,1,2,1,4,2,1,153,1,5,135,153,0
10,1,1,1,3,2,14,1,6,1,1,3,2,1,2,4,2,5,181,3,3,292,180,0
2,1,1,2,4,2,14,1,4,1,1,2,2,2,2,4,2,1,150,1,4,22,150,0
4,1,1,1,2,2,14,1,6,1,1,3,1,2,2,4,2,1,237,1,4,19,238,0
12,1,1,1,5,1,14,1,11,1,1,1,1,1,2,7,2,1,344,3,3,281,180,0
3,1,1,1,9,1,14,1,6,1,1,3,2,1,2,3,2,5,356,1,4,239,356,0
1,1,3,3,2,3,14,1,12,1,1,3,1,2,2,8,2,1,150,1,5,150,150,0
4,1,1,1,6,2,14,1,12,1,1,2,1,1,2,4,1,1,346,1,5,137,346,0
4,1,1,1,2,1,14,1,11,1,1,1,1,2,2,8,2,1,149,1,5,54,149,0
1,1,1,1,3,2,14,1,11,1,1,4,2,1,2,4,1,5,143,1,4,209,143,0
4,1,1,1,6,2,14,1,10,1,1,2,2,1,1,4,2,1,358,1,5,157,358,0
1,1,1,1,4,2,14,1,10,1,1,9,2,2,2,7,2,1,201,1,5,208,201,0
4,1,1,1,3,2,14,1,5,1,1,3,2,1,2,4,2,1,171,1,4,111,171,0
5,1,1,1,2,1,14,1,2,1,1,4,2,2,2,6,2,1,171,1,4,66,170,0
3,1,1,1,3,1,14,1,3,1,1,2,2,1,2,4,2,5,154,1,4,131,154,0
2,1,1,1,2,2,14,1,6,1,1,4,1,2,2,3,2,1,173,1,5,71,173,0
4,1,2,3,2,4,14,1,5,1,1,4,1,2,2,3,2,1,155,1,4,10,154,0
2,1,1,1,9,1,14,1,10,1,1,1,2,1,2,6,1,3,201,1,5,263,202,0
2,1,1,1,11,1,14,1,10,1,1,2,2,1,1,4,1,3,153,1,5,88,152,0
2,1,1,1,4,2,14,1,8,1,1,2,2,2,2,7,2,3,171,1,5,11,171,0
5,1,1,1,10,1,14,1,10,1,1,2,1,1,2,4,1,3,298,1,4,185,298,0
4,1,1,1,2,1,14,1,12,1,1,4,1,2,2,6,2,1,181,1,5,62,181,0
4,1,1,1,13,1,14,1,3,1,1,1,1,1,2,6,2,3,172,3,3,281,180,0
4,1,1,1,10,1,14,1,6,1,1,3,1,1,2,2,2,3,384,1,5,112,384,0
4,1,1,1,4,1,14,1,12,1,1,4,2,2,1,4,2,1,153,3,3,284,180,0
3,1,2,3,2,2,14,1,7,1,1,4,1,2,2,6,2,1,170,1,4,161,170,0
1,1,1,1,9,1,14,1,10,1,1,2,1,1,2,3,2,5,338,1,5,138,338,0
1,1,1,1,5,1,14,1,11,1,1,4,1,1,2,4,2,5,298,1,5,54,298,0
1,1,2,2,9,3,14,1,12,1,1,1,3,1,2,3,2,5,507,1,4,153,504,0
12,1,1,1,5,1,14,1,9,1,1,1,1,1,2,9,2,5,380,3,3,297,180,0
2,1,2,2,4,1,14,1,9,1,1,2,2,2,2,6,2,1,169,1,4,215,168,0
1,1,2,2,4,5,14,1,4,1,1,1,2,2,2,4,2,1,180,1,5,75,181,0
3,1,2,2,4,1,14,1,8,1,1,4,2,1,2,4,2,1,173,1,5,71,173,0
5,1,1,1,2,1,14,1,4,1,1,3,1,2,1,4,2,1,173,1,4,3,172,0
3,1,1,1,8,1,14,1,4,1,1,1,5,1,2,4,1,1,187,1,5,257,187,0
8,1,1,1,6,1,14,1,8,1,1,3,2,2,2,4,2,1,486,3,3,283,180,0
1,1,1,2,4,5,14,1,3,1,1,1,2,1,2,4,2,1,180,1,5,75,181,0
2,1,1,1,3,1,14,1,12,1,1,3,1,1,2,4,2,1,162,1,4,149,162,0
1,1,3,3,2,5,14,1,10,1,1,2,1,2,2,4,2,3,180,1,5,75,181,0
2,1,1,1,2,4,14,1,8,1,1,3,1,2,2,4,2,1,192,1,5,112,192,0
5,1,1,2,2,1,14,1,3,1,1,2,1,2,2,6,2,1,167,1,4,211,167,0
4,1,1,1,7,1,14,1,1,1,1,9,8,1,2,3,2,1,328,1,4,115,326,0
2,1,1,1,2,3,14,1,6,1,1,3,1,2,2,5,2,1,317,1,5,169,317,0
4,1,2,2,2,4,14,1,10,1,1,2,3,2,2,3,2,1,181,1,4,122,182,0
4,1,1,1,7,1,14,1,8,1,1,9,8,1,1,4,2,1,170,1,4,264,170,0
5,1,1,2,2,2,14,1,2,1,1,4,1,2,2,6,2,1,180,1,4,58,181,0
5,1,1,2,5,4,14,1,4,1,1,3,1,1,2,6,2,2,724,1,4,122,728,0
2,1,1,1,8,1,14,1,6,1,1,9,3,1,2,4,2,1,895,1,5,157,895,0
5,1,1,1,7,1,14,1,2,1,1,1,4,1,1,4,2,1,209,1,5,183,210,0
4,1,1,2,2,2,14,1,6,1,1,4,1,2,2,6,2,1,180,1,4,13,181,0
2,1,1,1,5,2,14,1,11,1,1,3,1,1,2,7,1,1,320,1,4,205,320,0
1,1,1,1,8,2,14,1,10,1,1,3,4,1,2,99,2,1,588,1,5,110,591,0
5,1,1,1,8,2,14,1,6,1,1,1,4,1,2,5,2,1,561,1,4,158,564,0
3,1,1,1,2,2,14,1,12,1,1,3,1,2,2,4,2,1,149,1,5,54,149,0
5,1,1,1,2,4,14,1,6,1,1,3,5,2,2,7,2,1,181,1,4,122,182,0
1,1,1,1,10,1,14,1,9,1,1,2,1,1,2,1,2,3,197,1,6,160,197,0
1,1,1,1,2,1,14,1,9,1,1,3,1,2,2,99,2,1,171,1,5,114,171,0
1,1,2,3,2,3,14,1,8,1,1,2,1,2,2,8,2,1,150,1,5,150,150,0
3,1,1,1,12,3,14,1,7,1,1,9,3,1,1,4,1,3,796,1,6,70,800,0
4,1,1,1,2,2,14,1,6,1,1,4,1,2,2,3,2,1,182,1,5,230,182,0
2,1,1,2,4,1,14,1,6,1,1,2,2,2,1,4,2,1,169,1,4,215,168,0
1,1,1,1,2,1,14,1,6,1,1,2,1,2,2,5,2,1,179,1,5,157,179,0
4,1,1,1,8,1,14,1,5,1,1,2,4,1,2,6,2,5,161,1,5,235,161,0
5,1,1,1,6,1,14,1,7,1,1,1,2,2,2,4,2,1,212,1,5,33,212,0
11,1,3,4,5,1,14,1,8,1,1,1,6,1,2,3,2,5,162,3,3,283,180,0
4,1,1,1,5,1,14,1,3,1,1,2,1,1,2,9,1,1,164,1,4,134,164,0
5,1,1,1,3,3,14,1,3,1,1,3,1,1,2,3,2,5,143,1,4,209,143,0
4,1,1,1,3,1,14,1,6,1,1,3,2,1,2,7,2,5,164,1,4,115,163,0
4,1,1,1,9,2,14,1,10,1,1,2,1,1,2,4,2,5,364,1,5,168,366,0
1,1,1,1,2,1,14,1,4,1,1,4,2,2,2,4,2,1,149,1,5,54,149,0
3,1,1,1,2,2,14,1,4,1,1,1,1,2,2,6,2,1,214,1,6,113,214,0
1,1,1,2,9,3,14,1,8,1,1,2,3,1,2,3,2,5,507,1,4,153,504,0
4,1,1,1,3,1,14,1,1,1,1,2,2,1,2,4,2,1,170,1,4,151,170,0
3,1,1,1,13,1,14,1,5,1,1,3,6,1,2,4,2,3,304,1,5,155,302,0
5,1,1,1,8,1,14,1,9,1,1,2,1,1,2,4,2,1,294,1,4,7,292,0
4,1,1,1,2,4,14,1,6,1,1,3,1,2,2,4,2,1,175,1,5,207,175,0
1,1,1,1,2,4,14,1,4,1,1,2,5,2,2,4,2,1,175,1,5,207,175,0
3,1,1,1,10,1,14,1,12,1,1,2,2,1,2,1,2,5,177,1,4,136,178,0
4,1,1,1,2,1,14,1,9,1,1,2,1,2,2,8,1,1,162,1,4,149,162,0
3,1,1,1,9,2,14,1,8,1,1,2,2,1,2,5,1,1,324,1,4,149,324,0
1,1,1,3,2,5,14,1,11,1,1,3,1,2,2,3,2,1,180,1,5,75,181,0
3,1,1,1,3,1,14,1,9,1,1,4,2,1,2,4,1,9,183,1,4,159,183,0
5,1,1,1,4,4,14,1,9,1,1,1,2,2,2,4,2,3,214,1,6,113,214,0
5,1,2,2,2,2,14,1,5,1,1,1,2,1,2,9,2,1,197,1,6,20,197,0
2,1,1,1,3,1,14,1,12,1,1,2,1,1,2,7,2,1,170,1,4,264,170,0
2,1,2,2,4,2,14,1,8,1,1,2,2,2,2,7,2,1,160,1,4,205,160,0
3,1,1,1,2,1,14,1,9,1,1,3,1,2,2,7,2,1,189,1,4,118,190,0
4,1,1,1,9,1,14,1,2,1,1,2,2,1,2,9,1,3,180,1,4,58,181,0
13,2,1,1,8,1,14,1,6,1,1,1,2,1,2,3,2,5,320,3,3,280,180,0
2,1,1,1,3,1,14,1,4,1,1,4,1,1,2,4,2,5,147,1,4,7,146,0
5,1,1,1,5,3,14,1,5,1,1,3,1,1,2,4,2,3,588,1,5,55,588,0
2,1,1,1,5,3,14,1,4,1,1,4,1,1,2,5,2,1,591,1,6,20,591,0
3,1,1,1,4,2,14,1,9,1,1,2,2,2,2,5,1,1,169,1,5,21,168,0
4,1,1,1,13,2,14,1,2,1,1,2,1,1,2,6,2,3,360,1,4,13,362,0
4,1,1,1,5,1,14,1,4,1,1,1,1,1,2,4,1,1,328,1,5,133,326,0
3,1,1,1,2,1,14,1,8,1,1,1,1,2,2,4,2,1,186,1,6,234,187,0
5,1,1,1,7,4,14,1,6,1,1,2,4,1,2,9,2,1,1070,1,6,113,1070,0
4,1,2,2,2,1,14,1,9,1,1,3,1,2,2,8,2,1,142,1,5,217,142,0
2,1,1,1,2,1,14,1,11,1,1,2,1,2,2,7,2,1,170,1,4,264,170,0
10,1,1,1,4,2,14,1,11,1,1,2,2,2,2,4,2,5,181,3,3,292,180,0
2,1,2,2,3,1,14,1,9,1,1,4,2,1,2,4,2,1,259,1,5,180,258,0
2,1,1,1,8,2,14,1,7,1,1,2,4,1,2,3,2,5,342,1,5,11,342,0
3,1,1,1,9,2,14,1,6,1,1,2,2,2,1,4,1,3,561,1,5,57,561,0
1,1,1,1,5,1,14,1,4,1,1,2,1,1,1,4,2,1,324,1,4,149,324,0
3,1,1,1,9,1,14,1,5,1,1,1,2,1,1,4,2,1,175,1,5,207,175,0
5,1,1,2,2,2,14,1,99,1,1,3,1,2,2,99,2,1,200,1,4,34,201,0
5,1,2,2,9,1,14,1,4,1,1,1,3,2,2,4,2,3,364,1,6,182,364,0
20,1,1,1,2,2,14,1,99,1,1,3,1,2,2,4,2,1,133,2,2,278,180,0
1,1,1,1,10,1,14,1,10,1,1,3,3,1,1,4,2,2,510,1,4,264,510,0
5,1,1,2,2,2,14,1,6,1,1,3,3,2,2,9,2,1,197,1,6,20,197,0
4,1,1,1,2,2,14,1,3,1,1,2,1,2,2,6,2,1,214,1,6,113,214,0
1,1,1,1,3,2,14,1,2,1,1,4,2,1,2,4,2,1,196,1,5,110,197,0
1,1,1,1,1,4,14,1,5,1,1,2,1,2,2,9,2,5,181,1,4,122,182,0
2,1,1,1,4,2,14,1,5,1,1,4,2,1,2,4,2,1,136,1,4,258,136,0
5,1,1,1,2,2,14,1,4,1,1,4,1,2,2,4,2,1,151,1,5,32,151,0
1,1,1,3,2,3,14,1,3,1,1,9,1,2,2,8,2,1,150,1,5,150,150,0
2,1,1,1,3,2,14,1,12,1,1,2,2,1,2,9,2,1,171,1,5,11,171,0
2,1,1,1,9,1,14,1,3,1,1,2,3,1,2,3,2,5,1060,1,5,33,1060,0
4,1,1,1,2,3,14,1,6,1,1,3,1,2,1,4,2,1,197,1,6,20,197,0
5,1,1,1,4,2,14,1,4,1,1,3,2,2,1,4,2,1,186,1,6,234,187,0
2,1,1,1,2,2,14,1,10,1,1,3,1,2,2,6,2,1,182,1,5,168,183,0
1,1,1,1,3,5,14,1,10,1,1,9,1,1,2,4,2,5,180,1,5,75,181,0
4,1,1,1,4,3,14,1,6,1,1,2,2,1,2,4,2,1,186,1,6,234,187,0
4,1,1,1,2,2,14,1,6,1,1,2,5,2,2,5,2,1,204,1,6,74,204,0
4,1,1,1,2,1,14,1,99,1,1,2,1,2,2,3,2,1,164,1,4,115,163,0
3,1,1,1,2,2,14,1,8,1,1,2,1,2,2,5,2,1,204,1,6,74,204,0
2,1,1,2,3,1,14,1,4,1,1,4,1,1,1,4,2,1,259,1,5,180,258,0
2,1,1,1,11,3,14,1,5,1,1,3,3,1,1,4,2,2,588,1,5,55,588,0
3,1,1,1,2,1,14,1,6,1,1,4,1,2,2,4,2,1,152,1,5,155,151,0
4,1,1,1,4,3,14,1,2,1,1,3,2,1,2,4,2,1,197,1,6,20,197,0
3,1,1,2,4,1,14,1,11,1,1,4,2,1,2,4,1,1,173,1,5,71,173,0
1,1,1,1,2,2,14,1,8,1,1,2,1,2,2,3,2,1,192,2,1,273,180,0
9,1,1,1,4,2,14,1,4,1,1,2,2,2,2,6,2,1,153,3,3,288,180,0
2,1,1,1,10,3,14,1,3,1,1,3,1,1,2,4,2,5,591,1,6,20,591,0
1,1,1,1,4,4,14,1,6,1,1,2,2,1,2,9,2,1,317,1,5,169,317,0
5,1,1,1,9,1,14,1,12,1,1,1,2,1,2,7,2,5,212,1,5,33,212,0
