VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM,CLUSTERS
1,1,2,2,2,2,33,1,11,6,2,3,1,2,2,4,2,1,69,1,41,2018,66,0
3,1,1,1,2,4,33,1,8,6,2,9,1,2,1,4,2,1,68,1,41,2038,66,0
3,1,1,1,1,2,33,1,9,6,2,2,1,2,1,4,1,1,71,1,42,2122,70,0
4,1,2,2,3,1,33,1,8,6,2,1,1,1,2,4,2,5,45,1,42,2095,43,0
4,1,1,1,2,1,33,1,7,6,2,3,1,2,2,7,2,1,64,1,42,1993,62,0
3,1,1,1,7,2,33,1,2,6,2,2,3,1,2,4,2,5,142,1,42,2146,138,0
1,1,2,2,2,4,33,1,12,6,2,3,1,2,2,4,2,1,54,1,41,2143,52,0
13,1,1,2,3,1,33,1,6,6,2,3,1,1,2,4,2,1,64,2,38,2176,180,0
3,1,1,1,3,1,33,1,9,6,2,4,2,1,2,3,2,1,62,1,42,2158,61,0
5,1,1,1,4,1,33,1,6,6,2,1,2,1,2,3,2,5,65,1,41,1979,64,0
2,1,2,2,10,2,33,1,2,6,2,3,2,1,2,1,2,3,142,1,41,2105,138,0
4,1,1,1,3,1,33,1,11,6,2,3,2,1,2,8,2,5,63,1,43,2159,62,0
2,1,1,5,2,2,33,1,10,6,2,3,1,2,2,4,2,1,62,1,42,2158,61,0
4,1,1,2,3,1,33,1,3,6,2,1,1,1,2,4,2,5,45,1,42,2095,43,0
5,1,1,3,3,1,33,1,1,6,2,2,2,1,2,4,2,1,75,1,41,2139,73,0
1,1,1,1,6,2,33,1,5,6,2,4,1,2,1,4,2,1,142,1,41,2096,140,0
2,1,1,1,4,3,33,1,4,6,2,9,2,2,2,4,2,1,69,1,41,2010,66,0
2,1,1,1,2,2,33,1,9,6,2,2,5,2,1,4,2,1,71,1,41,2105,69,0
2,1,1,1,4,2,33,1,6,6,2,2,2,2,2,6,2,1,45,1,42,2095,43,0
4,1,2,4,3,1,33,1,6,6,2,3,1,1,2,9,2,1,73,1,43,2041,73,0
4,1,1,1,2,1,33,1,6,6,2,1,5,2,2,4,2,1,73,1,43,2041,73,0
4,1,2,5,10,3,33,1,7,6,2,3,8,2,2,4,2,3,410,1,41,1960,390,0
2,1,3,5,5,2,33,1,1,6,2,3,1,1,2,4,2,1,124,1,42,2158,122,0
5,1,1,1,2,1,33,1,3,6,2,4,1,2,2,3,1,1,63,1,43,2159,62,0
3,1,1,1,3,1,33,1,2,6,2,1,1,1,2,7,2,3,72,1,42,1978,70,0
4,1,1,1,10,2,33,1,3,6,2,1,1,1,2,1,2,5,140,1,43,2123,138,0
4,1,1,1,7,1,33,1,7,6,2,2,5,1,2,7,2,1,335,1,43,1991,325,0
2,1,1,1,4,2,33,1,6,6,2,3,2,2,2,3,2,1,64,1,41,1960,61,0
1,1,1,1,8,1,33,1,11,6,2,9,2,1,2,3,2,5,186,1,42,2158,183,0
5,1,1,1,10,1,33,1,11,6,2,3,1,1,2,3,2,2,138,1,41,2018,132,0
5,1,2,3,9,1,33,1,8,6,2,2,3,1,2,4,2,3,225,1,41,2139,219,0
1,1,1,1,3,2,33,1,6,6,2,4,2,1,2,4,2,1,68,1,41,2038,66,0
5,1,1,3,9,1,33,1,1,6,2,2,3,1,1,4,2,3,225,1,41,2139,219,0
4,1,1,1,3,2,33,1,5,6,2,3,1,1,2,4,2,3,72,1,41,2141,72,0
1,1,1,5,7,1,33,1,3,6,2,9,4,1,2,8,2,1,300,1,42,1900,280,0
14,1,1,1,6,3,33,1,2,6,2,1,3,1,2,9,2,1,186,3,40,2257,180,0
1,1,1,3,3,2,33,1,4,6,2,2,2,1,1,4,2,1,66,1,41,1974,65,0
1,1,5,5,7,1,33,1,7,6,2,1,1,1,2,7,2,1,300,1,42,1900,280,0
1,1,1,2,3,2,33,1,8,6,2,2,2,1,2,3,2,1,62,1,42,2142,60,0
1,1,1,1,2,1,33,1,5,6,2,3,1,2,2,4,1,1,62,1,41,2005,60,0
2,1,1,1,4,1,1,1,12,6,3,2,2,2,1,4,2,1,64,2,38,2189,180,0
4,1,1,2,9,1,1,1,6,6,3,1,2,2,2,2,2,5,192,2,38,2189,180,0
4,1,2,2,9,1,1,1,6,6,3,1,2,2,2,2,2,5,192,2,38,2189,180,0
9,1,1,3,9,2,1,1,6,6,3,2,2,1,2,3,2,5,192,2,38,2189,180,0
9,1,2,3,9,2,1,1,6,6,3,2,2,1,2,3,2,5,192,2,38,2189,180,0
9,1,3,3,9,2,1,1,6,6,3,2,2,1,2,3,2,5,192,2,38,2189,180,0
10,1,1,1,6,1,1,1,10,6,3,2,1,2,2,5,2,1,128,2,38,2189,180,0
15,1,1,1,9,1,1,1,2,6,3,2,2,1,2,3,2,5,64,2,38,2189,180,0
17,1,1,1,9,1,1,1,2,6,3,2,3,2,1,4,2,5,128,2,38,2189,180,0
3,1,1,2,2,1,1,1,6,6,3,4,1,1,2,4,2,1,57,2,38,1811,180,0
3,1,2,2,2,1,1,1,3,6,3,4,1,2,2,4,2,1,57,2,38,1811,180,0
10,1,1,1,9,3,1,1,4,6,3,1,2,1,1,4,2,5,171,2,38,1811,180,0
11,1,1,1,9,2,1,1,4,6,3,1,2,1,2,9,2,3,228,2,38,1811,180,0
12,1,1,1,6,2,1,1,7,6,3,4,2,1,2,7,2,1,114,2,38,1811,180,0
17,1,1,1,4,1,1,1,3,6,3,4,2,1,1,4,2,1,57,2,38,1811,180,0
19,1,1,1,2,2,1,1,9,6,3,4,1,1,2,4,2,1,57,2,38,1811,180,0
19,1,1,1,9,2,1,1,7,6,3,1,2,1,2,4,2,3,171,2,38,1811,180,0
6,1,1,2,2,1,1,1,8,6,3,3,1,2,2,4,2,1,61,2,38,1886,180,0
6,1,1,3,3,1,1,1,2,6,3,9,2,1,2,3,2,1,61,2,38,1886,180,0
6,1,2,3,3,1,1,1,5,6,3,2,1,1,2,3,2,1,61,2,38,1886,180,0
6,1,3,3,3,1,1,1,9,6,3,4,1,1,2,3,2,1,61,2,38,1886,180,0
6,1,1,1,8,1,1,1,6,6,3,2,2,1,2,3,2,1,122,2,38,1886,180,0
9,1,1,1,8,1,1,1,6,6,3,1,2,1,2,4,2,1,122,2,38,1886,180,0
10,1,1,2,10,2,1,1,10,6,3,1,3,1,1,4,2,3,305,2,38,1886,180,0
10,1,2,2,10,2,1,1,11,6,3,1,3,1,1,4,2,3,305,2,38,1886,180,0
12,1,1,1,4,1,1,1,11,6,3,2,2,2,2,9,2,4,61,2,38,1886,180,0
13,1,1,1,10,1,1,1,12,6,3,2,1,1,2,9,2,3,61,2,38,1886,180,0
16,1,1,1,2,2,1,1,99,6,3,2,1,2,2,4,2,5,61,2,38,1886,180,0
4,1,1,1,4,2,1,1,1,6,3,2,2,2,1,4,2,1,58,2,38,1892,180,0
4,1,1,1,11,2,1,1,6,6,3,1,2,1,1,4,2,2,116,2,38,1892,180,0
11,1,1,1,4,1,1,1,6,6,3,3,2,2,2,4,1,1,58,2,38,1892,180,0
20,1,1,1,8,1,1,1,5,6,3,1,2,1,1,4,2,1,174,2,38,1892,180,0
4,1,1,3,4,1,1,1,12,6,3,2,2,2,2,6,2,1,69,1,41,2118,69,0
4,1,2,3,4,1,1,1,11,6,3,3,2,2,2,6,2,1,69,1,41,2118,69,0
4,1,3,3,4,1,1,1,11,6,3,2,2,2,2,7,2,1,69,1,41,2118,69,0
8,1,1,1,10,1,1,1,3,6,3,2,2,1,2,1,2,3,60,3,39,2258,180,0
10,1,1,1,4,2,1,1,10,6,3,3,2,1,2,5,2,1,60,3,39,2258,180,0
12,1,1,2,9,3,1,1,8,6,3,1,2,2,2,1,2,3,180,3,39,2258,180,0
12,1,2,2,9,3,1,1,8,6,3,1,2,2,2,1,2,3,180,3,39,2258,180,0
2,1,1,1,2,4,1,1,4,6,3,4,2,2,2,1,2,1,56,3,40,2262,180,0
18,1,1,1,11,2,1,1,1,6,3,2,2,1,2,9,2,3,280,3,40,2262,180,0
14,1,1,1,8,2,1,1,9,6,4,2,2,1,1,4,2,1,118,2,38,1887,180,0
7,1,1,1,2,2,1,1,12,6,4,4,1,2,2,1,2,1,58,2,38,1888,180,0
13,1,1,1,8,2,1,1,10,6,4,2,2,1,2,5,2,1,58,2,38,1888,180,0
14,1,1,1,3,1,1,1,2,6,4,3,1,1,2,4,2,1,58,2,38,1888,180,0
20,1,1,2,4,1,1,1,4,6,4,3,2,2,2,3,2,5,58,2,38,1888,180,0
20,1,2,2,4,1,1,1,8,6,4,4,2,1,2,6,2,5,58,2,38,1888,180,0
8,1,1,1,4,2,1,1,2,6,4,3,2,2,2,3,2,1,57,3,40,1896,180,0
9,1,1,1,5,2,1,1,8,6,4,1,3,1,2,4,2,1,114,3,40,1896,180,0
19,1,1,4,11,3,1,1,1,6,4,3,2,1,1,4,2,2,228,3,40,1896,180,0
19,1,2,4,11,3,1,1,5,6,4,3,2,1,1,4,2,2,228,3,40,1896,180,0
19,1,3,4,11,3,1,1,7,6,4,3,2,1,1,4,2,2,228,3,40,1896,180,0
19,1,4,4,11,3,1,1,10,6,4,3,1,1,2,1,2,2,228,3,40,1896,180,0
5,1,1,1,2,1,1,1,6,6,4,1,3,2,1,4,2,1,66,1,41,1916,65,0
11,1,1,1,9,1,1,1,4,6,4,2,2,2,2,4,2,5,112,2,38,2239,180,0
20,1,1,3,3,1,1,1,6,6,4,1,2,1,2,3,2,1,53,2,38,2253,180,0
20,1,2,3,3,1,1,1,9,6,4,1,2,1,2,3,2,5,53,2,38,2253,180,0
20,1,3,3,3,1,1,1,12,6,4,1,2,1,2,3,2,5,53,2,38,2253,180,0
20,1,1,1,9,1,1,1,3,6,4,2,2,1,2,3,1,3,106,2,38,2253,180,0
2,1,1,1,4,2,1,1,7,6,4,1,2,2,1,4,2,1,66,3,40,2263,180,0
6,1,1,1,4,1,1,1,11,6,4,4,2,2,2,6,2,1,66,3,40,2263,180,0
11,1,1,1,6,2,1,1,5,6,4,1,8,2,2,3,2,1,264,3,40,2263,180,0
13,1,1,1,9,1,1,1,8,6,4,3,2,1,2,4,2,5,132,3,40,2263,180,0
14,1,1,1,2,2,1,1,5,6,4,4,8,2,1,4,2,1,66,3,40,2263,180,0
15,1,1,1,5,5,1,1,12,6,4,3,1,1,2,6,2,1,330,3,40,2263,180,0
17,1,1,1,4,2,1,1,10,6,4,3,2,2,2,4,2,1,66,3,40,2263,180,0
2,1,5,5,5,2,1,1,1,6,5,3,4,1,2,4,2,1,124,1,42,2158,122,0
3,1,1,1,9,3,1,1,11,6,5,3,2,1,2,4,2,5,128,2,38,2176,180,0
9,1,1,1,3,4,1,1,11,6,5,3,2,1,2,4,2,1,64,2,38,2176,180,0
11,1,1,1,2,3,1,1,11,6,5,4,2,2,2,4,2,1,64,2,38,2176,180,0
11,1,1,1,3,3,1,1,11,6,5,4,2,1,2,4,2,5,64,2,38,2176,180,0
11,1,1,1,4,3,1,1,12,6,5,4,2,1,2,7,2,5,64,2,38,2176,180,0
18,1,1,1,2,1,1,1,2,6,5,3,1,2,2,3,2,1,64,2,38,2176,180,0
1,1,1,1,9,2,1,1,11,6,5,2,2,1,2,3,2,3,186,3,40,2257,180,0
15,1,1,1,4,1,1,1,9,6,5,3,2,2,1,4,2,5,65,2,38,1785,180,0
18,1,1,1,9,3,1,1,12,6,5,1,2,1,2,7,2,3,195,2,38,1785,180,0
18,1,1,1,10,3,1,1,12,6,5,2,2,1,2,6,2,3,195,2,38,1785,180,0
2,1,1,1,9,1,1,1,2,6,5,2,3,1,2,6,2,3,51,2,38,1808,180,0
5,1,1,1,9,1,1,1,9,6,5,2,2,1,2,8,2,3,102,2,38,1808,180,0
7,1,1,1,10,2,1,1,99,6,5,1,2,1,2,3,2,3,204,2,38,1808,180,0
9,1,1,1,9,2,1,1,3,6,5,2,2,1,2,4,2,3,153,2,38,1808,180,0
10,1,1,1,9,2,1,1,99,6,5,2,2,2,2,1,2,3,102,2,38,1808,180,0
13,1,1,1,6,1,1,1,7,6,5,4,8,2,2,7,2,1,51,2,38,1808,180,0
10,1,1,1,9,2,1,1,9,6,5,2,2,1,1,4,1,3,118,2,38,1889,180,0
13,1,1,2,9,2,1,1,10,6,5,1,2,1,2,3,2,5,118,2,38,1889,180,0
13,1,2,2,9,2,1,1,10,6,5,1,2,1,2,3,2,3,118,2,38,1889,180,0
15,1,1,1,1,2,1,1,7,6,5,4,1,2,1,4,2,1,59,2,38,1889,180,0
19,1,1,1,4,1,1,1,7,6,5,3,2,1,2,4,2,3,59,2,38,1889,180,0
12,1,1,1,7,3,1,1,4,6,5,1,4,1,1,4,2,1,195,3,40,1894,180,0
12,1,1,1,9,3,1,1,7,6,5,2,2,1,2,3,2,5,195,3,40,1894,180,0
14,1,1,2,4,2,1,1,12,6,5,2,2,2,2,6,2,3,65,3,40,1894,180,0
14,1,2,2,4,2,1,1,6,6,5,2,2,2,2,1,2,1,65,3,40,1894,180,0
2,1,1,2,2,1,1,1,8,6,5,2,2,2,2,4,2,1,46,3,39,1897,180,0
2,1,2,2,2,1,1,1,9,6,5,2,2,2,2,4,2,1,46,3,39,1897,180,0
5,1,1,1,9,1,1,1,12,6,5,3,2,1,2,7,2,3,92,3,39,1897,180,0
17,1,1,1,9,4,1,1,6,6,5,1,2,1,2,4,2,3,184,3,39,1897,180,0
19,1,1,1,8,1,1,1,4,6,5,3,2,1,2,4,2,1,92,3,39,1897,180,0
1,1,1,2,2,1,1,1,6,6,5,4,1,2,1,4,2,1,79,1,42,1918,76,0
1,1,2,2,2,1,1,1,3,6,5,4,1,2,2,4,2,1,79,1,42,1918,76,0
8,1,1,1,1,5,1,1,11,6,5,4,1,2,1,4,2,1,60,2,38,2217,180,0
10,1,1,1,3,3,1,1,3,6,5,2,1,1,2,7,2,3,60,2,38,2217,180,0
10,1,1,1,4,3,1,1,11,6,5,3,2,2,2,7,2,1,60,2,38,2217,180,0
13,1,1,1,3,2,1,1,10,6,5,3,2,1,2,3,2,1,60,2,38,2217,180,0
18,1,1,1,1,1,1,1,2,6,5,4,1,2,2,6,2,1,60,2,38,2217,180,0
6,1,1,1,2,1,1,1,3,6,5,3,1,2,2,4,2,1,62,3,40,2257,180,0
11,1,1,1,10,3,1,1,9,6,5,3,2,1,2,1,2,5,186,3,40,2257,180,0
11,1,1,1,7,1,1,1,11,6,6,2,4,1,2,4,2,1,112,2,38,2239,180,0
17,1,1,2,9,1,1,1,8,6,6,1,3,1,2,3,2,5,56,2,38,2239,180,0
17,1,2,2,9,1,1,1,8,6,6,1,3,1,2,3,2,5,56,2,38,2239,180,0
13,1,1,1,8,1,1,1,2,6,6,1,4,1,2,7,2,1,144,3,39,2265,180,0
2,1,1,1,4,1,1,1,11,6,7,1,2,1,2,4,1,5,90,1,42,2178,180,0
5,1,1,1,3,1,1,1,3,6,7,3,1,1,2,4,2,1,75,1,41,2186,180,0
5,1,1,1,9,1,1,1,6,6,7,2,1,1,2,4,2,5,150,1,41,2186,180,0
3,1,1,1,2,1,1,1,10,6,7,4,1,2,2,5,2,1,93,1,43,2187,180,0
1,1,1,1,4,1,1,1,7,6,7,4,2,1,2,4,2,5,80,1,41,1806,180,0
4,1,1,1,3,2,1,1,1,6,7,1,2,1,2,4,2,1,62,1,41,1864,180,0
4,1,1,2,4,1,1,1,2,6,7,4,2,2,2,2,2,1,74,1,41,2172,180,0
4,1,2,2,4,1,1,1,12,6,7,4,2,2,2,2,2,1,74,1,41,2172,180,0
5,1,1,1,7,1,1,1,8,6,7,2,2,1,2,9,2,1,128,1,42,2173,180,0
4,1,1,1,1,2,1,1,4,6,7,2,1,2,1,4,2,1,68,1,41,2174,180,0
5,1,1,1,10,1,1,1,1,6,7,1,1,1,1,4,2,3,68,1,41,2174,180,0
3,1,1,1,6,1,1,1,2,6,7,4,1,2,2,7,2,1,71,1,41,2177,180,0
4,1,1,1,1,3,1,1,5,6,7,4,2,2,1,4,2,1,71,1,41,2177,180,0
4,1,1,1,2,3,1,1,1,6,7,2,2,2,2,3,2,1,71,1,41,2177,180,0
4,1,1,1,9,3,1,1,11,6,7,2,2,2,2,4,2,5,213,1,41,2177,180,0
5,1,1,1,4,1,1,1,6,6,7,2,2,2,2,4,2,1,71,1,41,2177,180,0
2,1,1,1,2,1,1,1,10,6,7,4,1,2,2,4,2,1,90,1,42,2178,180,0
2,1,1,2,3,1,1,1,4,6,7,3,2,1,2,4,2,1,90,1,42,2178,180,0
2,1,2,2,3,1,1,1,11,6,7,1,2,1,2,4,2,5,90,1,42,2178,180,0
5,1,1,1,3,1,1,1,12,6,7,4,2,1,2,3,2,1,90,1,42,2178,180,0
4,1,1,1,3,1,1,1,7,6,7,3,2,1,2,7,2,1,59,1,43,2179,180,0
5,1,1,1,3,1,1,1,3,6,7,1,1,1,2,4,2,1,59,1,43,2179,180,0
5,1,1,2,4,1,1,1,2,6,7,2,2,2,2,6,2,3,59,1,43,2179,180,0
5,1,2,2,4,1,1,1,11,6,7,1,2,2,2,7,2,1,59,1,43,2179,180,0
1,1,1,1,1,2,1,1,3,6,7,2,1,2,1,4,2,3,67,1,41,2180,180,0
1,1,1,2,4,1,1,1,8,6,7,1,2,2,1,4,2,1,57,1,41,2184,180,0
4,1,1,1,9,1,1,1,11,6,7,1,2,1,2,1,2,3,75,1,41,2186,180,0
3,1,1,1,7,1,1,1,12,6,7,1,4,1,2,4,2,5,186,1,43,2187,180,0
4,1,1,2,10,3,1,1,10,6,7,3,1,1,2,3,2,5,312,1,41,2191,180,0
4,1,2,2,10,3,1,1,11,6,7,3,2,1,2,3,2,5,312,1,41,2191,180,0
2,1,1,1,2,1,1,1,10,6,7,2,1,2,2,4,2,1,68,1,42,2192,180,0
2,1,1,4,3,1,1,1,8,6,7,1,1,1,2,4,2,1,68,1,42,2192,180,0
2,1,2,4,3,1,1,1,6,6,7,4,1,1,2,4,2,1,68,1,42,2192,180,0
2,1,3,4,3,1,1,1,4,6,7,1,1,1,2,4,2,1,68,1,42,2192,180,0
2,1,4,4,3,1,1,1,2,6,7,3,1,1,2,4,2,1,68,1,42,2192,180,0
3,1,1,1,1,2,1,1,3,6,7,9,4,2,1,4,2,1,68,1,42,2192,180,0
3,1,1,1,8,2,1,1,1,6,7,2,3,1,2,1,2,1,136,1,42,2192,180,0
4,1,1,1,9,3,1,1,7,6,7,2,2,1,2,6,2,3,204,1,42,2192,180,0
1,1,1,1,10,2,1,1,11,6,7,3,1,1,2,4,2,2,146,1,41,2193,180,0
4,1,1,4,3,2,1,1,3,6,7,4,2,1,2,3,2,1,69,1,43,2195,180,0
4,1,2,4,3,2,1,1,5,6,7,4,2,1,2,3,2,1,69,1,43,2195,180,0
4,1,3,4,3,2,1,1,5,6,7,4,2,1,2,3,2,1,69,1,43,2195,180,0
4,1,4,4,3,2,1,1,7,6,7,4,2,1,2,3,2,1,69,1,43,2195,180,0
4,1,1,3,4,2,1,1,2,6,7,1,2,2,2,4,2,1,69,1,43,2195,180,0
4,1,2,3,4,2,1,1,2,6,7,1,2,2,2,4,2,1,69,1,43,2195,180,0
4,1,3,3,4,2,1,1,4,6,7,1,2,2,2,4,2,1,69,1,43,2195,180,0
4,1,1,1,7,2,1,1,8,6,7,2,3,1,2,4,2,1,207,1,43,2195,180,0
2,1,1,1,6,2,1,1,4,6,7,4,2,2,2,4,2,1,132,1,41,2196,180,0
5,1,2,5,10,2,1,1,3,6,7,1,2,2,2,1,2,3,120,1,42,2208,180,0
5,1,3,5,10,2,1,1,3,6,7,3,2,1,2,1,2,3,120,1,42,2208,180,0
5,1,4,5,10,2,1,1,3,6,7,3,2,1,2,1,2,3,120,1,42,2208,180,0
5,1,5,5,10,2,1,1,3,6,7,1,2,2,2,1,2,3,120,1,42,2208,180,0
3,1,1,1,5,2,1,1,5,6,7,3,6,1,2,4,2,1,98,1,41,2209,180,0
2,1,3,3,9,1,1,1,9,6,7,2,2,1,2,3,2,3,68,1,41,2240,180,0
1,1,1,1,6,1,1,1,2,6,7,1,3,1,2,4,2,1,73,1,43,1786,180,0
3,1,1,1,3,2,1,1,11,6,7,3,1,1,2,4,2,1,73,1,43,1786,180,0
4,1,1,1,1,2,1,1,3,6,7,2,5,2,1,4,2,1,73,1,43,1786,180,0
4,1,1,1,3,2,1,1,1,6,7,3,2,1,2,4,2,1,73,1,43,1786,180,0
4,1,1,1,4,2,1,1,1,6,7,4,2,1,1,4,2,1,73,1,43,1786,180,0
1,1,1,1,2,2,1,1,5,6,7,4,1,2,1,4,2,1,58,1,41,1787,180,0
1,1,1,1,7,2,1,1,8,6,7,2,5,1,2,5,2,1,116,1,41,1787,180,0
3,1,1,1,6,2,1,1,5,6,7,1,2,2,2,5,2,1,116,1,41,1787,180,0
5,1,1,1,2,2,1,1,7,6,7,4,2,2,2,4,2,1,58,1,41,1787,180,0
2,1,1,1,9,2,1,1,4,6,7,2,2,2,2,4,2,3,134,1,42,1788,180,0
3,1,1,1,2,1,1,1,2,6,7,4,1,2,2,6,2,1,79,1,41,1791,180,0
4,1,1,2,3,1,1,1,5,6,7,2,1,1,1,4,2,1,60,1,41,1792,180,0
4,1,2,2,3,1,1,1,9,6,7,3,1,1,1,4,2,2,60,1,41,1792,180,0
5,1,1,1,4,1,1,1,7,6,7,9,2,2,2,3,2,3,60,1,41,1792,180,0
1,1,1,1,2,2,1,1,4,6,7,4,1,2,2,3,2,1,65,1,43,1793,180,0
2,1,1,1,3,1,1,1,10,6,7,4,1,1,2,3,2,1,65,1,43,1793,180,0
4,1,1,2,3,2,1,1,2,6,7,4,1,1,2,4,2,5,65,1,43,1793,180,0
4,1,2,2,3,2,1,1,11,6,7,4,1,1,2,4,2,5,65,1,43,1793,180,0
2,1,1,1,2,1,1,1,1,6,7,4,1,2,1,4,1,1,85,1,42,1798,180,0
2,1,1,1,9,1,1,1,11,6,7,2,4,1,2,5,2,5,170,1,42,1798,180,0
5,1,1,1,4,2,1,1,9,6,7,2,2,1,2,4,2,3,56,1,42,1799,180,0
5,1,1,1,4,4,1,1,9,6,7,2,2,2,2,4,2,1,50,1,42,1800,180,0
1,1,1,3,3,2,1,1,1,6,7,3,2,1,2,3,2,1,80,1,43,1803,180,0
1,1,2,3,3,2,1,1,2,6,7,3,2,1,1,4,2,1,80,1,43,1803,180,0
1,1,3,3,3,2,1,1,4,6,7,4,2,1,2,4,2,1,80,1,43,1803,180,0
1,1,1,1,13,2,1,1,11,6,7,3,1,1,2,7,2,3,160,1,43,1803,180,0
2,1,1,1,3,2,1,1,6,6,7,1,1,1,2,3,2,1,80,1,43,1803,180,0
2,1,1,1,4,2,1,1,2,6,7,2,2,2,2,4,2,5,67,3,40,1804,180,0
2,1,1,1,15,2,1,1,2,6,7,2,2,1,2,4,2,1,134,3,40,1804,180,0
12,1,1,1,9,1,1,1,6,6,7,2,2,1,2,3,2,5,134,3,40,1804,180,0
14,1,1,1,4,1,1,1,11,6,7,2,2,1,1,4,2,1,67,3,40,1804,180,0
15,1,1,1,5,4,1,1,3,6,7,3,1,1,1,4,2,2,469,3,40,1804,180,0
18,1,1,1,2,2,1,1,3,6,7,3,5,2,2,4,2,1,67,3,40,1804,180,0
19,1,1,1,6,3,1,1,8,6,7,4,2,1,2,7,2,1,268,3,40,1804,180,0
1,1,1,1,9,1,1,1,8,6,7,3,2,1,2,4,2,5,234,1,41,1807,180,0
3,1,1,1,7,1,1,1,8,6,7,1,5,1,1,4,2,5,108,1,42,1809,180,0
3,1,1,2,8,1,1,1,1,6,7,2,5,1,2,4,2,1,108,1,42,1809,180,0
3,1,2,2,8,1,1,1,1,6,7,2,4,1,2,9,2,1,108,1,42,1809,180,0
3,1,1,3,9,1,1,1,2,6,7,2,3,1,1,4,2,3,108,1,42,1809,180,0
3,1,2,3,9,1,1,1,3,6,7,2,2,1,2,6,2,3,108,1,42,1809,180,0
3,1,3,3,9,1,1,1,3,6,7,2,2,1,2,6,2,3,108,1,42,1809,180,0
4,1,1,1,4,1,1,1,3,6,7,1,2,2,2,1,2,1,54,1,42,1809,180,0
4,1,1,1,9,1,1,1,2,6,7,2,2,1,2,1,2,1,108,1,42,1809,180,0
2,1,1,1,5,2,1,1,8,6,7,2,1,1,1,4,2,1,171,1,41,1810,180,0
2,1,1,1,9,2,1,1,4,6,7,3,2,1,2,9,2,3,171,1,41,1810,180,0
2,1,1,1,9,1,1,1,2,6,7,2,2,1,2,7,2,5,272,1,42,1819,180,0
5,1,1,1,2,2,1,1,99,6,7,2,2,1,1,4,1,1,68,1,42,1819,180,0
2,1,1,1,6,2,1,1,10,6,7,4,2,1,2,4,2,1,152,1,41,1820,180,0
3,1,1,1,9,2,1,1,1,6,7,2,1,1,2,4,2,3,380,1,41,1820,180,0
4,1,1,1,3,1,1,1,3,6,7,3,2,1,2,4,2,1,76,1,41,1820,180,0
5,1,1,1,3,1,1,1,11,6,7,4,1,1,2,7,2,1,76,1,41,1820,180,0
5,1,1,1,6,1,1,1,1,6,7,2,4,1,2,4,2,1,152,1,41,1820,180,0
4,1,1,1,9,2,1,1,2,6,7,2,2,1,2,4,2,3,122,1,41,1821,180,0
2,1,1,1,10,1,1,1,7,6,7,3,2,1,2,4,2,5,64,1,42,1823,180,0
4,1,1,1,3,2,1,1,8,6,7,1,1,1,2,3,2,3,64,1,42,1823,180,0
2,1,1,1,4,2,1,1,2,6,7,3,2,1,2,9,2,5,67,1,41,1824,180,0
1,1,1,1,2,1,1,1,7,6,7,3,1,2,2,4,2,1,61,1,41,1829,180,0
3,1,1,1,8,1,1,1,2,6,7,1,4,1,2,9,2,1,61,1,41,1830,180,0
5,1,1,1,4,1,1,1,4,6,7,4,2,1,2,9,2,2,61,1,41,1830,180,0
3,1,1,2,4,2,1,1,9,6,7,3,2,2,2,8,2,1,64,1,41,1831,180,0
3,1,2,2,4,2,1,1,2,6,7,3,2,2,1,4,2,3,64,1,41,1831,180,0
5,1,1,1,10,3,1,1,4,6,7,2,2,1,1,4,2,3,207,1,41,1833,180,0
1,1,1,1,2,1,1,1,11,6,7,3,5,2,2,9,2,1,73,1,41,1834,180,0
4,1,1,1,9,2,1,1,5,6,7,1,3,1,2,5,1,5,292,1,41,1834,180,0
2,1,1,1,3,1,1,1,3,6,7,9,1,1,1,4,2,1,67,1,41,1836,180,0
4,1,1,1,9,1,1,1,12,6,7,1,1,1,2,3,2,5,65,1,42,1841,180,0
5,1,1,2,10,2,1,1,3,6,7,3,1,1,2,3,2,5,126,1,42,1842,180,0
5,1,2,2,10,2,1,1,9,6,7,3,1,1,2,3,1,5,126,1,42,1842,180,0
5,1,1,1,11,2,1,1,4,6,7,2,1,1,2,9,2,2,126,1,42,1842,180,0
4,1,1,2,3,2,1,1,7,6,7,4,1,1,2,4,2,1,69,1,41,1843,180,0
4,1,2,2,3,2,1,1,2,6,7,4,1,1,2,4,2,1,69,1,41,1843,180,0
4,1,1,1,4,2,1,1,11,6,7,2,2,2,2,9,2,1,69,1,41,1843,180,0
2,1,1,1,2,2,1,1,8,6,7,4,2,2,2,4,2,1,66,1,41,1844,180,0
2,1,1,1,4,2,1,1,9,6,7,4,2,1,2,4,2,5,66,1,41,1844,180,0
5,1,1,2,2,1,1,1,6,6,7,2,1,2,1,4,2,1,61,1,42,1845,180,0
5,1,2,2,2,1,1,1,5,6,7,2,1,2,2,4,2,5,61,1,42,1845,180,0
5,1,1,1,3,1,1,1,10,6,7,3,2,1,1,4,2,5,61,1,42,1845,180,0
5,1,1,1,8,1,1,1,5,6,7,2,1,1,1,4,2,1,61,1,42,1845,180,0
