VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,CLUSTERS
14,1,1,1,4,1,1,1,44,18,3,27,13,2,2,2,1,99,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,478,11005,0
7,1,2,2,4,2,1,2,32,18,10,27,13,3,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,11008,0
4,1,1,1,9,1,1,1,52,18,6,27,13,2,2,1,2,6,2,5,0,0,0,0,0,1,1,1,1,0,0,0,2,2,480,11008,0
20,1,1,1,14,1,1,2,28,18,4,27,13,1,2,1,2,4,2,3,1,0,1,1,0,1,1,1,0,0,0,0,2,2,478,11005,0
3,1,1,1,9,2,1,2,50,18,4,27,13,3,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,11008,0
4,1,1,1,3,1,1,1,59,18,99,27,13,3,2,9,2,9,2,1,0,1,1,1,0,1,0,0,1,0,0,0,3,2,482,11053,0
7,1,2,2,10,2,1,2,32,18,6,27,13,4,2,1,2,7,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,480,11008,0
8,1,2,2,6,2,1,2,58,18,5,27,13,4,2,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,482,11054,0
5,1,1,1,5,2,1,1,60,18,99,27,13,3,1,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,472,11012,0
5,1,1,2,5,1,1,1,34,18,6,27,13,2,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,11030,0
11,1,2,2,4,2,1,2,23,18,12,27,13,9,2,1,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,11008,0
20,1,1,1,11,1,1,2,28,18,10,27,13,3,1,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,478,11005,0
19,1,1,1,4,2,1,2,19,18,3,27,13,1,2,2,2,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,478,11005,0
7,1,1,2,4,2,1,2,32,18,7,27,13,2,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,11008,0
10,1,1,1,6,2,1,2,51,18,12,27,13,4,2,2,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,482,11095,0
11,1,1,2,4,2,1,2,23,18,12,27,13,3,2,1,1,99,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,11008,0
8,1,1,2,6,2,1,2,58,18,10,27,13,4,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,2,482,11054,0
18,1,2,2,9,2,1,2,63,18,1,27,13,2,2,1,2,4,2,3,1,0,1,0,0,1,1,0,0,0,0,0,2,2,478,11005,0
13,1,1,1,5,4,1,1,20,99,5,27,14,2,1,1,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,475,10968,0
11,1,1,1,9,2,1,2,98,99,2,27,14,9,2,1,2,6,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,475,10968,0
3,2,1,1,4,1,1,2,50,99,4,27,14,3,2,2,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,476,10967,0
18,1,1,1,4,4,1,1,19,99,7,27,14,4,2,1,2,7,2,5,0,0,0,1,0,0,0,0,0,1,0,0,2,2,480,11017,0
16,1,1,2,9,1,1,1,30,99,10,27,14,1,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,3,476,10967,0
1,1,1,1,3,1,1,1,63,99,12,27,14,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
4,1,1,1,6,5,1,2,19,99,4,27,14,1,3,2,1,99,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,480,11017,0
1,1,1,1,6,3,1,1,21,99,12,27,14,2,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,480,11017,0
6,1,1,1,8,6,1,1,39,99,8,27,14,2,5,9,2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,480,11018,0
12,1,1,2,4,2,1,2,24,99,4,27,14,3,2,2,2,7,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,480,11018,0
12,1,2,2,4,2,1,2,24,99,1,27,14,1,2,1,2,7,2,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,480,11018,0
17,1,1,1,6,1,1,1,48,99,11,27,14,2,3,1,2,6,2,1,1,1,0,0,0,0,0,0,1,0,0,0,2,2,480,11018,0
19,1,1,1,6,1,1,1,65,99,9,27,14,3,2,2,2,6,2,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,480,11018,0
4,1,1,1,6,1,1,1,68,99,10,27,14,2,2,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,2,482,11055,0
7,1,1,1,8,3,1,1,27,99,10,27,14,2,1,9,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,482,11055,0
16,1,1,1,4,3,1,2,29,99,9,27,14,4,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,482,11055,0
20,1,1,2,10,1,1,1,55,99,12,27,14,1,1,1,2,8,2,3,9,9,9,9,9,9,9,9,9,9,9,9,3,2,482,11056,0
8,1,3,3,9,1,1,2,32,99,99,27,14,3,1,1,2,3,2,5,1,0,0,1,0,0,0,0,0,0,0,0,2,2,475,10968,0
8,1,2,3,9,1,1,2,32,99,99,27,14,2,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
8,1,1,3,9,1,1,2,32,99,12,27,14,3,2,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
4,1,1,3,2,1,1,2,38,99,11,27,14,1,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
4,1,1,1,4,1,1,2,38,99,12,27,14,4,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
4,1,1,1,1,1,1,2,38,99,10,27,14,3,1,2,2,5,2,5,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
5,1,1,1,4,2,1,2,23,99,11,27,14,2,2,2,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,475,10968,0
15,1,1,1,4,3,1,2,30,99,6,27,14,3,2,1,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,480,11017,0
4,1,1,1,6,2,1,2,51,99,9,27,14,2,3,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,3,476,10967,0
16,1,2,2,9,1,1,1,30,99,8,27,14,1,2,1,2,3,2,5,0,0,0,1,0,0,0,1,0,1,0,0,2,3,476,10967,0
16,1,1,1,5,1,1,1,30,99,9,27,14,1,4,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,3,476,10967,0
1,1,1,1,6,1,1,1,63,99,12,27,14,4,2,2,2,7,2,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,475,10968,0
20,1,1,1,4,3,1,2,22,99,11,27,14,3,2,2,2,6,2,1,0,0,0,1,0,0,0,1,0,0,0,0,2,3,476,10967,0
10,1,1,1,5,2,1,1,28,99,3,27,14,3,4,1,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,480,11017,0
12,1,1,1,4,4,1,1,22,99,11,27,14,3,2,2,2,9,2,5,0,0,0,0,0,0,0,0,1,0,0,0,2,2,480,11017,0
11,1,1,1,3,1,1,1,39,99,2,27,14,3,2,9,2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,3,2,482,11056,0
20,1,2,2,10,1,1,1,55,99,8,27,14,1,1,1,2,8,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,2,482,11056,0
4,1,1,1,9,1,1,2,38,99,5,27,14,1,2,1,2,7,2,5,0,0,0,1,0,0,0,0,0,1,0,0,2,2,475,10968,0
4,1,2,3,2,1,1,2,38,99,11,27,14,3,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
4,1,1,1,3,1,1,2,38,99,4,27,14,4,1,9,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
9,1,1,1,4,1,1,1,28,99,10,27,14,3,2,1,2,4,2,5,0,0,0,1,0,0,0,0,0,0,0,0,2,3,476,10967,0
4,1,3,3,2,1,1,2,38,99,11,27,14,1,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
11,1,1,1,5,2,1,2,98,99,6,27,14,9,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10968,0
3,1,1,1,4,2,1,1,28,99,6,27,15,4,2,2,2,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,479,11019,0
8,1,1,1,9,1,1,2,24,99,11,27,15,2,2,1,2,3,2,5,0,1,1,0,0,1,0,0,0,0,0,0,2,1,479,11019,0
9,1,1,1,5,3,1,2,24,99,6,27,15,3,1,1,2,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,479,11019,0
14,1,1,1,6,1,1,1,83,99,9,27,15,3,8,2,1,99,2,1,0,0,0,1,0,0,0,1,1,0,0,0,2,1,479,11019,0
12,1,1,1,8,1,1,1,48,99,4,27,15,2,2,9,2,6,2,1,0,1,1,1,0,0,0,1,1,0,0,0,3,2,482,11096,0
17,1,1,1,5,1,1,1,29,99,5,27,15,2,1,1,2,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,3,2,482,11096,0
15,1,1,1,4,2,1,2,35,99,1,27,16,4,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,2,2,475,10970,0
6,1,1,2,4,2,1,2,59,99,6,27,16,1,2,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,475,10970,0
12,1,1,1,4,2,1,2,59,99,12,27,16,4,2,1,2,7,2,1,1,0,0,0,0,0,0,1,1,0,0,0,2,2,475,10970,0
19,1,1,1,5,1,1,2,44,99,10,27,16,2,1,1,2,6,2,1,1,0,0,0,0,0,1,1,1,0,0,0,2,2,475,10970,0
20,1,1,1,2,2,1,2,42,99,12,27,16,2,2,2,2,7,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,475,10970,0
4,1,1,1,9,1,1,1,51,99,11,27,16,2,2,1,2,7,2,5,0,0,1,0,0,0,0,0,1,0,0,0,3,1,481,11097,0
5,1,1,1,10,1,1,2,37,99,1,27,16,1,8,2,2,4,2,3,0,0,0,1,0,0,0,0,1,0,0,0,2,2,475,10969,0
6,1,2,2,4,2,1,2,59,99,6,27,16,2,2,1,2,9,2,1,0,0,0,0,0,0,0,1,1,0,0,0,2,2,475,10970,0
20,1,1,1,9,2,1,2,36,99,99,27,17,1,2,1,2,9,1,3,0,0,1,1,0,0,0,0,1,0,0,0,3,1,481,11057,0
19,1,2,2,9,1,1,2,40,99,99,27,17,1,3,1,2,3,2,5,0,0,0,0,0,0,0,0,1,0,0,0,3,1,481,11057,0
19,1,1,2,9,1,1,2,40,99,99,27,17,2,3,1,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,3,1,481,11057,0
10,1,1,1,5,1,1,2,18,99,6,27,17,3,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,583,12963,0
10,1,1,1,9,1,1,2,18,99,9,27,17,1,1,1,2,3,2,3,0,0,1,1,0,1,0,0,1,0,0,0,2,2,583,12963,0
10,1,1,1,9,3,1,2,24,99,4,27,17,1,2,1,2,7,1,5,0,0,0,1,0,0,0,0,0,0,0,0,3,1,481,11057,0
14,1,1,1,6,2,1,2,49,99,12,27,17,4,2,2,2,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,481,11099,0
5,1,1,1,6,1,1,1,73,99,11,27,17,3,8,2,2,8,2,1,0,0,1,1,0,0,0,1,0,0,0,0,3,1,481,11098,0
13,1,1,1,8,1,1,1,53,99,8,27,17,2,5,9,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,481,11058,0
6,1,1,1,4,1,1,1,82,99,7,27,17,3,2,1,2,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,481,11099,0
5,1,2,2,7,1,1,1,37,99,4,27,999,9,4,9,2,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,4,21,474,1
5,1,1,1,7,2,1,2,36,99,1,27,999,1,9,9,2,9,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,51,1146,2
4,1,1,2,8,1,1,1,30,99,11,27,999,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,56,1304,2
2,1,1,1,7,2,1,2,34,99,7,27,999,2,9,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,55,1318,2
1,1,1,1,5,1,1,1,35,99,2,27,999,2,1,1,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,107,2549,2
3,1,1,1,9,1,1,1,60,99,2,27,999,1,5,1,2,6,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,3,14,534,1
2,1,1,1,7,1,1,2,40,99,3,27,999,4,5,9,2,4,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,55,1294,2
2,1,1,1,5,1,1,1,19,99,11,27,999,1,1,1,1,99,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,4,116,2442,2
18,1,1,1,2,3,1,2,43,99,10,27,999,3,1,2,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,587,13008,0
2,1,1,1,4,1,1,2,62,99,12,27,999,1,2,1,2,8,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,478,11005,0
2,1,1,1,2,1,1,1,19,99,5,27,999,1,4,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,116,2442,2
2,1,1,1,10,1,1,1,59,99,11,28,1,1,4,2,2,1,2,5,1,0,0,0,0,0,0,0,1,0,0,0,1,3,503,11707,0
8,1,1,1,2,1,1,2,45,99,4,28,2,2,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,508,11798,0
8,1,1,1,6,1,1,2,45,99,4,28,2,2,1,2,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,508,11798,0
20,1,1,1,4,1,1,1,80,99,12,28,2,3,2,1,1,99,2,3,0,1,1,1,0,1,0,0,1,0,0,0,3,1,510,11816,0
1,1,1,1,9,2,1,2,38,99,3,28,2,9,1,1,2,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,510,11822,0
3,1,2,2,4,1,1,2,31,99,5,28,2,4,2,2,2,6,2,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,508,11798,0
3,1,1,2,4,1,1,2,31,99,1,28,2,4,2,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,508,11798,0
3,1,1,1,7,1,1,2,20,10,8,28,3,2,5,9,2,4,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,2,484,11107,0
1,1,1,1,2,3,1,1,27,10,12,28,3,4,2,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,487,11770,0
5,1,1,1,10,1,1,2,22,10,11,28,3,3,2,1,2,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,2,484,11112,0
5,1,1,1,9,4,1,1,24,10,10,28,3,2,2,1,2,3,2,5,1,1,1,1,1,0,1,1,1,0,0,0,1,2,484,11106,0
4,1,1,2,4,1,1,2,62,10,5,28,3,3,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,487,11769,0
5,1,1,1,2,2,1,2,38,10,10,28,3,1,1,2,2,7,2,1,1,1,1,1,0,0,1,1,1,0,0,0,1,4,486,11153,0
1,1,1,1,2,2,1,2,32,10,6,28,3,4,1,2,2,7,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11114,0
5,1,1,1,5,1,1,2,41,10,5,28,3,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,484,11663,0
5,1,1,1,13,3,1,2,31,10,2,28,3,2,1,1,2,7,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,11118,0
5,1,1,1,13,1,1,2,40,10,8,28,3,3,1,1,2,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,11104,0
4,1,1,1,4,2,1,2,21,10,9,28,3,4,2,1,2,7,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11105,0
1,1,1,1,4,2,1,2,32,10,5,28,3,4,2,1,2,7,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2,484,11114,0
5,1,1,1,4,4,1,1,24,10,8,28,3,2,2,2,2,6,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11106,0
2,1,1,1,15,1,1,1,28,10,6,28,3,1,2,1,1,99,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,487,11770,0
1,1,1,1,2,2,1,2,32,10,10,28,3,4,1,2,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11106,0
1,1,1,1,6,3,1,1,27,10,12,28,3,4,2,1,2,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,487,11770,0
3,1,1,3,5,3,1,1,21,10,11,28,3,4,1,1,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11133,0
1,1,1,1,5,1,1,1,45,10,10,28,3,2,1,1,2,4,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,2,484,11121,0
5,1,1,1,9,2,1,1,44,10,3,28,3,2,2,1,2,4,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,487,11778,0
3,1,1,1,9,1,1,2,34,10,5,28,3,2,2,1,2,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,11124,0
4,1,1,1,8,2,1,2,43,10,2,28,3,2,2,9,2,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,487,11768,0
9,1,1,1,5,2,1,2,28,10,10,28,3,1,1,1,2,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,511,11817,0
4,1,1,1,4,1,1,1,28,10,11,28,3,4,2,2,2,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,94,2272,1
3,1,1,1,9,2,1,2,30,10,3,28,3,2,2,1,2,6,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,484,11117,0
3,1,1,1,4,2,1,1,35,10,10,28,3,3,2,1,2,9,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,2,484,11119,0
4,1,2,2,4,1,1,2,62,10,5,28,3,3,2,1,1,99,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,487,11769,0
3,1,1,1,4,1,1,2,20,10,5,28,3,4,2,2,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11107,0
2,1,1,1,5,1,1,2,46,10,12,28,3,3,5,1,2,7,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,484,11113,0
4,1,1,1,9,2,1,2,50,10,6,28,3,2,2,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,11112,0
4,1,1,1,4,1,1,1,37,10,8,28,3,1,2,2,2,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,11109,0
4,1,1,1,4,1,1,2,83,10,11,28,3,1,2,2,2,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,11108,0
2,1,1,1,3,2,1,2,29,10,9,28,3,2,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11128,0
2,1,1,1,5,1,1,1,28,10,10,28,3,3,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,487,11770,0
1,2,1,1,11,1,1,2,28,10,10,28,3,1,2,1,1,99,2,2,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11131,0
5,1,1,1,4,2,1,2,23,10,8,28,3,4,2,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,484,11128,0
5,1,1,1,9,1,1,1,50,10,7,28,3,2,2,1,2,9,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,2,487,11772,0
2,1,1,1,7,2,1,2,25,10,8,28,3,2,5,9,2,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,487,11776,0
5,1,1,1,9,2,1,2,22,10,6,28,3,2,2,1,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,488,11775,0
1,1,1,1,4,4,1,1,19,10,6,28,3,1,2,2,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,488,11774,0
4,1,1,1,6,2,1,1,62,10,2,28,3,3,2,1,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,487,11772,0
2,1,1,1,4,1,1,1,49,10,3,28,3,4,2,2,1,99,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,487,11777,0
4,1,1,1,4,3,1,1,19,10,7,28,3,1,2,1,2,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,484,11118,0
3,1,3,3,5,3,1,1,21,10,6,28,3,1,1,1,2,6,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,11133,0
5,1,1,1,13,2,1,2,22,10,7,28,3,3,6,1,2,4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,3,93,1927,1
2,1,2,2,3,2,1,2,53,10,1,28,3,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11133,0
1,1,1,1,9,1,1,1,65,10,12,28,3,2,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,484,11112,0
1,1,1,1,4,2,1,1,25,10,11,28,3,4,2,1,2,4,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,2,484,11110,0
4,1,1,1,3,1,1,2,62,10,6,28,3,3,2,9,2,3,2,5,9,9,9,9,9,9,9,9,9,9,9,9,1,2,487,11769,0
1,1,1,1,4,2,1,2,32,10,5,28,3,4,2,2,2,4,2,1,1,1,1,0,1,0,0,1,1,0,0,0,1,2,484,11106,0
2,1,1,1,5,2,1,2,29,10,2,28,3,2,1,1,1,99,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,484,11128,0
4,1,1,1,3,1,1,1,46,10,10,28,3,2,2,9,2,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,484,11129,0
2,1,1,1,4,2,1,2,34,10,10,28,3,4,2,2,2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,484,11107,0
2,1,1,2,3,2,1,2,53,10,3,28,3,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11133,0
5,1,1,1,5,4,1,1,24,10,2,28,3,2,1,1,2,6,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11106,0
3,1,1,1,9,4,1,1,18,10,10,28,3,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,11113,0
5,1,1,1,9,1,1,2,98,10,1,28,3,3,2,1,2,1,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,2,484,11122,0
3,1,1,1,9,2,1,1,56,10,2,28,3,2,4,1,1,99,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,11118,0
1,1,1,1,5,3,1,1,25,10,11,28,3,3,1,1,2,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,487,11769,0
11,1,1,1,7,2,1,2,24,10,3,28,3,9,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,520,11867,0
3,1,1,1,9,1,1,2,25,10,10,28,3,2,2,1,2,3,2,5,1,1,1,1,0,1,1,0,0,0,0,0,1,2,484,11130,0
4,1,1,1,9,4,1,1,19,10,9,28,3,2,5,1,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,484,11113,0
1,2,1,1,8,1,1,2,28,10,12,28,3,3,2,9,2,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,484,11131,0
4,1,1,1,6,1,1,1,49,10,12,28,3,4,2,1,2,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,484,11103,0
3,1,1,1,4,4,1,1,18,10,7,28,3,2,2,1,2,6,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11113,0
4,1,1,1,6,1,1,1,74,99,11,28,5,9,8,2,2,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,2,511,11836,0
5,1,1,1,10,2,1,2,22,99,3,28,7,1,3,1,2,3,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,3,93,1927,1
1,1,1,1,5,1,1,1,56,10,3,28,9,3,1,1,2,4,2,1,0,1,1,1,0,1,1,1,1,0,0,0,1,3,485,11166,0
3,1,1,1,9,2,1,2,52,10,7,28,9,1,2,1,2,5,2,3,1,0,0,0,1,1,1,0,1,0,0,0,1,2,484,11180,0
5,1,1,1,2,3,1,1,19,10,4,28,9,1,1,2,2,3,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,4,486,11141,0
5,1,1,3,9,1,1,2,26,10,7,28,9,1,4,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,11188,0
4,1,2,2,3,1,1,1,43,10,12,28,9,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11148,0
5,1,1,1,10,3,1,1,19,10,5,28,9,9,9,1,2,4,2,5,1,0,0,1,0,0,0,1,0,0,0,0,1,4,486,11141,0
5,1,1,3,13,1,1,2,26,10,2,28,9,3,1,1,2,99,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,11188,0
1,1,1,1,15,2,1,2,34,10,5,28,9,3,2,2,2,7,2,1,1,0,1,1,0,0,0,1,1,0,0,0,1,4,486,11186,0
4,1,2,2,7,1,1,1,43,10,4,28,9,3,4,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11148,0
3,1,2,2,10,2,1,2,35,10,6,28,9,3,8,1,2,8,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,11185,0
5,1,1,1,10,1,1,2,30,10,6,28,9,2,1,1,1,99,1,3,1,1,1,1,0,1,0,1,1,0,0,0,1,2,484,11169,0
5,1,1,1,2,2,1,2,24,10,5,28,9,3,1,2,1,99,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,3,485,11168,0
2,1,1,1,9,1,1,2,41,10,2,28,9,2,2,1,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,4,486,11143,0
2,1,3,3,9,1,1,2,60,10,8,28,9,2,2,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,3,485,11171,0
2,1,1,1,9,2,1,2,50,10,3,28,9,2,2,1,2,6,2,3,1,1,0,1,1,1,1,1,1,0,0,0,1,4,486,11172,0
4,1,1,2,3,1,1,1,43,10,11,28,9,4,2,9,2,4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,484,11148,0
5,1,2,3,13,1,1,2,26,10,2,28,9,2,1,1,2,6,2,3,9,9,9,9,9,9,9,9,9,9,9,9,1,1,483,11188,0
