VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,FAC_DEL,DOM,EST,UPM,FAC_DEL_AM
4,1,2,2,2,2,9,1,12,8,19,3,2,1,2,4,2,1,377,1,58,2772,374
5,1,1,1,4,1,9,1,7,8,19,9,2,2,1,4,2,1,360,1,57,2704,352
1,1,1,3,8,1,9,1,12,8,19,1,2,1,2,3,2,1,754,1,58,2772,748
3,1,1,1,4,2,9,1,7,8,19,2,2,2,2,6,1,1,483,1,58,2751,473
3,1,1,1,6,2,9,1,7,8,19,2,2,2,2,3,2,1,868,1,57,2744,854
3,1,1,1,4,1,9,1,11,8,19,2,2,2,2,6,2,1,347,1,58,2748,334
2,1,1,2,9,2,9,1,7,8,19,2,1,1,2,9,2,3,884,1,57,2694,848
3,1,1,3,2,2,9,1,6,8,19,4,1,2,2,6,1,1,450,1,58,2685,444
3,1,2,3,2,2,9,1,8,8,19,4,1,2,2,6,1,1,450,1,58,2685,444
4,1,1,1,4,2,9,1,12,8,19,3,2,1,2,4,2,5,377,1,58,2772,374
4,1,1,2,2,2,9,1,10,8,19,1,5,2,2,4,1,1,377,1,58,2772,374
2,1,2,3,3,2,9,1,7,8,19,3,2,1,2,8,2,5,426,1,57,2738,415
1,1,1,1,10,1,9,1,11,8,19,3,1,1,2,6,2,3,754,1,58,2772,748
2,1,3,3,2,2,9,1,6,8,19,1,5,2,2,6,2,1,450,1,58,2685,444
5,1,2,2,7,3,9,1,3,8,19,2,2,1,2,5,2,1,1780,1,57,2639,1768
1,1,2,3,8,1,9,1,10,8,19,1,2,1,2,3,2,1,754,1,58,2772,748
3,1,1,1,4,1,9,1,1,8,19,1,2,2,2,4,2,1,348,1,57,2779,341
3,1,2,2,10,2,9,1,3,8,19,2,2,1,2,8,2,3,1395,1,56,2651,1431
5,1,1,1,6,3,9,1,8,8,19,2,3,2,2,4,2,1,1449,1,58,2751,1419
1,1,1,2,4,3,9,1,10,8,19,1,2,2,2,4,2,1,421,1,57,2754,411
1,1,1,1,5,1,9,1,10,8,19,2,1,1,2,6,2,1,696,1,57,2779,682
5,1,1,1,9,1,9,1,7,8,19,2,2,1,2,6,2,3,412,3,55,2989,180
2,1,1,1,4,1,9,1,2,8,19,2,2,2,2,1,2,1,413,1,56,2719,416
4,1,1,1,9,2,9,1,6,8,19,2,2,1,2,4,2,5,834,1,57,2723,816
5,1,1,1,7,2,9,1,12,8,19,1,2,1,2,4,2,1,1150,1,58,2686,1128
2,1,1,1,9,3,9,1,2,8,19,2,2,1,2,5,2,3,1508,1,58,2772,1496
2,1,2,2,3,4,9,1,3,8,19,2,2,1,2,8,2,1,503,1,56,2770,511
2,1,1,1,5,3,9,1,5,8,19,2,1,1,2,5,2,3,1508,1,58,2772,1496
1,1,1,1,2,1,9,1,2,8,19,2,5,2,1,4,2,1,406,1,57,2669,395
3,1,1,1,2,2,9,1,3,8,19,4,1,2,2,9,1,1,400,1,57,2780,391
1,1,2,2,4,3,9,1,4,8,19,3,2,1,2,4,2,3,421,1,57,2754,411
2,1,1,2,3,1,9,1,4,8,19,3,2,1,2,4,2,5,421,1,57,2754,411
1,1,1,1,2,1,9,1,3,8,19,1,3,1,1,4,1,1,448,1,57,2699,443
1,1,1,2,7,1,9,1,5,8,19,2,2,1,2,9,2,1,896,1,57,2699,886
3,1,1,1,7,1,9,1,5,8,19,9,4,1,2,9,2,1,347,1,58,2748,334
4,1,1,1,5,2,9,1,5,8,19,2,1,1,1,4,2,1,1912,1,57,2778,1880
3,1,1,1,9,1,9,1,8,8,19,1,2,1,2,1,2,5,1251,1,57,2723,1224
3,1,3,3,2,2,9,1,9,8,19,4,1,2,2,6,1,1,450,1,58,2685,444
1,1,1,1,9,1,9,1,12,8,19,2,3,1,2,3,2,3,754,1,58,2772,748
1,1,1,1,6,2,9,1,12,8,19,1,2,2,2,3,2,1,712,1,57,2693,696
5,1,3,3,9,1,9,1,4,8,19,1,1,1,2,9,1,3,363,1,57,2684,355
2,1,3,3,3,2,9,1,9,8,19,3,2,1,2,8,2,1,426,1,57,2738,415
1,1,1,1,11,2,9,1,11,8,19,2,1,1,1,4,1,2,920,1,58,2722,894
3,1,1,1,5,1,9,1,3,8,19,1,1,1,2,4,2,1,1251,1,57,2723,1224
5,1,1,1,1,2,9,1,7,8,19,3,5,2,1,4,2,1,468,1,58,2753,457
4,1,1,3,2,2,9,1,3,8,19,4,1,1,2,4,2,1,465,1,56,2651,477
1,1,2,2,7,1,9,1,12,8,19,2,2,1,2,9,2,1,896,1,57,2699,886
5,1,1,3,9,3,9,1,5,8,19,3,2,1,1,4,2,3,1888,1,58,2692,1828
1,1,3,3,8,1,9,1,1,8,19,1,2,1,2,3,2,1,754,1,58,2772,748
4,1,1,1,7,1,9,1,3,8,19,9,4,1,2,9,2,1,450,1,58,2685,444
2,1,1,3,2,2,9,1,5,8,19,1,5,2,2,6,2,1,450,1,58,2685,444
2,1,1,1,7,2,9,1,4,8,19,9,4,1,2,6,1,1,1350,1,58,2685,1332
5,1,1,1,3,3,9,1,3,8,19,3,2,1,2,4,2,5,472,1,58,2692,457
4,1,1,1,10,2,9,1,9,8,19,1,3,1,1,4,2,3,1912,1,57,2778,1880
2,1,1,1,3,2,9,1,7,8,19,3,3,1,2,6,2,1,450,1,58,2685,444
1,1,1,1,5,1,9,1,11,8,19,3,1,1,2,6,2,3,408,1,57,2771,401
4,1,2,2,2,2,9,1,2,8,19,2,5,2,2,6,2,1,478,1,57,2778,470
14,1,1,1,2,2,9,1,11,8,19,4,2,2,2,4,2,1,372,3,54,2992,180
1,1,1,2,9,1,9,1,6,8,19,1,3,1,2,4,2,3,896,1,57,2699,886
4,1,1,1,9,2,9,1,5,8,19,1,2,1,2,3,2,3,840,1,56,2755,858
3,1,1,1,2,2,9,1,3,8,19,2,4,2,2,4,2,1,385,1,57,2697,375
5,1,1,1,7,2,9,1,8,8,19,2,4,1,2,6,2,1,1046,1,58,2737,1012
5,1,2,3,4,2,9,1,5,8,19,2,2,2,2,4,2,5,396,1,57,2716,388
2,1,2,2,4,4,9,1,1,8,19,4,2,2,2,8,2,1,503,1,56,2770,511
5,1,2,3,9,3,9,1,6,8,19,3,2,1,1,4,2,3,1888,1,58,2692,1828
3,1,1,1,1,3,9,1,2,8,19,3,1,2,1,4,1,3,447,1,57,2747,439
3,1,1,1,3,1,9,1,1,8,19,1,2,1,2,3,2,5,348,1,57,2779,341
1,1,1,1,9,2,9,1,12,8,19,1,2,1,2,2,2,5,1377,1,58,2717,1335
5,1,1,2,9,4,9,1,9,8,19,2,2,1,2,3,2,5,1688,1,58,2734,1636
2,1,2,2,9,2,9,1,12,8,19,2,1,1,2,9,2,3,884,1,57,2694,848
2,1,1,1,5,1,9,1,5,8,19,2,3,1,1,4,2,1,1684,1,57,2754,1644
1,1,2,2,9,1,9,1,10,8,19,1,3,1,2,4,2,3,896,1,57,2699,886
5,1,3,3,4,2,9,1,10,8,19,1,2,2,2,4,2,1,396,1,57,2716,388
5,1,1,1,2,3,9,1,8,8,19,1,4,2,2,4,2,1,363,1,57,2912,180
1,1,1,1,3,1,9,1,8,8,19,4,2,1,2,4,2,5,413,1,56,2719,416
4,1,1,1,11,2,9,1,6,8,19,2,1,1,2,1,2,2,1046,1,58,2737,1012
5,1,3,3,9,3,9,1,5,8,19,3,2,1,2,4,2,3,1888,1,58,2692,1828
1,1,1,1,5,2,1,1,3,8,21,1,1,1,1,4,2,3,826,1,58,2911,180
2,1,1,1,3,1,1,1,8,8,21,3,2,1,2,6,2,5,397,1,57,2924,180
4,1,1,1,2,1,1,1,11,8,21,3,5,1,1,4,1,5,398,1,57,2953,180
2,1,1,1,2,2,1,1,11,8,21,3,1,2,2,4,2,1,436,1,56,2968,180
5,1,1,1,9,2,1,1,6,8,21,1,2,1,2,4,2,5,734,1,56,2594,180
2,1,1,1,2,3,1,1,12,8,21,2,1,2,2,6,2,1,367,1,57,2627,180
2,1,1,1,4,2,1,1,12,8,21,3,2,2,2,7,2,1,539,2,52,2631,180
8,1,1,1,2,2,1,1,11,8,21,4,1,2,2,5,2,1,539,2,52,2631,180
16,1,1,1,10,1,1,1,12,8,21,2,2,1,1,4,2,2,539,2,52,2631,180
17,1,1,1,4,2,1,1,7,8,21,3,2,2,1,4,2,1,539,2,52,2631,180
5,1,1,1,9,1,1,1,6,8,21,2,2,1,1,4,2,5,436,1,58,2812,180
3,1,1,1,3,2,1,1,11,8,21,2,1,1,2,7,2,1,444,1,57,2825,180
1,1,1,1,4,1,1,1,5,8,21,2,2,1,2,6,1,1,426,1,56,2839,180
2,1,1,1,2,2,1,1,6,8,21,4,1,2,2,7,2,1,426,1,56,2839,180
4,1,1,1,3,1,1,1,6,8,21,2,2,1,2,7,2,1,426,1,56,2839,180
5,1,1,1,2,2,1,1,11,8,21,1,1,2,2,4,1,1,426,1,56,2839,180
4,1,1,1,2,2,1,1,7,8,21,1,1,2,2,4,2,1,369,1,57,2853,180
1,1,1,1,4,3,1,1,8,8,23,2,2,2,1,4,2,1,372,3,55,2632,180
9,1,1,1,5,3,1,1,6,8,29,3,1,1,2,7,2,1,1119,3,54,2982,180
14,1,1,1,2,2,1,1,12,8,29,3,2,2,2,6,2,1,239,3,54,2990,180
14,1,1,1,9,2,1,1,4,8,29,2,2,1,2,6,2,3,478,3,54,2990,180
13,1,1,1,10,2,1,1,4,8,29,1,2,1,2,4,2,3,718,3,54,2635,180
4,1,1,1,10,2,1,1,1,8,29,3,1,1,2,1,2,3,840,1,56,2755,858
5,1,1,1,11,3,1,1,99,8,31,2,1,1,2,3,2,2,1092,3,55,2984,180
7,1,1,1,10,1,1,1,5,8,31,1,3,1,2,3,2,3,728,3,55,2984,180
11,1,1,1,9,1,1,1,4,8,31,2,2,1,1,4,2,3,728,3,55,2984,180
19,1,1,1,9,1,1,1,3,8,31,2,2,1,2,4,2,5,728,3,55,2984,180
10,1,1,1,6,1,1,1,1,8,31,2,1,2,2,7,2,1,636,3,55,2591,180
17,1,1,1,2,1,1,1,2,8,31,3,2,2,2,6,2,1,318,3,55,2591,180
17,1,1,1,10,1,1,1,11,8,31,2,3,1,2,1,1,2,318,3,55,2591,180
1,1,1,1,8,2,1,1,6,8,32,1,2,1,2,4,2,1,852,1,57,2896,180
5,1,1,1,9,3,1,1,3,8,32,2,2,1,2,4,2,5,1089,1,57,2912,180
2,1,1,1,3,1,1,1,11,8,32,3,1,1,2,3,2,1,357,1,57,2969,180
4,1,1,1,9,1,1,1,11,8,32,1,3,1,2,9,2,5,602,1,57,2869,180
5,1,1,1,1,3,1,1,5,8,32,1,1,1,2,4,2,5,402,1,57,2595,180
5,1,1,1,4,2,1,1,12,8,32,2,2,2,2,4,2,1,421,1,57,2601,180
1,1,1,1,9,1,1,1,11,8,32,1,1,1,2,4,2,3,472,1,56,2606,180
4,1,1,1,2,1,1,1,10,8,32,1,1,2,2,8,2,1,436,1,56,2617,180
4,1,1,1,6,2,1,1,10,8,32,1,8,2,2,1,2,1,700,1,57,2732,684
4,1,1,2,3,2,1,1,6,8,32,1,1,1,2,6,2,1,421,1,57,2798,180
4,1,2,2,3,2,1,1,3,8,32,2,1,1,2,6,2,1,421,1,57,2798,180
1,1,1,1,4,2,1,1,11,8,32,1,2,2,2,4,2,1,404,1,57,2840,180
2,1,1,1,1,3,1,1,1,8,37,3,1,1,1,4,2,1,382,1,57,2885,180
1,1,1,1,2,2,1,1,10,8,37,4,1,2,2,8,2,1,413,1,56,2886,180
4,1,1,1,2,1,1,1,2,8,37,1,5,2,2,8,2,5,413,1,56,2886,180
4,1,1,1,3,1,1,1,2,8,37,1,5,1,2,8,2,5,413,1,56,2886,180
5,1,1,3,9,2,1,1,8,8,37,1,2,1,2,5,2,3,826,1,56,2886,180
5,1,2,3,9,2,1,1,4,8,37,2,2,1,2,2,2,3,826,1,56,2886,180
5,1,3,3,9,2,1,1,9,8,37,1,2,1,2,5,2,3,826,1,56,2886,180
1,1,1,2,3,1,1,1,4,8,37,9,2,1,2,1,2,1,409,1,56,2887,180
1,1,2,2,3,1,1,1,1,8,37,4,2,1,2,1,2,1,409,1,56,2887,180
3,1,1,1,4,1,1,1,11,8,37,4,2,1,2,9,2,1,409,1,56,2887,180
1,1,1,1,6,3,1,1,6,8,37,3,4,1,2,9,1,1,1158,1,57,2888,180
5,1,1,1,1,1,1,1,5,8,37,1,1,2,1,4,2,3,386,1,57,2888,180
5,1,1,1,10,1,1,1,99,8,37,2,1,1,2,1,2,3,386,1,57,2888,180
1,1,1,1,4,2,1,1,6,8,37,2,2,2,1,4,1,1,374,1,57,2889,180
1,1,1,3,3,1,1,1,4,8,37,2,1,1,2,1,2,3,357,1,58,2890,180
1,1,2,3,3,1,1,1,11,8,37,3,1,1,2,1,2,3,357,1,58,2890,180
1,1,3,3,3,1,1,1,12,8,37,1,1,1,2,1,2,3,357,1,58,2890,180
4,1,1,1,9,1,1,1,11,8,37,2,2,1,2,7,2,3,343,1,56,2891,180
3,1,1,1,1,1,1,1,1,8,37,1,1,1,1,4,2,1,390,1,56,2892,180
3,1,1,3,9,1,1,1,9,8,37,3,2,1,2,4,2,3,390,1,56,2892,180
3,1,2,3,9,1,1,1,6,8,37,9,2,1,2,4,2,3,390,1,56,2892,180
3,1,3,3,9,1,1,1,3,8,37,1,2,1,2,4,2,3,390,1,56,2892,180
4,1,1,1,9,2,1,1,1,8,37,2,2,2,2,4,2,3,726,1,56,2898,180
2,1,1,1,5,6,1,1,99,8,37,3,1,1,2,4,2,3,1556,1,57,2899,180
5,1,1,1,2,2,1,1,5,8,37,3,2,2,2,5,2,1,432,1,56,2900,180
4,1,1,1,6,2,1,1,4,8,37,1,1,2,2,6,2,1,1000,1,58,2901,180
4,1,1,1,5,2,1,1,10,8,37,3,1,1,2,1,2,1,786,1,57,2902,180
2,1,1,1,11,1,1,1,3,8,37,2,1,1,1,4,1,2,726,1,56,2903,180
4,1,1,1,10,1,1,1,2,8,37,1,3,1,2,1,2,1,726,1,56,2903,180
2,1,1,1,2,1,1,1,5,8,37,4,2,1,2,3,2,1,297,1,57,2904,180
1,1,1,1,4,1,1,1,1,8,37,1,2,2,2,4,2,1,308,1,56,2905,180
1,1,1,1,5,1,1,1,12,8,37,3,1,1,2,1,2,3,308,1,56,2905,180
1,1,1,1,10,1,1,1,12,8,37,3,1,1,2,1,2,3,308,1,56,2905,180
1,1,1,1,13,1,1,1,12,8,37,3,1,1,2,1,2,3,308,1,56,2905,180
4,1,1,1,2,2,1,1,12,8,37,4,3,2,1,4,2,1,392,1,58,2906,180
4,1,1,1,8,2,1,1,12,8,37,9,2,1,2,9,1,5,784,1,58,2906,180
4,1,1,1,9,2,1,1,12,8,37,2,3,1,1,4,2,3,784,1,58,2906,180
4,1,1,1,10,2,1,1,12,8,37,2,3,1,1,4,2,5,784,1,58,2906,180
4,1,1,1,2,2,1,1,1,8,37,4,2,2,2,1,2,1,253,1,56,2907,180
4,1,1,1,4,2,1,1,4,8,37,4,2,1,2,1,2,1,253,1,56,2907,180
4,1,1,1,9,2,1,1,4,8,37,4,2,1,2,1,2,1,506,1,56,2907,180
5,1,1,1,9,2,1,1,6,8,37,1,2,1,2,3,2,5,506,1,56,2907,180
2,1,1,1,7,2,1,1,99,8,37,2,4,1,2,99,2,5,730,1,56,2913,180
4,1,1,2,4,1,1,1,11,8,37,9,2,1,2,9,2,1,365,1,56,2913,180
4,1,2,2,4,1,1,1,99,8,37,2,2,1,2,9,2,1,365,1,56,2913,180
1,1,1,1,2,2,1,1,9,8,37,2,5,2,2,4,2,1,346,1,57,2914,180
5,1,1,1,2,1,1,1,2,8,37,2,5,2,2,9,2,1,346,1,57,2914,180
5,1,1,1,3,1,1,1,5,8,37,9,2,1,2,6,2,1,346,1,57,2914,180
5,1,1,1,7,1,1,1,8,8,37,9,3,1,1,4,2,1,692,1,57,2914,180
2,1,1,1,2,2,1,1,12,8,37,2,4,2,2,6,2,1,339,1,56,2915,180
3,1,1,1,2,2,1,1,11,8,37,3,2,1,2,3,2,1,487,1,56,2916,180
3,1,1,1,8,2,1,1,9,8,37,9,4,1,2,3,2,1,974,1,56,2916,180
2,1,1,1,2,3,1,1,99,8,37,3,8,2,2,6,2,3,396,1,57,2917,180
3,1,1,1,5,2,1,1,5,8,37,2,1,1,2,3,2,3,772,1,58,2919,180
4,1,1,2,9,2,1,1,11,8,37,1,3,1,2,3,2,3,772,1,58,2919,180
4,1,2,2,9,2,1,1,12,8,37,1,3,1,2,3,2,3,772,1,58,2919,180
2,1,1,1,4,2,1,1,1,8,37,1,2,2,2,6,2,1,196,1,56,2920,180
3,1,1,1,5,2,1,1,4,8,37,1,1,1,2,7,2,1,392,1,56,2920,180
4,1,1,3,4,1,1,1,4,8,37,2,2,2,2,4,2,1,196,1,56,2920,180
4,1,2,3,4,1,1,1,4,8,37,2,2,2,2,4,2,1,196,1,56,2920,180
4,1,3,3,4,1,1,1,12,8,37,3,2,2,2,4,2,1,196,1,56,2920,180
4,1,1,1,5,1,1,1,5,8,37,3,4,1,2,4,2,1,196,1,56,2920,180
5,1,1,5,4,1,1,1,5,8,37,1,2,2,2,4,2,1,196,1,56,2920,180
5,1,2,5,4,1,1,1,7,8,37,2,2,2,2,7,2,1,196,1,56,2920,180
5,1,3,5,4,1,1,1,8,8,37,1,2,2,2,4,2,1,196,1,56,2920,180
5,1,4,5,4,1,1,1,10,8,37,2,2,2,2,4,2,1,196,1,56,2920,180
5,1,5,5,4,1,1,1,11,8,37,2,2,2,2,4,2,1,196,1,56,2920,180
2,1,1,1,11,2,1,1,9,8,37,2,1,1,2,1,2,2,744,1,56,2921,180
4,1,1,1,3,2,1,1,12,8,37,1,2,1,2,4,2,1,372,1,56,2921,180
4,1,1,1,4,2,1,1,4,8,37,1,2,2,2,6,2,1,372,1,56,2921,180
1,1,1,1,3,2,1,1,6,8,37,3,1,1,2,3,2,5,349,1,56,2925,180
1,1,1,1,4,2,1,1,12,8,37,1,2,2,2,7,2,1,349,1,56,2925,180
2,1,1,1,1,2,1,1,10,8,37,3,1,2,1,4,2,1,398,1,57,2926,180
2,1,1,2,3,2,1,1,3,8,37,4,1,1,2,3,2,1,398,1,57,2926,180
2,1,2,2,3,2,1,1,12,8,37,4,1,1,2,3,2,1,398,1,57,2926,180
2,1,1,1,9,2,1,1,4,8,37,2,2,1,2,6,2,3,1592,1,57,2926,180
4,1,1,1,9,10,1,1,8,8,37,2,2,1,2,6,2,5,796,1,57,2926,180
1,1,1,1,5,2,1,1,4,8,37,2,3,1,1,4,1,3,798,1,56,2927,180
1,1,1,1,13,2,1,1,8,8,37,1,1,1,2,7,2,3,798,1,56,2927,180
4,1,1,3,2,3,1,1,99,8,37,1,1,2,2,4,2,1,399,1,56,2927,180
4,1,2,3,2,3,1,1,99,8,37,2,5,2,2,4,2,1,399,1,56,2927,180
4,1,3,3,2,3,1,1,99,8,37,1,1,2,2,4,2,1,399,1,56,2927,180
2,1,1,3,2,3,1,1,1,8,37,3,1,1,1,4,2,1,398,1,57,2930,180
2,1,2,3,2,3,1,1,8,8,37,2,1,2,2,6,2,1,398,1,57,2930,180
2,1,3,3,2,3,1,1,11,8,37,3,1,2,2,8,2,1,398,1,57,2930,180
3,1,1,2,4,1,1,1,12,8,37,3,2,2,2,4,2,5,398,1,57,2930,180
3,1,2,2,4,1,1,1,1,8,37,3,2,2,2,4,2,1,398,1,57,2930,180
1,1,1,1,2,2,1,1,7,8,37,3,4,2,2,6,2,1,191,1,57,2931,180
5,1,1,1,5,4,1,1,3,8,37,3,1,1,2,3,2,3,764,1,57,2931,180
7,1,1,1,1,5,1,1,10,8,37,2,4,2,1,4,1,1,191,1,57,2931,180
1,1,1,1,5,2,1,1,9,8,37,1,5,1,2,6,2,1,686,1,57,2933,180
4,1,1,1,1,1,1,1,9,8,37,4,1,1,1,4,1,1,343,1,57,2933,180
2,1,1,1,4,1,1,1,10,8,37,3,2,2,2,4,2,1,501,1,56,2934,180
1,1,1,2,3,1,1,1,3,8,37,2,2,1,2,4,2,1,241,1,56,2935,180
1,1,2,2,3,1,1,1,4,8,37,4,2,1,2,4,2,1,241,1,56,2935,180
2,1,1,1,5,2,1,1,5,8,37,2,1,1,2,4,2,1,482,1,56,2935,180
9,1,1,1,5,1,1,1,5,8,37,2,6,1,2,3,2,1,482,1,56,2935,180
2,1,1,1,12,1,1,1,8,8,37,3,1,1,2,6,2,1,530,1,58,2937,180
1,1,1,1,11,3,1,1,11,8,37,1,3,1,2,1,2,3,1101,1,56,2942,180
2,1,1,1,4,1,1,1,3,8,37,1,2,1,2,4,2,5,367,1,56,2942,180
1,1,1,1,9,1,1,1,10,8,37,1,5,1,2,6,2,1,335,1,56,2944,180
2,1,1,1,4,4,1,1,5,8,37,2,2,2,2,3,2,1,335,1,56,2944,180
2,1,1,1,9,4,1,1,2,8,37,2,2,1,2,6,2,5,1340,1,56,2944,180
3,1,1,1,8,1,1,1,4,8,37,9,4,1,2,9,2,1,1005,1,56,2944,180
1,1,1,1,4,1,1,1,10,8,37,1,2,2,1,4,1,1,398,1,56,2945,180
4,1,1,1,2,3,1,1,2,8,37,3,2,2,2,3,2,1,398,1,56,2945,180
5,1,1,1,3,1,1,1,99,8,37,3,2,1,2,3,2,5,398,1,56,2945,180
2,1,1,1,1,4,1,1,1,8,37,2,1,2,1,4,2,1,362,1,57,2946,180
2,1,1,1,9,4,1,1,8,8,37,1,2,1,1,4,2,1,724,1,57,2946,180
3,1,1,1,2,2,1,1,1,8,37,1,3,1,2,1,2,5,362,1,57,2946,180
4,1,1,3,10,1,1,1,10,8,37,3,2,1,1,4,2,3,362,1,57,2946,180
4,1,2,3,10,1,1,1,9,8,37,3,2,1,2,8,2,3,362,1,57,2946,180
4,1,3,3,10,1,1,1,9,8,37,3,2,1,2,8,2,3,362,1,57,2946,180
1,1,1,1,5,5,1,1,7,8,37,2,1,1,2,3,2,5,2155,1,58,2948,180
2,1,1,1,2,2,1,1,5,8,37,2,1,2,2,3,2,1,431,1,58,2948,180
3,1,1,1,7,1,1,1,2,8,37,3,5,1,2,3,2,3,862,1,58,2948,180
4,1,1,2,3,1,1,1,1,8,37,3,2,1,2,4,2,1,431,1,58,2948,180
4,1,2,2,3,1,1,1,8,8,37,3,1,1,2,4,2,5,431,1,58,2948,180
4,1,1,1,5,1,1,1,5,8,37,3,3,1,2,4,2,3,1293,1,58,2948,180
4,1,1,1,4,2,1,1,11,8,37,2,2,2,2,4,2,3,348,1,56,2950,180
4,1,1,1,6,2,1,1,10,8,37,2,3,1,2,9,2,3,696,1,56,2950,180
3,1,1,1,2,1,1,1,8,8,37,4,1,2,2,3,2,1,360,1,57,2954,180
3,1,1,1,4,1,1,1,7,8,37,2,2,2,2,8,2,1,360,1,57,2954,180
4,1,1,1,7,2,1,1,8,8,37,2,4,1,2,4,2,1,1080,1,57,2954,180
5,1,1,1,3,1,1,1,6,8,37,3,1,1,1,4,2,1,378,1,56,2955,180
1,1,1,1,10,1,1,1,99,8,37,3,2,1,2,4,2,1,383,1,56,2956,180
3,1,1,1,4,1,1,1,12,8,37,9,2,2,1,4,2,1,383,1,56,2956,180
4,1,1,1,11,1,1,1,11,8,37,1,5,1,2,1,1,2,1014,1,56,2957,180
3,1,1,3,2,1,1,1,8,8,37,4,1,2,2,4,2,5,465,1,58,2958,180
3,1,2,3,2,1,1,1,3,8,37,4,1,2,2,4,2,1,465,1,58,2958,180
3,1,3,3,2,1,1,1,3,8,37,4,1,2,2,4,2,1,465,1,58,2958,180
3,1,1,1,3,3,1,1,7,8,37,3,2,1,2,4,2,5,428,1,57,2959,180
4,1,1,2,5,3,1,1,7,8,37,2,1,1,2,5,2,1,1284,1,57,2959,180
4,1,2,2,5,3,1,1,2,8,37,3,8,1,2,5,1,1,1284,1,57,2959,180
4,1,1,1,8,3,1,1,11,8,37,2,5,1,2,9,1,1,1284,1,57,2959,180
4,1,1,1,9,3,1,1,11,8,37,2,2,1,2,3,2,5,1284,1,57,2959,180
5,1,1,1,2,2,1,1,6,8,37,9,5,2,2,3,2,1,428,1,57,2959,180
3,1,1,1,4,1,1,1,6,8,37,2,2,2,2,8,2,1,415,1,56,2961,180
2,1,1,1,3,2,1,1,6,8,37,3,2,1,2,1,2,3,373,1,57,2962,180
4,1,1,2,2,3,1,1,12,8,37,3,8,2,2,4,2,1,373,1,57,2962,180
4,1,2,2,2,3,1,1,6,8,37,2,5,2,2,4,2,1,373,1,57,2962,180
4,1,1,3,5,3,1,1,11,8,37,2,3,1,2,9,1,1,1492,1,57,2962,180
4,1,2,3,5,3,1,1,3,8,37,2,3,1,2,6,2,1,1492,1,57,2962,180
4,1,3,3,5,3,1,1,1,8,37,1,5,1,1,4,2,2,1492,1,57,2962,180
2,1,1,1,5,1,1,1,3,8,37,2,1,1,2,4,2,1,458,1,56,2964,180
3,1,1,1,5,2,1,1,11,8,37,1,6,1,2,4,2,3,458,1,56,2964,180
9,1,1,1,8,2,1,1,2,8,37,9,2,1,2,3,2,1,1078,2,52,2965,180
1,1,1,1,1,3,1,1,2,8,37,2,1,1,1,4,1,3,441,1,58,2966,180
2,1,1,1,7,1,1,1,12,8,37,2,4,1,1,4,2,3,1323,1,58,2966,180
4,1,1,1,10,1,1,1,5,8,37,3,2,1,2,1,2,3,882,1,58,2966,180
3,1,1,1,1,2,1,1,6,8,37,2,5,2,1,4,2,1,426,1,56,2970,180
3,1,1,1,3,2,1,1,99,8,37,3,2,1,2,4,2,3,426,1,56,2970,180
3,1,1,2,5,2,1,1,12,8,37,3,1,1,2,4,2,3,1278,1,56,2970,180
3,1,2,2,5,2,1,1,99,8,37,3,1,1,2,4,2,3,1278,1,56,2970,180
4,1,1,1,2,5,1,1,6,8,37,3,1,2,2,6,2,1,496,1,58,2971,180
1,1,1,1,1,3,1,1,3,8,37,3,5,2,1,4,2,1,392,1,57,2972,180
1,1,1,2,2,3,1,1,5,8,37,4,1,1,2,3,2,1,392,1,57,2972,180
1,1,2,2,2,3,1,1,6,8,37,4,1,2,2,6,2,1,392,1,57,2972,180
2,1,1,1,5,3,1,1,9,8,37,3,1,1,2,1,2,1,1140,1,56,2973,180
1,1,1,1,4,2,1,1,12,8,37,2,2,1,2,3,2,1,415,1,56,2974,180
3,1,1,1,4,1,1,1,1,8,37,1,2,2,2,1,1,1,415,1,56,2974,180
5,1,1,1,7,2,1,1,11,8,37,2,5,1,2,5,2,1,830,1,56,2974,180
1,1,1,1,4,2,1,1,11,8,37,3,2,1,2,1,2,1,405,1,57,2975,180
4,1,1,2,5,2,1,1,8,8,37,2,6,1,2,4,2,2,810,1,57,2975,180
4,1,2,2,5,2,1,1,99,8,37,1,1,1,2,4,2,5,810,1,57,2975,180
2,1,1,3,10,1,1,1,5,8,37,4,2,1,2,3,1,2,269,1,57,2976,180
2,1,2,3,10,1,1,1,7,8,37,4,2,1,1,4,1,3,269,1,57,2976,180
2,1,3,3,10,1,1,1,11,8,37,2,8,1,2,3,2,3,269,1,57,2976,180
4,1,1,1,6,1,1,1,11,8,37,4,2,2,2,3,2,1,864,1,58,2977,180
1,1,1,1,3,3,1,1,11,8,37,3,2,1,2,3,2,1,477,1,56,2978,180
1,1,1,1,5,3,1,1,7,8,37,3,3,1,2,6,2,1,1431,1,56,2978,180
1,1,1,2,3,2,1,1,2,8,37,4,2,1,2,6,2,1,284,1,56,2979,180
1,1,2,2,3,2,1,1,7,8,37,2,2,1,1,4,1,1,284,1,56,2979,180
2,1,1,2,2,1,1,1,10,8,37,2,2,2,2,9,2,3,284,1,56,2979,180
