VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,AREAM_OCU,RESUL_H,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_20,BP1_23,BP1_30,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,FAC_DEL,EST_DIS,UPM_DIS,DOMINIO,ESTRATO,FAC_DEL_AM,CLUSTERS
8,1,1,2,2,2,14,1,3,1,1,2,1,2,2,5,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2,275,2,3,0,0
2,1,1,1,2,1,14,1,4,1,1,4,1,2,2,1,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,160,4,17,1,2,158,0
10,1,2,2,2,3,14,1,2,1,1,3,1,2,2,4,2,1,450,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2,275,2,3,0,0
1,1,1,1,3,2,14,1,5,1,1,4,1,1,1,4,1,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,183,5,158,1,3,182,0
4,1,1,1,9,2,14,1,12,1,1,2,1,1,2,4,2,5,4853,227,1,1,1,1,1,1,1,1,1,0,0,0,756,5,64,1,3,752,0
2,1,1,1,5,3,14,1,1,1,1,4,1,1,2,9,2,2,2000,65000,0,0,0,0,0,1,0,1,0,0,0,0,564,5,126,1,3,561,0
4,1,1,1,3,1,14,1,99,1,1,4,1,1,2,3,2,1,300,0,0,0,0,0,0,0,0,1,1,0,0,0,186,4,202,1,2,184,0
2,1,1,1,1,1,14,1,3,1,1,3,1,2,1,4,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,175,5,173,1,3,174,0
4,1,1,2,3,2,14,1,5,1,1,3,1,1,2,4,2,2,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,172,5,1,1,3,173,0
2,1,2,2,4,2,14,1,6,1,1,3,2,1,2,6,2,1,2000,0,1,1,1,1,1,1,1,1,1,0,0,0,172,5,1,1,3,173,0
4,1,1,1,2,3,14,1,11,1,1,4,1,2,2,9,2,1,1000,0,0,0,0,0,0,0,1,1,1,0,0,0,142,4,225,1,2,139,0
5,1,1,1,3,2,14,1,99,1,1,2,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,183,4,234,1,2,180,0
2,1,4,4,2,3,14,1,11,1,1,4,1,2,2,4,2,1,500,0,1,1,0,1,0,1,1,1,1,0,0,0,197,5,145,1,3,193,0
5,1,1,2,5,2,14,1,4,1,1,3,1,1,2,4,2,1,1500,400,0,0,0,0,0,0,0,0,0,0,0,0,396,4,248,1,2,388,0
5,1,2,2,5,2,14,1,7,1,1,2,1,1,2,4,2,2,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,396,4,248,1,2,388,0
5,1,1,1,9,1,14,1,12,1,1,2,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,374,4,204,1,2,368,0
4,1,1,1,2,1,14,1,5,1,1,4,1,2,2,9,2,1,10000,0,0,0,0,0,0,0,0,1,1,0,0,0,171,5,122,1,3,172,0
12,1,1,1,2,1,14,1,2,1,1,9,1,2,2,6,2,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2,275,2,3,0,0
1,1,1,3,2,1,14,1,12,1,1,4,1,2,2,99,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,185,4,235,1,2,185,0
1,1,1,1,11,2,14,1,10,1,1,1,1,1,2,3,2,5,4853,227,1,1,1,1,1,1,1,1,1,0,0,0,627,5,21,1,3,624,0
1,1,2,2,12,3,14,1,4,1,1,3,1,1,2,3,2,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,519,5,159,1,3,519,0
2,1,1,1,3,2,14,1,2,1,1,4,2,1,2,4,2,1,46,0,0,0,0,0,0,0,0,0,1,0,0,0,198,4,248,1,2,194,0
1,1,2,4,2,1,14,1,8,1,1,4,1,2,2,8,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,199,5,75,1,3,196,1
5,1,1,1,4,2,14,1,8,1,1,2,2,2,2,6,1,1,12500,0,1,0,1,1,0,1,0,1,1,0,0,0,214,4,88,1,2,213,0
3,1,1,2,2,2,14,1,4,1,1,3,2,2,2,6,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,198,4,248,1,2,194,0
15,1,1,1,11,1,14,1,11,1,1,3,1,1,2,4,2,3,0,8000,1,1,1,1,1,1,1,1,1,0,0,0,168,3,280,3,2,0,0
1,1,1,3,3,2,14,1,5,1,1,1,1,1,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,174,5,151,1,3,174,0
1,1,2,2,2,1,14,1,7,1,1,4,1,2,2,5,2,1,200,200,0,0,0,0,0,0,0,0,0,0,0,0,186,5,23,1,3,184,0
11,1,1,1,1,3,14,1,8,1,1,2,1,2,1,4,2,1,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,220,2,263,2,3,0,0
1,1,2,2,2,1,14,1,12,1,1,4,1,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,173,5,125,1,3,173,0
3,1,1,1,10,4,14,1,4,1,1,3,1,1,2,9,2,5,4853,227,0,0,0,0,0,0,1,0,0,0,0,0,930,5,32,1,3,920,0
15,1,1,1,4,1,14,1,6,1,1,2,2,2,2,1,1,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,176,3,281,3,2,0,0
2,1,1,1,10,1,14,1,12,1,1,3,1,1,2,1,2,3,0,100,1,0,0,1,0,0,0,0,0,0,0,0,744,4,203,1,2,736,0
4,1,1,1,9,2,14,1,1,1,1,2,3,1,2,9,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,636,6,123,1,4,633,0
5,1,2,3,10,1,14,1,3,1,1,2,3,1,1,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,187,5,33,1,3,189,0
5,1,1,1,8,2,14,1,6,1,1,2,2,1,2,7,2,1,3000,0,0,0,0,1,0,0,0,0,1,0,0,0,582,5,139,1,3,576,0
4,1,1,1,3,3,14,1,2,1,1,3,2,1,2,4,2,5,4853,227,1,1,1,1,1,0,0,1,1,0,0,0,209,5,21,1,3,208,0
1,1,1,2,2,2,14,1,1,1,1,4,1,2,2,9,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,187,5,150,1,3,185,0
2,1,1,1,2,2,14,1,1,1,1,4,1,2,2,5,2,1,1500,0,1,1,1,1,1,1,1,1,1,0,0,0,180,5,66,1,3,181,0
1,1,1,1,9,1,14,1,5,1,1,2,2,1,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,180,6,279,1,4,181,0
5,1,1,1,4,2,14,1,10,1,1,2,2,2,2,7,2,1,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,162,5,18,1,3,163,0
5,1,2,2,3,1,14,1,99,1,1,4,3,1,2,4,2,1,1900,0,0,0,0,0,0,0,0,1,0,0,0,0,140,5,16,1,3,141,0
2,1,1,1,3,1,14,1,9,1,1,4,1,1,2,7,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,186,4,203,1,2,184,0
1,1,1,1,2,2,14,1,10,1,1,3,1,2,1,4,2,1,4600,0,0,0,0,0,0,0,0,1,0,0,0,0,207,6,130,1,4,205,0
2,1,2,2,9,1,14,1,11,1,1,1,2,1,2,4,2,5,4853,227,0,1,1,0,0,0,0,0,0,0,0,0,199,6,146,1,4,198,0
3,1,1,2,2,3,14,1,2,1,1,4,1,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,166,5,34,1,3,165,0
5,1,1,1,2,1,14,1,3,1,1,4,1,2,2,4,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,539,76,3933,1,3,541,0
5,1,1,1,2,5,14,1,9,1,1,2,1,2,2,3,2,1,300,0,0,0,0,1,0,0,0,0,0,0,0,0,145,5,29,1,3,146,0
3,1,1,1,8,3,14,1,6,1,1,9,8,1,2,6,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,549,5,19,1,3,549,0
5,1,1,1,2,2,14,1,5,1,1,2,1,2,2,4,2,1,1000,0,1,1,1,1,0,1,1,1,1,0,0,0,197,5,57,1,3,194,0
1,1,1,1,2,2,14,1,99,1,1,4,1,2,2,4,2,1,9999999,0,0,1,0,0,0,0,0,1,1,0,0,0,183,4,234,1,2,180,1
2,1,1,2,9,1,14,1,2,1,1,1,2,1,2,9,1,3,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,199,6,146,1,4,198,0
3,1,1,1,4,2,14,1,5,1,1,1,2,1,1,4,2,1,2000,0,0,0,0,0,0,0,0,1,1,0,0,0,199,6,124,1,4,197,0
3,1,1,1,2,2,14,1,11,1,1,4,1,2,2,9,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,199,6,124,1,4,197,0
1,1,1,2,4,1,14,1,12,1,1,1,2,1,2,9,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,173,5,125,1,3,173,0
4,1,1,3,2,5,14,1,2,1,1,4,1,2,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,199,5,75,1,3,196,0
4,1,1,1,2,1,14,1,12,1,1,2,1,2,2,6,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,187,5,33,1,3,189,0
3,1,2,2,3,3,14,1,7,1,1,4,1,1,2,3,2,5,4853,227,0,0,0,1,0,0,0,0,0,0,0,0,187,5,157,1,3,188,0
4,1,1,1,5,1,14,1,12,1,1,2,1,1,1,4,2,3,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,428,4,88,1,2,426,0
2,1,1,1,5,2,14,1,8,1,1,1,6,1,2,6,2,1,1500,0,0,0,0,1,0,0,0,1,1,0,0,0,428,4,88,1,2,426,0
1,1,1,1,10,2,14,1,10,1,1,1,1,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,627,5,21,1,3,624,0
18,1,1,1,2,1,14,1,4,1,1,9,3,2,2,4,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,156,3,291,3,2,0,0
4,1,1,1,8,1,14,1,5,1,1,9,9,1,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,180,6,279,1,4,181,0
3,1,2,2,2,2,14,1,7,1,1,4,2,2,2,5,2,1,400,0,0,0,0,0,0,0,0,0,1,0,0,0,198,4,248,1,2,194,0
3,1,1,1,3,2,14,1,11,1,1,4,1,1,2,9,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,199,6,124,1,4,197,0
3,1,1,1,2,1,14,1,1,1,1,3,1,2,2,7,2,1,1500,0,1,1,1,1,1,1,1,1,1,0,0,0,172,5,1,1,3,173,0
5,1,1,1,2,3,14,1,12,1,1,4,1,2,1,4,2,1,7000,0,1,1,1,1,1,1,1,1,1,0,0,0,169,4,189,1,2,168,0
3,1,1,1,9,1,14,1,8,1,1,2,3,1,2,9,2,5,4853,227,1,1,1,1,1,1,1,0,1,0,0,0,418,5,269,1,3,414,0
5,1,2,4,13,3,14,1,4,1,1,1,4,1,2,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,2,263,2,3,0,0
1,1,2,2,5,1,14,1,12,1,1,2,1,1,1,4,2,1,6000,6000,1,1,1,1,0,1,1,0,1,0,0,0,744,5,23,1,3,736,0
4,1,2,2,9,2,14,1,3,1,1,2,2,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,0,0,1,0,0,615,4,93,1,2,597,0
15,1,1,1,10,1,14,1,8,1,1,3,1,1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,3,280,3,2,0,0
5,1,1,1,9,1,14,1,11,1,1,3,3,1,1,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,187,5,33,1,3,189,0
1,1,1,1,4,2,14,1,1,1,1,4,2,2,1,4,2,3,1000,0,1,1,1,1,1,1,1,1,1,0,0,0,168,3,280,3,2,0,0
3,1,1,1,10,1,14,1,8,1,1,3,2,1,2,6,2,5,4853,227,0,1,1,1,1,1,1,1,1,0,0,0,856,4,88,1,2,852,0
3,1,1,1,3,2,14,1,8,1,1,2,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,188,5,149,1,3,186,0
9,1,1,1,1,1,14,1,6,1,1,1,1,2,1,4,1,5,4853,227,0,0,0,0,0,0,0,1,0,0,0,0,176,3,281,3,2,0,0
20,1,1,2,2,3,14,1,10,1,1,1,1,2,2,9,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2,267,2,3,0,0
5,1,1,1,3,1,14,1,5,1,1,4,2,1,2,4,2,1,1000,0,0,1,1,0,0,0,0,0,0,0,0,0,187,4,55,1,2,187,0
2,1,1,1,1,3,14,1,8,1,1,4,1,2,2,4,1,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,197,5,145,1,3,193,0
2,1,1,2,2,2,14,1,8,1,1,4,1,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,207,6,130,1,4,205,0
8,1,1,1,7,2,14,1,1,1,1,1,4,1,1,4,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,304,2,275,2,3,0,0
5,1,1,1,9,1,14,1,11,1,1,2,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,374,4,201,1,2,372,0
3,1,1,1,3,1,14,1,5,1,1,4,2,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,214,4,88,1,2,213,0
5,1,1,1,8,1,14,1,12,1,1,1,4,1,2,3,2,1,800,0,0,0,0,1,0,0,0,0,0,0,0,0,144,42,1811,1,3,136,0
3,1,1,1,3,1,14,1,6,1,1,9,2,1,2,7,2,5,4853,227,1,1,1,1,1,1,1,1,1,0,0,0,162,5,18,1,3,163,0
1,1,1,1,2,2,14,1,12,1,1,3,1,2,2,5,2,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,215,6,50,1,4,215,0
3,1,2,2,2,3,14,1,7,1,1,4,1,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,166,5,34,1,3,165,0
4,1,1,1,3,3,14,1,12,1,1,4,2,1,2,4,1,3,200,0,0,0,0,0,0,0,0,1,1,0,0,0,145,5,29,1,3,146,0
13,1,1,1,2,2,14,1,7,1,1,2,1,2,1,4,2,1,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,191,3,296,3,2,0,0
5,1,1,1,5,4,14,1,6,1,1,1,5,1,2,9,2,1,300,0,0,0,0,0,0,0,0,0,1,0,0,0,955,3,296,3,2,0,0
2,1,1,1,3,1,14,1,9,1,1,4,2,1,2,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,144,4,31,1,2,144,0
3,1,1,2,3,4,14,1,4,1,1,3,1,1,2,4,2,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,186,5,32,1,3,184,0
2,1,2,2,2,2,14,1,9,1,1,4,2,2,2,5,2,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,198,4,248,1,2,194,0
3,1,1,1,3,1,14,1,2,1,1,1,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,1,0,173,5,125,1,3,173,0
1,1,1,1,6,1,14,1,10,1,1,1,8,1,2,8,2,1,4000,0,0,0,0,0,0,0,0,0,0,1,0,0,199,5,75,1,3,196,0
3,1,2,2,10,1,14,1,12,1,1,2,1,1,2,4,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,796,5,75,1,3,784,0
3,1,1,2,9,2,14,1,9,1,1,1,5,1,2,3,1,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,348,6,47,1,4,348,0
3,1,4,4,2,1,14,1,12,1,1,4,2,2,2,1,1,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,173,5,131,1,3,172,0
1,1,1,1,3,3,14,1,11,1,1,1,1,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,154,5,28,1,3,153,0
5,1,1,1,4,3,14,1,7,1,1,4,2,1,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,5,80,1,3,200,0
11,1,1,2,2,2,14,1,8,1,1,3,5,2,2,9,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,156,3,291,3,2,0,0
1,1,1,1,4,2,14,1,12,1,1,4,2,2,2,1,2,1,4000,0,0,0,0,0,0,0,0,0,1,0,0,0,175,5,173,1,3,174,0
4,1,1,1,10,1,14,1,12,1,1,1,5,1,1,4,2,3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,428,4,88,1,2,426,0
5,1,3,3,3,2,14,1,10,1,1,2,4,1,2,8,1,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,194,5,139,1,3,192,0
1,1,2,2,11,2,14,1,2,1,1,2,2,1,2,6,2,4,300,0,0,1,1,1,0,0,0,1,0,0,0,0,568,4,225,1,2,556,0
19,1,1,1,2,3,14,1,12,1,1,2,1,2,2,4,2,1,9999999,0,0,0,0,0,0,0,0,0,0,0,0,0,156,3,291,3,2,0,1
18,1,1,1,9,1,14,1,5,1,1,1,2,1,2,4,2,5,4853,227,0,0,1,0,0,0,0,0,1,0,0,0,468,3,291,3,2,0,0
2,1,1,1,2,1,14,1,5,1,1,3,1,2,2,5,2,1,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,189,4,161,1,2,188,0
1,1,1,1,2,1,14,1,4,1,1,4,1,2,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,197,5,24,1,3,195,0
1,1,3,4,10,1,14,1,8,1,1,3,1,1,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,4,210,1,2,368,0
2,1,1,1,3,2,14,1,10,1,1,4,2,1,2,4,2,1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,169,5,67,1,3,167,0
5,1,1,3,3,2,14,1,2,1,1,3,1,1,2,7,2,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,194,5,139,1,3,192,0
4,1,1,1,2,1,14,1,4,1,1,3,1,2,2,4,1,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,189,5,92,1,3,189,0
3,1,1,1,10,2,14,1,7,1,1,2,2,1,2,1,2,5,4853,227,0,0,0,0,0,0,0,0,1,0,0,0,374,4,55,1,2,374,0
15,1,1,1,3,1,14,1,1,1,1,2,2,1,2,1,1,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,176,3,281,3,2,0,0
1,1,1,1,7,1,14,1,2,1,1,9,9,1,2,9,2,1,1000,0,1,1,1,1,1,1,1,1,1,0,0,0,173,4,226,1,2,172,0
5,1,1,1,2,1,14,1,10,1,1,4,1,2,2,4,2,1,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,187,4,55,1,2,187,0
3,1,1,1,2,4,14,1,6,1,1,4,1,2,2,3,2,1,1400,0,0,0,0,0,0,0,0,1,1,0,0,0,197,5,145,1,3,193,0
1,1,1,1,2,2,14,1,2,1,1,4,1,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,173,5,131,1,3,172,0
8,1,1,1,3,2,14,1,6,1,1,1,1,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,152,2,275,2,3,0,0
2,1,2,2,2,2,14,1,9,1,1,4,1,2,2,3,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,207,6,130,1,4,205,0
5,1,1,1,7,1,14,1,6,1,1,9,9,1,2,9,2,5,4853,227,0,1,1,1,1,1,1,1,1,0,0,0,352,6,143,1,4,350,0
1,1,1,1,4,2,14,1,6,1,1,1,2,1,2,6,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,173,5,131,1,3,172,0
2,1,1,1,2,2,14,1,6,1,1,4,1,2,2,7,2,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,214,4,88,1,2,213,0
5,1,1,1,2,2,14,1,6,1,1,4,1,2,2,7,2,1,300,0,1,0,0,0,0,0,0,0,0,0,0,0,186,4,202,1,2,184,0
5,1,3,4,3,3,14,1,4,1,1,4,2,1,2,4,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,200,5,80,1,3,200,0
5,1,1,1,5,1,14,1,9,1,1,1,1,1,1,4,2,1,5000,0,0,0,0,0,0,0,0,1,1,0,0,0,153,5,121,1,3,154,0
5,1,1,1,2,1,14,1,7,1,1,2,1,2,2,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,212,6,123,1,4,211,0
5,1,1,1,8,4,14,1,99,1,1,9,4,1,2,5,2,1,40000,0,0,0,0,0,0,0,0,0,0,1,0,0,708,4,54,1,2,712,0
3,1,1,1,2,1,14,1,12,1,1,2,1,2,2,9,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,255,238,11654,1,4,243,0
1,1,1,1,3,2,14,1,11,1,1,4,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,175,5,173,1,3,174,0
4,1,1,1,2,4,14,1,8,1,1,4,2,2,2,4,2,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,175,5,173,1,3,174,0
2,1,1,1,2,1,14,1,10,1,1,4,1,2,1,4,2,1,100,0,0,1,0,0,0,0,0,0,0,0,0,0,175,5,173,1,3,174,0
2,1,1,2,2,2,14,1,1,1,1,3,2,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,198,4,248,1,2,194,0
2,1,1,1,9,1,14,1,5,1,1,2,2,1,2,4,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,211,4,72,1,2,210,0
4,1,1,1,2,1,14,1,4,1,1,4,1,2,2,6,2,1,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,193,5,74,1,3,194,0
2,1,3,3,2,2,14,1,9,1,1,4,1,2,2,6,2,1,3100,0,0,0,0,0,0,0,0,1,0,0,0,0,187,5,157,1,3,188,0
4,1,1,1,9,3,14,1,9,1,1,2,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,1,0,736,5,49,1,3,736,0
3,1,2,2,9,4,14,1,12,1,1,2,2,1,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,930,5,32,1,3,920,0
5,1,1,1,2,1,14,1,11,1,1,9,4,2,2,1,2,1,2000,0,0,1,1,1,0,0,0,1,1,0,0,0,176,3,281,3,2,0,0
4,1,1,1,9,1,14,1,10,1,1,1,2,1,2,6,1,5,4853,227,0,0,0,0,0,0,0,0,0,0,1,0,187,5,33,1,3,189,0
4,1,2,2,3,1,14,1,4,1,1,4,2,1,2,3,2,1,200,0,0,1,0,0,0,0,0,1,0,0,0,0,122,5,27,1,3,124,0
1,1,1,1,2,3,14,1,11,1,1,4,1,2,2,4,2,1,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,213,6,209,1,4,210,0
1,1,1,2,3,1,14,1,3,1,1,4,2,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,195,5,127,1,3,195,0
1,1,1,1,10,1,14,1,5,1,1,2,1,1,2,6,2,3,0,0,1,1,1,1,0,1,1,1,1,0,0,0,195,5,127,1,3,195,0
1,1,2,2,3,1,14,1,9,1,1,4,2,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,195,5,127,1,3,195,0
1,1,1,2,5,1,14,1,8,1,1,4,1,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,5,23,1,3,736,0
1,1,1,2,7,1,14,1,2,1,1,9,9,1,2,6,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,195,5,127,1,3,195,0
1,1,2,4,10,1,14,1,7,1,1,2,1,1,2,6,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,370,4,210,1,2,368,0
1,1,3,3,3,3,14,1,6,1,1,3,1,1,2,5,2,2,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,195,5,162,1,3,192,0
3,1,2,2,2,2,14,1,10,1,1,4,1,2,2,4,2,1,3000,0,0,0,0,0,0,0,0,0,0,0,1,0,205,4,93,1,2,199,0
1,1,1,1,2,3,14,1,1,1,1,2,1,2,2,3,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,201,4,95,1,2,198,0
3,1,1,1,9,2,14,1,3,1,1,2,2,1,2,1,2,3,0,9999999,0,0,0,0,0,0,0,0,0,0,0,0,374,4,55,1,2,374,2
1,1,1,1,2,2,14,1,3,1,1,4,1,2,2,4,2,1,10000,0,1,1,1,1,1,1,1,1,1,0,0,0,187,4,55,1,2,187,0
3,1,2,3,2,1,14,1,6,1,1,2,1,2,2,4,2,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,199,4,208,1,2,199,0
1,1,1,1,8,3,14,1,4,1,1,2,1,1,2,4,2,1,2000,0,0,1,1,1,0,0,0,1,1,0,0,0,531,4,54,1,2,534,0
3,1,1,1,3,3,14,1,3,1,1,4,2,1,2,6,2,5,4853,227,1,1,1,1,0,1,1,1,1,0,0,0,216,5,231,1,3,214,0
2,1,3,4,2,3,14,1,3,1,1,4,1,2,2,4,2,1,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,197,5,145,1,3,193,0
2,1,2,4,2,3,14,1,8,1,1,4,1,2,2,4,2,1,650,0,0,0,0,0,0,0,0,0,0,0,0,0,197,5,145,1,3,193,0
4,1,1,2,3,1,14,1,8,1,1,4,2,1,2,3,2,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,122,5,27,1,3,124,0
5,1,1,1,2,1,14,1,2,1,1,4,1,2,2,4,2,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,176,6,143,1,4,175,0
3,2,2,2,5,1,14,1,12,1,1,3,6,1,2,9,2,1,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,122,5,27,1,3,124,0
8,1,2,2,2,2,14,1,8,1,1,3,1,2,2,4,2,1,900,0,0,0,0,0,0,0,0,0,0,0,0,0,152,2,275,2,3,0,0
2,1,2,2,3,1,14,1,9,1,1,4,2,1,2,9,2,5,4853,227,0,0,0,0,0,0,0,0,0,0,0,0,209,6,182,1,4,209,0
5,1,1,1,1,2,14,1,9,1,1,3,1,2,1,4,2,3,2000,500,0,0,0,1,0,0,0,1,0,0,0,0,163,5,102,1,3,163,0
3,1,1,1,7,1,14,1,3,1,1,3,4,1,2,4,2,1,40000,0,0,0,0,0,0,0,0,0,1,0,0,0,201,6,129,1,4,202,0
4,1,1,1,2,2,14,1,1,1,1,4,1,2,2,3,2,1,1500,0,0,0,0,1,0,0,0,1,1,0,0,0,182,6,181,1,4,180,0
3,1,1,1,2,1,14,1,8,1,1,4,1,2,2,3,2,1,1500,0,0,0,0,0,0,0,0,0,0,1,0,0,207,6,130,1,4,205,0
1,1,1,1,3,1,14,1,11,1,1,4,2,1,2,5,2,1,150,0,0,0,0,0,0,0,0,1,1,0,0,0,171,5,122,1,3,172,0
3,1,1,1,7,3,14,1,4,1,1,3,1,1,2,4,2,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,459,5,121,1,3,462,0
3,1,3,3,2,3,14,1,1,1,1,4,1,2,2,6,2,1,200,0,0,1,1,0,0,0,0,0,1,0,0,0,198,5,103,1,3,196,0
3,1,2,2,3,1,14,1,4,1,1,9,2,1,2,4,2,1,300,0,0,0,0,0,0,0,0,1,0,0,0,0,153,4,216,1,2,152,0
3,1,1,1,5,1,14,1,12,1,1,2,1,1,1,4,1,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,290,5,29,1,3,292,0
