VIV_SEL,HOGAR,R_SEL,BPCOD,ND_TIPO,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_20,BP1_21,BP1_28,BP1_33,EST,UPM,CIUDAD,DOM,FAC_DEL,CLUSTERS
2,1,3,4,3,6,20,67,2,1,2,2,2,2,4,2,3,317,6545,31,9,244,0
2,1,3,4,4,2,20,67,1,1,2,2,2,2,4,2,1,317,6545,31,9,244,0
4,1,2,5,1,8,20,67,2,1,2,1,1,2,7,2,1,317,6545,31,9,129,0
4,1,1,2,1,1,20,67,2,1,2,1,1,2,4,2,1,319,6546,31,9,55,0
4,1,1,8,1,6,20,67,1,3,1,2,1,2,4,2,5,319,6546,31,9,52,0
5,1,1,2,1,4,20,67,3,1,2,1,1,2,6,2,1,319,6546,31,9,55,0
5,1,1,2,2,10,20,67,3,1,2,1,1,2,4,2,1,319,6546,31,9,55,0
2,1,4,4,1,7,20,67,3,1,2,2,1,1,4,2,1,318,6547,31,9,384,0
2,1,4,8,1,1,20,67,1,1,1,2,2,2,7,2,5,318,6547,31,9,384,0
2,1,4,8,2,2,20,67,3,1,2,1,1,2,7,2,5,318,6547,31,9,384,0
2,1,4,8,3,11,20,67,2,3,2,1,1,2,7,2,5,318,6547,31,9,384,0
2,1,4,8,4,11,20,67,2,3,2,1,1,2,7,2,5,318,6547,31,9,384,0
2,1,2,3,1,11,20,91,2,2,2,1,1,2,4,2,1,317,6551,31,9,82,0
2,1,2,4,1,9,20,67,1,1,2,1,1,2,4,2,1,317,6551,31,9,83,0
3,1,1,2,1,11,20,67,3,4,2,1,1,2,5,2,1,317,6551,31,9,82,0
3,1,1,7,1,2,20,409,3,2,2,2,1,2,5,2,1,317,6551,31,9,147,0
3,1,1,9,1,8,20,409,3,1,2,2,1,2,1,2,5,317,6551,31,9,147,0
1,1,1,9,1,5,20,67,3,1,2,2,1,2,6,2,3,317,6553,31,9,150,0
3,1,1,8,1,5,20,67,9,1,1,2,1,2,9,2,3,317,6553,31,9,59,0
5,1,1,4,1,88,20,67,3,1,2,2,1,2,7,2,3,317,6553,31,9,67,0
5,1,1,7,1,88,20,67,9,4,2,2,2,2,7,2,3,317,6553,31,9,67,0
1,1,3,2,1,7,20,67,3,1,2,1,1,2,4,2,1,318,6554,31,9,96,0
1,1,3,4,1,5,20,67,2,1,2,2,1,2,4,2,1,318,6554,31,9,289,0
1,1,3,2,2,7,20,67,3,1,2,1,1,2,4,2,1,318,6554,31,9,96,0
1,1,3,4,2,10,20,67,2,1,2,1,1,2,4,2,1,318,6554,31,9,289,0
1,1,3,2,3,12,20,67,3,4,2,1,1,2,4,2,1,318,6554,31,9,96,0
3,1,1,4,1,12,20,67,3,1,2,2,1,2,4,2,1,317,6555,31,9,61,0
1,1,1,2,1,7,20,390,4,1,2,1,1,2,4,2,1,317,6557,31,9,45,0
1,1,1,3,1,8,20,390,4,2,1,1,2,2,4,2,1,317,6557,31,9,45,0
3,1,1,3,1,1,20,390,2,2,2,1,1,1,4,2,1,317,6557,31,9,45,0
3,1,1,4,1,12,20,67,1,1,2,1,2,2,4,2,3,317,6557,31,9,190,0
1,1,5,2,1,7,20,67,2,1,2,1,1,2,4,2,1,318,6558,31,9,43,0
4,1,2,6,1,10,9,999,1,4,2,1,1,2,9,1,1,318,6558,31,9,109,0
5,1,3,6,1,11,20,67,2,8,1,2,2,2,4,2,1,318,6558,31,9,131,0
5,1,3,6,2,11,20,67,2,8,1,2,2,2,4,2,1,318,6558,31,9,131,0
5,1,3,6,3,10,20,67,2,8,2,1,1,2,4,2,1,318,6558,31,9,131,0
5,1,3,6,4,10,20,67,2,8,2,1,1,2,4,2,1,318,6558,31,9,131,0
4,1,2,5,1,10,20,67,2,4,1,2,1,2,7,2,5,317,6560,31,9,175,0
3,1,2,9,1,6,20,67,2,8,2,1,1,2,4,1,3,316,6562,31,9,160,0
4,2,1,4,1,12,20,67,1,4,2,2,2,2,99,2,1,316,6562,31,9,80,0
5,1,3,4,1,5,20,67,3,5,2,1,1,1,4,2,2,316,6562,31,9,396,0
5,1,3,6,1,10,20,67,1,4,2,1,1,2,5,2,1,316,6562,31,9,396,0
5,1,3,8,1,12,20,399,2,2,1,1,1,2,4,2,5,316,6562,31,9,396,0
5,1,3,9,1,12,20,399,1,2,2,2,1,2,4,2,3,316,6562,31,9,396,0
5,1,3,4,2,7,20,67,2,5,2,2,1,1,4,2,1,316,6562,31,9,396,0
3,1,1,4,1,5,20,67,1,4,2,2,1,1,4,2,1,317,6565,31,9,267,0
1,1,2,2,1,9,20,67,3,1,2,1,1,2,4,1,1,317,6566,31,9,85,0
4,1,1,9,1,9,20,67,2,8,2,1,1,2,4,1,3,317,6566,31,9,173,0
4,1,1,9,2,9,20,67,2,8,2,1,1,2,4,1,3,317,6566,31,9,173,0
4,1,1,9,3,10,20,67,2,8,2,1,1,2,4,1,3,317,6566,31,9,173,0
4,1,1,9,4,6,20,67,2,8,2,1,1,2,4,1,3,317,6566,31,9,173,0
4,1,1,5,1,4,20,107,3,1,1,1,1,2,4,2,1,316,6567,31,9,161,0
5,1,1,4,1,5,20,67,2,1,2,2,1,2,6,2,3,316,6567,31,9,95,0
5,1,1,8,1,10,20,107,3,2,2,1,1,2,6,2,3,316,6567,31,9,95,0
5,1,1,8,2,10,20,107,3,2,2,1,1,2,6,2,3,316,6567,31,9,95,0
5,1,1,8,3,10,20,107,3,2,2,1,1,2,6,1,3,316,6567,31,9,95,0
1,1,2,3,1,5,20,385,3,2,2,1,1,2,1,2,3,317,6568,31,9,63,0
1,1,2,3,2,1,20,385,2,2,2,1,1,2,1,2,3,317,6568,31,9,63,0
3,1,1,2,1,6,20,385,3,1,2,1,1,2,4,2,1,317,6568,31,9,63,0
3,1,1,14,1,2,20,385,3,2,2,1,1,2,4,2,1,317,6568,31,9,143,0
2,1,4,5,1,5,20,67,3,4,2,1,1,2,4,2,1,318,6569,31,9,247,0
3,1,2,3,1,2,20,409,1,2,1,2,2,2,5,2,1,318,6569,31,9,63,0
3,1,2,4,1,4,20,67,3,4,2,2,1,2,3,2,1,318,6569,31,9,126,0
3,1,2,8,1,8,20,409,2,2,1,1,2,2,3,2,3,318,6569,31,9,126,0
1,1,6,4,1,12,20,67,2,5,2,1,1,2,9,2,1,317,6570,31,9,560,0
4,1,2,2,1,10,20,182,1,1,2,1,1,2,6,2,1,317,6570,31,9,89,0
5,1,2,4,1,12,20,67,2,4,2,1,1,2,7,2,1,316,6571,31,9,171,0
1,1,3,5,1,5,20,67,2,1,1,2,1,2,4,2,1,317,6574,31,9,457,0
4,1,4,4,1,1,20,67,3,1,2,2,1,1,4,2,3,317,6574,31,9,349,0
5,1,2,5,1,8,20,67,2,1,1,1,1,2,4,2,1,317,6574,31,9,332,0
1,1,1,1,1,5,20,385,2,2,2,1,1,1,4,1,1,319,6575,31,9,62,0
1,1,1,2,1,9,20,67,3,4,2,1,1,1,4,2,1,319,6575,31,9,62,0
1,1,1,2,2,3,20,67,1,1,2,1,1,2,8,2,1,319,6575,31,9,62,0
2,1,1,2,1,11,20,67,3,4,2,1,1,2,4,2,1,319,6575,31,9,62,0
3,1,1,2,1,10,20,67,3,2,2,1,1,2,4,2,3,319,6575,31,9,62,0
3,1,1,2,2,11,20,67,2,2,2,1,1,1,4,2,3,319,6575,31,9,62,0
1,1,3,4,1,11,20,67,3,1,2,1,1,2,4,2,3,318,6576,31,9,214,0
3,1,1,4,1,7,20,67,3,1,2,2,1,2,4,2,3,318,6576,31,9,136,0
3,1,1,5,1,9,20,67,2,1,2,1,1,2,4,2,1,318,6576,31,9,136,0
3,1,1,5,2,10,20,67,3,1,2,1,1,2,4,2,1,318,6576,31,9,136,0
4,1,2,4,1,12,20,67,2,1,2,2,1,2,4,1,3,318,6576,31,9,138,0
4,1,2,4,2,11,20,67,2,6,2,2,2,2,4,2,3,318,6576,31,9,138,0
1,1,4,6,1,2,20,67,9,4,2,1,1,2,6,2,1,318,6577,31,9,147,0
1,1,4,8,1,6,20,67,3,2,1,1,2,2,6,2,5,318,6577,31,9,147,0
1,1,4,8,2,11,20,67,2,8,1,1,2,2,99,2,5,318,6577,31,9,147,0
2,1,2,4,1,6,20,67,3,1,2,1,1,2,1,2,2,318,6577,31,9,154,0
3,1,3,5,1,7,20,67,4,3,2,1,1,1,4,2,1,318,6578,31,9,160,0
4,2,3,5,1,6,20,67,2,4,1,1,1,2,7,1,1,318,6578,31,9,161,0
1,1,1,2,1,10,20,67,1,1,2,1,1,2,6,2,1,319,6579,31,9,61,0
1,1,1,7,1,3,20,67,1,2,2,2,2,2,6,2,3,319,6579,31,9,62,0
3,1,3,5,1,11,20,67,1,6,1,2,2,2,3,2,1,319,6579,31,9,192,0
5,1,1,5,1,2,20,5,3,2,1,1,1,2,7,1,3,319,6579,31,9,62,0
2,1,2,3,1,5,20,174,4,2,1,1,2,1,4,2,1,317,6581,31,9,85,0
3,1,1,2,1,3,20,67,1,1,2,1,1,2,5,2,1,317,6581,31,9,85,0
1,1,3,4,1,3,20,67,2,6,2,2,2,2,4,2,1,317,6582,31,9,176,0
1,1,3,8,1,4,20,67,1,2,1,1,2,2,4,2,3,317,6582,31,9,176,0
1,1,3,8,2,5,20,67,1,2,1,2,2,2,4,2,5,317,6582,31,9,176,0
4,1,2,8,1,2,20,390,2,2,1,2,2,2,4,2,3,317,6582,31,9,114,0
2,1,4,4,1,6,20,67,3,1,2,2,1,2,3,2,3,317,6583,31,9,491,0
2,1,1,3,1,12,20,67,2,2,2,1,1,2,4,2,1,317,6584,31,9,114,0
3,1,3,4,1,2,20,67,3,1,2,2,1,2,4,2,1,317,6584,31,9,343,0
1,1,1,4,1,5,20,67,1,1,2,1,1,2,4,2,1,318,6585,31,9,61,0
4,1,1,3,1,12,20,67,1,2,2,1,1,2,1,2,1,318,6585,31,9,72,0
1,1,1,7,1,2,20,67,9,4,2,2,1,1,4,2,1,317,6587,31,9,163,0
1,1,1,7,2,7,20,67,9,4,2,2,1,2,6,2,1,317,6587,31,9,163,0
4,3,1,5,1,7,20,83,3,1,1,2,1,2,6,2,1,317,6587,31,9,164,0
4,1,1,3,1,6,20,385,3,2,2,1,1,1,4,2,1,317,6588,31,9,102,0
4,1,1,3,2,9,20,385,3,2,2,1,1,1,4,2,1,317,6588,31,9,102,0
5,1,3,4,1,5,20,67,3,4,2,1,1,2,1,2,1,317,6590,31,9,198,0
5,1,3,4,2,10,20,67,3,1,2,1,1,2,5,1,1,317,6590,31,9,198,0
1,1,1,8,1,5,20,67,2,2,1,1,1,2,6,1,1,318,6591,31,9,189,0
2,1,3,2,1,8,20,67,3,1,2,1,1,2,5,2,1,318,6591,31,9,58,0
5,1,1,8,1,11,20,295,3,8,1,1,1,2,8,1,3,318,6591,31,9,59,0
5,1,1,8,2,10,20,295,2,8,1,2,1,2,8,2,3,318,6591,31,9,59,0
5,1,1,8,3,9,20,295,2,8,1,2,1,2,8,2,3,318,6591,31,9,59,0
5,1,1,2,1,4,20,67,4,1,2,1,1,2,4,2,1,318,6592,31,9,41,0
4,1,1,5,1,11,20,67,9,4,1,1,2,2,8,2,1,317,6593,31,9,211,0
2,1,3,4,1,9,20,67,1,6,2,2,2,2,4,2,1,318,6594,31,9,149,0
5,1,4,2,1,1,20,67,3,1,2,1,1,2,4,2,1,318,6594,31,9,49,0
5,1,4,14,1,12,20,68,3,7,1,1,1,2,1,2,3,318,6594,31,9,158,0
5,1,4,2,2,2,20,67,2,1,2,1,1,2,4,2,1,318,6594,31,9,49,0
5,1,4,14,2,12,20,68,3,7,1,1,1,2,1,2,3,318,6594,31,9,158,0
5,1,4,2,3,11,20,67,2,1,2,1,1,2,4,2,1,318,6594,31,9,49,0
1,1,2,8,1,8,20,350,2,2,1,1,1,2,1,2,3,318,6596,31,9,309,0
3,1,1,8,1,3,20,350,1,2,1,1,1,2,5,1,5,318,6596,31,9,131,0
5,1,2,8,1,5,20,67,2,2,1,1,2,2,1,2,1,318,6597,31,9,134,0
1,1,3,8,1,8,20,409,1,2,1,1,1,2,4,2,3,319,6598,31,9,276,0
5,1,3,6,1,5,20,413,1,1,1,1,2,2,4,2,3,319,6598,31,9,203,0
5,1,3,7,1,7,20,67,2,8,2,2,1,2,4,2,3,319,6598,31,9,203,0
5,1,3,8,1,1,20,409,2,2,1,1,1,2,4,2,3,319,6598,31,9,203,0
2,1,2,2,1,3,20,67,4,1,2,1,1,2,5,2,1,318,6599,31,9,71,0
2,1,2,2,2,8,20,67,4,1,2,1,1,2,5,2,1,318,6599,31,9,71,0
1,1,1,10,1,11,20,87,1,1,2,2,1,1,4,1,2,316,6600,31,9,87,0
3,1,1,4,1,5,20,67,2,1,2,2,1,2,4,2,1,316,6600,31,9,145,0
3,1,1,14,1,10,20,385,9,2,2,1,1,2,7,1,1,317,6601,31,9,76,0
3,1,1,14,2,1,20,385,9,2,2,1,1,2,1,1,1,317,6601,31,9,76,0
4,1,1,14,1,12,20,385,3,2,1,1,1,2,5,2,1,317,6601,31,9,339,0
2,1,3,5,1,7,20,67,1,8,2,1,1,2,7,2,1,316,6602,31,9,419,0
2,1,3,5,2,9,20,67,1,8,2,1,1,2,7,1,3,316,6602,31,9,419,0
2,1,1,4,1,7,20,67,3,1,2,2,1,2,8,2,1,318,6603,31,9,141,0
2,1,1,8,1,2,20,67,2,3,1,2,1,2,8,2,5,318,6603,31,9,141,0
4,1,1,3,1,5,20,67,1,2,2,1,1,2,8,2,3,318,6603,31,9,69,0
5,1,2,4,1,3,20,67,1,1,2,1,1,2,7,2,1,318,6603,31,9,210,0
5,1,2,8,1,3,20,67,2,8,1,1,2,2,7,1,5,318,6603,31,9,210,0
5,1,2,4,2,11,20,67,3,1,2,1,2,2,7,2,1,318,6603,31,9,210,0
3,1,2,4,1,8,20,67,2,1,2,2,1,2,6,2,3,318,6604,31,9,168,0
5,1,1,5,1,6,20,67,4,1,2,1,1,2,3,2,1,318,6604,31,9,160,0
5,1,1,5,2,11,20,67,1,1,1,2,1,2,99,1,4,318,6604,31,9,160,0
1,1,2,3,1,10,20,67,3,2,1,1,1,2,1,2,3,316,6605,31,9,66,0
1,1,1,2,1,7,20,67,2,1,2,1,1,2,4,2,1,317,6606,31,9,90,0
2,1,2,8,1,12,20,107,2,2,1,2,1,2,7,2,5,317,6606,31,9,177,0
5,1,2,8,1,9,20,107,2,2,1,2,1,2,7,2,5,317,6606,31,9,189,0
3,1,1,4,1,4,20,385,2,1,2,2,1,2,1,2,3,317,6607,31,9,154,0
4,1,1,2,1,3,20,67,2,1,2,1,1,2,4,2,1,317,6607,31,9,86,0
5,1,1,10,1,2,20,385,3,1,2,2,1,2,8,2,2,317,6607,31,9,172,0
1,1,1,7,1,6,20,553,1,3,2,2,2,2,4,2,1,317,6608,31,9,263,0
1,1,1,7,2,8,20,553,2,3,2,2,2,2,4,2,1,317,6608,31,9,263,0
1,1,1,7,3,12,20,553,2,3,2,2,2,2,4,2,1,317,6608,31,9,263,0
1,1,1,8,1,2,20,67,2,2,1,1,1,2,8,2,5,317,6609,31,9,91,0
3,1,4,9,1,8,20,67,3,2,2,1,2,2,7,2,3,317,6609,31,9,364,0
2,3,2,6,1,4,20,67,9,4,2,1,1,1,4,2,1,317,6610,31,9,154,0
2,3,2,6,2,9,20,67,2,4,1,1,1,2,9,2,1,317,6610,31,9,154,0
2,1,1,8,1,8,20,67,1,2,1,1,1,2,3,1,9,317,6611,31,9,166,0
2,1,1,8,2,10,20,67,1,3,1,1,1,2,3,1,9,317,6611,31,9,166,0
3,2,1,8,1,8,20,67,4,2,1,1,1,2,4,2,5,317,6611,31,9,154,0
3,2,1,8,2,12,20,67,2,2,1,1,1,2,3,2,5,317,6611,31,9,154,0
3,3,1,3,1,3,2,4,2,2,2,1,1,2,3,2,1,317,6611,31,9,77,0
3,3,1,3,2,6,2,4,3,2,2,1,1,2,5,2,1,317,6611,31,9,77,0
4,1,6,4,1,8,20,67,3,1,2,2,1,2,6,2,1,317,6611,31,9,386,0
4,1,6,4,2,11,20,67,3,1,2,1,1,2,6,2,1,317,6611,31,9,386,0
1,1,3,4,1,2,20,385,1,1,2,1,1,2,4,2,1,317,6612,31,9,268,0
1,1,3,10,1,11,20,67,2,4,2,1,1,2,5,2,2,317,6612,31,9,268,0
1,1,3,4,2,5,20,385,2,1,2,2,1,1,4,2,1,317,6612,31,9,268,0
2,1,1,7,1,3,20,67,2,1,2,1,1,2,4,2,1,317,6612,31,9,89,0
2,1,1,8,1,6,20,107,2,2,1,2,1,2,4,2,3,317,6612,31,9,89,0
2,1,1,7,2,12,20,67,1,4,2,1,1,2,4,2,1,317,6612,31,9,89,0
4,2,1,2,1,1,20,67,2,1,2,1,1,2,4,2,1,318,6613,31,9,64,0
4,1,3,4,1,2,20,390,1,1,2,2,2,2,9,2,1,318,6614,31,9,285,0
5,1,3,8,1,5,20,350,3,2,1,2,1,2,5,2,3,318,6614,31,9,273,0
5,1,3,8,2,7,20,350,2,2,1,2,1,2,5,2,3,318,6614,31,9,273,0
3,1,3,4,1,12,20,67,2,1,2,1,2,2,7,2,1,317,6615,31,9,236,0
2,1,2,3,1,12,20,67,2,2,1,1,2,2,4,2,1,317,6616,31,9,78,0
2,1,2,7,1,3,20,157,2,4,2,1,1,2,4,2,1,317,6616,31,9,153,0
2,1,2,7,2,6,20,324,2,4,2,1,1,2,4,2,1,317,6616,31,9,153,0
2,1,2,7,3,11,20,6,2,4,2,1,1,2,4,2,1,317,6616,31,9,153,0
3,1,1,2,1,12,20,67,9,1,2,1,1,2,7,2,1,317,6616,31,9,78,0
2,1,1,2,1,1,20,67,1,4,2,1,1,2,6,2,1,318,6617,31,9,82,0
2,1,1,2,2,3,20,67,3,4,2,1,1,2,6,2,1,318,6617,31,9,82,0
3,1,2,4,1,12,20,67,1,1,2,1,1,2,4,2,1,318,6617,31,9,321,0
3,1,2,4,2,4,20,67,2,1,2,2,1,2,4,2,1,318,6617,31,9,321,0
3,1,2,4,3,7,20,67,1,1,2,2,1,2,4,2,1,318,6617,31,9,321,0
4,1,4,10,1,11,20,67,3,1,2,1,1,2,4,2,2,317,6618,31,9,263,0
2,1,3,4,1,8,20,67,2,1,2,2,1,2,3,2,1,317,6619,31,9,123,0
2,1,3,8,1,7,20,390,2,2,1,1,1,2,4,2,3,317,6619,31,9,123,0
1,1,1,2,1,3,20,67,1,1,2,1,1,2,4,2,1,317,6620,31,9,75,0
1,1,1,4,1,2,20,67,1,1,2,2,1,1,4,2,1,317,6620,31,9,171,0
2,1,1,8,1,10,20,67,1,2,1,2,1,2,6,2,5,317,6620,31,9,81,0
4,1,1,3,1,7,20,67,1,2,2,1,1,2,3,2,1,317,6620,31,9,75,0
1,1,2,2,1,9,20,67,2,1,2,1,1,2,5,2,1,318,6621,31,9,56,0
1,1,2,4,1,3,20,67,2,1,2,1,1,2,7,2,3,318,6621,31,9,214,0
5,2,1,2,1,3,20,67,1,1,2,1,1,2,4,2,1,318,6621,31,9,56,0
1,1,2,4,1,7,20,67,2,1,2,1,1,2,4,2,1,318,6622,31,9,100,0
2,1,2,4,1,3,20,390,2,4,2,2,1,2,4,2,3,319,6623,31,9,200,0
2,1,2,4,2,7,20,409,2,5,2,2,1,2,5,2,1,319,6623,31,9,200,0
2,1,2,4,3,11,20,67,3,6,2,2,1,2,5,2,1,319,6623,31,9,200,0
1,1,1,4,1,12,20,67,1,1,2,2,1,2,4,2,1,317,6624,31,9,80,0
2,1,2,2,1,2,20,67,2,1,2,1,1,2,3,2,1,317,6626,31,9,103,0
2,1,2,2,2,6,20,67,3,1,2,1,1,2,3,2,1,317,6626,31,9,103,0
1,1,1,4,1,11,20,67,3,1,2,2,1,2,6,2,3,318,6627,31,9,146,0
2,1,2,4,1,12,20,67,1,1,2,2,1,2,6,2,1,318,6627,31,9,308,0
2,1,2,4,2,8,20,67,1,1,2,2,1,2,6,2,3,318,6627,31,9,308,0
4,1,3,4,1,5,20,67,2,1,2,2,1,2,5,2,1,318,6627,31,9,216,0
2,1,7,4,1,11,20,67,3,1,2,2,1,2,5,2,1,316,6628,31,9,579,0
2,1,2,4,1,8,20,67,2,1,2,2,1,2,3,2,1,318,6629,31,9,106,0
4,1,2,5,1,10,20,107,1,1,1,1,2,2,4,2,1,317,6630,31,9,258,0
5,1,3,5,1,2,20,115,3,2,1,1,2,2,4,2,1,317,6630,31,9,321,0
1,1,1,2,1,2,20,67,2,1,2,1,1,2,4,2,1,318,6631,31,9,77,0
4,1,1,9,1,12,20,385,2,1,2,2,1,2,3,2,5,318,6631,31,9,260,0
3,1,3,14,1,6,20,350,2,1,2,1,1,2,3,2,5,318,6632,31,9,233,0
5,1,2,14,1,12,20,350,4,1,1,1,1,2,4,2,3,318,6632,31,9,145,0
1,1,3,10,1,11,20,67,4,1,2,1,1,2,3,1,2,317,6633,31,9,227,0
3,1,2,4,1,4,20,67,1,1,2,2,1,2,4,2,1,317,6633,31,9,141,0
3,1,2,8,1,6,20,67,2,2,1,1,1,2,99,2,5,317,6633,31,9,141,0
3,1,2,4,2,8,20,67,2,1,2,2,1,2,4,2,1,317,6633,31,9,141,0
3,1,2,8,2,6,20,67,2,2,1,1,1,2,3,2,5,317,6633,31,9,141,0
3,1,2,8,3,6,20,67,2,2,1,1,1,2,4,2,5,317,6633,31,9,141,0
4,1,1,2,1,11,20,67,1,1,2,1,1,2,4,2,1,317,6633,31,9,72,0
4,1,1,3,1,9,20,67,3,2,2,1,1,2,4,2,1,317,6633,31,9,72,0
4,1,1,4,1,12,20,67,1,1,2,2,1,2,4,2,2,317,6633,31,9,293,0
4,1,1,8,1,12,20,67,3,2,1,1,1,2,4,1,3,317,6633,31,9,293,0
4,1,1,9,1,12,20,67,3,1,2,1,1,2,4,2,3,317,6633,31,9,293,0
4,1,1,2,2,9,20,67,3,1,2,1,1,2,4,2,1,317,6633,31,9,72,0
1,1,2,4,1,1,20,67,1,1,2,2,1,2,6,2,1,318,6634,31,9,263,0
2,1,1,8,1,6,20,67,3,2,1,2,1,2,3,2,5,318,6634,31,9,117,0
4,1,1,2,1,11,20,67,3,1,2,1,1,2,5,2,1,318,6634,31,9,69,0
2,1,1,2,1,4,20,67,3,1,2,1,1,2,3,2,1,317,6635,31,9,79,0
2,1,1,3,1,5,20,157,3,2,1,1,2,2,6,1,3,318,6637,31,9,76,0
2,1,1,7,1,2,20,67,2,4,2,2,1,2,4,2,1,318,6637,31,9,248,0
2,1,1,14,1,1,20,157,9,1,2,1,1,2,4,2,1,318,6637,31,9,248,0
3,1,2,8,1,2,20,157,1,2,1,1,2,2,4,2,3,318,6637,31,9,160,0
3,1,2,8,2,2,20,157,1,2,1,1,2,2,4,2,3,318,6637,31,9,160,0
4,1,1,2,1,2,20,67,2,8,2,1,1,2,4,1,1,318,6637,31,9,76,0
5,1,2,5,1,12,20,67,2,1,1,1,1,2,4,2,3,318,6637,31,9,145,0
2,1,2,4,1,12,20,67,2,1,2,1,1,2,4,2,3,317,6638,31,9,363,0
2,1,2,7,1,2,20,390,2,2,2,1,1,2,4,2,3,317,6638,31,9,363,0
5,1,1,3,1,3,20,107,2,2,2,1,1,2,5,2,1,317,6638,31,9,69,0
5,1,1,4,1,1,20,67,1,1,2,1,1,2,4,2,1,317,6638,31,9,138,0
5,1,1,6,1,2,20,107,9,2,2,1,1,2,5,2,1,317,6638,31,9,138,0
5,1,1,7,1,2,20,67,1,4,2,1,1,2,4,2,1,317,6638,31,9,138,0
5,1,1,3,2,5,20,107,1,2,2,1,1,2,5,2,1,317,6638,31,9,69,0
5,1,4,4,1,7,20,67,2,1,2,1,1,1,4,2,3,318,6639,31,9,346,0
1,1,2,2,1,6,20,67,2,1,2,1,1,2,4,2,1,317,6640,31,9,76,0
1,1,2,8,1,12,20,67,3,2,1,1,1,2,3,2,3,317,6640,31,9,149,0
1,1,2,8,2,10,20,67,3,2,1,1,1,2,3,2,3,317,6640,31,9,149,0
2,1,1,3,1,7,20,67,4,2,1,1,2,1,4,2,1,317,6640,31,9,76,0
2,1,1,9,1,2,20,67,2,1,2,1,1,2,3,2,3,317,6640,31,9,156,0
2,1,1,3,2,11,20,67,4,2,1,1,2,2,8,2,1,317,6640,31,9,76,0
2,1,1,3,3,11,20,67,4,2,1,1,2,2,6,1,1,317,6640,31,9,76,0
4,1,1,4,1,8,20,67,1,1,2,2,1,2,6,2,3,317,6640,31,9,77,0
2,1,2,4,1,12,20,67,2,1,2,2,1,2,4,2,3,317,6641,31,9,154,0
3,1,4,4,1,6,9,999,2,1,2,2,1,2,9,2,1,317,6641,31,9,201,0
4,2,1,4,1,11,20,67,2,1,2,2,1,2,4,2,1,317,6641,31,9,43,0
4,3,2,4,1,8,20,67,3,1,2,2,1,2,4,2,1,317,6641,31,9,86,0
5,1,2,4,1,9,20,67,4,1,2,1,1,2,4,2,1,317,6641,31,9,82,0
4,1,1,4,1,6,20,67,2,1,2,2,1,2,4,2,1,317,6642,31,9,189,0
3,1,2,8,1,6,20,399,1,2,1,1,1,2,6,2,5,316,6643,31,9,230,0
2,1,1,2,1,12,20,67,3,1,2,1,1,2,5,2,1,318,6644,31,9,61,0
2,1,1,3,1,9,20,67,9,2,2,1,1,1,4,2,1,318,6644,31,9,61,0
3,1,1,2,1,12,20,67,3,8,2,1,1,2,4,1,1,318,6644,31,9,61,0
5,1,2,5,1,5,20,67,1,4,1,1,2,2,3,2,3,318,6644,31,9,156,0
2,1,2,4,1,6,20,67,3,1,2,2,1,1,4,2,1,317,6645,31,9,140,0
4,1,2,4,1,6,20,67,2,1,2,2,1,2,4,2,1,317,6645,31,9,142,0
1,1,3,8,1,3,20,67,3,2,1,1,1,2,8,2,5,318,6646,31,9,233,0
1,1,3,8,2,6,20,67,1,8,1,2,1,2,3,2,5,318,6646,31,9,233,0
1,1,3,8,3,10,20,67,3,2,1,1,1,2,7,2,3,318,6646,31,9,233,0
3,1,1,3,1,2,20,67,3,2,2,1,1,2,9,2,1,318,6646,31,9,74,0
5,1,3,4,1,1,20,67,3,1,2,2,1,2,5,2,3,318,6646,31,9,233,0
5,1,3,8,1,10,20,67,2,2,1,2,2,2,5,2,3,318,6646,31,9,233,0
5,1,3,9,1,6,20,67,2,1,2,2,1,2,5,2,2,318,6646,31,9,233,0
5,1,3,10,1,9,20,67,2,1,2,2,1,1,4,2,3,318,6646,31,9,233,0
5,1,3,12,1,11,20,67,3,1,2,2,1,2,5,2,3,318,6646,31,9,233,0
5,1,3,4,2,5,20,67,2,1,2,2,2,2,5,2,1,318,6646,31,9,233,0
3,1,3,4,1,5,20,107,1,8,2,1,2,2,7,1,1,316,6647,31,9,359,0
3,1,3,4,2,8,20,67,2,1,2,1,2,2,9,2,1,316,6647,31,9,359,0
3,1,3,4,3,10,20,31,1,8,2,1,2,2,7,1,1,316,6647,31,9,359,0
1,1,1,4,1,9,20,67,2,5,2,2,1,2,9,2,5,317,6648,31,9,132,0
3,1,2,4,1,5,20,67,2,1,2,2,1,2,4,2,1,317,6648,31,9,110,0
2,1,2,5,1,4,20,67,2,4,1,2,1,2,4,2,1,318,6649,31,9,380,0
4,1,1,8,1,5,20,409,2,2,1,1,1,2,5,2,5,318,6649,31,9,131,0
4,1,1,8,2,8,20,409,2,2,1,1,2,2,4,2,3,318,6649,31,9,131,0
5,1,1,4,1,5,20,67,2,1,2,2,2,2,3,2,1,317,6650,31,9,209,0
1,1,1,7,1,8,20,67,2,4,2,1,1,2,4,1,1,318,6652,31,9,161,0
1,2,2,5,1,8,20,67,2,1,1,1,1,2,5,2,3,318,6652,31,9,126,0
5,1,1,4,1,5,20,67,2,1,2,2,1,2,6,2,1,318,6652,31,9,205,0
