CVE_ENT,CVE_MUN,CVE_MOD,CVE_TIPO,CVE_SUBTIPO,ENERO,FEBRERO,MARZO,ABRIL,MAYO,JUNIO,JULIO,AGOSTO,SEPTIEMBRE,OCTUBRE,NOVIEMBRE,DICIEMBRE,TOTAL_DELITOS,TMODVICC_2017
8,45,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,3,8,9,0,0,1,1,0,1,0,1,1,1,0,1,7,1
8,45,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,3,8,10,1,1,5,6,6,10,1,5,2,4,6,3,49,1
8,45,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,3,9,10,1,2,1,1,3,3,4,2,2,2,4,5,29,1
8,45,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,2,6,10,0,0,0,0,0,0,0,1,1,0,0,0,2,1
8,45,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,2,7,10,0,0,1,1,0,1,3,1,2,2,0,1,12,1
8,45,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,0,0,0,0,2,0,2,1,2,1,2,0,0,1,1,12,1
8,45,0,1,1,11,12,8,8,6,9,7,15,16,14,9,12,116,1
8,45,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,0,3,3,2,3,1,3,1,2,0,3,1,0,0,0,14,1
8,45,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,0,4,5,2,0,1,5,3,1,2,0,4,3,1,0,20,1
8,45,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,1,5,7,0,0,0,0,0,0,1,1,0,1,2,0,5,1
8,45,4,10,11,2,1,1,2,3,6,1,6,3,5,7,2,37,1
8,45,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,45,4,12,13,0,2,0,2,2,3,0,0,1,3,1,0,14,1
8,45,4,13,14,19,12,17,20,18,17,16,11,25,15,10,11,172,1
8,48,6,15,16,0,0,0,0,1,4,0,0,0,0,1,0,6,1
8,48,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,6,15,20,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8,48,6,15,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1
8,48,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,6,16,16,1,1,0,0,0,1,0,1,0,0,0,0,3,1
8,48,6,16,17,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8,48,6,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,6,16,10,1,0,0,1,4,0,0,0,0,0,1,0,6,1
8,48,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,7,17,21,0,1,0,0,1,0,1,1,0,1,1,3,9,1
8,48,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,3,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,3,8,10,0,0,0,0,0,0,1,2,0,0,0,0,3,1
8,48,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,3,9,10,0,0,0,0,0,0,1,1,0,1,0,0,3,1
8,48,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,2,6,8,0,0,1,0,0,1,0,0,0,0,0,0,2,1
8,48,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,2,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,2,7,10,2,0,0,0,1,0,3,0,0,0,0,2,6,1
8,48,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,1
8,48,0,1,1,1,0,3,0,2,0,0,0,0,0,0,1,6,1
8,48,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,0,3,3,6,4,1,1,2,0,2,0,1,1,0,1,13,1
8,48,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,0,4,5,0,0,0,0,0,0,1,1,0,0,1,0,3,1
8,48,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,4,10,11,0,1,1,0,1,1,0,1,0,2,0,1,8,1
8,48,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,48,4,12,13,0,1,2,1,2,0,0,0,0,0,0,0,6,1
8,48,4,13,14,3,2,2,3,1,2,2,0,2,0,1,2,17,1
8,50,6,15,16,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8,50,6,15,17,0,0,0,1,1,0,0,0,0,0,0,0,2,1
8,50,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,6,15,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1
8,50,6,15,10,1,0,1,0,0,0,0,0,0,1,0,0,2,1
8,50,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,6,16,16,1,1,4,5,4,2,5,4,15,4,7,2,53,1
8,50,6,16,17,0,2,1,1,0,0,1,0,2,0,1,2,10,1
8,50,6,16,18,1,0,0,1,3,2,0,1,0,1,0,1,9,1
8,50,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,6,16,20,0,0,0,0,1,0,0,0,0,1,0,0,2,1
8,50,6,16,10,12,5,13,8,4,5,7,7,14,14,16,5,98,1
8,50,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,7,17,21,0,0,0,0,0,1,1,0,1,0,0,0,3,1
8,50,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,9,16,10,0,0,0,0,0,0,0,0,1,0,0,0,1,1
8,50,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,3,8,9,1,0,0,1,0,0,1,0,1,0,0,1,4,1
8,50,3,8,8,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8,50,3,8,10,4,2,3,1,8,4,7,4,4,3,5,2,43,1
8,50,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,3,9,10,2,1,2,3,0,3,1,1,0,3,1,1,16,1
8,50,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,2,6,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1
8,50,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,2,6,10,0,0,0,0,1,0,1,2,1,0,0,0,5,1
8,50,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,2,7,10,0,0,0,1,1,0,0,1,0,0,0,0,3,1
8,50,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,0,0,0,0,0,0,1,1,3,3,2,1,2,1,1,15,1
8,50,0,1,1,14,9,14,19,9,11,15,11,16,11,11,19,145,1
8,50,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1
8,50,0,3,3,2,2,2,2,0,5,4,3,3,3,3,4,31,1
8,50,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,0,4,5,1,1,0,0,0,1,1,0,1,0,1,2,7,1
8,50,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,50,1,5,7,1,3,4,1,2,5,1,1,1,1,2,0,21,1
8,50,4,10,11,1,1,4,2,3,0,1,2,1,2,0,2,18,1
8,50,4,11,12,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8,50,4,12,13,0,0,1,1,2,4,1,1,2,2,1,0,15,1
8,50,4,13,14,15,19,21,22,33,43,35,25,26,30,17,18,289,1
8,51,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,15,10,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8,51,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,16,16,0,0,1,0,0,0,0,1,1,0,0,0,3,1
8,51,6,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,6,16,10,0,1,2,2,0,0,2,2,1,2,0,1,13,1
8,51,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,7,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,3,8,10,0,0,1,0,0,1,0,0,0,0,0,1,3,1
8,51,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,2,6,8,0,1,1,0,0,0,0,1,0,0,1,0,4,1
8,51,2,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8,51,2,6,10,0,0,0,1,0,0,0,0,1,0,0,0,2,1
8,51,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8,51,0,1,1,0,0,0,0,0,5,2,2,0,0,1,0,10,1
8,51,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,0,3,3,0,0,0,0,0,0,1,0,1,0,0,0,2,1
8,51,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,1,5,7,0,0,2,0,1,0,0,0,0,0,0,0,3,1
8,51,4,10,11,0,0,0,1,0,0,2,0,0,0,1,0,4,1
8,51,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,51,4,12,13,0,0,0,1,0,0,0,0,1,1,0,0,3,1
8,51,4,13,14,2,0,3,0,1,1,1,2,2,0,0,0,10,1
8,52,6,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,6,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,6,15,18,0,1,0,0,0,0,0,1,0,0,0,1,3,1
8,52,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,6,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,6,16,16,0,0,0,0,0,0,1,0,0,2,0,0,3,1
8,52,6,16,17,0,1,0,0,1,0,0,1,0,0,0,1,4,1
8,52,6,16,18,0,0,0,0,3,0,0,1,1,0,1,1,7,1
8,52,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,6,16,10,0,0,2,1,0,3,1,0,1,3,1,0,12,1
8,52,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,7,17,21,0,0,0,0,2,0,3,0,1,1,0,0,7,1
8,52,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,3,8,9,0,0,0,1,0,0,0,0,0,1,0,0,2,1
8,52,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,3,8,10,0,0,0,1,0,0,1,0,0,0,0,0,2,1
8,52,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,3,9,8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
8,52,3,9,10,0,0,0,0,2,2,0,0,0,1,0,1,6,1
8,52,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,2,6,8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8,52,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,2,6,10,0,0,1,0,1,1,1,0,1,0,0,1,6,1
8,52,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,2,7,10,1,0,0,0,1,0,0,0,0,2,1,1,5,1
8,52,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,6,1
8,52,0,1,1,1,0,5,2,2,1,0,0,1,1,0,1,13,1
8,52,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8,52,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8,52,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,1,5,7,0,0,1,0,1,0,1,0,0,1,0,1,5,1
8,52,4,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,52,4,12,13,0,1,0,0,0,1,0,0,0,0,0,0,2,1
8,52,4,13,14,2,1,5,2,2,6,2,0,1,2,3,4,28,1
7,1,6,15,16,1,0,0,1,0,0,0,0,0,0,0,0,1,1
7,1,6,15,17,0,1,0,0,0,0,1,0,0,0,0,0,2,1
7,1,6,15,18,0,1,0,1,0,1,0,1,0,0,1,0,5,1
7,1,6,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,6,15,20,0,0,0,0,0,0,0,1,0,0,0,0,1,1
7,1,6,15,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1
7,1,6,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,6,16,17,0,0,0,0,0,0,0,0,1,0,0,0,1,1
7,1,6,16,18,0,0,0,1,1,2,0,1,2,2,0,0,9,1
7,1,6,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,6,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,6,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,6,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,7,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,9,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,15,24,0,0,0,0,1,0,0,0,0,0,0,0,1,1
7,1,8,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,8,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,3,8,8,1,1,0,0,0,1,0,0,0,0,0,0,2,1
7,1,3,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,3,9,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1
7,1,3,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,2,6,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1
7,1,2,6,9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
7,1,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,2,7,10,1,0,1,1,0,0,0,0,0,1,0,1,4,1
7,1,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1
7,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,0,4,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1
7,1,5,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,1,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
